NAME,NAICS_CODE,NESTAB,state,county,county_fips,sector_flag
"Broward County, Florida",713,1539,12,011,12011,
"Broward County, Florida",7131,42,12,011,12011,
"Broward County, Florida",721,1070,12,011,12011,Food Services
"Broward County, Florida",7132,253,12,011,12011,
"Broward County, Florida",7139,1244,12,011,12011,
"Broward County, Florida",72,8075,12,011,12011,Food Services
"Broward County, Florida",7211,768,12,011,12011,Food Services
"Broward County, Florida",7212,45,12,011,12011,Food Services
"Broward County, Florida",72121,45,12,011,12011,Food Services
"Broward County, Florida",7213,257,12,011,12011,Food Services
"Broward County, Florida",72131,257,12,011,12011,Food Services
"Broward County, Florida",722,7005,12,011,12011,Food Services
"Broward County, Florida",7223,4815,12,011,12011,Food Services
"Broward County, Florida",7224,315,12,011,12011,Food Services
"Broward County, Florida",72241,315,12,011,12011,Food Services
"Broward County, Florida",7225,1875,12,011,12011,Food Services
"Broward County, Florida",72251,1875,12,011,12011,Food Services
"Broward County, Florida",722511,892,12,011,12011,Food Services
"Broward County, Florida",722513,416,12,011,12011,Food Services
"Broward County, Florida",722514,372,12,011,12011,Food Services
"Broward County, Florida",722515,195,12,011,12011,Food Services
"Broward County, Florida",81,44617,12,011,12011,
"Broward County, Florida",811,9663,12,011,12011,
"Broward County, Florida",8111,4983,12,011,12011,
"Broward County, Florida",81111,2226,12,011,12011,
"Broward County, Florida",81112,882,12,011,12011,
"Broward County, Florida",81119,1875,12,011,12011,
"Broward County, Florida",81131,531,12,011,12011,
"Broward County, Florida",8112,544,12,011,12011,
"Broward County, Florida",81121,544,12,011,12011,
"Broward County, Florida",8113,531,12,011,12011,
"Broward County, Florida",8114,3605,12,011,12011,
"Broward County, Florida",81141,487,12,011,12011,
"Broward County, Florida",81142,234,12,011,12011,
"Broward County, Florida",81143,40,12,011,12011,
"Broward County, Florida",81149,2844,12,011,12011,
"Broward County, Florida",812,33983,12,011,12011,
"Broward County, Florida",8121,18652,12,011,12011,
"Broward County, Florida",81211,16435,12,011,12011,
"Broward County, Florida",812111,1591,12,011,12011,
"Broward County, Florida",812112,9406,12,011,12011,
"Broward County, Florida",812113,5438,12,011,12011,
"Broward County, Florida",81219,2217,12,011,12011,
"Broward County, Florida",8122,84,12,011,12011,
"Broward County, Florida",81221,80,12,011,12011,
"Broward County, Florida",81222,4,12,011,12011,
"Broward County, Florida",8123,258,12,011,12011,
"Broward County, Florida",81231,54,12,011,12011,
"Broward County, Florida",81232,181,12,011,12011,
"Broward County, Florida",81233,23,12,011,12011,
"Broward County, Florida",8129,14989,12,011,12011,
"Broward County, Florida",81291,1041,12,011,12011,
"Broward County, Florida",813,971,12,011,12011,
"Broward County, Florida",81292,90,12,011,12011,
"Broward County, Florida",81293,135,12,011,12011,
"Broward County, Florida",81299,13723,12,011,12011,
"Essex County, New Jersey",00,83346,34,013,34013,
"Essex County, New Jersey",11,55,34,013,34013,
"Essex County, New Jersey",113,9,34,013,34013,
"Essex County, New Jersey",114,13,34,013,34013,
"Essex County, New Jersey",1141,6,34,013,34013,
"Essex County, New Jersey",11411,6,34,013,34013,
"Essex County, New Jersey",1142,7,34,013,34013,
"Essex County, New Jersey",11421,7,34,013,34013,
"Essex County, New Jersey",115,33,34,013,34013,
"Essex County, New Jersey",1151,16,34,013,34013,
"Essex County, New Jersey",11511,16,34,013,34013,
"Essex County, New Jersey",1152,14,34,013,34013,
"Essex County, New Jersey",11521,14,34,013,34013,
"Essex County, New Jersey",1153,3,34,013,34013,
"Essex County, New Jersey",11531,3,34,013,34013,
"Essex County, New Jersey",21,4,34,013,34013,
"Essex County, New Jersey",212,3,34,013,34013,
"Essex County, New Jersey",22,26,34,013,34013,
"Essex County, New Jersey",221,26,34,013,34013,
"Essex County, New Jersey",23,5454,34,013,34013,
"Essex County, New Jersey",236,2173,34,013,34013,
"Essex County, New Jersey",2361,1985,34,013,34013,
"Essex County, New Jersey",2362,188,34,013,34013,
"Essex County, New Jersey",237,47,34,013,34013,
"Essex County, New Jersey",2371,10,34,013,34013,
"Essex County, New Jersey",2372,8,34,013,34013,
"Essex County, New Jersey",23721,8,34,013,34013,
"Essex County, New Jersey",2373,11,34,013,34013,
"Essex County, New Jersey",23731,11,34,013,34013,
"Essex County, New Jersey",2379,18,34,013,34013,
"Essex County, New Jersey",23799,18,34,013,34013,
"Essex County, New Jersey",238,3234,34,013,34013,
"Essex County, New Jersey",2381,511,34,013,34013,
"Essex County, New Jersey",2382,619,34,013,34013,
"Essex County, New Jersey",23821,259,34,013,34013,
"Essex County, New Jersey",23822,321,34,013,34013,
"Essex County, New Jersey",23829,39,34,013,34013,
"Essex County, New Jersey",2383,1251,34,013,34013,
"Essex County, New Jersey",2389,853,34,013,34013,
"Essex County, New Jersey",31-33,775,34,013,34013,
"Essex County, New Jersey",311,157,34,013,34013,
"Essex County, New Jersey",3111,6,34,013,34013,
"Essex County, New Jersey",31111,6,34,013,34013,
"Essex County, New Jersey",3113,6,34,013,34013,
"Essex County, New Jersey",3114,4,34,013,34013,
"Essex County, New Jersey",3118,76,34,013,34013,
"Essex County, New Jersey",3115,8,34,013,34013,
"Essex County, New Jersey",3117,5,34,013,34013,
"Essex County, New Jersey",31171,5,34,013,34013,
"Essex County, New Jersey",3119,51,34,013,34013,
"Essex County, New Jersey",312,6,34,013,34013,
"Essex County, New Jersey",313,5,34,013,34013,
"Essex County, New Jersey",314,6,34,013,34013,
"Essex County, New Jersey",315,102,34,013,34013,
"Essex County, New Jersey",316,8,34,013,34013,
"Essex County, New Jersey",3162,3,34,013,34013,
"Essex County, New Jersey",31621,3,34,013,34013,
"Essex County, New Jersey",3169,5,34,013,34013,
"Essex County, New Jersey",31699,5,34,013,34013,
"Essex County, New Jersey",321,14,34,013,34013,
"Essex County, New Jersey",322,4,34,013,34013,
"Essex County, New Jersey",323,83,34,013,34013,
"Essex County, New Jersey",3231,83,34,013,34013,
"Essex County, New Jersey",325,57,34,013,34013,
"Essex County, New Jersey",3254,14,34,013,34013,
"Essex County, New Jersey",32541,14,34,013,34013,
"Essex County, New Jersey",3256,31,34,013,34013,
"Essex County, New Jersey",3259,7,34,013,34013,
"Essex County, New Jersey",326,6,34,013,34013,
"Essex County, New Jersey",327,11,34,013,34013,
"Essex County, New Jersey",3271,4,34,013,34013,
"Essex County, New Jersey",3272,4,34,013,34013,
"Essex County, New Jersey",32721,4,34,013,34013,
"Essex County, New Jersey",331,3,34,013,34013,
"Essex County, New Jersey",332,32,34,013,34013,
"Essex County, New Jersey",333,15,34,013,34013,
"Essex County, New Jersey",334,18,34,013,34013,
"Essex County, New Jersey",335,14,34,013,34013,
"Essex County, New Jersey",336,72,34,013,34013,
"Essex County, New Jersey",337,26,34,013,34013,
"Essex County, New Jersey",3399,117,34,013,34013,
"Essex County, New Jersey",339,136,34,013,34013,
"Essex County, New Jersey",3391,19,34,013,34013,
"Essex County, New Jersey",33911,19,34,013,34013,
"Essex County, New Jersey",4232,32,34,013,34013,
"Essex County, New Jersey",42,1164,34,013,34013,
"Essex County, New Jersey",423,497,34,013,34013,
"Essex County, New Jersey",4231,39,34,013,34013,
"Essex County, New Jersey",4233,7,34,013,34013,
"Essex County, New Jersey",4234,21,34,013,34013,
"Essex County, New Jersey",4235,4,34,013,34013,
"Essex County, New Jersey",4236,35,34,013,34013,
"Essex County, New Jersey",4237,10,34,013,34013,
"Essex County, New Jersey",4238,39,34,013,34013,
"Essex County, New Jersey",4239,310,34,013,34013,
"Essex County, New Jersey",42391,22,34,013,34013,
"Essex County, New Jersey",42392,39,34,013,34013,
"Essex County, New Jersey",42393,19,34,013,34013,
"Essex County, New Jersey",42394,69,34,013,34013,
"Essex County, New Jersey",42399,161,34,013,34013,
"Essex County, New Jersey",424,504,34,013,34013,
"Essex County, New Jersey",4241,19,34,013,34013,
"Essex County, New Jersey",4242,8,34,013,34013,
"Essex County, New Jersey",42421,8,34,013,34013,
"Essex County, New Jersey",4243,116,34,013,34013,
"Essex County, New Jersey",4244,105,34,013,34013,
"Essex County, New Jersey",4245,7,34,013,34013,
"Essex County, New Jersey",4246,9,34,013,34013,
"Essex County, New Jersey",4248,27,34,013,34013,
"Essex County, New Jersey",4249,211,34,013,34013,
"Essex County, New Jersey",42491,4,34,013,34013,
"Essex County, New Jersey",42492,18,34,013,34013,
"Essex County, New Jersey",42493,12,34,013,34013,
"Essex County, New Jersey",42494,10,34,013,34013,
"Essex County, New Jersey",42499,165,34,013,34013,
"Essex County, New Jersey",425,163,34,013,34013,
"Essex County, New Jersey",4251,163,34,013,34013,
"Essex County, New Jersey",42512,163,34,013,34013,
"Essex County, New Jersey",44-45,5244,34,013,34013,Retail Trade
"Essex County, New Jersey",44122,25,34,013,34013,
"Essex County, New Jersey",441,523,34,013,34013,
"Essex County, New Jersey",4411,358,34,013,34013,
"Essex County, New Jersey",44112,358,34,013,34013,
"Essex County, New Jersey",4412,32,34,013,34013,
"Essex County, New Jersey",44121,7,34,013,34013,
"Essex County, New Jersey",441222,7,34,013,34013,
"Essex County, New Jersey",441227,18,34,013,34013,
"Essex County, New Jersey",4413,133,34,013,34013,
"Essex County, New Jersey",444,107,34,013,34013,
"Essex County, New Jersey",4441,74,34,013,34013,
"Essex County, New Jersey",44411,8,34,013,34013,
"Essex County, New Jersey",44412,8,34,013,34013,
"Essex County, New Jersey",44414,14,34,013,34013,
"Essex County, New Jersey",44418,44,34,013,34013,
"Essex County, New Jersey",4442,33,34,013,34013,
"Essex County, New Jersey",445,655,34,013,34013,
"Essex County, New Jersey",4451,315,34,013,34013,
"Essex County, New Jersey",44513,65,34,013,34013,
"Essex County, New Jersey",445132,49,34,013,34013,
"Essex County, New Jersey",4452,294,34,013,34013,
"Essex County, New Jersey",44523,25,34,013,34013,
"Essex County, New Jersey",44524,10,34,013,34013,
"Essex County, New Jersey",44525,8,34,013,34013,
"Essex County, New Jersey",44529,251,34,013,34013,
"Essex County, New Jersey",4453,46,34,013,34013,
"Essex County, New Jersey",44532,46,34,013,34013,
"Essex County, New Jersey",449,273,34,013,34013,
"Essex County, New Jersey",4491,172,34,013,34013,
"Essex County, New Jersey",44911,54,34,013,34013,
"Essex County, New Jersey",44912,118,34,013,34013,
"Essex County, New Jersey",4492,101,34,013,34013,
"Essex County, New Jersey",44921,101,34,013,34013,
"Essex County, New Jersey",455,483,34,013,34013,
"Essex County, New Jersey",456,701,34,013,34013,
"Essex County, New Jersey",4561,701,34,013,34013,
"Essex County, New Jersey",45611,22,34,013,34013,
"Essex County, New Jersey",45612,389,34,013,34013,
"Essex County, New Jersey",45613,8,34,013,34013,
"Essex County, New Jersey",4572,4,34,013,34013,
"Essex County, New Jersey",45619,282,34,013,34013,
"Essex County, New Jersey",457,27,34,013,34013,
"Essex County, New Jersey",4571,23,34,013,34013,
"Essex County, New Jersey",45721,4,34,013,34013,
"Essex County, New Jersey",458,1086,34,013,34013,
"Essex County, New Jersey",4581,888,34,013,34013,
"Essex County, New Jersey",45811,888,34,013,34013,
"Essex County, New Jersey",4582,42,34,013,34013,
"Essex County, New Jersey",45821,42,34,013,34013,
"Essex County, New Jersey",4583,156,34,013,34013,
"Essex County, New Jersey",45831,155,34,013,34013,
"Essex County, New Jersey",459,1389,34,013,34013,
"Essex County, New Jersey",4591,175,34,013,34013,
"Essex County, New Jersey",45911,34,34,013,34013,
"Essex County, New Jersey",45912,75,34,013,34013,
"Essex County, New Jersey",45921,28,34,013,34013,
"Essex County, New Jersey",45913,41,34,013,34013,
"Essex County, New Jersey",45914,25,34,013,34013,
"Essex County, New Jersey",4592,28,34,013,34013,
"Essex County, New Jersey",4593,47,34,013,34013,
"Essex County, New Jersey",45931,47,34,013,34013,
"Essex County, New Jersey",4594,189,34,013,34013,
"Essex County, New Jersey",45941,10,34,013,34013,
"Essex County, New Jersey",45942,179,34,013,34013,
"Essex County, New Jersey",4595,247,34,013,34013,
"Essex County, New Jersey",45951,247,34,013,34013,
"Essex County, New Jersey",4599,703,34,013,34013,
"Essex County, New Jersey",45991,9,34,013,34013,
"Essex County, New Jersey",45992,45,34,013,34013,
"Essex County, New Jersey",45999,647,34,013,34013,
"Essex County, New Jersey",48-49,16450,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",481,48,34,013,34013,
"Essex County, New Jersey",483,13,34,013,34013,
"Essex County, New Jersey",484,2670,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",4841,2463,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",48411,1373,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",48412,1090,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",4842,207,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",4852,17,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",485,9584,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",4851,13,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",48511,13,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",48521,17,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",4853,8975,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",4854,99,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",48541,99,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",4855,32,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",48551,32,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",4859,448,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",48599,448,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",486,5,34,013,34013,
"Essex County, New Jersey",487,9,34,013,34013,
"Essex County, New Jersey",488,400,34,013,34013,
"Essex County, New Jersey",492,3601,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",493,120,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",4931,120,34,013,34013,Transportation/Warehousing
"Essex County, New Jersey",51,1261,34,013,34013,
"Essex County, New Jersey",512,600,34,013,34013,
"Essex County, New Jersey",5121,446,34,013,34013,
"Essex County, New Jersey",5122,154,34,013,34013,
"Essex County, New Jersey",513,204,34,013,34013,
"Essex County, New Jersey",516,103,34,013,34013,
"Essex County, New Jersey",517,80,34,013,34013,
"Essex County, New Jersey",518,130,34,013,34013,
"Essex County, New Jersey",5182,130,34,013,34013,
"Essex County, New Jersey",52,1858,34,013,34013,
"Essex County, New Jersey",51821,130,34,013,34013,
"Essex County, New Jersey",519,144,34,013,34013,
"Essex County, New Jersey",5192,144,34,013,34013,
"Essex County, New Jersey",522,135,34,013,34013,
"Essex County, New Jersey",5221,13,34,013,34013,
"Essex County, New Jersey",5222,73,34,013,34013,
"Essex County, New Jersey",5223,49,34,013,34013,
"Essex County, New Jersey",523,953,34,013,34013,
"Essex County, New Jersey",5231,64,34,013,34013,
"Essex County, New Jersey",52315,45,34,013,34013,
"Essex County, New Jersey",5239,872,34,013,34013,
"Essex County, New Jersey",52316,19,34,013,34013,
"Essex County, New Jersey",5232,17,34,013,34013,
"Essex County, New Jersey",52321,17,34,013,34013,
"Essex County, New Jersey",524,770,34,013,34013,
"Essex County, New Jersey",5242,768,34,013,34013,
"Essex County, New Jersey",52421,506,34,013,34013,
"Essex County, New Jersey",52429,262,34,013,34013,
"Essex County, New Jersey",53,9636,34,013,34013,
"Essex County, New Jersey",531,9432,34,013,34013,
"Essex County, New Jersey",5311,4965,34,013,34013,
"Essex County, New Jersey",5312,1903,34,013,34013,
"Essex County, New Jersey",53121,1903,34,013,34013,
"Essex County, New Jersey",5313,2564,34,013,34013,
"Essex County, New Jersey",53131,803,34,013,34013,
"Essex County, New Jersey",53132,52,34,013,34013,
"Essex County, New Jersey",53139,1709,34,013,34013,
"Essex County, New Jersey",532,191,34,013,34013,
"Essex County, New Jersey",5321,93,34,013,34013,
"Essex County, New Jersey",5322,39,34,013,34013,
"Essex County, New Jersey",53221,6,34,013,34013,
"Essex County, New Jersey",53228,33,34,013,34013,
"Essex County, New Jersey",532282,3,34,013,34013,
"Essex County, New Jersey",532284,9,34,013,34013,
"Essex County, New Jersey",532289,20,34,013,34013,
"Essex County, New Jersey",5323,27,34,013,34013,
"Essex County, New Jersey",53231,27,34,013,34013,
"Essex County, New Jersey",5324,32,34,013,34013,
"Essex County, New Jersey",533,13,34,013,34013,
"Essex County, New Jersey",5331,13,34,013,34013,
"Essex County, New Jersey",53311,13,34,013,34013,
"Essex County, New Jersey",54,11874,34,013,34013,
"Essex County, New Jersey",541,11874,34,013,34013,
"Essex County, New Jersey",5411,1011,34,013,34013,
"Essex County, New Jersey",5412,1022,34,013,34013,
"Essex County, New Jersey",54121,1022,34,013,34013,
"Essex County, New Jersey",541211,118,34,013,34013,
"Essex County, New Jersey",541213,401,34,013,34013,
"Essex County, New Jersey",54131,191,34,013,34013,
"Essex County, New Jersey",541214,8,34,013,34013,
"Essex County, New Jersey",541219,495,34,013,34013,
"Essex County, New Jersey",5413,505,34,013,34013,
"Essex County, New Jersey",54132,61,34,013,34013,
"Essex County, New Jersey",54133,157,34,013,34013,
"Essex County, New Jersey",54134,29,34,013,34013,
"Essex County, New Jersey",54135,31,34,013,34013,
"Essex County, New Jersey",54136,3,34,013,34013,
"Essex County, New Jersey",54137,3,34,013,34013,
"Essex County, New Jersey",54138,30,34,013,34013,
"Essex County, New Jersey",5414,936,34,013,34013,
"Essex County, New Jersey",5415,892,34,013,34013,
"Essex County, New Jersey",54151,892,34,013,34013,
"Essex County, New Jersey",5416,3123,34,013,34013,
"Essex County, New Jersey",5417,154,34,013,34013,
"Essex County, New Jersey",5418,555,34,013,34013,
"Essex County, New Jersey",5419,3676,34,013,34013,
"Essex County, New Jersey",54191,151,34,013,34013,
"Essex County, New Jersey",54192,615,34,013,34013,
"Essex County, New Jersey",54193,99,34,013,34013,
"Essex County, New Jersey",54194,26,34,013,34013,
"Essex County, New Jersey",54199,2785,34,013,34013,
"Essex County, New Jersey",56,5744,34,013,34013,
"Essex County, New Jersey",561,5708,34,013,34013,
"Essex County, New Jersey",5611,713,34,013,34013,
"Essex County, New Jersey",56111,713,34,013,34013,
"Essex County, New Jersey",5612,47,34,013,34013,
"Essex County, New Jersey",56121,47,34,013,34013,
"Essex County, New Jersey",5613,80,34,013,34013,
"Essex County, New Jersey",5614,638,34,013,34013,
"Essex County, New Jersey",56141,323,34,013,34013,
"Essex County, New Jersey",56142,82,34,013,34013,
"Essex County, New Jersey",56143,56,34,013,34013,
"Essex County, New Jersey",56144,4,34,013,34013,
"Essex County, New Jersey",56145,4,34,013,34013,
"Essex County, New Jersey",56149,169,34,013,34013,
"Essex County, New Jersey",5615,153,34,013,34013,
"Essex County, New Jersey",56172,2689,34,013,34013,
"Essex County, New Jersey",5616,279,34,013,34013,
"Essex County, New Jersey",5617,3481,34,013,34013,
"Essex County, New Jersey",56171,22,34,013,34013,
"Essex County, New Jersey",56173,425,34,013,34013,
"Essex County, New Jersey",56174,64,34,013,34013,
"Essex County, New Jersey",61,2541,34,013,34013,
"Essex County, New Jersey",56179,281,34,013,34013,
"Essex County, New Jersey",5619,317,34,013,34013,
"Essex County, New Jersey",562,36,34,013,34013,
"Essex County, New Jersey",611,2541,34,013,34013,
"Essex County, New Jersey",62,7586,34,013,34013,
"Essex County, New Jersey",621,4144,34,013,34013,
"Essex County, New Jersey",6211,776,34,013,34013,
"Essex County, New Jersey",62111,776,34,013,34013,
"Essex County, New Jersey",621111,543,34,013,34013,
"Essex County, New Jersey",621112,233,34,013,34013,
"Essex County, New Jersey",6212,149,34,013,34013,
"Essex County, New Jersey",62121,149,34,013,34013,
"Essex County, New Jersey",6213,1949,34,013,34013,
"Essex County, New Jersey",62131,65,34,013,34013,
"Essex County, New Jersey",62132,36,34,013,34013,
"Essex County, New Jersey",62133,820,34,013,34013,
"Essex County, New Jersey",62134,425,34,013,34013,
"Essex County, New Jersey",62139,603,34,013,34013,
"Essex County, New Jersey",621391,21,34,013,34013,
"Essex County, New Jersey",621399,582,34,013,34013,
"Essex County, New Jersey",6214,64,34,013,34013,
"Essex County, New Jersey",6215,61,34,013,34013,
"Essex County, New Jersey",62151,61,34,013,34013,
"Essex County, New Jersey",6216,1029,34,013,34013,
"Essex County, New Jersey",62161,1029,34,013,34013,
"Essex County, New Jersey",6219,116,34,013,34013,
"Essex County, New Jersey",623,318,34,013,34013,
"Essex County, New Jersey",624,3124,34,013,34013,
"Essex County, New Jersey",6241,671,34,013,34013,
"Essex County, New Jersey",6242,32,34,013,34013,
"Essex County, New Jersey",6243,38,34,013,34013,
"Essex County, New Jersey",62431,38,34,013,34013,
"Essex County, New Jersey",711,4259,34,013,34013,
"Essex County, New Jersey",6244,2383,34,013,34013,
"Essex County, New Jersey",62441,2383,34,013,34013,
"Essex County, New Jersey",71,4560,34,013,34013,
"Essex County, New Jersey",7111,264,34,013,34013,
"Essex County, New Jersey",7112,312,34,013,34013,
"Essex County, New Jersey",71121,312,34,013,34013,
"Essex County, New Jersey",7113,386,34,013,34013,
"Essex County, New Jersey",7114,162,34,013,34013,
"Essex County, New Jersey",71141,162,34,013,34013,
"Essex County, New Jersey",7115,3135,34,013,34013,
"Essex County, New Jersey",71151,3135,34,013,34013,
"Essex County, New Jersey",712,8,34,013,34013,
"Essex County, New Jersey",7121,8,34,013,34013,
"Essex County, New Jersey",713,293,34,013,34013,
"Essex County, New Jersey",7131,4,34,013,34013,
"Essex County, New Jersey",7132,36,34,013,34013,
"Essex County, New Jersey",7139,253,34,013,34013,
"Essex County, New Jersey",7212,7,34,013,34013,Food Services
"Essex County, New Jersey",72,1856,34,013,34013,Food Services
"Essex County, New Jersey",721,162,34,013,34013,Food Services
"Essex County, New Jersey",7211,110,34,013,34013,Food Services
"Essex County, New Jersey",72121,7,34,013,34013,Food Services
"Essex County, New Jersey",7213,45,34,013,34013,Food Services
"Essex County, New Jersey",72131,45,34,013,34013,Food Services
"Essex County, New Jersey",722,1694,34,013,34013,Food Services
"Essex County, New Jersey",7223,1123,34,013,34013,Food Services
"Essex County, New Jersey",7224,69,34,013,34013,Food Services
"Essex County, New Jersey",72241,69,34,013,34013,Food Services
"Essex County, New Jersey",7225,502,34,013,34013,Food Services
"Essex County, New Jersey",72251,502,34,013,34013,Food Services
"Essex County, New Jersey",722511,233,34,013,34013,Food Services
"Essex County, New Jersey",722513,165,34,013,34013,Food Services
"Essex County, New Jersey",722514,55,34,013,34013,Food Services
"Essex County, New Jersey",722515,49,34,013,34013,Food Services
"Essex County, New Jersey",81,7258,34,013,34013,
"Essex County, New Jersey",811,907,34,013,34013,
"Essex County, New Jersey",8111,604,34,013,34013,
"Essex County, New Jersey",8112,48,34,013,34013,
"Essex County, New Jersey",81111,368,34,013,34013,
"Essex County, New Jersey",81112,90,34,013,34013,
"Essex County, New Jersey",81119,146,34,013,34013,
"Essex County, New Jersey",81121,48,34,013,34013,
"Essex County, New Jersey",8113,43,34,013,34013,
"Essex County, New Jersey",81131,43,34,013,34013,
"Essex County, New Jersey",8114,212,34,013,34013,
"Essex County, New Jersey",81141,30,34,013,34013,
"Essex County, New Jersey",81142,24,34,013,34013,
"Essex County, New Jersey",81143,8,34,013,34013,
"Essex County, New Jersey",81149,150,34,013,34013,
"Essex County, New Jersey",812,6028,34,013,34013,
"Essex County, New Jersey",8121,3633,34,013,34013,
"Essex County, New Jersey",81211,3113,34,013,34013,
"Essex County, New Jersey",812111,447,34,013,34013,
"Essex County, New Jersey",812112,2354,34,013,34013,
"Essex County, New Jersey",812113,312,34,013,34013,
"Essex County, New Jersey",81219,520,34,013,34013,
"Essex County, New Jersey",8122,48,34,013,34013,
"Essex County, New Jersey",81221,45,34,013,34013,
"Essex County, New Jersey",81222,3,34,013,34013,
"Essex County, New Jersey",8123,104,34,013,34013,
"Essex County, New Jersey",81231,47,34,013,34013,
"Essex County, New Jersey",81232,55,34,013,34013,
"Essex County, New Jersey",8129,2243,34,013,34013,
"Essex County, New Jersey",81291,270,34,013,34013,
"Essex County, New Jersey",81292,21,34,013,34013,
"Essex County, New Jersey",81293,18,34,013,34013,
"Essex County, New Jersey",81299,1934,34,013,34013,
"Essex County, New Jersey",813,323,34,013,34013,
"Schenectady County, New York",00,10084,36,093,36093,
"Schenectady County, New York",11,27,36,093,36093,
"Schenectady County, New York",113,4,36,093,36093,
"Schenectady County, New York",115,21,36,093,36093,
"Schenectady County, New York",1151,4,36,093,36093,
"Schenectady County, New York",11511,4,36,093,36093,
"Schenectady County, New York",1152,14,36,093,36093,
"Schenectady County, New York",11521,14,36,093,36093,
"Schenectady County, New York",1153,3,36,093,36093,
"Schenectady County, New York",11531,3,36,093,36093,
"Schenectady County, New York",22,6,36,093,36093,
"Schenectady County, New York",221,6,36,093,36093,
"Schenectady County, New York",23,970,36,093,36093,
"Schenectady County, New York",236,295,36,093,36093,
"Schenectady County, New York",2361,272,36,093,36093,
"Schenectady County, New York",2362,23,36,093,36093,
"Schenectady County, New York",237,7,36,093,36093,
"Schenectady County, New York",2372,3,36,093,36093,
"Schenectady County, New York",23721,3,36,093,36093,
"Schenectady County, New York",2379,4,36,093,36093,
"Schenectady County, New York",23799,4,36,093,36093,
"Schenectady County, New York",238,668,36,093,36093,
"Schenectady County, New York",2381,85,36,093,36093,
"Schenectady County, New York",2382,116,36,093,36093,
"Schenectady County, New York",23821,51,36,093,36093,
"Schenectady County, New York",23822,59,36,093,36093,
"Schenectady County, New York",23829,6,36,093,36093,
"Schenectady County, New York",2383,252,36,093,36093,
"Schenectady County, New York",2389,215,36,093,36093,
"Schenectady County, New York",31-33,111,36,093,36093,
"Schenectady County, New York",311,21,36,093,36093,
"Schenectady County, New York",3118,8,36,093,36093,
"Schenectady County, New York",3119,7,36,093,36093,
"Schenectady County, New York",315,7,36,093,36093,
"Schenectady County, New York",321,3,36,093,36093,
"Schenectady County, New York",323,13,36,093,36093,
"Schenectady County, New York",3231,13,36,093,36093,
"Schenectady County, New York",325,5,36,093,36093,
"Schenectady County, New York",3256,3,36,093,36093,
"Schenectady County, New York",327,4,36,093,36093,
"Schenectady County, New York",332,15,36,093,36093,
"Schenectady County, New York",337,5,36,093,36093,
"Schenectady County, New York",339,28,36,093,36093,
"Schenectady County, New York",3399,26,36,093,36093,
"Schenectady County, New York",42,119,36,093,36093,
"Schenectady County, New York",423,59,36,093,36093,
"Schenectady County, New York",4231,5,36,093,36093,
"Schenectady County, New York",4232,4,36,093,36093,
"Schenectady County, New York",4236,5,36,093,36093,
"Schenectady County, New York",4238,5,36,093,36093,
"Schenectady County, New York",4239,36,36,093,36093,
"Schenectady County, New York",42391,4,36,093,36093,
"Schenectady County, New York",42392,3,36,093,36093,
"Schenectady County, New York",42394,12,36,093,36093,
"Schenectady County, New York",42399,16,36,093,36093,
"Schenectady County, New York",424,52,36,093,36093,
"Schenectady County, New York",4249,26,36,093,36093,
"Schenectady County, New York",4241,3,36,093,36093,
"Schenectady County, New York",4243,9,36,093,36093,
"Schenectady County, New York",4244,12,36,093,36093,
"Schenectady County, New York",42492,10,36,093,36093,
"Schenectady County, New York",42493,4,36,093,36093,
"Schenectady County, New York",42499,10,36,093,36093,
"Schenectady County, New York",425,8,36,093,36093,
"Schenectady County, New York",4251,8,36,093,36093,
"Schenectady County, New York",42512,8,36,093,36093,
"Schenectady County, New York",44-45,805,36,093,36093,Retail Trade
"Schenectady County, New York",441,88,36,093,36093,
"Schenectady County, New York",4411,59,36,093,36093,
"Schenectady County, New York",44112,59,36,093,36093,
"Schenectady County, New York",4412,8,36,093,36093,
"Schenectady County, New York",44122,8,36,093,36093,
"Schenectady County, New York",441222,3,36,093,36093,
"Schenectady County, New York",441227,5,36,093,36093,
"Schenectady County, New York",4413,21,36,093,36093,
"Schenectady County, New York",444,10,36,093,36093,
"Schenectady County, New York",4441,6,36,093,36093,
"Schenectady County, New York",44418,3,36,093,36093,
