NAME,NAICS_CODE,ESTAB,LFO,EMPSZES,state,county,county_fips,sector_flag
"Queens County, New York",442,241,001,001,36,081,36081,
"Queens County, New York",4421,139,001,001,36,081,36081,
"Queens County, New York",44211,139,001,001,36,081,36081,
"Queens County, New York",442110,139,001,001,36,081,36081,
"Queens County, New York",44229,71,001,001,36,081,36081,
"Queens County, New York",4422,102,001,001,36,081,36081,
"Queens County, New York",44221,31,001,001,36,081,36081,
"Queens County, New York",442210,31,001,001,36,081,36081,
"Queens County, New York",442291,17,001,001,36,081,36081,
"Queens County, New York",442299,54,001,001,36,081,36081,
"Queens County, New York",443,160,001,001,36,081,36081,
"Queens County, New York",4431,160,001,001,36,081,36081,
"Queens County, New York",44314,160,001,001,36,081,36081,
"Queens County, New York",443141,26,001,001,36,081,36081,
"Queens County, New York",443142,134,001,001,36,081,36081,
"Queens County, New York",444120,27,001,001,36,081,36081,
"Queens County, New York",44413,77,001,001,36,081,36081,
"Queens County, New York",444130,77,001,001,36,081,36081,
"Queens County, New York",44419,181,001,001,36,081,36081,
"Queens County, New York",444190,181,001,001,36,081,36081,
"Queens County, New York",4442,24,001,001,36,081,36081,
"Queens County, New York",44422,9,001,001,36,081,36081,
"Queens County, New York",444,332,001,001,36,081,36081,
"Queens County, New York",4441,308,001,001,36,081,36081,
"Queens County, New York",44411,23,001,001,36,081,36081,
"Queens County, New York",444110,23,001,001,36,081,36081,
"Queens County, New York",44412,27,001,001,36,081,36081,
"Queens County, New York",44421,15,001,001,36,081,36081,
"Queens County, New York",444210,15,001,001,36,081,36081,
"Queens County, New York",444220,9,001,001,36,081,36081,
"Queens County, New York",445,2571,001,001,36,081,36081,
"Queens County, New York",4451,1856,001,001,36,081,36081,
"Queens County, New York",44522,51,001,001,36,081,36081,
"Queens County, New York",44511,1239,001,001,36,081,36081,
"Queens County, New York",445110,1239,001,001,36,081,36081,
"Queens County, New York",44512,617,001,001,36,081,36081,
"Queens County, New York",445120,617,001,001,36,081,36081,
"Queens County, New York",4452,360,001,001,36,081,36081,
"Queens County, New York",44521,111,001,001,36,081,36081,
"Queens County, New York",445210,111,001,001,36,081,36081,
"Queens County, New York",445220,51,001,001,36,081,36081,
"Queens County, New York",44523,67,001,001,36,081,36081,
"Queens County, New York",445230,67,001,001,36,081,36081,
"Queens County, New York",44529,131,001,001,36,081,36081,
"Queens County, New York",445291,52,001,001,36,081,36081,
"Queens County, New York",445292,24,001,001,36,081,36081,
"Queens County, New York",445299,55,001,001,36,081,36081,
"Queens County, New York",4453,355,001,001,36,081,36081,
"Queens County, New York",44531,355,001,001,36,081,36081,
"Queens County, New York",445310,355,001,001,36,081,36081,
"Queens County, New York",446,1200,001,001,36,081,36081,Retail Trade
"Queens County, New York",4461,1200,001,001,36,081,36081,Retail Trade
"Queens County, New York",44611,800,001,001,36,081,36081,Retail Trade
"Queens County, New York",446110,800,001,001,36,081,36081,Retail Trade
"Queens County, New York",44612,137,001,001,36,081,36081,Retail Trade
"Queens County, New York",446120,137,001,001,36,081,36081,Retail Trade
"Queens County, New York",446130,132,001,001,36,081,36081,Retail Trade
"Queens County, New York",44619,131,001,001,36,081,36081,Retail Trade
"Queens County, New York",44719,81,001,001,36,081,36081,Retail Trade
"Queens County, New York",447190,81,001,001,36,081,36081,Retail Trade
"Queens County, New York",448,749,001,001,36,081,36081,Retail Trade
"Queens County, New York",448110,74,001,001,36,081,36081,Retail Trade
"Queens County, New York",44613,132,001,001,36,081,36081,Retail Trade
"Queens County, New York",446191,65,001,001,36,081,36081,Retail Trade
"Queens County, New York",446199,66,001,001,36,081,36081,Retail Trade
"Queens County, New York",447,247,001,001,36,081,36081,Retail Trade
"Queens County, New York",4471,247,001,001,36,081,36081,Retail Trade
"Queens County, New York",44711,166,001,001,36,081,36081,Retail Trade
"Queens County, New York",447110,166,001,001,36,081,36081,Retail Trade
"Queens County, New York",4481,478,001,001,36,081,36081,Retail Trade
"Queens County, New York",44811,74,001,001,36,081,36081,Retail Trade
"Queens County, New York",44812,154,001,001,36,081,36081,Retail Trade
"Queens County, New York",448120,154,001,001,36,081,36081,Retail Trade
