STATE,PUMA,PWGTP,AGEP,SEX,RAC1P,HISP,NATIVITY,ANC1P,ANC2P,SCHL,ESR,PINCP
36,04409,25,75,1,9,1,2,370,999,16.0,6.0,17000.0
36,04410,71,60,1,9,1,2,370,615,16.0,6.0,24000.0
36,04210,53,52,1,9,1,2,370,999,21.0,1.0,38000.0
36,04410,152,26,1,9,1,1,370,999,20.0,1.0,35000.0
36,04410,78,0,2,9,1,1,370,999,,,
36,04318,55,71,2,9,1,2,902,370,17.0,6.0,21200.0
36,04318,54,73,1,9,1,2,370,902,20.0,6.0,33300.0
36,04318,56,44,2,9,1,2,370,902,21.0,1.0,52000.0
36,04318,44,75,2,9,1,2,370,902,19.0,1.0,43700.0
36,04318,47,48,1,9,1,2,370,902,16.0,1.0,30000.0
36,04209,122,62,2,8,1,1,370,999,16.0,6.0,51200.0
36,04209,159,60,1,8,1,1,370,999,16.0,1.0,53000.0
36,04209,104,22,2,8,1,1,370,999,20.0,1.0,44000.0
36,04408,174,42,1,8,1,2,370,999,8.0,1.0,100000.0
36,04408,186,12,1,8,1,1,370,999,10.0,,
36,04408,157,9,2,8,1,1,370,999,7.0,,
36,04408,140,72,1,8,1,2,370,999,8.0,6.0,0.0
36,04408,135,67,2,8,1,2,370,999,9.0,6.0,9900.0
36,04412,145,42,2,8,1,2,370,999,17.0,1.0,50000.0
36,04412,174,41,1,8,1,2,370,999,17.0,1.0,43700.0
36,04412,68,19,2,8,1,2,370,999,19.0,6.0,0.0
36,04412,153,17,2,8,1,2,370,999,14.0,6.0,0.0
36,04412,109,15,1,8,1,2,370,999,10.0,,0.0
36,04412,108,15,1,8,1,2,370,999,10.0,,0.0
36,04305,203,67,2,8,1,2,370,999,12.0,1.0,35000.0
36,04413,158,55,2,9,1,2,370,999,20.0,1.0,42900.0
36,04413,226,54,1,9,1,2,370,999,19.0,1.0,135000.0
36,04413,108,30,2,9,1,1,370,999,22.0,1.0,69000.0
36,04413,113,26,2,9,1,1,370,999,22.0,1.0,25600.0
36,04413,131,24,1,9,1,1,370,999,16.0,1.0,42000.0
36,02902,59,59,2,8,24,2,370,999,16.0,1.0,100000.0
36,02902,53,19,2,8,24,1,370,999,19.0,1.0,5000.0
36,04410,195,71,1,8,1,2,370,999,14.0,1.0,46600.0
36,04410,170,51,1,8,1,2,370,999,11.0,1.0,100000.0
36,04410,155,70,2,8,1,2,370,999,9.0,6.0,8900.0
36,04410,146,45,2,8,1,2,370,999,17.0,1.0,120000.0
36,02201,68,66,2,2,1,2,370,999,16.0,6.0,40000.0
36,04410,144,67,2,9,1,2,370,999,17.0,1.0,53200.0
36,04318,106,33,2,9,1,2,370,999,1.0,6.0,3200.0
36,04303,111,43,1,2,1,1,370,999,21.0,6.0,10590.0
36,04412,108,33,1,9,1,2,370,615,16.0,1.0,50000.0
36,04305,183,78,2,9,1,2,370,999,17.0,6.0,30000.0
36,04305,135,54,1,9,1,2,370,999,17.0,6.0,0.0
36,04412,103,53,2,8,1,2,370,999,17.0,1.0,7100.0
36,04412,113,22,1,8,1,1,370,999,19.0,3.0,0.0
36,03206,153,64,2,6,1,2,370,999,19.0,6.0,0.0
36,03206,146,68,1,6,1,2,370,999,18.0,1.0,40000.0
36,03206,183,34,1,6,1,1,370,999,22.0,1.0,79000.0
36,03206,182,30,1,6,1,1,370,999,22.0,1.0,70000.0
36,03206,207,28,2,6,1,1,370,999,22.0,1.0,100000.0
36,04414,256,45,1,9,1,2,370,999,17.0,1.0,90000.0
36,04414,129,18,2,9,1,1,370,999,17.0,3.0,0.0
36,04304,234,23,2,9,1,1,370,999,19.0,1.0,50000.0
36,04304,231,26,1,9,1,2,370,999,16.0,1.0,32000.0
36,04412,35,62,1,9,1,2,903,370,22.0,1.0,152000.0
36,04413,33,32,1,9,1,1,370,706,19.0,4.0,110000.0
36,04409,108,54,1,9,1,2,370,999,22.0,1.0,138000.0
36,04409,114,53,2,9,1,2,370,999,17.0,1.0,90000.0
36,04409,117,25,1,9,1,2,370,999,19.0,6.0,0.0
36,04409,87,35,1,9,1,2,370,999,15.0,1.0,85000.0
36,03205,65,36,1,9,1,2,370,795,23.0,1.0,75000.0
36,04410,61,36,2,6,1,2,370,999,16.0,1.0,45000.0
36,04308,51,34,2,2,1,1,308,370,21.0,1.0,61000.0
36,04409,46,60,2,6,1,2,370,999,16.0,1.0,85000.0
36,04409,41,85,1,6,1,2,370,999,16.0,6.0,5800.0
36,04409,55,80,2,6,1,2,370,999,16.0,6.0,10800.0
36,04412,84,58,2,9,1,2,370,999,17.0,1.0,41100.0
36,04316,97,46,1,2,1,1,902,370,21.0,1.0,145000.0
36,01700,157,77,2,8,1,2,370,999,16.0,6.0,8600.0
36,01700,168,82,1,8,1,2,370,999,8.0,6.0,8400.0
36,04404,201,75,1,9,1,2,370,999,16.0,6.0,25200.0
36,04404,252,62,2,9,1,2,370,999,16.0,6.0,16800.0
36,04404,161,43,2,9,1,2,370,999,16.0,1.0,12500.0
36,04109,108,66,2,9,1,2,370,999,21.0,6.0,48630.0
36,04109,408,3,2,2,1,1,370,434,1.0,,
36,04314,153,34,2,9,1,1,370,999,22.0,1.0,97000.0
36,04409,97,50,1,8,1,2,370,999,15.0,1.0,50000.0
36,04409,91,48,2,8,1,2,370,999,1.0,1.0,12000.0
36,04409,111,22,1,8,1,2,370,999,16.0,6.0,0.0
36,04409,111,20,1,8,1,2,370,999,16.0,6.0,0.0
36,04409,111,17,2,8,1,2,370,999,13.0,6.0,0.0
36,04409,109,16,2,8,1,2,370,999,11.0,6.0,0.0
36,04209,120,49,1,9,1,2,370,615,20.0,1.0,70200.0
36,04209,147,46,2,9,1,2,370,999,16.0,6.0,0.0
36,04209,57,19,1,9,1,1,370,999,16.0,6.0,0.0
36,04209,73,13,2,9,1,1,370,999,11.0,,
36,04412,225,29,2,9,1,1,370,615,21.0,1.0,25000.0
36,04412,169,64,2,9,1,2,370,615,17.0,1.0,58000.0
36,00903,74,78,2,8,1,2,370,999,8.0,6.0,1300.0
36,04312,227,72,2,9,1,2,370,999,19.0,1.0,79900.0
36,04312,200,55,1,2,1,1,370,999,22.0,1.0,61000.0
36,04312,280,5,2,2,1,1,370,999,3.0,,
36,04410,71,66,2,2,1,2,370,999,18.0,6.0,38200.0
36,03206,106,59,2,8,1,2,370,999,20.0,1.0,50000.0
36,04204,249,62,2,8,1,1,370,999,9.0,6.0,11300.0
36,04204,305,65,1,8,1,1,370,999,14.0,6.0,9800.0
36,04209,513,28,1,2,1,1,370,308,22.0,1.0,30000.0
36,04318,42,65,1,9,1,2,370,999,16.0,1.0,60000.0
36,04413,138,63,2,2,1,2,370,999,16.0,1.0,56000.0
36,04413,138,27,1,2,1,1,370,999,21.0,6.0,0.0
36,04309,235,45,2,9,1,2,370,999,16.0,1.0,50000.0
36,04309,296,17,2,9,1,1,370,999,14.0,6.0,0.0
36,04309,234,10,2,9,1,1,370,999,7.0,,
36,04318,148,58,2,9,1,2,370,999,17.0,1.0,48000.0
36,04318,159,54,1,9,1,2,370,999,20.0,1.0,85000.0
36,04318,164,24,1,9,1,1,370,999,20.0,1.0,10000.0
36,04318,158,21,2,9,1,1,370,999,19.0,6.0,0.0
36,04318,145,19,1,9,1,1,370,999,19.0,1.0,5000.0
36,04410,167,46,1,9,1,2,370,999,17.0,1.0,61000.0
36,04410,160,7,2,9,1,1,370,999,5.0,,
36,04410,162,4,1,9,1,1,370,999,2.0,,
36,04317,60,41,2,9,1,1,370,999,21.0,1.0,62800.0
36,04317,68,44,1,9,1,1,370,999,20.0,1.0,55000.0
36,04317,51,16,2,9,1,1,370,999,13.0,6.0,0.0
36,04317,78,12,1,9,1,1,370,314,8.0,,
36,04317,76,5,1,9,1,1,370,999,2.0,,
36,02201,83,30,2,9,1,1,068,370,21.0,1.0,77540.0
36,01700,349,23,2,8,1,1,370,999,19.0,1.0,42500.0
36,01700,127,25,1,8,1,2,997,370,20.0,1.0,40000.0
36,01700,81,3,2,8,1,1,370,999,1.0,,
36,01700,183,2,1,8,1,1,370,999,,,
36,04410,183,47,1,9,1,2,370,999,17.0,1.0,72000.0
36,04409,109,69,2,6,1,2,370,999,9.0,6.0,4200.0
36,04409,70,39,1,6,1,2,370,999,20.0,1.0,37000.0
36,04409,69,37,1,6,1,2,370,999,20.0,1.0,50000.0
36,03306,66,43,2,2,1,1,370,249,22.0,1.0,90000.0
36,03203,196,29,2,8,1,1,370,999,21.0,1.0,25000.0
36,03306,384,9,1,9,1,1,046,370,6.0,,
36,03306,351,5,2,9,1,1,046,370,1.0,,
36,03306,295,1,1,9,1,1,046,370,,,
36,03211,76,45,2,9,1,2,370,999,24.0,1.0,161000.0
36,03211,59,21,1,2,1,1,902,370,19.0,6.0,0.0
36,03211,70,10,1,8,5,1,370,275,2.0,,
36,01700,56,52,2,8,1,2,370,999,8.0,1.0,27000.0
36,01700,59,50,1,8,1,2,370,999,8.0,1.0,53000.0
36,01700,102,19,2,8,1,1,370,939,16.0,1.0,8000.0
36,01700,51,15,2,8,1,1,370,939,14.0,,0.0
36,01203,49,37,2,3,1,1,370,999,19.0,1.0,70000.0
36,01203,72,12,1,3,1,1,370,314,8.0,,
36,04413,112,77,1,9,1,2,370,620,1.0,6.0,41800.0
36,04412,35,64,1,6,1,2,370,999,21.0,1.0,20000.0
36,04412,36,60,2,6,1,2,370,999,21.0,1.0,15000.0
36,04412,26,34,1,6,1,2,370,999,21.0,1.0,30000.0
36,04410,76,43,1,6,1,2,370,999,21.0,1.0,147200.0
36,04317,39,63,2,2,1,2,599,370,17.0,1.0,36100.0
36,03206,224,49,2,9,1,2,370,999,18.0,3.0,0.0
36,04412,35,82,1,6,1,2,370,999,15.0,6.0,9000.0
36,04412,47,77,2,6,1,2,370,999,15.0,6.0,8400.0
36,03113,35,33,2,9,1,1,370,615,23.0,1.0,135000.0
36,04408,61,68,1,9,1,2,370,620,15.0,1.0,90000.0
36,04408,54,61,2,9,1,2,370,620,15.0,1.0,20000.0
36,04503,48,43,2,9,1,2,370,999,19.0,1.0,28000.0
36,04409,31,62,2,8,1,2,370,999,20.0,1.0,74000.0
36,04409,32,22,1,8,1,1,050,370,16.0,3.0,0.0
36,04318,77,62,2,9,1,2,370,999,21.0,1.0,86000.0
36,01700,188,58,1,9,1,2,370,999,14.0,3.0,38000.0
36,04410,28,68,2,8,1,2,730,370,18.0,1.0,49800.0
36,04411,80,72,2,9,1,1,370,301,22.0,6.0,80800.0
36,04411,93,50,1,9,1,1,370,301,21.0,1.0,121000.0
36,04412,40,38,2,6,1,1,370,999,21.0,6.0,6000.0
36,04412,47,41,1,8,3,1,370,261,16.0,1.0,62000.0
36,04412,25,75,1,6,1,2,370,999,1.0,6.0,9000.0
36,04412,26,66,2,6,1,2,370,999,16.0,6.0,8600.0
36,04317,155,35,1,9,1,1,370,999,19.0,1.0,65000.0
36,04317,88,66,2,9,1,2,370,999,21.0,1.0,78000.0
36,03102,80,39,1,8,1,2,370,999,16.0,1.0,40000.0
36,04409,215,28,2,9,1,2,370,999,18.0,6.0,3000.0
36,04409,120,59,2,9,1,2,370,999,16.0,6.0,0.0
36,04409,207,85,2,9,1,2,370,999,1.0,6.0,0.0
36,04410,160,90,2,6,1,2,370,999,1.0,6.0,7600.0
36,04410,83,63,1,6,1,2,370,999,1.0,6.0,0.0
36,04412,137,48,1,9,1,2,370,999,19.0,1.0,7100.0
36,04412,102,39,2,9,1,2,370,999,19.0,6.0,8600.0
36,04412,84,18,1,9,1,1,370,999,16.0,6.0,0.0
36,04412,147,3,2,9,1,1,370,999,1.0,,
36,04410,156,67,1,8,1,2,370,999,15.0,3.0,244400.0
36,04412,53,65,1,9,1,2,370,615,1.0,1.0,50000.0
36,04412,74,60,2,9,1,2,370,615,1.0,1.0,35000.0
36,04412,57,43,1,9,1,2,370,615,1.0,1.0,30000.0
36,04413,127,52,1,6,1,2,730,370,21.0,1.0,179000.0
36,04413,87,51,2,6,1,2,730,370,21.0,1.0,131000.0
36,04413,50,79,1,6,1,2,370,999,18.0,1.0,15000.0
36,04413,42,73,2,6,1,2,370,999,18.0,6.0,0.0
36,04413,27,45,1,6,1,2,370,999,18.0,1.0,55000.0
36,04413,60,7,1,6,1,1,370,999,5.0,,
36,04413,60,5,1,6,1,1,370,999,3.0,,
36,04413,39,3,1,6,1,1,370,999,2.0,,
36,04413,40,2,1,6,1,1,370,999,,,
36,04413,31,40,2,6,1,2,370,999,18.0,1.0,32000.0
36,04317,54,41,1,9,1,1,370,999,19.0,1.0,41000.0
36,04412,45,59,1,6,1,2,730,370,18.0,1.0,87000.0
36,04412,41,54,2,6,1,2,730,370,16.0,1.0,17300.0
36,04412,32,27,2,6,1,1,730,370,21.0,1.0,38000.0
36,04412,34,22,1,6,1,1,730,370,20.0,1.0,28000.0
36,04412,30,28,1,6,1,2,730,370,21.0,1.0,42500.0
36,03205,434,29,2,9,1,1,370,999,16.0,1.0,30600.0
36,03205,582,28,1,9,1,2,370,999,16.0,1.0,46000.0
36,03205,541,7,1,9,1,1,370,999,5.0,,
36,03205,357,52,2,9,1,2,370,999,15.0,6.0,0.0
36,04305,336,76,1,8,1,2,370,999,22.0,1.0,27600.0
36,04305,239,50,2,8,1,2,370,999,16.0,6.0,19100.0
36,03204,43,45,2,6,1,1,370,615,15.0,1.0,48000.0
36,04408,178,45,1,8,1,2,370,999,20.0,1.0,90000.0
36,04408,247,40,2,8,1,2,370,999,16.0,6.0,0.0
36,04408,327,18,1,8,1,1,370,999,14.0,6.0,1700.0
36,04408,219,13,1,8,1,1,370,999,10.0,,
36,04408,173,12,2,8,1,1,370,999,9.0,,
36,04408,134,39,1,8,1,1,370,999,19.0,1.0,30000.0
36,04412,28,74,2,9,1,2,370,999,17.0,6.0,34400.0
36,04412,28,73,1,9,1,2,370,999,16.0,6.0,12000.0
36,04401,64,38,1,9,1,2,730,370,21.0,1.0,130000.0
36,04401,67,36,2,9,1,1,730,370,22.0,1.0,130000.0
36,04317,128,67,2,9,1,2,370,903,20.0,1.0,107300.0
36,04409,164,62,1,6,1,2,370,999,22.0,1.0,100000.0
36,04409,155,57,2,6,1,2,370,999,21.0,1.0,16700.0
36,00701,22,64,2,9,1,2,370,999,20.0,1.0,27000.0
36,04409,126,56,1,8,1,2,370,999,17.0,1.0,50000.0
36,04412,134,63,2,6,1,2,370,999,16.0,1.0,20000.0
36,04412,141,68,1,8,1,2,370,999,15.0,1.0,38600.0
36,04412,103,63,2,8,1,2,370,999,17.0,2.0,12500.0
36,04412,72,29,2,8,1,1,370,999,20.0,1.0,50000.0
36,03304,46,42,2,8,1,2,370,999,21.0,1.0,100000.0
36,03304,45,41,2,8,1,2,370,999,21.0,1.0,80000.0
36,00100,100,23,2,9,1,2,370,999,16.0,1.0,16100.0
36,00100,99,1,1,9,1,1,370,999,,,
36,03313,94,34,1,9,1,1,370,999,19.0,1.0,85000.0
36,04413,202,35,2,8,1,2,370,999,21.0,1.0,66000.0
36,04413,149,37,2,8,1,2,370,999,21.0,1.0,35000.0
36,04413,177,55,2,8,1,2,370,999,17.0,1.0,15000.0
36,04413,159,78,2,8,1,2,370,999,17.0,6.0,17000.0
36,04317,232,66,2,8,1,2,370,999,16.0,6.0,14400.0
36,04318,62,71,2,2,1,2,370,999,22.0,6.0,76700.0
36,04318,60,72,1,2,1,2,370,999,1.0,6.0,35600.0
36,01900,163,35,2,9,1,2,370,999,18.0,1.0,20000.0
36,01900,133,40,1,9,1,2,370,999,16.0,1.0,55000.0
36,01900,214,13,1,9,3,1,370,999,11.0,,
36,01900,204,10,1,9,1,1,370,999,7.0,,
36,01900,203,6,2,9,1,1,370,999,3.0,,
36,01900,204,17,1,9,1,2,370,999,16.0,6.0,0.0
36,04412,38,35,1,8,1,2,370,999,21.0,1.0,151000.0
36,04317,62,58,1,9,1,2,370,999,19.0,1.0,40200.0
36,04317,56,68,1,9,1,2,370,999,1.0,1.0,30500.0
36,04414,140,32,2,9,1,2,370,999,22.0,1.0,75000.0
36,04414,134,1,2,9,1,1,370,330,,,
36,04414,133,0,2,9,1,1,370,330,,,
36,04414,80,59,2,9,1,2,370,999,22.0,1.0,120000.0
36,04414,56,87,2,9,1,2,370,999,15.0,6.0,2400.0
36,04414,80,57,2,9,1,2,370,999,16.0,3.0,2000.0
36,03313,47,46,1,2,1,1,370,360,19.0,1.0,110000.0
36,04313,152,41,1,9,1,2,370,999,16.0,1.0,13000.0
36,04313,207,39,2,9,1,2,370,999,16.0,1.0,35000.0
36,04313,314,12,1,9,1,2,370,999,8.0,,
36,04313,293,10,2,9,1,2,370,999,6.0,,
36,04317,227,69,2,9,1,2,370,999,20.0,6.0,20200.0
36,04317,183,66,2,9,1,2,370,999,1.0,6.0,8400.0
36,04305,651,33,1,8,1,1,370,999,16.0,1.0,45000.0
36,04305,507,31,2,8,1,2,370,999,18.0,1.0,51000.0
36,04305,646,0,1,8,1,1,370,999,,,
36,04412,48,53,1,2,1,2,370,999,24.0,1.0,102000.0
36,04412,43,56,2,2,1,2,370,999,17.0,1.0,48000.0
36,01205,48,56,1,8,1,2,370,999,9.0,6.0,0.0
36,01205,50,42,2,8,1,2,370,999,8.0,6.0,0.0
36,01205,40,18,2,8,1,1,370,999,16.0,6.0,0.0
36,01205,42,14,1,8,1,1,370,999,11.0,,
36,04316,122,54,2,9,1,2,370,999,16.0,1.0,29000.0
36,04316,172,26,1,9,1,2,370,999,21.0,1.0,30000.0
36,03210,418,38,1,9,1,2,370,999,20.0,1.0,95100.0
36,03210,411,4,2,9,1,1,370,308,1.0,,
36,04413,47,56,2,2,1,2,370,999,19.0,6.0,0.0
36,04412,130,61,2,9,1,2,370,999,22.0,1.0,110000.0
36,04412,108,37,1,2,1,1,370,999,16.0,1.0,35900.0
36,04412,83,85,2,9,1,2,370,999,18.0,6.0,39400.0
36,04410,153,47,2,8,1,2,370,999,20.0,1.0,40000.0
36,04410,170,46,1,8,1,2,370,999,15.0,1.0,56000.0
36,04412,120,41,1,8,1,2,370,999,19.0,1.0,24000.0
36,04412,100,37,2,8,1,2,370,999,17.0,1.0,15000.0
36,04412,91,14,1,8,1,1,370,999,11.0,,
36,04412,133,12,2,8,1,1,370,999,9.0,,
36,04410,147,64,1,6,1,2,370,999,16.0,6.0,8800.0
36,04410,107,51,2,6,1,2,370,999,16.0,1.0,30600.0
36,04410,122,21,1,6,1,2,370,999,11.0,6.0,0.0
36,04317,63,50,1,9,1,2,370,587,16.0,1.0,250000.0
36,04413,130,55,1,8,1,2,370,999,16.0,1.0,26000.0
36,04413,100,52,2,8,1,2,370,999,20.0,1.0,52010.0
36,04413,91,21,2,8,1,1,370,939,19.0,6.0,50.0
36,04409,70,58,1,9,1,2,370,615,20.0,1.0,75000.0
36,04410,146,25,1,6,1,1,370,999,16.0,6.0,0.0
36,04410,115,22,1,6,1,1,370,999,21.0,6.0,0.0
36,04317,173,56,2,9,1,2,370,999,17.0,6.0,620.0
36,04317,215,64,1,9,1,2,370,999,15.0,1.0,60000.0
36,04317,194,23,2,9,1,2,370,999,20.0,1.0,20000.0
36,04317,181,22,1,9,1,2,370,999,19.0,1.0,30000.0
36,04309,175,64,2,9,1,2,370,999,17.0,6.0,21600.0
36,04309,156,21,1,9,1,1,370,314,19.0,1.0,40000.0
36,04210,266,38,2,8,1,1,370,999,16.0,1.0,50000.0
36,04210,290,6,1,8,1,1,370,999,4.0,,
36,04210,348,2,1,8,1,1,370,999,,,
36,04410,78,63,2,9,1,2,730,370,18.0,1.0,177000.0
36,04410,52,25,2,9,1,1,730,370,21.0,1.0,58500.0
36,04410,64,58,1,6,1,2,730,370,20.0,1.0,120000.0
36,04413,75,34,2,6,1,2,370,999,5.0,1.0,50000.0
36,04413,74,5,2,6,1,1,370,999,2.0,,
36,04413,55,52,2,6,1,2,370,999,4.0,1.0,28000.0
36,04413,201,57,2,6,1,2,370,999,21.0,1.0,123000.0
36,04413,160,29,1,9,1,1,370,939,20.0,1.0,8800.0
36,04413,140,28,2,9,1,1,370,939,21.0,1.0,60000.0
36,04413,250,88,2,6,1,2,370,999,9.0,6.0,9600.0
36,04309,80,25,2,2,1,1,314,370,21.0,1.0,68000.0
36,04408,52,55,2,8,1,2,370,615,20.0,1.0,25000.0
36,04413,289,35,1,6,1,2,370,615,21.0,1.0,250000.0
36,04413,299,33,2,6,1,2,370,914,17.0,1.0,15000.0
36,03206,70,71,2,9,1,2,370,999,24.0,1.0,118000.0
36,04402,105,28,2,6,1,1,370,999,21.0,1.0,93000.0
36,04412,56,64,1,9,1,2,335,370,22.0,1.0,92000.0
36,04210,90,51,2,2,1,2,370,999,16.0,1.0,35000.0
36,03210,172,57,1,9,1,2,370,999,20.0,1.0,77000.0
36,04412,142,52,1,8,1,2,370,999,17.0,1.0,40900.0
36,04412,180,31,2,8,1,2,370,999,11.0,1.0,23900.0
36,04412,164,4,1,8,1,1,370,999,1.0,,
36,04209,320,28,1,9,1,1,370,314,18.0,1.0,75000.0
36,04209,207,46,1,9,1,2,370,999,14.0,1.0,40000.0
36,04209,212,47,2,9,1,2,370,999,14.0,1.0,30000.0
36,04209,219,19,2,9,1,2,370,999,16.0,6.0,0.0
36,04209,210,17,1,9,1,2,370,999,14.0,6.0,0.0
36,04412,99,43,2,8,1,2,370,999,19.0,1.0,31200.0
36,04412,120,44,1,8,1,2,370,999,17.0,1.0,75000.0
36,04412,108,21,2,8,1,1,370,999,19.0,1.0,6900.0
36,04412,89,10,1,8,1,1,370,999,7.0,,
36,04413,70,59,1,9,1,2,370,903,18.0,2.0,95200.0
36,04316,93,44,1,9,1,1,370,999,20.0,1.0,118000.0
36,04316,38,76,2,9,1,2,370,999,23.0,6.0,29000.0
36,04316,44,45,1,9,1,1,370,999,16.0,1.0,1000.0
36,03313,41,76,2,2,1,2,370,999,1.0,6.0,13000.0
36,04413,26,65,1,2,1,2,370,999,22.0,1.0,145000.0
36,04413,30,49,2,9,1,2,370,999,16.0,1.0,75000.0
36,04212,73,82,1,9,2,2,795,370,16.0,6.0,3250.0
36,04305,83,49,1,6,1,1,370,999,16.0,1.0,60000.0
36,04305,73,7,2,6,1,1,370,999,4.0,,
36,04305,99,73,2,6,1,2,370,999,16.0,6.0,12000.0
36,03001,387,39,2,9,1,1,370,999,21.0,1.0,92000.0
36,03001,510,1,1,9,1,1,308,370,,,
36,04410,108,50,1,8,1,2,370,999,12.0,2.0,14000.0
36,04410,98,45,2,8,1,2,370,999,14.0,1.0,51000.0
36,04410,96,26,1,8,1,2,370,999,14.0,1.0,28000.0
36,04410,101,24,2,8,1,2,370,999,12.0,1.0,58000.0
36,04317,617,36,2,8,1,2,370,999,16.0,1.0,50000.0
36,04317,560,14,2,8,1,2,370,999,12.0,,
36,03206,160,51,1,9,1,1,370,999,19.0,1.0,30000.0
36,04410,223,22,2,6,1,1,370,999,19.0,6.0,0.0
36,04410,157,16,2,6,1,1,370,999,12.0,6.0,0.0
36,04410,189,13,1,6,1,1,370,999,8.0,,
36,04410,153,58,1,6,1,2,370,999,9.0,1.0,83000.0
36,04410,107,53,2,6,1,2,370,999,16.0,6.0,0.0
36,04410,187,5,1,6,1,1,370,999,1.0,,
36,04412,149,53,2,8,1,2,370,999,4.0,1.0,21000.0
36,04412,172,61,1,8,1,2,370,999,7.0,1.0,58000.0
36,04412,121,32,1,8,1,2,370,999,15.0,1.0,28000.0
36,04412,172,15,2,8,1,1,370,999,12.0,,0.0
36,04412,180,2,1,8,1,1,370,999,,,
36,04412,171,74,1,8,1,2,370,999,16.0,6.0,24200.0
36,04410,39,67,2,8,1,2,370,999,1.0,6.0,0.0
36,04410,36,51,2,8,1,2,370,999,17.0,1.0,30000.0
36,04410,43,49,1,8,1,2,370,999,1.0,6.0,0.0
36,04410,46,28,1,8,1,2,370,999,16.0,1.0,50000.0
36,04410,208,63,1,6,1,2,370,999,8.0,6.0,0.0
36,04410,81,42,1,9,1,2,730,370,18.0,1.0,81200.0
36,04318,104,52,2,6,1,2,370,999,16.0,1.0,21000.0
36,04318,92,15,2,6,1,1,370,999,12.0,,0.0
36,04318,117,10,1,6,1,1,370,999,7.0,,
36,04317,147,61,2,9,1,2,370,999,21.0,6.0,0.0
36,04317,195,28,2,9,1,2,370,999,20.0,1.0,35000.0
36,04302,56,70,2,9,1,2,620,370,16.0,6.0,11900.0
36,04302,71,35,1,9,1,1,370,999,18.0,6.0,9000.0
36,03310,164,68,2,2,1,2,370,999,22.0,6.0,42200.0
36,03310,230,47,2,2,1,2,370,999,19.0,6.0,6300.0
36,03310,205,36,2,2,1,1,370,999,21.0,1.0,40000.0
36,04209,155,35,1,9,1,2,370,999,17.0,1.0,31200.0
36,04209,98,6,2,9,1,1,370,603,4.0,,
36,04209,220,4,2,9,1,1,370,603,2.0,,
36,04209,101,69,2,9,1,2,370,999,17.0,6.0,0.0
36,04209,111,68,1,9,1,2,370,999,17.0,6.0,51300.0
36,04413,83,66,2,9,1,2,370,249,1.0,6.0,61700.0
36,04413,54,45,1,8,1,2,370,249,16.0,1.0,782000.0
36,04304,232,70,2,8,1,2,370,999,21.0,6.0,85800.0
36,04110,55,33,1,8,1,1,370,999,21.0,1.0,80000.0
36,04414,358,61,1,2,1,2,370,999,20.0,1.0,61400.0
36,04414,324,54,2,2,1,2,370,999,22.0,6.0,0.0
36,04412,80,65,2,8,1,2,370,999,17.0,6.0,12000.0
36,04412,97,46,1,8,1,2,370,999,23.0,6.0,0.0
36,04412,70,35,2,8,1,2,370,999,21.0,1.0,97000.0
36,04412,86,35,1,8,1,2,370,999,21.0,6.0,0.0
36,04412,124,26,1,8,1,1,370,999,16.0,6.0,240.0
36,04316,55,74,1,9,1,2,370,999,15.0,6.0,12000.0
36,04308,223,67,2,9,1,2,370,999,20.0,6.0,10300.0
36,04212,202,56,1,2,1,2,370,999,20.0,1.0,120000.0
36,04212,123,54,2,2,1,2,370,999,21.0,3.0,0.0
36,04212,131,28,2,2,1,2,370,999,22.0,1.0,72000.0
36,04212,161,23,1,2,1,2,370,999,19.0,4.0,30000.0
36,04212,147,15,2,2,1,1,370,999,12.0,,0.0
36,04212,156,1,2,2,3,1,370,271,,,
36,04410,97,46,1,6,1,2,370,999,16.0,1.0,96000.0
36,04410,92,45,2,6,1,2,370,999,16.0,2.0,1200.0
36,04410,95,11,2,6,1,1,370,999,8.0,,
36,04410,96,10,2,6,1,1,370,999,7.0,,
36,04410,104,7,1,6,1,1,370,999,5.0,,
36,04410,104,5,1,6,1,1,370,999,3.0,,
36,04409,151,44,2,8,1,2,370,999,16.0,6.0,19100.0
36,04409,153,69,1,8,1,2,370,999,15.0,6.0,8400.0
36,04409,107,65,2,8,1,2,370,999,5.0,6.0,4200.0
36,03112,60,59,1,6,1,2,370,999,16.0,1.0,90000.0
36,03313,80,44,2,6,1,2,370,615,22.0,1.0,165000.0
36,04413,140,67,2,9,1,2,370,999,20.0,6.0,51800.0
36,04413,134,47,1,9,1,2,370,999,21.0,1.0,164500.0
36,03114,171,33,2,9,1,1,370,999,22.0,1.0,175000.0
36,03114,179,1,2,9,1,1,370,032,,,
36,04406,47,41,2,2,1,1,370,999,21.0,1.0,120000.0
36,04318,54,70,2,9,1,2,370,999,21.0,6.0,48000.0
36,04318,43,95,2,9,1,2,370,999,19.0,6.0,0.0
36,02903,38,35,2,8,1,1,370,999,22.0,1.0,1200.0
36,04411,61,49,2,2,1,2,370,999,19.0,1.0,35000.0
36,04410,88,29,1,8,1,2,370,999,19.0,1.0,38000.0
36,04410,103,25,2,8,1,2,370,999,13.0,6.0,0.0
36,04410,78,51,2,8,1,2,370,999,17.0,6.0,0.0
36,04207,340,61,1,9,1,2,370,999,1.0,6.0,0.0
36,04207,175,69,2,9,1,2,370,999,16.0,1.0,5600.0
