orig_fips,dest_fips,returns
12127,12089,16
13121,12089,16
12003,12089,15
06073,12089,14
13067,12089,14
12086,12089,13
12083,12089,11
12097,12089,11
09011,12089,10
12007,12089,10
12033,12089,10
13089,12089,10
13135,12089,10
13299,12089,10
58000,12089,123
59000,12089,850
59001,12089,141
59003,12089,160
59005,12089,455
59007,12089,94
57009,12089,32
96000,12091,7850
97000,12091,7360
97001,12091,2265
97003,12091,5095
98000,12091,490
12091,12091,65753
12113,12091,582
12131,12091,520
57005,12091,457
12033,12091,202
12005,12091,131
37051,12091,89
48029,12091,88
08041,12091,81
12073,12091,75
12057,12091,74
32003,12091,68
12095,12091,64
28047,12091,61
04013,12091,60
12031,12091,60
06073,12091,59
15003,12091,46
06037,12091,45
51059,12091,45
01097,12091,44
12009,12091,44
48485,12091,43
12011,12091,41
02020,12091,39
01089,12091,38
01073,12091,37
04019,12091,37
12086,12091,37
01039,12091,36
37133,12091,34
01003,12091,33
01101,12091,33
35001,12091,33
13153,12091,32
48201,12091,32
12103,12091,31
39057,12091,30
12071,12091,29
53053,12091,29
13067,12091,28
13121,12091,28
48439,12091,28
12001,12091,27
12099,12091,27
06029,12091,26
13135,12091,26
37085,12091,26
48441,12091,26
06053,12091,25
13185,12091,25
35009,12091,25
51810,12091,25
28059,12091,24
31153,12091,24
49011,12091,24
12117,12091,23
06065,12091,22
12069,12091,22
17031,12091,22
48113,12091,22
06059,12091,21
39113,12091,21
48027,12091,21
48451,12091,21
01117,12091,20
08005,12091,20
12127,12091,20
22015,12091,20
40109,12091,20
45013,12091,20
38101,12091,19
45019,12091,19
04027,12091,18
20173,12091,18
36045,12091,18
36061,12091,18
37183,12091,18
45085,12091,18
05119,12091,17
06071,12091,17
17163,12091,17
26125,12091,17
01001,12091,16
25017,12091,16
37093,12091,16
47157,12091,16
01031,12091,15
01081,12091,15
02090,12091,15
12083,12091,15
16039,12091,15
20061,12091,15
29189,12091,15
34005,12091,15
37049,12091,15
51153,12091,15
01069,12091,14
12019,12091,14
12101,12091,14
12105,12091,14
12109,12091,14
13215,12091,14
35035,12091,14
39035,12091,14
13089,12091,13
22051,12091,13
29095,12091,13
37119,12091,13
47037,12091,13
48141,12091,13
48187,12091,13
48453,12091,13
01045,12091,12
06095,12091,12
12053,12091,12
12063,12091,12
13021,12091,12
22033,12091,12
36081,12091,12
37191,12091,12
40143,12091,12
45045,12091,12
46103,12091,12
53033,12091,12
01125,12091,11
05085,12091,11
12017,12091,11
12021,12091,11
12061,12091,11
21111,12091,11
22017,12091,11
24003,12091,11
24037,12091,11
29101,12091,11
29169,12091,11
29183,12091,11
30013,12091,11
40027,12091,11
45079,12091,11
51107,12091,11
01053,12091,10
01061,12091,10
01103,12091,10
10001,12091,10
12059,12091,10
12087,12091,10
24033,12091,10
40047,12091,10
42003,12091,10
46093,12091,10
48121,12091,10
51650,12091,10
51700,12091,10
53063,12091,10
53067,12091,10
58000,12091,108
59000,12091,2347
59001,12091,338
59003,12091,579
59005,12091,1111
59007,12091,319
57009,12091,33
96000,12093,795
97000,12093,795
97001,12093,509
97003,12093,286
98000,12093,-1
12093,12093,10932
12099,12093,91
12055,12093,81
12111,12093,54
12057,12093,33
12085,12093,29
12043,12093,28
12011,12093,21
12061,12093,21
12086,12093,17
12095,12093,17
12009,12093,13
58000,12093,104
59000,12093,286
59001,12093,61
59003,12093,72
59005,12093,134
59007,12093,19
96000,12095,40830
97000,12095,40211
97001,12095,24848
97003,12095,15363
98000,12095,619
12095,12095,393780
12117,12095,6298
12097,12095,4014
12069,12095,1712
12105,12095,1388
12086,12095,1346
12011,12095,1281
12057,12095,1078
12127,12095,1009
12009,12095,917
12099,12095,828
12031,12095,542
12103,12095,510
12073,12095,370
12001,12095,353
12071,12095,344
57003,12095,343
36081,12095,330
17031,12095,319
36005,12095,309
12083,12095,296
36047,12095,251
12111,12095,249
06037,12095,223
12101,12095,197
13121,12095,180
36061,12095,180
12115,12095,174
12081,12095,171
12021,12095,160
42101,12095,156
32003,12095,154
48201,12095,154
04013,12095,134
13135,12095,131
36059,12095,130
57001,12095,129
36103,12095,127
13067,12095,125
57005,12095,121
06073,12095,115
12033,12095,115
51059,12095,109
39035,12095,103
12061,12095,101
12109,12095,99
12055,12095,97
12091,12095,96
12017,12095,93
12019,12095,93
48113,12095,91
36119,12095,90
26163,12095,89
37183,12095,88
37119,12095,87
34017,12095,86
09001,12095,85
12085,12095,85
34013,12095,85
09003,12095,84
24031,12095,84
12035,12095,83
25017,12095,83
09009,12095,82
13089,12095,82
26125,12095,82
48439,12095,80
12053,12095,79
34023,12095,78
25025,12095,77
42003,12095,76
36055,12095,73
18097,12095,71
06059,12095,70
12015,12095,70
48029,12095,70
34003,12095,69
36029,12095,69
12005,12095,68
15003,12095,68
12087,12095,67
47157,12095,67
12119,12095,66
25009,12095,66
39049,12095,65
17043,12095,64
34031,12095,64
37051,12095,64
47037,12095,64
42091,12095,63
44007,12095,62
55079,12095,62
48453,12095,60
51810,12095,60
53033,12095,60
24033,12095,59
25027,12095,58
25013,12095,56
34025,12095,55
48027,12095,53
17097,12095,48
37133,12095,48
48085,12095,48
25005,12095,47
25021,12095,47
34039,12095,47
36067,12095,47
37081,12095,47
45051,12095,47
51153,12095,47
06065,12095,46
12107,12095,46
29189,12095,46
45013,12095,46
27053,12095,45
01073,12095,44
12113,12095,44
21111,12095,44
26099,12095,44
45045,12095,44
08041,12095,43
34007,12095,42
39061,12095,42
45079,12095,42
06071,12095,41
42077,12095,41
10003,12095,40
34029,12095,40
35001,12095,40
49035,12095,40
13051,12095,39
13063,12095,39
24003,12095,39
24005,12095,39
48121,12095,39
51710,12095,39
26081,12095,38
36085,12095,38
04019,12095,37
01089,12095,36
13057,12095,36
34001,12095,36
42071,12095,36
48141,12095,36
53053,12095,36
06085,12095,35
47065,12095,35
12089,12095,34
22051,12095,34
34027,12095,34
05119,12095,33
08031,12095,33
13151,12095,33
39113,12095,33
12121,12095,32
24510,12095,32
37067,12095,32
29095,12095,31
40109,12095,31
42011,12095,31
51107,12095,31
06001,12095,30
06075,12095,30
08005,12095,30
11001,12095,30
22033,12095,30
36001,12095,30
20091,12095,29
25023,12095,29
34005,12095,29
37063,12095,29
42017,12095,29
51550,12095,29
36027,12095,28
36093,12095,28
51013,12095,28
51700,12095,28
01101,12095,27
13185,12095,27
13215,12095,27
36071,12095,27
40143,12095,27
42095,12095,27
45019,12095,27
51510,12095,27
12023,12095,26
17197,12095,26
33015,12095,26
55025,12095,26
57007,12095,26
02020,12095,25
12131,12095,25
13117,12095,25
21067,12095,25
36091,12095,25
39093,12095,25
39153,12095,25
42029,12095,25
13097,12095,24
33011,12095,24
34015,12095,24
34035,12095,24
39095,12095,24
39099,12095,24
42043,12095,24
18057,12095,23
28047,12095,23
31055,12095,23
39017,12095,23
12051,12095,22
13223,12095,22
22103,12095,22
29183,12095,22
42045,12095,22
42049,12095,22
55133,12095,22
17089,12095,21
23005,12095,21
24021,12095,21
34011,12095,21
34021,12095,21
47093,12095,21
51650,12095,21
01097,12095,20
06067,12095,20
08035,12095,20
09011,12095,20
12093,12095,20
26077,12095,20
26161,12095,20
27037,12095,20
36087,12095,20
47125,12095,20
47149,12095,20
49049,12095,20
13127,12095,19
18089,12095,19
22071,12095,19
26049,12095,19
37021,12095,19
37129,12095,19
51087,12095,19
08059,12095,18
13179,12095,18
13245,12095,18
17111,12095,18
19153,12095,18
24017,12095,18
36045,12095,18
42069,12095,18
45063,12095,18
48491,12095,18
18141,12095,17
28049,12095,17
29019,12095,17
37097,12095,17
39165,12095,17
45015,12095,17
45083,12095,17
48167,12095,17
12075,12095,16
13059,12095,16
13077,12095,16
13095,12095,16
13139,12095,16
18157,12095,16
20173,12095,16
36063,12095,16
36065,12095,16
41051,12095,16
53063,12095,16
06081,12095,15
12063,12095,15
13039,12095,15
24025,12095,15
26065,12095,15
31109,12095,15
32031,12095,15
37025,12095,15
42089,12095,15
42129,12095,15
42133,12095,15
51740,12095,15
01117,12095,14
05143,12095,14
12039,12095,14
17019,12095,14
24027,12095,14
39151,12095,14
40031,12095,14
51041,12095,14
53035,12095,14
06013,12095,13
06095,12095,13
10005,12095,13
12027,12095,13
26139,12095,13
29047,12095,13
37089,12095,13
41067,12095,13
45091,12095,13
47155,12095,13
48157,12095,13
48339,12095,13
51760,12095,13
54061,12095,13
55101,12095,13
01003,12095,12
05007,12095,12
08001,12095,12
13153,12095,12
18063,12095,12
23019,12095,12
24045,12095,12
25001,12095,12
27123,12095,12
28059,12095,12
29077,12095,12
29510,12095,12
36007,12095,12
39041,12095,12
42079,12095,12
45035,12095,12
48355,12095,12
51770,12095,12
01081,12095,11
09005,12095,11
17163,12095,11
25015,12095,11
26093,12095,11
28121,12095,11
33013,12095,11
36013,12095,11
36015,12095,11
36083,12095,11
37049,12095,11
37071,12095,11
37085,12095,11
37147,12095,11
39085,12095,11
40027,12095,11
42041,12095,11
42125,12095,11
47009,12095,11
47163,12095,11
48041,12095,11
56021,12095,11
01069,12095,10
02090,12095,10
06111,12095,10
08013,12095,10
08069,12095,10
17143,12095,10
18003,12095,10
20161,12095,10
22017,12095,10
22055,12095,10
22115,12095,10
23031,12095,10
26145,12095,10
28033,12095,10
29165,12095,10
36105,12095,10
37101,12095,10
37179,12095,10
39057,12095,10
41005,12095,10
47011,12095,10
47179,12095,10
47187,12095,10
48245,12095,10
48479,12095,10
50007,12095,10
54039,12095,10
55009,12095,10
58000,12095,92
59000,12095,3268
59001,12095,376
59003,12095,931
59005,12095,1536
59007,12095,425
96000,12097,11894
97000,12097,11665
97001,12097,7558
97003,12097,4107
98000,12097,229
12097,12097,88830
12095,12097,4043
12105,12097,1128
12086,12097,293
12117,12097,289
12069,12097,268
12011,12097,225
12057,12097,208
57003,12097,175
36081,12097,158
36005,12097,149
12009,12097,145
12099,12097,115
36047,12097,106
12127,12097,100
17031,12097,80
12103,12097,74
12031,12097,72
36061,12097,67
12071,12097,62
09003,12097,58
12083,12097,54
34017,12097,47
36103,12097,45
48201,12097,45
42101,12097,42
42077,12097,40
44007,12097,38
12001,12097,37
09009,12097,36
12073,12097,35
12111,12097,35
12101,12097,34
25013,12097,34
25027,12097,33
32003,12097,33
36059,12097,33
12081,12097,32
06037,12097,29
13121,12097,29
13135,12097,28
34031,12097,28
06073,12097,27
12055,12097,27
57005,12097,27
04013,12097,26
25017,12097,26
25025,12097,26
36119,12097,26
34003,12097,25
36071,12097,25
37119,12097,25
25009,12097,24
34039,12097,24
36055,12097,24
39035,12097,24
12061,12097,23
12021,12097,22
26163,12097,22
34013,12097,22
34023,12097,22
48439,12097,22
09001,12097,21
12053,12097,21
51059,12097,21
12115,12097,20
25005,12097,18
37133,12097,18
42011,12097,18
42091,12097,18
47037,12097,18
12015,12097,17
26099,12097,17
48029,12097,17
48113,12097,17
12019,12097,16
13067,12097,16
26125,12097,16
36029,12097,16
12005,12097,15
17097,12097,15
24033,12097,15
37183,12097,15
12017,12097,14
12109,12097,14
15003,12097,14
34007,12097,14
34029,12097,14
42071,12097,14
45079,12097,14
10003,12097,13
12033,12097,13
12085,12097,13
33011,12097,13
34001,12097,13
36085,12097,13
42003,12097,13
53033,12097,13
08041,12097,12
12035,12097,12
13051,12097,12
25021,12097,12
36111,12097,12
49035,12097,12
51153,12097,12
55079,12097,12
01051,12097,11
13089,12097,11
17043,12097,11
18097,12097,11
39049,12097,11
42049,12097,11
04019,12097,10
09011,12097,10
12091,12097,10
13151,12097,10
24003,12097,10
24031,12097,10
34005,12097,10
34025,12097,10
34027,12097,10
34035,12097,10
37067,12097,10
39113,12097,10
42095,12097,10
42133,12097,10
45051,12097,10
47065,12097,10
48027,12097,10
58000,12097,72
59000,12097,1825
59001,12097,328
59003,12097,484
59005,12097,796
59007,12097,217
57009,12097,27
96000,12099,30367
97000,12099,30021
97001,12099,14845
97003,12099,15176
98000,12099,346
12099,12099,464894
12011,12099,6105
12086,12099,2314
12111,12099,860
12095,12099,627
12085,12099,577
12057,12099,531
36059,12099,394
36103,12099,352
36061,12099,344
36081,12099,312
12031,12099,302
12071,12099,299
36047,12099,298
12073,12099,272
06037,12099,254
12009,12099,251
17031,12099,241
12103,12099,221
36119,12099,213
34003,12099,197
09001,12099,196
12001,12099,177
12021,12099,175
12117,12099,172
12105,12099,170
12127,12099,164
32003,12099,151
34025,12099,148
36005,12099,148
25017,12099,145
13121,12099,144
12061,12099,133
12083,12099,131
04013,12099,125
34023,12099,123
26125,12099,116
12101,12099,113
37119,12099,111
48201,12099,111
57003,12099,110
12051,12099,108
34029,12099,106
06073,12099,105
12115,12099,105
09003,12099,103
34013,12099,103
42101,12099,103
24031,12099,101
42091,12099,96
42003,12099,95
12087,12099,92
39035,12099,91
12097,12099,89
25009,12099,89
34017,12099,89
36087,12099,87
09009,12099,86
13067,12099,82
57005,12099,82
12081,12099,80
36029,12099,80
36085,12099,80
12069,12099,79
44007,12099,79
51059,12099,79
25021,12099,78
34039,12099,76
48113,12099,76
13089,12099,75
34027,12099,75
13135,12099,74
37183,12099,73
34001,12099,72
39049,12099,71
06059,12099,70
12055,12099,70
36055,12099,69
12093,12099,66
24005,12099,66
26163,12099,65
25027,12099,63
11001,12099,60
12109,12099,60
42017,12099,57
25025,12099,56
17043,12099,54
36067,12099,54
24003,12099,53
34007,12099,53
34031,12099,53
48439,12099,52
53033,12099,52
25001,12099,51
10003,12099,47
33011,12099,47
34005,12099,47
47037,12099,46
12015,12099,45
12019,12099,45
27053,12099,45
34035,12099,45
12035,12099,44
12053,12099,44
51810,12099,44
48029,12099,43
18097,12099,41
34021,12099,41
39153,12099,41
42029,12099,41
36071,12099,40
42045,12099,40
09011,12099,39
39061,12099,39
37021,12099,38
48085,12099,38
08031,12099,37
12017,12099,37
51013,12099,37
06085,12099,36
24033,12099,36
25013,12099,36
37081,12099,36
08041,12099,35
17097,12099,35
33015,12099,35
13151,12099,34
29189,12099,34
42071,12099,34
47157,12099,34
48121,12099,34
48453,12099,34
08005,12099,32
21111,12099,32
37051,12099,32
45045,12099,32
55079,12099,32
04019,12099,31
06001,12099,31
06071,12099,31
13063,12099,31
25023,12099,31
26099,12099,31
36027,12099,31
12033,12099,30
13057,12099,30
25005,12099,30
37133,12099,30
47093,12099,30
01073,12099,29
10005,12099,29
12005,12099,29
17197,12099,29
45051,12099,29
36001,12099,28
06065,12099,27
20091,12099,27
24510,12099,27
51041,12099,27
51153,12099,27
51710,12099,27
42011,12099,26
45019,12099,26
06075,12099,25
12023,12099,25
24027,12099,25
41051,12099,25
45079,12099,25
01089,12099,24
42129,12099,24
44009,12099,24
08059,12099,23
22051,12099,23
23005,12099,23
34015,12099,23
37097,12099,23
39113,12099,23
13051,12099,22
13117,12099,22
17111,12099,22
34009,12099,22
36091,12099,22
48027,12099,22
06067,12099,21
08001,12099,21
12119,12099,21
20173,12099,21
21067,12099,21
35001,12099,21
42077,12099,21
44003,12099,21
45091,12099,21
08013,12099,20
08035,12099,20
12043,12099,20
13185,12099,20
15003,12099,20
26161,12099,20
37179,12099,20
40109,12099,20
42079,12099,20
51107,12099,20
26081,12099,19
34019,12099,19
37129,12099,19
44005,12099,19
45013,12099,19
49035,12099,19
53061,12099,19
06111,12099,18
08069,12099,18
12091,12099,18
12107,12099,18
17089,12099,18
18057,12099,18
18089,12099,18
39017,12099,18
42089,12099,18
42095,12099,18
42133,12099,18
48215,12099,18
12121,12099,17
13077,12099,17
19153,12099,17
27123,12099,17
29095,12099,17
36105,12099,17
25003,12099,16
34037,12099,16
36111,12099,16
39085,12099,16
40143,12099,16
45015,12099,16
45083,12099,16
47149,12099,16
48141,12099,16
50007,12099,16
51087,12099,16
09005,12099,15
22071,12099,15
23019,12099,15
29183,12099,15
32031,12099,15
36079,12099,15
37063,12099,15
37067,12099,15
39095,12099,15
45007,12099,15
45063,12099,15
47065,12099,15
53053,12099,15
55133,12099,15
02020,12099,14
06013,12099,14
09007,12099,14
12113,12099,14
31055,12099,14
36007,12099,14
39025,12099,14
42043,12099,14
42069,12099,14
47125,12099,14
51510,12099,14
56021,12099,14
01003,12099,13
01117,12099,13
12049,12099,13
13223,12099,13
24021,12099,13
24025,12099,13
26049,12099,13
27003,12099,13
28047,12099,13
29019,12099,13
29510,12099,13
34011,12099,13
36045,12099,13
36065,12099,13
36109,12099,13
39041,12099,13
39133,12099,13
42103,12099,13
48491,12099,13
51760,12099,13
05119,12099,12
06053,12099,12
06081,12099,12
09013,12099,12
12131,12099,12
13245,12099,12
13297,12099,12
18003,12099,12
18157,12099,12
23031,12099,12
24013,12099,12
34041,12099,12
37135,12099,12
39099,12099,12
39151,12099,12
39165,12099,12
41067,12099,12
51550,12099,12
01069,12099,11
01097,12099,11
01125,12099,11
13015,12099,11
13097,12099,11
13153,12099,11
16001,12099,11
17201,12099,11
18141,12099,11
21117,12099,11
26077,12099,11
33017,12099,11
36069,12099,11
36113,12099,11
45035,12099,11
48157,12099,11
48339,12099,11
51003,12099,11
55025,12099,11
04027,12099,10
06041,12099,10
08014,12099,10
10001,12099,10
13021,12099,10
13139,12099,10
13215,12099,10
20045,12099,10
22033,12099,10
22103,12099,10
26147,12099,10
27037,12099,10
33001,12099,10
35049,12099,10
36093,12099,10
37019,12099,10
39155,12099,10
41029,12099,10
48061,12099,10
51061,12099,10
53063,12099,10
54039,12099,10
58000,12099,70
59000,12099,3049
59001,12099,398
59003,12099,830
59005,12099,1418
59007,12099,403
57009,12099,154
96000,12101,14445
97000,12101,14336
97001,12101,8846
97003,12101,5490
98000,12101,109
12101,12101,151933
12057,12101,3733
12103,12101,2200
12053,12101,844
12105,12101,215
12095,12101,176
12011,12101,169
12086,12101,120
12017,12101,102
12099,12101,88
36103,12101,86
12083,12101,82
12031,12101,72
12069,12101,68
12071,12101,64
12117,12101,63
12081,12101,61
36047,12101,60
17031,12101,59
36081,12101,59
12115,12101,58
12009,12101,56
12073,12101,55
12001,12101,54
57005,12101,54
36059,12101,53
12127,12101,50
12097,12101,47
12119,12101,45
26125,12101,43
04013,12101,40
12015,12101,40
32003,12101,38
36029,12101,38
39035,12101,37
12111,12101,34
12033,12101,33
57003,12101,32
06073,12101,31
12021,12101,31
18097,12101,31
26163,12101,30
42003,12101,30
34029,12101,29
13135,12101,27
36005,12101,27
36071,12101,27
39049,12101,27
44007,12101,27
12019,12101,26
36085,12101,26
06037,12101,25
12005,12101,25
25027,12101,25
34025,12101,25
48201,12101,25
13057,12101,24
26099,12101,24
09003,12101,23
09009,12101,23
21111,12101,23
24005,12101,23
25017,12101,23
36055,12101,23
12109,12101,22
37183,12101,22
13121,12101,21
25005,12101,21
36061,12101,21
12087,12101,20
23031,12101,20
24031,12101,20
26049,12101,20
33011,12101,20
34003,12101,20
42091,12101,20
48439,12101,20
51059,12101,20
09001,12101,19
17043,12101,19
37119,12101,19
12075,12101,18
15003,12101,18
17197,12101,18
25009,12101,18
34017,12101,18
36007,12101,18
37133,12101,18
48029,12101,18
13067,12101,17
25013,12101,17
34001,12101,17
34007,12101,17
34027,12101,17
36027,12101,17
36119,12101,17
37051,12101,17
47093,12101,17
51810,12101,17
08041,12101,16
12023,12101,16
17097,12101,16
24033,12101,16
34023,12101,16
36067,12101,16
25023,12101,15
26081,12101,15
29189,12101,15
34005,12101,15
34031,12101,15
39151,12101,15
44003,12101,15
55079,12101,15
01089,12101,14
06065,12101,14
08005,12101,14
12091,12101,14
33015,12101,14
34013,12101,14
36111,12101,14
39153,12101,14
04019,12101,13
06059,12101,13
06085,12101,13
12061,12101,13
18089,12101,13
24003,12101,13
26139,12101,13
42077,12101,13
42089,12101,13
42101,12101,13
42133,12101,13
47157,12101,13
48027,12101,13
48113,12101,13
12035,12101,12
12113,12101,12
13051,12101,12
18141,12101,12
26093,12101,12
26161,12101,12
39061,12101,12
39095,12101,12
39113,12101,12
39155,12101,12
40109,12101,12
42017,12101,12
45045,12101,12
47037,12101,12
51153,12101,12
08031,12101,11
09011,12101,11
10003,12101,11
13089,12101,11
23019,12101,11
26045,12101,11
34037,12101,11
36065,12101,11
39093,12101,11
40143,12101,11
42129,12101,11
47149,12101,11
48121,12101,11
53033,12101,11
53053,12101,11
01003,12101,10
08059,12101,10
09007,12101,10
12055,12101,10
12085,12101,10
13117,12101,10
13215,12101,10
17089,12101,10
25001,12101,10
26145,12101,10
29095,12101,10
29183,12101,10
34015,12101,10
34021,12101,10
36087,12101,10
36093,12101,10
37081,12101,10
42011,12101,10
42045,12101,10
45019,12101,10
47065,12101,10
48141,12101,10
50007,12101,10
51700,12101,10
58000,12101,88
59000,12101,2773
59001,12101,515
59003,12101,769
59005,12101,1178
59007,12101,311
57009,12101,23
96000,12103,24112
97000,12103,23924
97001,12103,11660
97003,12103,12264
98000,12103,188
12103,12103,337297
12057,12103,4410
12101,12103,1901
12095,12103,510
12081,12103,440
12086,12103,374
12011,12103,365
12105,12103,322
12115,12103,259
12053,12103,258
17031,12103,229
12071,12103,224
12031,12103,223
12073,12103,190
12099,12103,189
12001,12103,188
12117,12103,166
12083,12103,164
12127,12103,149
12009,12103,144
12017,12103,129
06037,12103,124
04013,12103,119
32003,12103,111
39049,12103,110
36103,12103,104
13121,12103,102
12097,12103,98
12069,12103,94
18097,12103,93
48201,12103,89
36047,12103,87
26125,12103,86
57005,12103,85
36081,12103,84
39035,12103,83
36061,12103,80
06073,12103,79
12021,12103,79
36029,12103,78
13089,12103,76
37119,12103,72
12015,12103,71
12033,12103,71
37183,12103,70
26163,12103,68
36059,12103,68
13067,12103,66
42003,12103,66
25009,12103,64
48113,12103,64
48439,12103,64
36055,12103,62
13135,12103,61
25017,12103,61
26099,12103,61
51059,12103,61
09003,12103,57
12005,12103,56
09009,12103,54
12111,12103,54
25027,12103,54
42101,12103,54
15003,12103,52
47157,12103,52
12087,12103,51
17043,12103,51
24003,12103,51
47037,12103,51
06059,12103,50
24031,12103,50
27053,12103,50
36005,12103,50
39061,12103,50
42091,12103,50
08041,12103,48
21111,12103,48
33011,12103,48
29189,12103,47
36119,12103,47
12109,12103,46
48029,12103,46
12055,12103,45
39113,12103,45
53033,12103,45
44007,12103,44
33015,12103,43
39153,12103,43
24005,12103,42
34029,12103,42
09001,12103,41
25023,12103,41
25021,12103,40
42017,12103,40
34003,12103,39
08031,12103,38
12119,12103,38
12091,12103,37
36067,12103,37
25001,12103,36
25013,12103,36
34007,12103,36
39151,12103,36
51810,12103,36
01073,12103,35
26081,12103,35
37051,12103,35
57003,12103,35
17197,12103,34
06065,12103,33
12113,12103,33
25005,12103,33
34023,12103,33
34025,12103,33
45019,12103,33
47093,12103,33
34017,12103,32
34027,12103,32
36001,12103,32
39095,12103,32
53053,12103,32
55079,12103,32
18003,12103,31
35001,12103,31
48085,12103,31
01097,12103,30
13051,12103,30
26049,12103,30
36071,12103,30
39093,12103,30
12019,12103,29
17097,12103,29
25025,12103,29
34005,12103,29
42077,12103,29
51041,12103,29
09011,12103,28
12061,12103,28
24033,12103,28
37081,12103,28
48453,12103,28
17089,12103,27
29095,12103,27
37133,12103,27
42071,12103,27
13117,12103,26
18089,12103,26
20091,12103,26
37021,12103,26
42045,12103,26
47125,12103,26
51710,12103,26
04019,12103,25
06071,12103,25
11001,12103,25
12085,12103,25
18057,12103,25
45051,12103,25
48027,12103,25
02020,12103,24
06075,12103,24
08005,12103,24
12035,12103,24
34013,12103,24
39017,12103,24
42029,12103,24
42095,12103,24
55025,12103,24
06001,12103,23
06111,12103,23
36065,12103,23
40143,12103,23
42133,12103,23
45045,12103,23
46099,12103,23
49035,12103,23
08059,12103,22
10003,12103,22
20173,12103,22
34009,12103,22
34039,12103,22
13215,12103,21
23005,12103,21
36027,12103,21
40109,12103,21
42011,12103,21
42079,12103,21
47149,12103,21
05119,12103,20
06067,12103,20
06085,12103,20
08035,12103,20
29510,12103,20
51550,12103,20
51650,12103,20
06013,12103,19
09005,12103,19
09007,12103,19
13057,12103,19
17111,12103,19
25003,12103,19
26077,12103,19
26161,12103,19
31055,12103,19
34031,12103,19
36093,12103,19
39099,12103,19
47065,12103,19
01089,12103,18
17201,12103,18
18141,12103,18
21067,12103,18
21117,12103,18
24025,12103,18
24027,12103,18
27123,12103,18
34001,12103,18
34035,12103,18
45079,12103,18
51153,12103,18
01003,12103,17
17167,12103,17
27037,12103,17
33013,12103,17
36063,12103,17
36085,12103,17
42043,12103,17
08001,12103,16
12075,12103,16
13063,12103,16
13245,12103,16
23031,12103,16
26145,12103,16
28047,12103,16
36083,12103,16
36091,12103,16
37129,12103,16
42049,12103,16
42129,12103,16
45013,12103,16
51013,12103,16
51107,12103,16
51700,12103,16
53061,12103,16
55133,12103,16
08013,12103,15
12023,12103,15
19153,12103,15
23011,12103,15
26093,12103,15
29183,12103,15
36101,12103,15
39025,12103,15
39155,12103,15
42069,12103,15
42089,12103,15
48157,12103,15
48245,12103,15
12107,12103,14
13223,12103,14
29047,12103,14
34015,12103,14
39165,12103,14
41051,12103,14
48121,12103,14
48339,12103,14
51087,12103,14
51510,12103,14
09013,12103,13
13021,12103,13
13077,12103,13
13139,12103,13
18063,12103,13
24510,12103,13
29077,12103,13
32031,12103,13
36007,12103,13
36015,12103,13
36045,12103,13
36111,12103,13
37049,12103,13
41067,12103,13
42007,12103,13
42041,12103,13
45063,12103,13
53011,12103,13
06083,12103,12
06097,12103,12
10005,12103,12
12039,12103,12
12089,12103,12
13015,12103,12
17163,12103,12
18105,12103,12
18163,12103,12
24013,12103,12
29099,12103,12
33009,12103,12
36057,12103,12
37035,12103,12
37063,12103,12
37089,12103,12
39045,12103,12
39085,12103,12
39089,12103,12
39103,12103,12
45015,12103,12
47165,12103,12
51179,12103,12
53063,12103,12
54039,12103,12
01117,12103,11
13127,12103,11
13151,12103,11
17091,12103,11
17119,12103,11
18035,12103,11
22033,12103,11
22103,12103,11
23003,12103,11
29019,12103,11
33017,12103,11
37067,12103,11
39023,12103,11
42019,12103,11
44003,12103,11
45091,12103,11
48141,12103,11
48491,12103,11
12051,12103,10
12063,12103,10
12129,12103,10
13113,12103,10
13153,12103,10
17019,12103,10
17143,12103,10
18081,12103,10
20161,12103,10
22071,12103,10
25015,12103,10
26021,12103,10
27003,12103,10
29165,12103,10
34037,12103,10
36087,12103,10
37025,12103,10
37097,12103,10
39057,12103,10
39173,12103,10
42055,12103,10
45035,12103,10
50007,12103,10
58000,12103,77
59000,12103,3492
59001,12103,466
59003,12103,1051
59005,12103,1530
59007,12103,445
57009,12103,68
96000,12105,16873
97000,12105,16724
97001,12105,8939
97003,12105,7785
98000,12105,149
12105,12105,198294
12057,12105,2223
12095,12105,1500
12097,12105,1059
12069,12105,464
12086,12105,408
12011,12105,354
12103,12105,291
12101,12105,246
12055,12105,217
12099,12105,190
12117,12105,184
12031,12105,135
12009,12105,131
12127,12105,128
12073,12105,121
12071,12105,103
12001,12105,102
12081,12105,100
12083,12105,100
12049,12105,98
36081,12105,95
36047,12105,82
06037,12105,81
57003,12105,80
17031,12105,69
12111,12105,65
12053,12105,62
12115,12105,61
04013,12105,55
39049,12105,54
12017,12105,53
36103,12105,53
42101,12105,53
26163,12105,51
36005,12105,51
48201,12105,50
57005,12105,49
09003,12105,48
36061,12105,48
36029,12105,47
12021,12105,46
48113,12105,46
09009,12105,45
13121,12105,45
13135,12105,45
25027,12105,45
06073,12105,43
36059,12105,43
32003,12105,41
12015,12105,38
25017,12105,38
26125,12105,37
37119,12105,37
36055,12105,36
13089,12105,35
13067,12105,34
44007,12105,34
12033,12105,33
37183,12105,33
39035,12105,33
34023,12105,32
33011,12105,31
12019,12105,30
34013,12105,30
17043,12105,28
26099,12105,28
34005,12105,28
01073,12105,27
37051,12105,27
06071,12105,26
12061,12105,26
12091,12105,26
34007,12105,26
42003,12105,26
