orig_fips,dest_fips,returns
34013,42077,198
34013,42079,112
34013,42081,22
34013,42089,186
34013,42091,78
34013,42095,204
34013,42101,270
34013,42103,46
34013,42127,20
34013,42133,24
34013,44007,56
34013,45041,26
34013,45045,28
34013,45051,44
34013,45079,56
34013,47037,26
34013,47157,22
34013,48027,36
34013,48029,36
34013,48085,40
34013,48113,60
34013,48201,130
34013,48439,40
34013,48453,34
34013,51013,32
34013,51041,20
34013,51059,84
34013,51087,28
34013,51153,42
34013,51510,30
34013,51700,22
34013,51710,34
34013,51760,26
34013,51810,48
34013,53033,50
34013,53053,20
34013,55079,20
34013,57003,130
34013,57005,36
34013,57009,93
34013,58000,15
34013,59000,1376
34013,59001,293
34013,59003,172
34013,59005,728
34013,59007,183
34013,96000,17281
34013,97000,17022
34013,97001,9622
34013,97003,7400
34013,98000,259
34015,12011,68
34015,34013,38
34015,36047,40
34015,36081,30
34017,12011,324
34017,34013,3326
34017,36047,1568
34017,36081,1426
34019,12011,36
34019,34013,80
34019,36047,64
34019,36081,36
34021,12011,148
34021,34013,224
34021,36047,272
34021,36081,138
34023,12011,420
34023,34013,1316
34023,36047,760
34023,36081,600
34025,12011,342
34025,34013,412
34025,36047,458
34025,36081,182
34027,12011,248
34027,34013,1476
34027,36047,246
34027,36081,192
34029,12011,264
34029,34013,292
34029,36047,250
34029,36081,136
34031,12011,272
34031,34013,2096
34031,36047,298
34031,36081,266
34035,12011,116
34035,34013,464
34035,36047,184
34035,36081,148
34037,12011,42
34037,34013,246
34037,36047,46
34037,36081,52
34039,12011,234
34039,34013,3890
34039,36047,442
34039,36081,316
34041,12011,38
34041,34013,126
34041,36047,32
35001,12011,66
35001,36047,74
35001,36081,24
35013,12011,22
35049,12011,22
35049,36047,36
36001,12011,104
36001,34013,22
36001,36047,302
36001,36081,186
36001,36093,1886
36005,12011,562
36005,34013,736
36005,36047,5566
36005,36081,5934
36005,36093,78
36007,12011,26
36007,36047,134
36007,36081,112
36007,36093,30
36013,12011,34
36013,36081,20
36019,36047,28
36019,36081,24
36019,36093,24
36021,36047,46
36021,36081,30
36021,36093,36
36025,36047,34
36025,36081,22
36027,12011,74
36027,36047,286
36027,36081,290
36027,36093,34
36029,12011,170
36029,34013,26
36029,36047,314
36029,36081,222
36029,36093,24
36035,36093,100
36039,36047,40
36039,36081,46
36039,36093,42
36043,36047,24
36045,12011,30
36045,36047,44
36045,36081,32
36045,36093,20
36047,01073,46
36047,01097,30
36047,02020,32
36047,04013,244
36047,04019,54
36047,06001,382
36047,06013,62
36047,06037,1808
36047,06041,62
36047,06055,26
36047,06059,154
36047,06065,70
36047,06067,62
36047,06071,50
36047,06073,258
36047,06075,760
36047,06081,102
36047,06083,32
36047,06085,246
36047,06087,20
36047,06095,24
36047,06097,38
36047,06111,44
36047,06113,20
36047,08005,40
36047,08013,118
36047,08031,156
36047,08041,32
36047,08059,36
36047,08069,20
36047,09001,642
36047,09003,318
36047,09005,56
36047,09007,46
36047,09009,434
36047,09011,130
36047,09013,26
36047,09015,20
36047,10001,70
36047,10003,178
36047,10005,24
36047,11001,592
36047,12001,28
36047,12005,24
36047,12009,110
36047,12011,1082
36047,12015,30
36047,12019,22
36047,12021,66
36047,12031,156
36047,12033,36
36047,12035,50
36047,12053,32
36047,12057,652
36047,12069,44
36047,12071,124
36047,12073,30
36047,12081,48
36047,12083,98
36047,12086,1118
36047,12095,502
36047,12097,212
36047,12099,596
36047,12101,120
36047,12103,174
36047,12105,164
36047,12109,28
36047,12111,90
36047,12115,86
36047,12117,82
36047,12127,96
36047,13051,78
36047,13057,26
36047,13059,22
36047,13063,96
36047,13067,180
36047,13089,328
36047,13097,42
36047,13121,410
36047,13135,238
36047,13151,72
36047,13179,26
36047,13185,20
36047,13215,32
36047,13217,46
36047,13223,24
36047,13245,26
36047,13247,54
36047,15003,114
36047,16001,22
36047,17031,670
36047,17043,40
36047,17089,20
36047,17097,58
36047,18003,24
36047,18097,84
36047,18105,32
36047,18141,20
36047,19103,40
36047,19153,24
36047,20091,40
36047,21067,36
36047,21093,26
36047,21111,62
36047,22033,50
36047,22051,58
36047,22055,24
36047,22071,172
36047,23005,94
36047,23031,24
36047,24003,90
36047,24005,178
36047,24021,30
36047,24025,26
36047,24027,56
36047,24031,338
36047,24033,280
36047,24043,22
36047,24510,264
36047,25001,58
36047,25003,62
36047,25005,48
36047,25009,150
36047,25011,28
36047,25013,98
36047,25015,82
36047,25017,624
36047,25021,212
36047,25023,56
36047,25025,442
36047,25027,86
36047,26065,24
36047,26125,114
36047,26161,90
36047,26163,168
36047,27053,146
36047,27123,30
36047,29095,50
36047,29189,64
36047,29510,38
36047,31055,30
36047,32003,216
36047,33009,26
36047,33011,50
36047,33015,28
36047,34001,78
36047,34003,968
36047,34005,144
36047,34007,128
36047,34009,24
36047,34011,30
36047,34013,1264
36047,34015,30
36047,34017,1948
36047,34019,38
36047,34021,226
36047,34023,978
36047,34025,686
36047,34027,206
36047,34029,474
36047,34031,294
36047,34035,204
36047,34037,26
36047,34039,578
36047,34041,40
36047,35001,50
36047,35049,30
36047,36001,248
36047,36005,5388
36047,36007,174
36047,36015,28
36047,36019,20
36047,36021,98
36047,36025,34
36047,36027,316
36047,36029,278
36047,36039,44
36047,36045,60
36047,36047,1690648
36047,36055,204
36047,36057,26
36047,36059,3732
36047,36061,16298
36047,36063,40
36047,36065,68
36047,36067,196
36047,36069,24
36047,36071,538
36047,36077,30
36047,36079,112
36047,36081,22212
36047,36083,82
36047,36085,5274
36047,36087,608
36047,36091,76
36047,36093,120
36047,36103,2174
36047,36105,122
36047,36109,124
36047,36111,304
36047,36119,1566
36047,37019,20
36047,37021,54
36047,37025,26
36047,37051,112
36047,37063,134
36047,37067,52
36047,37081,94
36047,37085,26
36047,37119,364
36047,37127,20
36047,37129,38
36047,37133,74
36047,37135,58
36047,37147,44
36047,37179,30
36047,37183,234
36047,39017,30
36047,39035,120
36047,39049,208
36047,39061,78
36047,39095,22
36047,39099,20
36047,39113,32
36047,40109,42
36047,40143,42
36047,41039,38
36047,41051,296
36047,41067,28
36047,42003,206
36047,42011,208
36047,42017,132
36047,42025,20
36047,42027,36
36047,42029,64
36047,42041,32
36047,42043,92
36047,42045,168
36047,42069,76
36047,42071,88
36047,42075,60
36047,42077,306
36047,42079,198
36047,42089,392
36047,42091,162
36047,42095,168
36047,42101,1296
36047,42103,132
36047,42107,30
36047,42127,40
36047,42133,58
36047,44003,22
36047,44005,20
36047,44007,192
36047,44009,26
36047,45013,26
36047,45015,32
36047,45019,88
36047,45045,42
36047,45051,38
36047,45063,24
36047,45069,20
36047,45075,36
36047,45079,96
36047,45083,28
36047,45091,20
36047,47037,116
36047,47093,26
36047,47125,26
36047,47157,84
36047,48027,52
36047,48029,108
36047,48085,64
36047,48113,266
36047,48121,36
36047,48141,52
36047,48157,46
36047,48167,26
36047,48201,400
36047,48215,20
36047,48439,92
36047,48453,346
36047,48491,26
36047,49035,42
36047,50007,56
36047,50023,22
36047,50025,30
36047,50027,22
36047,51003,20
36047,51013,164
36047,51041,60
36047,51059,234
36047,51087,78
36047,51107,46
36047,51153,66
36047,51177,22
36047,51510,82
36047,51540,34
36047,51550,30
36047,51650,32
36047,51700,60
36047,51710,102
36047,51730,24
36047,51760,116
36047,51810,130
36047,53011,22
36047,53033,376
36047,53053,44
36047,53061,30
36047,53067,30
36047,55025,90
36047,55079,64
36047,57003,156
36047,57005,115
36047,57009,506
36047,58000,111
36047,59000,2278
36047,59001,204
36047,59003,538
36047,59005,1152
36047,59007,384
36047,96000,53770
36047,97000,52993
36047,97001,30420
36047,97003,22573
36047,98000,777
36055,12011,150
36055,34013,40
36055,36047,322
36055,36081,164
36055,36093,46
36057,36093,218
36059,12011,554
36059,34013,128
36059,36047,2634
36059,36081,7804
36059,36093,26
36061,12011,762
36061,34013,1428
36061,36047,24506
36061,36081,12436
36061,36093,56
36063,12011,48
36063,36047,30
36065,12011,30
36065,34013,20
36065,36047,74
36065,36081,58
36065,36093,34
36067,12011,84
36067,36047,226
36067,36081,176
36067,36093,46
36069,36047,22
36071,12011,122
36071,34013,54
36071,36047,410
36071,36081,366
36071,36093,38
36075,12011,20
36077,36081,24
36077,36093,28
36079,12011,26
36079,36047,78
36079,36081,82
36081,01073,30
36081,01101,28
36081,02020,22
36081,04013,246
36081,04019,38
36081,05119,24
36081,06001,168
36081,06013,60
36081,06019,22
36081,06029,22
36081,06037,1328
36081,06059,200
36081,06065,62
36081,06067,56
36081,06071,54
36081,06073,204
36081,06075,220
36081,06077,32
36081,06081,54
36081,06085,136
36081,06111,24
36081,06113,20
36081,08005,24
36081,08013,42
36081,08031,72
36081,08041,42
36081,08059,24
36081,09001,848
36081,09003,288
36081,09005,74
36081,09007,32
36081,09009,370
36081,09011,120
36081,09013,34
36081,10001,54
36081,10003,174
36081,11001,266
36081,12001,30
36081,12009,118
36081,12011,1068
36081,12015,36
36081,12017,26
36081,12019,32
36081,12021,76
36081,12031,122
36081,12035,62
36081,12053,34
36081,12057,658
36081,12069,88
36081,12071,132
36081,12073,28
36081,12081,66
36081,12083,108
36081,12085,24
36081,12086,1182
36081,12091,24
36081,12095,660
36081,12097,316
36081,12099,624
36081,12101,118
36081,12103,168
36081,12105,190
36081,12111,142
36081,12115,70
36081,12117,142
36081,12119,28
36081,12127,120
36081,13051,52
36081,13063,70
36081,13067,162
36081,13089,248
36081,13097,30
36081,13117,22
36081,13121,260
36081,13135,282
36081,13151,58
36081,13217,36
36081,13245,36
36081,13247,32
36081,15003,100
36081,17031,496
36081,17043,50
36081,17097,54
36081,17197,20
36081,18097,60
36081,20091,28
36081,22033,20
36081,22051,46
36081,22071,44
36081,23005,48
36081,24003,76
36081,24005,142
36081,24021,20
36081,24025,22
36081,24027,38
36081,24031,248
36081,24033,176
36081,24510,126
36081,25001,22
36081,25003,38
36081,25005,58
36081,25009,122
36081,25013,72
36081,25015,38
36081,25017,374
36081,25021,104
36081,25023,34
36081,25025,254
36081,25027,82
36081,26099,26
36081,26125,68
36081,26161,50
36081,26163,110
36081,27037,24
36081,27053,104
36081,27123,30
36081,29095,28
36081,29189,56
36081,29510,22
36081,31055,22
36081,32003,268
36081,33011,54
36081,33015,24
36081,34001,96
36081,34003,1664
36081,34005,96
36081,34007,124
36081,34011,22
36081,34013,770
36081,34015,28
36081,34017,2196
36081,34019,32
36081,34021,178
36081,34023,934
36081,34025,290
36081,34027,282
36081,34029,148
36081,34031,350
36081,34035,164
36081,34037,34
36081,34039,570
36081,34041,20
36081,35001,30
36081,36001,188
36081,36005,5044
36081,36007,80
36081,36015,30
36081,36019,20
36081,36021,34
36081,36025,48
36081,36027,252
36081,36029,204
36081,36039,58
36081,36045,50
