orig_fips,dest_fips,returns
36081,36047,17762
36081,36055,194
36081,36057,20
36081,36059,12456
36081,36061,11322
36081,36063,20
36081,36065,50
36081,36067,132
36081,36071,468
36081,36077,28
36081,36079,166
36081,36081,1654568
36081,36083,48
36081,36085,956
36081,36087,398
36081,36091,88
36081,36093,164
36081,36095,22
36081,36103,4384
36081,36105,162
36081,36109,72
36081,36111,182
36081,36119,1950
36081,37001,20
36081,37021,24
36081,37025,28
36081,37049,24
36081,37051,108
36081,37063,70
36081,37067,48
36081,37081,72
36081,37119,346
36081,37129,22
36081,37133,50
36081,37135,24
36081,37179,26
36081,37183,244
36081,37191,24
36081,39017,20
36081,39035,62
36081,39049,132
36081,39061,60
36081,39095,22
36081,39153,20
36081,40109,28
36081,41051,92
36081,41067,30
36081,42003,148
36081,42011,164
36081,42017,80
36081,42025,54
36081,42029,42
36081,42041,32
36081,42043,62
36081,42045,106
36081,42069,66
36081,42071,82
36081,42075,26
36081,42077,248
36081,42079,178
36081,42089,328
36081,42091,148
36081,42095,138
36081,42101,638
36081,42103,98
36081,42127,44
36081,42133,34
36081,44005,20
36081,44007,124
36081,45013,20
36081,45015,28
36081,45019,42
36081,45035,24
36081,45041,22
36081,45045,38
36081,45051,38
36081,45063,32
36081,45079,38
36081,45091,46
36081,47037,50
36081,47093,22
36081,47125,22
36081,47157,66
36081,48027,52
36081,48029,90
36081,48039,20
36081,48085,118
36081,48113,242
36081,48121,60
36081,48141,62
36081,48157,68
36081,48201,366
36081,48339,30
36081,48439,116
36081,48453,140
36081,48491,40
36081,49035,52
36081,50007,30
36081,51013,74
36081,51041,44
36081,51059,296
36081,51087,98
36081,51107,56
36081,51153,82
36081,51510,90
36081,51550,38
36081,51650,24
36081,51700,62
36081,51710,52
36081,51760,42
36081,51810,88
36081,53033,238
36081,53053,28
36081,53061,32
36081,55025,46
36081,55079,46
36081,55133,22
36081,57003,176
36081,57005,103
36081,57009,439
36081,58000,95
36081,59000,1952
36081,59001,217
36081,59003,462
36081,59005,994
36081,59007,279
36081,96000,47845
36081,97000,47127
36081,97001,28621
36081,97003,18506
36081,98000,718
36083,12011,30
36083,36047,78
36083,36081,42
36083,36093,482
36085,12011,168
36085,34013,104
36085,36047,3054
36085,36081,932
36087,12011,116
36087,34013,78
36087,36047,406
36087,36081,318
36089,12011,22
36089,36093,30
36091,12011,50
36091,36047,84
36091,36081,76
36091,36093,974
36093,04013,26
36093,06037,26
36093,06073,24
36093,11001,28
36093,12011,38
36093,12057,72
36093,12071,30
36093,12086,28
36093,12095,56
36093,12099,20
36093,12101,20
36093,12103,38
36093,12105,22
36093,12115,20
36093,12127,20
36093,13067,32
36093,17031,36
36093,25003,26
36093,25013,20
36093,25017,52
36093,25025,42
36093,32003,28
36093,34023,22
36093,36001,1646
36093,36005,44
36093,36007,22
36093,36019,28
36093,36021,34
36093,36027,34
36093,36029,30
36093,36035,122
36093,36045,20
36093,36047,100
36093,36055,56
36093,36057,234
36093,36059,32
36093,36061,96
36093,36065,40
36093,36067,48
36093,36071,28
36093,36081,58
36093,36083,432
36093,36091,1188
36093,36093,118176
36093,36095,160
36093,36103,22
36093,36111,34
36093,36113,44
36093,36115,34
36093,36119,36
36093,37119,26
36093,37129,20
36093,45045,20
36093,48201,22
36093,57009,34
36093,58000,93
36093,59000,808
36093,59001,206
36093,59003,85
36093,59005,387
36093,59007,130
36093,96000,3653
36093,97000,3619
36093,97001,2404
36093,97003,1215
36093,98000,34
36095,36093,132
36101,36047,24
36103,12011,522
36103,34013,126
36103,36047,1948
36103,36081,3498
36103,36093,40
36105,12011,36
36105,36047,88
36105,36081,100
36109,36047,134
36109,36081,70
36111,12011,54
36111,36047,164
36111,36081,152
36111,36093,48
36113,36093,52
36115,36093,34
36117,36047,20
36119,12011,314
36119,34013,200
36119,36047,1354
36119,36081,1452
36119,36093,40
37001,12011,26
37019,12011,20
37021,12011,70
37021,36047,48
37025,12011,26
37025,36081,22
37035,12011,28
37049,12011,34
37049,36047,26
37049,36081,20
37051,12011,80
37051,34013,30
37051,36047,72
37051,36081,68
37057,12011,22
37063,12011,50
37063,34013,30
37063,36047,96
37063,36081,40
37067,12011,72
37067,36047,54
37067,36081,30
37071,12011,34
37081,12011,86
37081,34013,28
37081,36047,78
37081,36081,50
37085,12011,28
37089,12011,20
37097,12011,30
37101,12011,26
37113,12011,20
37119,12011,350
37119,34013,72
37119,36047,224
37119,36081,218
37129,12011,34
37129,36047,38
37129,36081,28
37133,12011,102
37133,36047,90
37133,36081,56
37135,36047,56
37135,36081,26
37139,12011,22
37179,12011,36
37179,36047,20
37179,36081,24
37183,12011,248
37183,34013,78
37183,36047,186
37183,36081,126
37195,12011,20
37195,36047,20
39017,12011,46
39017,36047,34
39035,12011,238
39035,34013,40
39035,36047,204
39035,36081,96
39041,12011,24
39049,12011,204
39049,34013,46
39049,36047,248
39049,36081,116
39061,12011,102
39061,36047,152
39061,36081,52
39085,12011,32
39085,36047,22
39093,12011,32
39093,36047,22
39095,12011,58
39095,36047,52
39095,36081,24
39099,12011,38
39103,12011,24
39113,12011,58
39113,36047,32
39133,36047,20
39151,12011,40
39153,12011,56
39153,36047,42
39153,36081,34
39155,12011,26
39165,12011,42
40027,12011,22
40027,36047,28
40109,12011,64
40109,36047,32
40109,36081,24
40143,12011,56
40143,36047,28
40143,36081,30
41005,12011,28
41005,36047,24
41039,36047,36
41039,36081,20
41051,12011,44
41051,36047,256
41051,36081,50
41067,12011,44
41067,36047,36
41067,36081,20
42003,12011,220
42003,34013,44
42003,36047,226
42003,36081,122
42007,12011,34
42011,12011,76
42011,34013,32
42011,36047,120
42011,36081,86
42017,12011,138
42017,34013,40
42017,36047,144
42017,36081,110
42019,12011,26
42021,12011,30
42027,12011,24
42027,36047,44
42027,36081,40
42029,12011,84
42029,36047,98
42029,36081,44
42041,12011,36
42041,36047,62
42041,36081,24
42043,12011,38
42043,34013,22
42043,36047,74
42043,36081,42
42045,12011,80
42045,34013,38
42045,36047,128
42045,36081,74
42049,12011,32
42049,36047,30
42051,12011,22
42069,12011,34
42069,34013,32
42069,36047,76
42069,36081,58
42071,12011,62
42071,34013,22
42071,36047,88
42071,36081,52
42075,12011,24
42075,36047,24
42077,12011,56
42077,34013,122
42077,36047,216
42077,36081,166
42079,12011,58
42079,34013,56
42079,36047,106
42079,36081,92
42089,12011,52
42089,34013,130
42089,36047,244
42089,36081,212
42091,12011,172
42091,34013,60
42091,36047,206
42091,36081,122
42095,12011,52
42095,34013,128
42095,36047,128
42095,36081,82
42101,12011,412
42101,34013,198
42101,36047,1136
42101,36081,634
42103,34013,30
42103,36047,78
42103,36081,70
42107,12011,22
42107,36081,22
42125,12011,26
42129,12011,54
42129,36047,20
42133,12011,60
42133,36047,94
42133,36081,60
44001,36047,22
44003,12011,114
44003,36047,26
44005,12011,38
44007,12011,192
44007,34013,58
44007,36047,288
44007,36081,178
44009,12011,44
44009,36047,24
44009,36081,26
45007,12011,22
45013,12011,64
45013,36047,34
45015,12011,46
45019,12011,120
45019,36047,98
45019,36081,30
45035,12011,26
45035,36047,24
45041,12011,30
45041,36047,20
45045,12011,88
45045,36047,46
45045,36081,32
45045,36093,22
45051,12011,92
45051,36047,52
45051,36081,30
45063,12011,42
45063,36047,24
45077,12011,20
45079,12011,94
45079,36047,54
45079,36081,34
45083,12011,36
45083,36047,28
45085,12011,26
45091,12011,26
46083,12011,20
46099,12011,50
47037,12011,140
47037,34013,20
47037,36047,120
47037,36081,56
47065,12011,48
47065,36047,28
47093,12011,82
47093,36047,28
47113,12011,24
47125,12011,56
47125,36047,24
47125,36081,26
47149,12011,34
47155,12011,32
47157,12011,134
47157,34013,22
47157,36047,104
47157,36081,58
47165,12011,40
47187,12011,24
48027,12011,96
48027,36047,64
48027,36081,28
48029,12011,172
48029,36047,96
48029,36081,64
48041,12011,26
48061,12011,22
48085,12011,110
48085,36047,86
48085,36081,216
48113,12011,278
48113,34013,44
48113,36047,222
48113,36081,372
48121,12011,108
48121,36047,32
48121,36081,104
48141,12011,80
48141,36047,46
48141,36081,24
48157,12011,64
48157,36047,50
48157,36081,52
48167,12011,66
48167,36047,20
48201,12011,494
48201,34013,66
48201,36047,374
48201,36081,286
48209,12011,20
48215,12011,42
48215,36047,26
48303,12011,32
48339,12011,54
48339,36047,22
48355,12011,30
48439,12011,214
48439,34013,30
48439,36047,100
48439,36081,88
48453,12011,142
48453,34013,20
48453,36047,320
48453,36081,66
48485,12011,20
48491,12011,48
48491,36047,20
49035,12011,90
49035,34013,26
49035,36047,86
49035,36081,36
49049,12011,30
49049,36047,22
50007,12011,50
50007,36047,98
50007,36081,52
50021,12011,20
50023,36047,28
50025,36047,20
50027,36047,36
51003,12011,20
51013,12011,66
51013,34013,26
51013,36047,122
51013,36081,76
51041,12011,46
51041,36047,62
51041,36081,32
51059,12011,278
51059,34013,60
51059,36047,284
51059,36081,202
51087,12011,52
51087,34013,28
51087,36047,108
51087,36081,58
51107,12011,70
51107,36047,48
51107,36081,40
51153,12011,106
51153,36047,62
51153,36081,50
51177,12011,26
51179,12011,40
51510,12011,40
51510,36047,62
51510,36081,30
51540,36047,42
51540,36081,28
51550,12011,44
51550,36047,20
51650,12011,36
51650,36047,32
51650,36081,26
51700,12011,34
51700,36047,64
51700,36081,26
51710,12011,64
51710,34013,20
51710,36047,146
51710,36081,56
51740,36047,20
51760,12011,30
51760,34013,34
51760,36047,132
51760,36081,54
51770,12011,20
51770,36047,26
51810,12011,122
51810,34013,28
51810,36047,126
51810,36081,90
53011,12011,28
53033,12011,204
53033,34013,24
53033,36047,468
53033,36081,144
53053,12011,68
53053,36047,34
53053,36081,32
53061,12011,44
53061,36047,34
53061,36081,20
53063,12011,24
53067,36047,24
54039,12011,24
54045,12011,54
55025,12011,40
55025,36047,102
55025,36081,48
55059,12011,20
55079,12011,138
55079,36047,104
55079,36081,56
55133,12011,40
56021,12011,70
57001,12011,163
57003,12011,503
57003,34013,130
57003,36047,219
57003,36081,316
57005,12011,165
57005,34013,22
57005,36047,95
57005,36081,84
57007,12011,18
57009,34013,42
57009,36047,227
57009,36081,165
57009,36093,17
58000,12011,62
58000,34013,15
58000,36047,131
58000,36081,132
58000,36093,87
59000,12011,3807
59000,34013,1163
59000,36047,2498
59000,36081,1943
59000,36093,650
59001,12011,453
59001,34013,241
59001,36047,249
59001,36081,203
59001,36093,166
59003,12011,1061
59003,34013,184
59003,36047,665
59003,36081,536
59003,36093,99
59005,12011,1741
59005,34013,586
59005,36047,1210
59005,36081,945
59005,36093,289
59007,12011,552
59007,34013,152
59007,36047,374
59007,36081,259
59007,36093,96
96000,12011,57363
96000,34013,14385
96000,36047,53112
96000,36081,43693
96000,36093,3329
97000,12011,56514
97000,34013,14191
97000,36047,52571
97000,36081,43128
97000,36093,3312
97001,12011,33768
97001,34013,8140
97001,36047,30299
97001,36081,28601
97001,36093,2528
97003,12011,22746
97003,34013,6051
97003,36047,22272
97003,36081,14527
97003,36093,784
98000,12011,849
98000,34013,194
98000,36047,541
98000,36081,565
98000,36093,17
