Country of Citizenship,Continent,Region,# of Active Students,Male,Female,ASSOCIATE,BACHELOR'S,DOCTORATE,FLIGHT TRAINING,HIGH SCHOOL,LANGUAGE TRAINING,MASTER'S,OTHER,OTHER VOCATIONAL SCHOOL,PRIMARY,SECONDARY,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
BANGLADESH,Asia,Southern Asia,6659,5053,1604,681,1380,2018,8,1,325,2147,87,2,1,9,0,117,63,43,349,19,97,38,29,317,95,0,6,142,18,170,176,149,47,115,230,86,15,127,204,127,0,45,12,111,69,16,19,82,70,18,1133,239,109,39,161,1,5,99,70,125,896,47,340,0,5,59,69,25,16
BARBADOS,North America,Caribbean,325,153,172,26,192,28,4,0,0,62,6,2,0,5,0,5,5,3,7,1,2,15,2,77,14,0,0,9,3,11,2,6,4,2,11,7,2,13,3,8,0,0,0,7,0,1,0,14,2,0,39,2,1,3,6,6,4,3,0,5,14,0,4,0,0,0,2,0,0
BASSAS DA INDIA,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELARUS,Europe,Eastern Europe,384,132,252,38,132,60,0,0,60,55,21,1,1,16,1,4,2,5,44,6,3,0,2,14,15,0,0,4,1,19,5,4,1,3,17,1,1,8,13,10,0,0,0,18,0,1,0,10,1,0,97,4,4,1,19,0,1,3,0,5,18,5,8,0,0,1,4,1,0
BELGIUM,Europe,Western Europe,1207,627,580,98,373,112,37,1,239,218,84,14,3,28,1,4,7,39,287,7,10,11,2,88,21,0,11,8,0,40,13,9,2,5,138,16,4,25,7,10,0,2,1,35,0,4,0,12,4,3,214,15,5,8,29,2,5,7,1,10,39,5,9,0,3,11,7,10,1
BELIZE,North America,Central America,344,151,193,46,191,30,2,0,6,45,12,6,0,6,0,4,9,0,38,2,1,4,0,62,22,0,0,5,1,5,1,2,28,9,10,2,0,6,3,14,0,2,0,6,0,0,0,4,6,0,16,5,6,1,3,0,2,2,1,4,37,2,4,1,0,7,4,3,0
BENIN,Africa,Western Africa,384,238,146,112,120,23,0,0,75,43,3,0,0,8,0,7,4,3,15,1,3,8,1,8,8,0,0,6,0,28,7,7,2,3,25,16,1,7,10,10,0,0,0,11,2,27,1,15,1,0,47,3,9,0,23,0,0,0,1,0,37,0,21,0,0,0,4,1,1
BERMUDA,North America,Northern America,570,277,293,47,354,6,1,1,1,51,10,9,8,82,0,49,0,2,14,2,18,7,2,106,49,0,0,1,0,4,2,0,0,0,41,6,18,10,2,4,0,0,0,20,0,4,4,10,0,0,36,4,3,0,26,1,56,10,0,12,5,8,16,0,10,1,0,6,1
BHUTAN,Asia,Southern Asia,136,60,76,10,80,5,9,0,2,21,2,1,0,6,0,0,1,0,6,1,1,2,0,8,0,0,2,1,0,4,0,0,0,0,17,0,2,1,4,10,0,0,0,2,0,0,2,0,0,0,24,6,1,2,12,0,2,0,0,0,20,0,2,0,2,1,0,0,0
BOLIVIA,South America,South America,1098,569,528,153,592,60,5,0,113,122,34,2,2,15,0,7,101,7,51,6,5,25,0,131,22,0,1,11,3,25,32,22,9,34,53,23,4,10,9,24,0,0,0,11,1,7,2,10,11,0,67,19,28,4,29,11,5,7,4,4,139,35,71,0,2,4,5,7,0
BOSNIA AND HERZEGOVINA,Europe,Southern Europe,346,142,204,36,201,29,0,0,21,39,15,0,0,5,0,0,5,1,18,3,10,4,2,25,3,0,1,14,1,46,6,3,1,6,15,15,3,5,4,16,0,1,0,19,0,0,1,10,0,1,35,6,17,0,11,0,4,3,0,2,8,1,10,0,7,1,2,0,0
BOTSWANA,Africa,Southern Africa,186,84,102,12,94,23,1,0,3,43,7,0,0,3,0,1,4,0,17,1,2,5,0,8,1,0,0,6,1,6,3,0,1,2,18,3,0,9,1,11,0,1,0,5,0,2,1,2,1,0,11,18,7,2,9,0,1,0,3,1,10,0,6,0,2,1,3,0,0
BRAZIL,South America,South America,17297,8592,8702,1973,4412,1014,73,8,5113,2394,1392,113,79,726,1,73,69,80,3679,111,183,157,30,3100,318,0,57,109,69,896,175,140,117,83,1237,162,13,263,143,304,0,65,28,286,21,58,54,370,49,68,1878,185,141,136,388,6,36,108,20,149,667,453,260,0,16,122,88,67,9
BRITISH VIRGIN ISLANDS,North America,Caribbean,99,46,53,9,71,2,0,0,0,8,0,2,0,7,0,4,2,1,0,0,0,0,1,25,11,0,0,0,0,0,0,1,0,0,1,3,1,1,0,13,0,1,0,2,0,1,0,0,0,0,4,0,2,0,2,3,10,1,0,1,6,0,1,1,0,0,0,0,0
BRUNEI,Asia,South-Eastern Asia,55,26,29,2,29,3,0,0,0,12,8,0,0,1,0,0,0,3,15,0,1,5,0,0,2,0,0,1,0,3,1,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1
BULGARIA,Europe,Eastern Europe,1259,561,698,121,419,255,0,0,118,241,75,15,1,14,0,2,2,6,130,14,23,14,11,59,21,0,7,8,0,182,14,5,3,9,141,27,7,17,9,19,0,3,1,25,2,3,4,51,1,13,170,18,6,4,67,0,11,10,0,5,44,8,49,0,4,16,7,4,3
BURKINA FASO,Africa,Western Africa,893,627,266,259,228,27,0,0,286,85,6,0,0,2,0,4,6,2,19,2,2,13,5,24,48,0,1,6,2,6,4,10,3,3,22,26,0,5,40,3,0,1,3,4,2,37,2,36,2,1,292,25,8,5,36,0,0,0,4,1,114,4,21,0,0,9,24,5,1
BURMA,Asia,South-Eastern Asia,1170,613,557,171,707,77,0,0,28,122,56,0,3,6,0,5,4,6,275,9,14,9,1,43,11,0,8,23,4,47,17,8,12,3,126,23,6,22,19,27,0,2,2,7,3,3,13,19,1,6,135,23,12,22,58,0,11,6,2,3,37,0,29,0,7,25,19,1,2
BURUNDI,Africa,Eastern Africa,193,103,90,35,113,4,1,0,4,23,4,0,0,9,0,1,1,2,13,1,2,0,0,3,9,0,0,11,2,4,5,0,2,3,7,6,1,1,28,3,0,0,0,5,1,1,0,2,1,0,13,3,16,0,13,0,0,0,0,0,16,3,3,0,1,3,7,0,0
CAMBODIA,Asia,South-Eastern Asia,549,312,237,191,185,18,1,0,22,73,24,1,9,25,0,1,1,1,183,4,4,1,0,13,3,0,5,24,3,9,4,0,7,3,56,6,1,2,15,4,0,0,1,9,2,0,2,2,1,0,33,12,4,14,19,0,8,0,1,3,34,4,5,0,2,42,1,0,0
CAMEROON,Africa,Central Africa,1430,717,712,326,542,153,1,0,73,279,34,1,0,21,0,23,27,8,64,10,4,27,6,42,51,0,7,23,4,37,4,19,10,50,61,91,5,28,53,12,0,14,1,21,16,6,0,29,28,5,63,38,111,5,41,0,5,9,4,19,253,11,33,0,2,16,20,10,4
CANADA,North America,Northern America,29225,14449,14770,1579,13084,5279,31,10,79,4974,2811,236,121,1021,61,151,59,389,3641,182,558,292,36,1132,346,2,137,275,215,1127,360,133,169,142,2575,372,317,2066,451,338,0,70,181,467,464,84,253,507,66,74,5702,530,242,363,1280,29,282,163,44,302,810,295,382,3,197,451,253,137,68
CAPE VERDE,Africa,Western Africa,112,62,50,29,34,0,3,0,19,25,0,0,1,1,0,0,0,0,2,0,3,0,0,6,0,0,0,0,0,10,0,0,0,0,64,2,0,4,0,0,0,0,0,0,0,0,1,3,0,0,3,6,0,0,0,0,3,0,0,0,1,2,0,0,1,0,0,0,1
CAYMAN ISLANDS,North America,Caribbean,210,83,127,10,156,2,1,0,1,15,1,2,4,18,0,4,0,0,4,2,1,1,0,92,26,0,0,0,0,2,2,1,0,0,2,2,0,10,0,0,0,1,0,9,0,1,0,0,0,1,13,2,2,0,5,0,6,4,0,5,8,2,0,0,1,0,1,0,0
CENTRAL AFRICAN REPUBLIC,Africa,Central Africa,26,15,11,5,10,1,0,0,6,1,0,0,0,3,0,0,0,0,0,1,1,5,0,1,2,0,0,0,0,0,2,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CHAD,Africa,Central Africa,70,40,30,11,24,2,1,0,15,13,1,1,0,2,0,2,1,0,4,0,0,1,0,3,1,0,0,1,1,0,1,0,2,0,2,4,0,1,1,0,0,0,1,0,0,1,0,2,0,0,7,0,0,2,1,0,1,3,0,1,22,1,2,0,0,1,0,0,0
CHILE,South America,South America,2216,1450,765,112,438,358,27,1,475,597,140,10,13,45,0,11,13,21,408,19,18,27,3,132,34,3,16,13,25,142,27,5,19,6,212,39,5,22,14,45,0,6,2,57,4,2,3,19,1,6,335,31,11,19,71,5,13,10,2,21,86,114,26,0,5,21,61,3,3
CHINA,Asia,China,301186,155541,145587,11984,106564,44830,2287,6,9175,94675,8351,129,1091,22097,28,2372,1007,6304,52743,3113,3789,3186,2031,8074,5662,22,420,4748,405,14599,9826,2681,1380,1722,18638,5131,722,10392,4042,5998,219,514,217,4777,532,1639,1355,7887,490,744,35717,12916,2279,5572,16946,25,1866,1545,205,1746,12962,2091,5152,0,605,8906,4512,537,195
CHRISTMAS ISLAND,Australia&Pacific Islands,Oceania,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,South America,South America,10031,4998,5030,967,2346,1161,308,10,2902,1680,407,48,25,177,2,59,33,53,776,108,108,173,48,1621,348,2,17,102,27,419,161,54,40,145,948,140,6,96,107,149,0,37,7,130,1,86,17,250,25,16,1375,134,96,46,231,286,26,74,9,91,742,134,161,0,71,118,85,36,5
COMOROS,Africa,Eastern Africa,7,3,4,2,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
CONGO (BRAZZAVILLE),Africa,Central Africa,315,164,151,105,85,9,0,0,87,22,1,1,1,4,0,2,1,0,18,10,1,11,0,14,9,0,0,5,0,13,7,1,1,1,11,8,0,2,9,3,0,0,1,20,4,4,1,9,0,0,55,1,5,2,10,0,0,1,2,1,59,1,4,0,1,5,1,1,0
CONGO (KINSHASA),Africa,Central Africa,1188,648,539,432,402,27,4,0,194,79,18,0,1,31,0,3,28,13,69,13,2,15,2,32,47,0,0,25,1,57,41,17,24,4,25,52,6,24,16,21,0,3,0,61,7,16,7,6,0,0,27,23,15,23,36,0,0,0,12,7,184,54,37,0,5,43,21,56,8
COSTA RICA,North America,Central America,1041,577,464,56,466,179,4,0,40,220,41,5,2,28,0,12,21,9,97,18,8,22,2,99,51,0,1,8,8,45,28,9,4,25,99,11,1,18,23,19,0,3,3,29,1,3,2,17,9,11,92,23,3,10,39,11,7,17,2,14,48,9,32,0,1,7,8,2,0
COTE D'IVOIRE,Africa,Western Africa,1398,737,660,370,632,35,0,0,141,175,26,0,3,16,1,34,64,4,68,4,4,23,7,31,104,1,0,2,2,11,50,18,6,18,44,38,1,14,63,20,0,1,1,15,11,32,2,40,1,2,77,10,85,9,36,0,2,3,0,8,358,7,32,0,0,6,20,6,2
CROATIA,Europe,Southern Europe,588,287,300,46,303,81,0,0,26,96,22,3,2,9,0,8,8,4,72,8,11,14,1,31,9,1,2,10,0,22,13,11,4,8,33,7,1,6,7,15,0,4,0,15,1,1,4,16,4,4,81,11,17,3,16,0,6,7,2,5,36,4,23,0,3,9,6,4,0
CUBA,North America,Caribbean,24,13,11,4,6,4,0,0,2,6,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,0,4,0,0,0,0,1,0,0,0
CURACAO,North America,Caribbean,121,84,37,68,23,0,2,0,1,1,3,2,1,20,0,0,0,0,2,1,0,0,0,55,6,0,0,3,0,4,0,2,0,0,0,0,0,0,5,5,0,1,0,0,0,1,0,0,0,0,26,1,3,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0
CYPRUS,Asia,Western Asia,382,241,141,21,173,86,1,0,6,74,17,4,0,0,0,6,0,4,39,2,6,5,0,18,7,0,0,6,0,15,13,3,5,2,38,8,0,4,5,1,0,0,1,5,0,0,0,14,1,1,119,11,0,3,14,0,4,2,0,2,13,0,1,0,1,1,2,0,0
CZECH REPUBLIC,Europe,Eastern Europe,844,389,455,118,327,86,0,0,66,116,57,2,9,63,1,5,1,9,114,12,24,18,1,79,17,0,9,5,3,42,9,21,10,8,61,8,14,16,11,14,0,0,1,13,5,2,6,21,3,2,105,13,8,5,30,0,5,8,2,5,23,9,16,0,4,21,21,2,2
DENMARK,Europe,Northern Europe,1061,532,528,76,371,60,5,0,57,170,259,21,4,38,1,7,10,4,336,13,16,6,1,55,17,0,29,10,0,19,13,4,11,6,81,3,5,9,8,23,0,3,3,20,3,2,6,11,6,0,178,9,8,6,20,0,7,7,1,4,28,7,11,0,1,19,8,3,3
DJIBOUTI,Africa,Eastern Africa,12,6,6,0,5,1,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DOMINICA,North America,Caribbean,317,96,221,30,209,16,2,0,0,50,2,0,1,7,0,1,6,0,5,1,4,0,0,32,7,0,0,3,0,0,1,1,0,54,3,6,1,1,4,1,0,1,0,2,0,0,0,7,0,0,54,4,6,1,2,0,1,2,0,3,85,0,3,14,0,1,0,0,0
DOMINICAN REPUBLIC,North America,Caribbean,1443,795,648,264,670,57,3,0,88,195,53,13,4,96,1,10,5,2,33,6,16,33,3,260,61,0,1,10,5,19,14,8,13,15,154,19,1,20,5,13,0,1,0,14,1,5,0,34,1,2,350,18,13,1,51,101,26,9,0,8,42,15,8,0,1,4,10,0,1
ECUADOR,South America,South America,2991,1648,1342,195,1417,227,106,2,321,478,203,9,4,29,0,10,10,19,213,22,13,64,6,511,100,0,5,34,11,164,149,13,19,63,213,25,4,20,49,70,0,19,2,54,0,10,7,80,21,7,370,25,17,21,138,10,21,9,7,20,164,50,61,0,9,35,18,8,1
EGYPT,Africa,Northern Africa,2972,2279,693,216,906,799,85,1,161,580,164,6,8,46,0,36,10,41,439,19,43,37,6,211,55,0,1,88,5,98,79,35,27,34,199,55,5,67,61,35,0,15,2,52,9,14,8,57,18,11,320,118,26,13,129,0,6,10,13,19,218,11,117,0,7,34,34,12,13
EL SALVADOR,North America,Central America,1028,540,488,110,530,48,3,0,84,114,120,6,1,12,0,8,34,2,120,8,2,25,0,90,41,0,0,5,10,42,22,2,7,37,42,18,1,15,14,11,0,2,0,18,0,1,1,17,2,3,60,11,10,8,47,10,12,15,2,12,159,24,42,0,4,7,3,2,0
EQUATORIAL GUINEA,Africa,Central Africa,422,213,209,215,92,1,1,0,90,10,4,0,5,4,0,14,1,1,18,0,0,10,2,4,23,0,0,0,0,4,0,0,0,2,4,4,0,9,0,5,0,0,0,12,0,0,0,0,6,0,13,1,0,0,10,5,0,8,0,2,217,0,9,0,0,38,0,0,0
ERITREA,Africa,Eastern Africa,96,64,32,14,19,27,0,0,4,30,1,0,0,1,0,3,1,0,9,1,1,0,0,7,2,0,0,11,0,3,0,3,1,0,2,2,0,1,0,1,0,1,1,0,1,5,0,0,1,0,5,9,1,1,1,0,0,0,0,1,6,2,4,0,0,6,1,1,1
ESTONIA,Europe,Northern Europe,181,81,100,21,84,18,1,0,6,38,10,0,0,4,1,3,0,0,29,1,4,0,1,24,11,0,1,1,0,7,2,2,2,2,17,2,3,1,3,1,0,1,0,2,0,0,1,3,3,0,17,1,2,1,5,0,2,1,1,3,7,1,6,0,1,2,0,2,1
ETHIOPIA,Africa,Eastern Africa,1681,969,712,140,822,291,2,0,14,286,32,2,11,81,1,21,12,9,81,24,22,19,1,51,32,0,0,127,8,48,46,12,37,11,109,39,5,42,129,25,0,64,1,40,11,17,24,16,10,4,125,40,48,13,52,0,5,21,35,21,91,11,70,0,4,23,12,5,7
FAROE ISLANDS,Europe,Northern Europe,6,2,4,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FIJI,Australia&Pacific Islands,Melanesia,68,34,34,17,29,5,1,0,1,12,2,0,0,1,0,0,3,2,20,0,0,1,0,1,2,2,2,4,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,5,0,0,1,2,0,0,1,0,0,2,4,4,0,0,2,0,2,0
FINLAND,Europe,Northern Europe,639,296,343,58,266,55,4,0,20,94,68,7,7,60,0,2,1,7,103,12,10,5,1,51,16,0,19,4,3,14,1,7,2,6,42,6,3,12,20,12,0,3,2,18,0,1,8,8,5,3,99,13,7,5,24,1,4,8,2,8,18,3,22,0,4,4,9,1,0
FRANCE,Europe,Western Europe,8293,4516,3775,664,2602,874,48,2,913,1798,1073,72,33,214,6,46,18,59,1983,51,80,113,23,597,184,0,64,34,15,300,63,39,39,53,717,79,17,73,66,171,0,27,7,155,1,9,18,155,25,19,1740,100,40,49,244,14,47,86,5,36,301,46,84,1,24,93,37,32,8
FRENCH GUIANA,South America,South America,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,Australia&Pacific Islands,Polynesia,17,9,8,3,9,2,0,0,1,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
GABON,Africa,Central Africa,468,238,230,148,183,9,2,0,68,49,4,0,4,1,0,0,7,0,25,5,3,26,2,7,24,0,0,5,0,10,5,1,0,3,15,34,0,3,4,5,0,0,0,4,0,5,0,6,1,0,43,0,27,8,10,0,1,2,0,2,161,0,12,0,0,2,0,0,0
"GAMBIA, THE",Africa,Western Africa,389,211,178,146,182,14,0,0,3,35,5,0,0,4,1,1,6,2,3,2,2,1,1,15,14,0,0,14,0,7,0,15,5,0,5,17,0,12,30,17,0,10,0,14,1,12,0,3,0,0,22,10,14,4,6,0,3,0,0,5,87,0,6,0,1,12,7,1,1
GAZA STRIP,Asia,Western Asia,111,95,16,16,40,19,0,0,13,16,6,0,0,1,0,0,1,5,13,0,1,3,0,5,2,0,0,2,0,5,2,3,0,1,3,0,0,8,2,2,0,1,0,3,2,0,2,2,0,0,8,0,1,5,7,0,0,3,1,0,4,4,6,0,1,2,1,0,0
GEORGIA,Asia,Western Asia,496,262,234,31,246,53,0,0,34,98,19,0,0,15,0,1,1,4,28,6,10,9,0,10,11,0,1,3,2,23,12,7,4,4,80,13,4,10,10,10,0,3,1,6,0,1,0,4,1,0,124,16,1,0,28,0,0,3,0,2,18,2,17,0,1,0,3,2,0
GERMANY,Europe,Western Europe,8390,4378,4009,457,2693,1224,100,2,477,1409,1239,73,21,694,20,98,27,112,1891,73,153,83,15,572,194,0,118,53,23,297,90,50,58,47,632,115,23,148,72,175,0,38,23,204,8,29,43,146,31,18,1209,116,45,96,235,1,56,112,12,103,233,73,133,0,26,85,134,32,10
GHANA,Africa,Western Africa,2998,1839,1159,131,1205,664,3,0,2,894,50,1,6,42,2,48,33,19,110,16,60,30,20,107,73,0,2,46,28,128,76,29,33,16,187,84,5,156,97,104,0,29,4,103,36,17,27,48,29,9,207,213,62,15,152,1,25,24,48,75,142,36,82,0,7,13,47,28,10
GIBRALTAR,Europe,Southern Europe,5,5,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,Europe,Southern Europe,2061,1231,830,89,634,715,3,0,30,478,94,6,2,10,2,10,3,8,273,9,40,34,14,56,38,0,1,19,2,105,29,3,5,18,335,47,4,43,29,21,0,4,3,30,0,5,11,70,5,7,432,41,5,6,115,0,31,9,1,9,69,1,24,0,7,15,10,2,1
GREENLAND,North America,Northern America,3,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GRENADA,North America,Caribbean,241,99,142,31,123,17,2,0,0,58,5,1,1,3,0,2,3,0,0,0,0,8,0,16,5,0,0,0,0,13,3,4,0,2,2,1,0,1,1,3,0,1,0,3,1,1,1,4,1,0,55,2,12,0,2,1,0,3,0,1,81,0,3,1,0,0,3,1,0
GUADELOUPE,North America,Caribbean,13,7,6,3,5,0,0,0,0,0,0,0,0,5,1,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUATEMALA,North America,Central America,1160,639,521,115,644,76,10,2,68,149,38,2,5,51,1,4,32,9,92,19,5,13,1,145,48,0,1,7,10,35,26,5,9,29,106,10,6,29,16,17,0,4,1,16,5,2,2,19,3,2,67,14,12,7,49,11,9,9,1,24,130,42,32,0,7,6,6,2,3
