Country of Citizenship,Continent,Region,# of Active Students,Male,Female,ASSOCIATE,BACHELOR'S,DOCTORATE,FLIGHT TRAINING,HIGH SCHOOL,LANGUAGE TRAINING,MASTER'S,OTHER,OTHER VOCATIONAL SCHOOL,PRIMARY,SECONDARY,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
AUSTRALIA,Australia & Pacific Islands,Oceania,4507,2595,1911,439,2124,419,15,5,2,773,368,161,15,186,1,41,18,45,749,69,79,53,5,142,78,1,37,77,32,148,56,50,37,41,396,61,3,66,54,74,0,25,16,109,25,25,19,105,16,17,799,50,70,45,156,1,34,61,21,67,167,46,61,0,13,66,31,35,14
AUSTRIA,Europe,Western Europe,1041,530,511,67,306,144,14,0,88,194,138,17,6,67,2,4,4,4,205,15,20,19,1,86,10,0,25,6,4,26,11,2,5,11,120,11,7,12,12,10,0,1,1,12,1,3,3,19,5,2,186,19,7,10,25,0,12,20,1,9,31,5,17,0,4,6,4,4,2
AZERBAIJAN,Asia,Western Asia,556,412,144,50,185,41,0,0,93,133,26,3,2,23,0,6,2,4,75,6,7,26,4,10,4,0,0,5,0,38,5,5,1,5,57,4,3,5,7,43,0,1,0,4,1,0,3,11,3,0,91,7,6,0,10,0,5,1,0,0,45,2,37,0,1,5,0,0,1
"BAHAMA,  THE",North America,Caribbean,2919,1425,1493,405,1822,106,13,1,0,277,29,21,13,232,0,76,119,7,27,7,28,15,2,956,188,0,1,22,2,19,39,51,17,39,43,31,6,46,81,55,0,28,0,115,21,16,3,28,7,2,90,40,119,2,56,4,25,34,10,128,155,3,95,1,8,7,14,27,4
BAHRAIN,Asia,Western Asia,511,353,158,62,312,24,14,0,15,59,8,1,0,16,0,3,1,13,48,6,9,16,0,63,8,0,0,3,2,16,20,1,5,1,92,2,2,16,2,4,0,1,0,5,0,1,1,2,1,0,35,10,1,2,23,0,2,1,1,7,54,1,13,0,2,4,1,10,0
BANGLADESH,Asia,Southern Asia,6572,5006,1564,552,1397,2047,9,1,436,2016,94,1,2,17,0,128,59,45,317,23,101,41,30,303,98,0,6,105,11,173,178,143,45,114,243,78,16,120,210,130,0,50,16,112,65,17,17,80,68,19,1137,240,105,38,166,1,6,101,83,125,881,47,307,0,7,57,71,21,18
BARBADOS,North America,Caribbean,355,168,187,27,204,29,4,0,0,68,8,2,0,13,0,6,6,3,6,1,3,17,2,74,14,0,0,9,3,14,4,5,4,2,14,10,2,14,3,7,0,4,0,8,0,1,0,13,3,0,43,2,5,3,7,5,4,3,0,6,15,0,6,0,0,1,3,0,0
BELARUS,Europe,Eastern Europe,421,158,263,40,167,64,2,0,43,64,21,1,0,19,1,7,2,6,45,7,4,3,3,17,13,0,0,5,1,20,6,4,4,4,23,1,1,9,12,11,0,1,0,19,0,2,0,10,1,0,104,4,3,1,16,0,1,4,0,4,19,6,10,0,1,1,4,1,0
BELGIUM,Europe,Western Europe,1321,716,605,80,403,127,40,1,233,244,120,27,6,40,1,7,10,42,297,10,13,12,2,93,24,0,9,10,1,46,12,8,2,8,153,16,4,29,9,9,0,2,4,37,0,5,1,16,6,3,233,14,6,7,41,1,6,11,3,17,36,7,9,0,3,10,6,10,0
BELIZE,North America,Central America,366,158,208,46,212,29,3,0,4,51,10,5,0,6,0,4,12,0,42,4,1,4,0,56,23,0,1,5,1,8,0,3,30,11,13,3,0,6,3,15,0,2,1,10,0,0,0,4,7,0,19,5,5,1,3,0,2,2,1,5,36,1,3,0,0,7,4,3,0
BENIN,Africa,Western Africa,396,245,150,112,143,26,0,0,45,55,6,0,0,9,0,7,4,2,18,2,2,6,1,13,8,0,0,7,0,33,5,6,3,3,28,17,1,9,11,14,0,0,0,11,2,29,1,15,1,1,39,5,11,1,17,0,0,0,1,0,36,0,20,0,0,0,3,1,2
BERMUDA,North America,Northern America,624,295,329,55,374,7,0,1,0,57,10,10,12,98,0,53,0,3,13,2,24,7,2,125,44,0,1,1,0,4,2,0,0,0,47,7,18,9,2,3,0,0,0,20,0,4,7,12,0,0,43,5,3,0,25,1,53,10,0,15,6,11,20,0,11,1,0,9,1
BHUTAN,Asia,Southern Asia,133,58,75,8,85,4,4,0,1,20,0,1,0,10,0,0,1,0,3,1,2,2,0,3,1,0,2,1,0,4,0,0,0,0,20,0,2,1,3,8,0,0,0,3,0,0,1,1,0,0,23,7,1,3,14,0,2,0,0,0,18,0,1,0,3,2,0,0,0
BOLIVIA,South America,South America,1176,604,571,168,630,68,7,0,106,138,31,6,2,20,0,8,102,6,46,10,6,29,0,132,23,0,1,13,6,29,36,27,8,36,51,27,4,8,7,23,0,0,0,12,1,7,3,16,12,0,73,23,24,6,29,11,6,10,4,5,155,39,81,0,2,5,7,7,0
BOSNIA  AND HERZEGOVINA,Europe,Southern Europe,379,156,223,46,209,34,0,0,24,43,14,0,0,9,0,0,5,1,20,2,10,5,3,29,3,0,1,12,2,45,11,3,1,5,18,16,3,5,4,21,0,1,0,19,0,1,2,9,1,1,36,7,18,0,13,0,4,4,0,3,11,2,10,0,8,2,2,0,0
BOTSWANA,Africa,Southern Africa,204,90,114,11,100,22,0,2,2,47,10,1,0,9,0,1,3,0,21,1,4,5,0,8,2,0,0,5,1,4,3,0,1,2,26,2,0,10,2,11,0,1,0,4,0,2,1,2,1,0,14,16,8,2,9,0,1,1,3,1,15,0,5,0,1,2,3,0,0
BRAZIL,South America,South America,17874,8954,8919,2027,4673,1051,80,6,5132,2412,1303,133,91,966,1,81,79,100,3697,125,219,177,37,2733,322,0,68,149,71,1050,186,154,130,89,1403,159,14,288,133,338,0,78,36,311,22,66,60,426,57,57,1944,192,149,133,393,7,42,122,25,162,697,411,320,0,25,145,112,69,10
BRITIAH  VIRGIN ISLANDS,North America,Caribbean,98,43,55,7,72,1,0,0,0,8,1,2,0,7,0,4,2,2,1,0,0,0,1,28,13,0,0,0,0,0,0,2,0,0,1,3,1,0,0,11,0,1,0,2,0,1,0,0,0,0,4,0,2,0,2,2,5,1,0,1,6,0,1,1,0,0,0,0,0
BRUNEI,Asia,South-Eastern Asia,56,29,27,2,28,3,0,0,0,14,8,0,0,1,0,0,0,3,11,0,2,5,0,2,2,0,0,0,0,4,2,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,1
BULGARIA,Europe,Eastern Europe,1407,636,771,159,463,286,1,0,107,283,77,10,2,19,0,4,4,6,148,12,28,16,14,64,22,0,6,9,0,170,13,6,8,10,164,31,9,17,10,24,0,2,1,35,2,4,8,58,1,10,188,24,10,5,73,0,11,21,0,7,53,9,50,0,6,17,10,4,3
BURKINA FASO,Africa,Western Africa,878,603,275,246,238,30,0,0,252,100,11,0,0,1,0,4,6,2,17,1,3,21,6,24,59,0,2,4,2,8,4,6,3,4,29,31,0,6,43,5,0,1,3,3,2,43,1,40,2,1,236,28,10,4,32,0,0,0,3,1,109,5,19,0,0,13,26,5,1
BURMA,Asia,South-Eastern Asia,1250,661,589,186,744,91,2,0,33,131,51,2,3,7,0,3,4,13,267,9,16,11,1,45,13,0,6,27,5,52,18,20,14,5,129,21,5,25,22,26,0,2,2,7,4,4,12,19,1,5,164,27,10,21,61,0,12,5,3,3,38,1,33,0,6,23,26,1,3
BURUNDI,Africa,Eastern Africa,215,115,100,38,121,4,0,0,11,25,4,0,0,12,0,0,1,6,17,0,2,0,0,3,9,0,1,10,3,3,4,0,4,3,8,5,1,1,30,3,0,0,0,6,1,1,0,3,1,0,12,3,19,0,15,0,0,0,0,0,18,3,4,0,1,3,11,0,0
CAMBODIA,Asia,South-Eastern Asia,619,350,269,221,189,19,4,0,47,77,22,1,11,28,0,2,1,3,208,4,5,0,0,20,5,0,4,19,3,10,4,0,10,3,64,5,1,3,15,4,0,0,1,9,1,0,2,3,1,0,34,15,4,11,27,0,10,1,1,3,36,4,10,0,2,50,1,0,0
CAMEROON,Africa,Central Africa,1466,754,711,320,572,178,1,0,47,289,37,1,1,20,0,23,27,11,62,5,4,31,5,43,52,0,6,19,5,39,8,17,13,58,60,86,4,32,61,15,0,16,1,24,18,9,1,28,29,4,74,39,104,5,41,0,5,10,5,29,250,10,33,0,2,12,20,8,3
CANADA,North America,Northern America,32712,16389,16316,1884,14653,5663,36,18,96,5575,2969,422,125,1271,72,172,65,418,4063,226,645,329,37,1258,383,0,149,312,274,1235,404,165,183,163,2796,415,376,2488,499,404,0,87,216,530,548,96,284,556,86,71,6209,589,270,380,1404,27,303,209,54,327,944,351,434,2,227,456,293,151,77
CAPE  VERDE,Africa,Western Africa,108,59,49,32,35,0,1,0,13,26,0,0,0,1,0,0,0,0,1,0,2,0,0,9,0,0,0,0,0,4,0,0,0,0,65,1,0,4,0,0,0,0,0,0,0,0,1,2,0,0,3,7,1,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,1
CAYMAN  ISLANDS,North America,Caribbean,251,108,143,10,190,2,1,0,1,14,0,2,3,28,0,10,0,0,10,3,1,1,0,122,25,0,0,0,0,1,2,1,1,0,3,2,0,9,0,0,0,1,0,8,0,1,0,0,0,1,11,2,0,0,5,0,8,3,0,7,9,1,0,0,2,0,1,0,0
CENTRAL  AFRICAN REPUBLIC,Africa,Central Africa,24,13,11,4,12,1,0,0,3,1,0,0,0,3,0,0,0,0,0,1,3,3,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
CHAD,Africa,Central Africa,78,53,25,7,29,2,1,0,18,16,3,0,0,2,0,2,1,0,2,0,0,2,0,3,1,0,0,1,1,0,0,0,2,0,4,8,0,2,1,1,0,0,1,0,0,1,0,2,0,0,10,1,0,1,1,0,2,4,0,1,20,1,2,0,0,0,0,0,0
CHILE,South America,South America,2270,1468,801,120,446,374,24,0,444,638,119,8,17,80,0,12,12,28,388,14,16,33,3,138,37,3,9,12,19,156,29,7,20,6,252,40,8,26,16,51,0,8,3,51,4,2,3,18,3,5,327,29,13,19,73,7,13,25,2,19,92,89,28,0,5,27,63,3,4
CHINA,Asia,China,329927,169643,160180,12814,115533,46903,2076,6,12103,99964,11190,152,1210,27976,36,2675,1242,6887,56874,3540,4640,3376,2172,9081,6143,22,472,5306,450,15701,11265,2981,1614,1724,20450,5999,893,11935,4604,6611,229,549,259,4960,611,1837,1521,8184,550,790,39050,14765,2557,5275,18417,26,2184,1774,232,2001,13944,2446,5580,0,774,8860,5066,563,230
CHRISTMAS  ISLAND,Australia & Pacific Islands,Oceania,6,2,4,0,3,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,South America,South America,10065,5093,4969,988,2453,1231,286,8,2666,1755,366,48,38,226,2,69,36,81,754,97,119,185,74,1613,351,4,14,102,28,456,157,64,49,145,994,142,10,104,108,127,0,37,10,125,3,92,18,238,28,14,1224,149,109,54,259,309,26,80,9,83,759,118,192,0,10,93,90,47,4
COMOROS,Africa,Eastern Africa,8,4,4,3,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
REPUBLIC  OF THE CONGO,Africa,Central Africa,342,183,159,116,101,9,9,0,81,19,3,0,1,3,0,3,1,8,18,8,1,11,0,15,11,0,0,5,0,12,6,1,3,1,15,10,0,3,11,4,0,0,1,19,3,4,1,9,0,0,53,1,8,2,12,0,0,1,3,1,64,1,2,0,0,5,4,1,0
DEMOCRATIC  REPUBLIC OF THE CONGO,Africa,Central Africa,1125,623,502,394,397,31,8,0,166,79,21,1,3,25,0,6,23,5,68,14,2,11,2,28,47,0,0,21,0,64,39,22,14,2,26,49,5,26,18,26,0,2,1,55,7,15,4,7,0,0,25,25,11,29,26,0,0,0,8,6,177,44,40,0,4,33,28,54,6
COSTA  RICA,North America,Central America,1132,629,502,64,503,197,4,1,35,239,46,7,2,34,0,15,23,10,93,23,9,21,2,116,54,0,0,10,6,44,30,10,4,27,102,15,0,27,22,19,0,2,3,32,2,6,4,23,15,5,102,22,2,9,40,13,7,22,2,15,61,11,35,0,2,6,7,2,0
COTE  D'IVOIRE,Africa,Western Africa,1445,754,690,396,633,41,0,0,118,200,31,0,8,18,1,31,50,7,69,5,3,26,6,38,117,1,0,0,1,12,54,18,3,17,46,39,2,12,62,21,0,1,3,14,16,34,4,41,2,2,70,9,89,6,39,0,2,4,1,8,376,9,31,0,0,6,29,6,2
CROATIA,Europe,Southern Europe,654,322,332,53,327,90,2,0,27,111,27,5,1,11,0,8,10,6,88,7,11,15,1,37,10,1,3,11,1,21,14,9,4,7,36,8,1,8,8,17,0,5,0,14,1,3,4,21,3,4,85,14,19,4,16,0,7,9,3,6,38,4,22,0,4,10,9,6,1
CUBA,North America,Caribbean,27,17,10,4,7,4,0,0,3,7,1,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,0,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,0
CURACAO,North America,Caribbean,135,97,38,69,22,0,2,0,2,1,2,0,0,37,0,0,0,0,1,1,0,1,0,68,6,0,0,3,0,3,0,2,0,0,1,0,0,0,5,8,0,0,0,0,0,1,0,0,0,0,26,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0
CYPRUS,Asia,Western Asia,426,267,159,31,181,101,0,0,6,78,24,5,0,0,0,4,0,6,49,2,7,6,0,19,7,0,0,5,0,18,13,4,5,2,44,6,0,5,7,1,0,0,1,7,0,0,0,15,1,1,131,10,0,4,18,0,3,3,0,3,13,0,1,0,1,1,3,0,0
CZECH  REPUBLIC,Europe,Eastern Europe,963,445,518,126,365,89,2,0,108,119,53,5,12,84,1,4,2,7,130,10,25,17,1,110,18,0,16,8,4,38,10,20,11,8,73,10,16,17,12,16,0,0,2,14,4,2,7,22,3,4,122,15,11,6,33,0,3,12,2,9,33,7,20,1,5,15,23,2,2
DENMARK,Europe,Northern Europe,1583,854,728,116,482,64,11,2,67,206,519,32,5,79,2,7,10,6,567,17,20,8,1,81,24,0,48,8,1,26,13,8,11,6,99,3,7,20,28,40,0,3,3,52,4,2,7,14,6,1,243,13,10,6,27,0,7,15,2,6,35,8,12,0,1,27,10,4,4
DJIBOUTI,Africa,Eastern Africa,8,3,5,0,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOMINICA,North America,Caribbean,337,101,236,34,215,16,2,0,0,55,6,0,2,7,0,1,6,0,4,0,4,1,0,32,8,0,0,4,0,0,0,1,0,51,3,7,1,2,4,2,0,1,0,5,0,0,0,7,1,0,64,5,7,1,2,0,1,2,0,3,85,0,6,15,0,1,0,0,0
DOMINICAN  REPUBLIC,North America,Caribbean,1551,873,678,284,715,55,2,0,107,215,75,9,6,83,1,16,6,3,34,6,20,37,3,285,58,0,1,12,4,23,13,11,10,15,162,10,1,23,5,18,0,3,0,10,1,5,0,31,2,2,376,16,13,2,53,111,28,9,0,11,48,19,14,0,1,6,12,0,1
ECUADOR,South America,South America,3138,1751,1385,198,1460,228,100,1,380,509,211,14,3,34,0,13,13,24,253,25,20,68,7,483,104,0,4,44,10,176,151,13,22,66,251,28,3,23,55,75,0,15,5,49,0,9,8,80,15,10,366,31,26,15,146,12,23,10,7,20,182,48,60,0,8,33,18,8,3
EGYPT,Africa,Northern Africa,3083,2361,722,222,914,828,99,1,183,579,181,14,5,57,0,34,11,40,456,21,48,38,5,218,54,0,1,71,7,106,78,28,31,39,216,53,5,73,60,38,0,17,1,53,7,12,7,62,15,9,355,124,27,13,134,0,6,14,13,17,226,14,116,0,11,32,42,9,16
EL  SALVADOR,North America,Central America,1000,532,468,106,542,51,6,0,56,112,106,3,2,16,1,7,33,3,115,7,2,23,0,79,37,0,1,6,7,37,26,0,6,42,45,15,1,18,14,13,0,2,0,22,0,1,0,16,2,1,59,9,8,7,46,9,15,18,1,12,158,20,43,0,3,6,2,2,0
EQUATORIAL  GUINEA,Africa,Central Africa,465,238,227,213,99,1,0,0,130,5,6,0,4,7,0,10,1,0,15,0,0,12,2,4,31,0,0,0,0,6,0,1,0,3,5,3,0,32,0,7,0,0,0,3,0,0,0,0,9,0,16,0,0,0,12,13,0,6,0,2,220,1,8,0,1,42,0,0,0
ERITREA,Africa,Eastern Africa,105,73,32,13,17,34,0,0,3,33,3,0,0,2,0,3,1,1,8,1,2,2,0,7,1,0,0,7,0,4,0,2,1,0,1,1,0,1,0,1,0,1,1,0,1,4,3,0,2,0,6,12,2,2,2,0,0,1,0,2,11,2,3,0,0,4,1,1,0
ESTONIA,Europe,Northern Europe,209,88,121,25,90,20,1,0,10,41,14,1,1,6,2,6,0,0,28,1,4,0,1,24,12,0,0,1,0,7,2,2,2,2,18,3,2,6,3,0,0,1,0,2,0,0,1,6,3,0,25,2,3,2,7,0,3,0,1,2,10,2,6,0,1,2,1,2,1
ETHIOPIA,Africa,Eastern Africa,1825,1039,786,160,887,307,3,0,17,296,40,2,9,104,1,21,11,10,87,23,23,24,2,56,32,0,0,118,9,52,47,17,46,12,110,48,5,46,136,27,0,86,1,42,10,19,24,19,13,5,140,42,51,12,53,0,5,22,38,23,101,11,83,0,9,26,12,8,7
FARhE  ISLANDS,Europe,Northern Europe,3,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FIJI,Australia & Pacific Islands,Melanesia,85,42,43,23,36,7,1,0,2,13,1,1,0,1,0,0,3,2,22,0,0,1,0,2,3,1,5,6,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,1,2,3,0,5,0,3,2,2,0,0,1,0,1,3,3,4,0,0,2,0,2,0
FINLAND,Europe,Northern Europe,734,339,395,71,314,58,5,0,16,100,67,18,7,78,0,2,1,8,140,14,12,5,0,57,15,0,17,5,2,14,0,4,2,7,46,8,3,22,20,13,0,4,2,20,1,1,12,7,7,4,99,14,9,4,28,1,6,9,3,10,19,12,28,0,5,4,6,2,0
FRANCE,Europe,Western Europe,9317,5051,4259,693,2846,927,42,3,1053,2128,1234,113,36,242,6,52,22,70,2063,71,99,132,24,642,215,0,46,37,16,319,69,50,41,65,863,78,23,90,73,191,0,28,11,359,2,11,21,166,30,18,1891,132,45,49,270,19,42,124,4,42,348,44,108,1,25,79,52,30,9
FRENhH  GUIANA,South America,South America,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRENCH  POLYNESIA,Australia & Pacific Islands,Polynesia,18,10,8,6,9,1,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
GABON,Africa,Central Africa,486,244,242,169,195,11,0,0,57,44,4,0,4,2,0,0,8,1,23,5,3,29,2,5,27,0,0,3,0,7,4,0,0,3,15,35,0,3,7,8,0,0,0,2,0,5,0,4,1,0,43,2,38,8,8,0,1,1,0,2,174,0,6,0,0,2,0,0,1
"GAMBIA,  THE",Africa,Western Africa,447,246,201,186,187,16,0,0,7,38,6,0,0,7,1,2,6,0,3,2,2,2,2,17,19,0,0,17,0,7,0,16,4,1,6,15,0,13,38,21,0,10,0,10,2,14,1,3,0,0,28,13,21,2,5,0,3,0,0,5,106,0,7,0,1,14,6,1,1
GAHA  STRIP,Asia,Western Asia,114,96,18,21,42,17,1,0,17,13,2,0,0,1,0,0,1,4,15,3,1,3,0,7,3,0,0,1,0,8,2,3,0,1,2,0,0,6,4,2,0,1,0,2,1,0,2,1,0,0,8,1,0,5,9,0,0,3,1,0,2,4,8,0,0,0,0,0,0
GEORGIA,Asia,Western Asia,565,303,262,40,264,66,1,0,38,108,31,1,0,16,0,2,1,6,33,6,10,10,0,17,11,0,1,3,1,33,13,5,6,6,88,12,5,13,10,14,0,2,1,5,0,1,2,7,1,0,138,17,1,0,31,0,0,6,0,3,21,2,15,0,1,0,3,2,0
GERMANY,Europe,Western Europe,11028,5772,5254,523,3149,1344,108,6,805,1617,2229,165,31,1050,24,111,39,115,3070,111,183,95,23,767,227,0,190,71,35,307,96,61,59,48,844,118,34,202,96,198,0,50,29,240,8,38,55,186,36,24,1358,141,49,109,320,7,61,164,18,126,298,76,152,0,43,83,184,35,14
GHANA,Africa,Western Africa,3298,2018,1280,157,1302,673,2,0,4,1021,69,0,8,62,2,46,31,20,131,18,64,33,25,123,73,0,0,60,28,149,84,24,34,22,209,88,5,162,107,121,0,33,4,106,39,18,30,52,30,10,222,256,62,11,169,1,26,27,52,83,149,40,96,0,6,15,56,31,15
GIBRALTAR,Europe,Southern Europe,5,5,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,Europe,Southern Europe,2210,1336,873,91,679,767,5,1,26,512,109,5,2,13,2,12,4,7,274,11,47,39,12,66,40,0,1,20,3,110,35,4,8,15,367,50,3,49,29,23,0,3,1,33,0,7,17,72,5,5,470,37,6,7,122,0,33,8,1,9,81,1,27,0,6,14,11,2,1
GREENLAND,North America,Northern America,5,2,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GRENADA,North America,Caribbean,258,100,158,38,133,19,4,0,0,57,4,0,1,2,0,2,2,0,1,0,0,8,0,20,3,0,0,0,0,15,3,7,0,2,4,2,0,1,0,2,0,1,0,2,1,1,2,5,1,0,58,2,15,0,2,1,0,3,0,2,82,0,3,1,0,0,3,1,0
GUADELOUPE,North America,Caribbean,16,9,6,3,6,0,0,0,0,0,0,0,0,7,1,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUATEMALA,North America,Central America,1258,687,571,133,682,85,6,1,73,159,38,13,10,58,1,2,33,9,104,21,11,15,1,152,47,0,2,7,11,37,28,7,10,32,113,13,5,32,18,20,0,3,1,22,5,3,2,21,4,1,75,15,17,8,55,13,9,9,1,27,138,39,35,0,6,5,7,2,4
GUERNSEY,Europe,Northern Europe,3,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
