Country of Citizenship,Continent,Region,# of Active Students,Male,Female,ASSOCIATE,BACHELOR'S,DOCTORATE,FLIGHT TRAINING,HIGH SCHOOL,LANGUAGE TRAINING,MASTER'S,OTHER,OTHER VOCATIONAL SCHOOL,PRIMARY,SECONDARY,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
GUINEA,Africa,Western Africa,104,69,35,21,36,1,0,0,29,11,0,1,1,4,0,1,2,1,6,0,2,0,1,2,4,0,0,0,0,0,1,1,0,0,6,8,0,4,6,1,0,0,0,4,0,0,0,1,0,0,22,2,2,3,4,0,0,0,0,0,9,0,10,0,0,1,0,0,0
GUINEA-BISSAU,Africa,Western Africa,12,8,4,2,7,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUYANA,South America,South America,253,100,153,66,101,41,5,0,0,30,6,1,0,3,0,4,1,0,4,0,6,8,1,44,2,0,0,0,3,2,2,0,0,2,6,7,0,4,4,2,0,4,0,2,3,1,0,5,0,0,97,11,0,0,8,0,1,2,0,4,6,1,2,1,0,1,0,2,0
HAITI,North America,Caribbean,878,533,345,217,402,39,1,1,44,80,16,5,20,53,0,3,2,6,7,2,6,2,1,190,18,1,0,18,5,15,20,7,25,7,66,8,7,13,9,13,0,3,3,34,1,4,5,27,1,0,126,17,6,3,19,32,5,7,0,12,34,14,41,0,9,2,15,4,3
HONDURAS,North America,Central America,1941,931,1010,303,1112,99,1,0,101,230,38,3,15,39,0,12,54,4,65,15,18,18,2,327,93,0,1,17,9,65,30,12,10,140,89,13,1,26,26,69,0,21,2,27,5,4,5,25,10,3,113,37,16,6,81,11,13,13,8,20,300,23,49,0,6,10,11,3,3
HONG  KONG,Asia,Eastern Asia,8276,4586,3689,1845,4013,496,12,0,161,667,498,19,26,539,0,9,19,71,2856,28,71,36,2,143,99,2,74,49,39,251,146,30,21,12,518,125,20,187,109,51,0,4,7,52,1,9,28,75,4,47,655,101,7,107,302,0,30,27,16,27,190,142,65,0,18,1323,56,9,6
HUNGARY,Europe,Eastern Europe,807,401,406,59,319,153,2,0,46,137,43,7,5,36,1,5,4,12,121,8,6,11,0,68,7,1,1,15,4,28,11,7,5,5,66,9,1,11,4,20,0,1,2,17,0,5,6,20,4,11,150,20,9,8,30,0,4,6,0,8,41,5,8,0,3,5,11,0,2
ICELAND,Europe,Northern Europe,440,216,224,35,202,54,2,0,2,85,42,11,1,6,0,14,2,3,89,5,2,1,0,58,17,0,5,1,0,5,5,0,2,7,34,3,0,9,11,2,0,3,0,20,0,0,2,7,0,0,64,3,3,2,7,0,3,14,0,10,9,2,2,0,1,8,5,0,0
INDIA,Asia,Southern Asia,134292,89546,44716,1528,14162,17563,266,9,888,97703,1830,132,12,197,56,1049,536,3169,18212,1278,2176,669,1476,4214,2726,1,33,889,115,8427,3777,1224,1068,1024,6763,1755,56,4497,1364,4335,0,621,55,3317,342,573,750,3678,366,133,14690,5427,1353,542,6151,21,351,856,241,699,17033,641,3390,1,45,712,1032,313,70
INDONESIA,Asia,South-Eastern Asia,8283,4513,3767,1538,4221,383,114,7,157,1079,644,22,11,107,2,4,12,44,2950,83,33,35,8,252,115,1,15,80,14,306,254,48,29,32,579,57,2,190,98,31,1,27,6,46,3,19,14,33,10,20,498,135,65,171,163,0,32,8,7,36,323,23,52,0,4,1228,71,12,2
IRAN,Asia,Southern Asia,11135,6962,4167,239,498,7307,5,0,110,2733,210,5,1,27,1,99,56,220,1465,169,112,114,43,543,246,0,28,125,27,569,186,114,116,171,616,211,19,427,116,153,0,74,20,299,54,86,52,173,148,92,685,422,167,164,447,2,38,116,15,124,1080,140,321,0,11,165,192,78,24
IRAQ,Asia,Western Asia,635,500,135,41,124,161,6,0,89,171,39,1,0,3,0,5,31,9,70,8,10,9,1,23,8,0,2,6,0,45,38,11,8,2,20,5,2,55,9,24,0,5,1,12,0,7,7,1,4,1,21,23,15,7,20,0,0,1,3,7,57,4,19,0,4,9,1,4,1
IRELAND,Europe,Northern Europe,1127,694,433,123,468,155,9,2,1,228,92,21,5,23,2,10,4,6,104,7,30,20,2,54,45,1,4,17,1,42,46,15,16,9,100,14,7,20,7,29,0,9,6,35,6,6,5,18,3,3,181,12,20,1,55,1,18,20,0,28,47,2,21,0,1,3,7,5,2
ISLE OF  MAN,Europe,Northern Europe,5,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ISRAEL,Asia,Western Asia,2793,1895,897,169,1214,437,6,1,117,581,211,17,2,38,1,3,3,19,352,16,36,23,1,135,22,0,4,9,1,149,28,3,7,9,247,35,3,38,11,13,0,2,1,34,0,4,7,78,7,13,1201,35,7,15,88,0,10,2,2,3,51,11,22,0,4,6,18,3,1
ITALY,Europe,Southern Europe,6603,3819,2783,385,1457,1133,85,1,1233,997,824,57,31,400,3,10,10,47,1534,46,87,86,8,655,84,3,34,18,8,252,69,24,9,14,808,64,18,79,34,62,0,9,3,81,2,13,16,126,11,9,1455,56,10,24,173,7,40,34,1,20,175,51,71,0,21,54,50,23,2
JAMAICA,North America,Caribbean,3184,1221,1962,505,1592,300,12,1,2,642,44,9,7,70,0,44,20,16,87,11,78,98,15,541,91,0,1,32,6,49,42,24,24,53,119,97,15,67,29,76,0,18,5,176,17,25,15,94,21,0,522,71,24,8,105,8,9,42,5,70,184,17,62,6,3,11,16,14,1
JAPAN,Asia,Eastern Asia,29377,12810,16559,4551,6233,1109,195,32,10168,2640,2762,334,76,1277,15,102,201,315,9598,184,205,201,27,520,184,27,1721,183,49,542,205,188,132,38,2015,148,45,305,260,415,13,60,105,194,93,178,83,131,22,224,4623,398,127,805,546,0,59,70,27,141,441,326,207,0,118,2160,244,136,21
JERSEY,Europe,Northern Europe,5,2,3,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JORDAN,Asia,Western Asia,2780,2177,603,343,657,703,6,0,404,576,78,3,1,9,1,29,30,38,373,23,48,33,8,168,23,0,0,49,3,225,65,40,31,31,130,32,4,129,22,32,0,29,1,53,11,11,19,38,41,1,177,161,17,14,94,0,10,17,14,19,246,41,107,0,6,27,44,12,3
KAZAKHSTAN,Asia,Central Asia,2598,1294,1304,428,725,83,11,0,679,291,228,6,11,136,0,4,36,20,488,50,14,26,10,126,28,0,5,6,4,114,19,4,3,7,290,52,8,22,18,19,0,9,1,23,3,3,13,24,8,3,410,20,20,20,77,0,8,3,3,5,334,6,59,0,7,66,80,12,8
KENYA,Africa,Eastern Africa,3701,1836,1863,633,1597,445,12,0,12,869,91,2,1,39,14,58,22,26,175,17,52,40,38,137,101,0,4,74,7,105,82,130,71,54,264,114,13,128,135,150,0,37,5,74,11,32,21,64,18,3,211,131,106,25,170,7,18,40,16,75,411,17,74,0,14,38,45,12,15
KIRIBATI,Australia & Pacific Islands,Micronesia,9,5,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KOSOVO,Europe,Southern Europe,160,101,59,29,77,12,0,0,10,20,5,0,0,7,0,0,0,2,16,1,1,2,0,6,5,0,0,9,1,5,1,0,2,0,9,1,1,3,8,4,0,0,0,4,0,1,1,0,1,1,33,3,4,0,7,0,2,0,0,0,16,0,2,0,1,1,4,2,0
KUWAIT,Asia,Western Asia,8474,7231,1240,351,5535,299,11,0,1821,332,112,3,1,9,0,60,9,804,1906,361,62,61,31,697,26,0,1,22,714,48,93,128,38,7,202,46,0,73,21,102,0,3,40,90,1,23,3,21,159,0,122,604,59,271,411,0,11,11,2,371,252,53,181,0,0,52,32,163,27
KYRGYZSTAN,Asia,Central Asia,460,271,189,53,90,23,0,0,169,73,38,1,1,12,0,6,0,2,31,5,1,3,1,11,4,0,2,0,1,174,4,0,3,0,27,1,0,2,11,13,0,1,3,5,0,10,1,3,2,1,42,4,3,2,10,0,0,0,0,2,33,2,31,0,0,1,0,2,0
LAOS,Asia,South-Eastern Asia,90,58,32,25,12,3,0,0,20,6,3,0,8,13,0,0,2,1,18,0,1,0,0,8,1,0,0,3,0,2,0,1,0,10,2,0,0,1,4,2,0,0,0,0,0,0,0,0,0,3,5,1,1,1,0,0,1,0,0,4,6,3,3,0,0,6,0,0,0
LATVIA,Europe,Northern Europe,354,165,188,41,183,30,1,1,10,55,9,2,4,18,1,3,2,3,44,2,9,1,1,29,9,0,1,9,2,20,6,6,8,8,13,4,1,4,3,15,0,1,0,5,2,6,0,12,0,1,41,5,8,1,16,0,3,3,0,8,21,3,6,0,2,1,4,1,0
LEBANON,Asia,Western Asia,1506,1042,464,173,355,367,10,0,30,423,133,5,1,9,0,5,4,11,266,13,13,37,4,73,15,0,2,8,1,63,37,8,7,12,154,18,1,111,12,12,0,4,0,24,2,5,4,20,6,5,181,51,21,8,54,0,2,11,3,11,127,5,44,0,1,12,15,3,0
LESOTHO,Africa,Southern Africa,52,30,22,3,38,5,0,0,0,2,1,0,0,3,0,0,1,0,4,1,0,0,0,3,1,0,0,2,3,1,2,0,2,1,4,0,0,0,3,0,0,1,1,3,0,0,0,1,0,0,2,1,7,0,0,0,2,1,0,0,3,0,0,0,1,1,0,0,0
LIBERIA,Africa,Western Africa,236,153,83,49,74,4,0,0,1,74,4,1,3,26,0,0,2,0,10,3,2,4,4,3,21,0,1,5,0,6,5,1,8,2,7,9,0,10,12,6,0,2,0,10,2,0,2,15,0,0,3,4,1,1,31,0,2,5,1,4,9,2,7,0,3,2,3,6,0
LIBYA,Africa,Northern Africa,2056,1593,462,97,139,585,0,1,683,468,68,13,1,1,0,10,11,12,178,259,56,23,10,177,20,0,1,9,16,112,28,11,15,11,82,4,0,110,11,81,0,6,1,26,0,3,4,16,10,1,86,189,26,62,54,0,2,25,7,16,86,2,25,0,1,112,8,31,10
LIECHTENSTEIN,Europe,Western Europe,13,6,7,0,5,0,0,0,7,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITHUANIA,Europe,Northern Europe,457,236,221,43,179,31,1,0,27,58,30,1,0,87,0,2,2,5,44,10,7,6,1,41,12,0,2,2,0,50,6,4,7,1,26,12,4,8,6,10,0,1,0,19,0,4,3,7,0,0,51,9,8,1,15,0,2,7,0,10,19,1,13,0,1,4,8,5,1
LUXEMBOURG,Europe,Western Europe,109,68,41,4,47,10,1,0,6,21,12,0,0,8,0,0,0,1,30,0,1,1,0,8,1,0,2,0,1,5,0,0,0,0,11,0,1,1,2,0,0,0,0,0,0,0,0,2,2,0,16,10,0,1,3,0,1,1,0,1,4,1,0,0,0,1,1,0,0
MACAU,Asia,Eastern Asia,587,321,266,146,260,30,3,0,20,53,43,0,0,32,0,0,0,8,232,5,2,3,0,9,5,0,9,1,1,9,11,0,1,0,36,2,0,8,7,2,0,1,2,0,0,1,2,2,0,20,31,16,4,7,24,0,0,0,0,1,20,17,4,0,0,78,2,1,3
MACEDONIA,Europe,Southern Europe,315,165,150,46,121,36,0,1,29,55,10,2,1,14,0,1,3,4,35,6,3,4,2,24,2,0,0,0,0,24,6,4,1,1,26,4,1,8,11,7,0,1,0,8,2,3,1,14,1,2,40,5,8,0,13,0,4,2,0,5,12,0,6,0,2,2,3,4,0
MADAGASCAR,Africa,Eastern Africa,167,74,93,24,58,17,7,0,6,46,4,2,0,3,0,1,4,0,6,0,0,2,0,12,2,0,0,1,1,6,2,4,0,0,17,2,0,9,9,6,0,0,1,5,0,0,1,3,2,0,8,3,2,1,4,0,0,0,0,15,20,4,12,0,0,1,1,0,0
MALAWI,Africa,Eastern Africa,275,149,126,46,106,35,0,0,7,71,7,0,0,3,0,11,1,1,16,3,2,2,1,10,2,0,1,4,0,11,11,4,1,0,22,0,3,42,6,8,0,3,0,4,2,5,3,2,1,0,17,6,20,0,10,0,0,0,2,0,24,3,4,0,2,0,1,4,0
MALAYSIA,Asia,South-Eastern Asia,7377,3933,3443,368,5359,578,5,0,37,703,196,18,20,93,0,13,18,82,1034,131,52,25,3,125,70,0,20,615,19,316,314,144,29,44,336,58,11,357,305,79,1,19,27,55,22,240,27,99,6,8,613,279,178,59,474,0,44,13,8,171,267,34,74,0,12,162,239,40,6
MALDIVES,Asia,Southern Asia,72,54,17,1,22,3,40,0,0,3,2,0,0,1,0,0,0,0,2,0,2,0,0,35,0,0,0,1,0,1,1,0,0,0,2,0,1,2,3,2,0,0,0,0,0,0,0,0,1,1,4,0,2,1,1,0,0,0,0,0,8,0,0,0,2,0,0,0,0
MALI,Africa,Western Africa,598,403,195,152,205,15,0,0,110,81,13,0,1,21,0,4,1,1,9,7,1,17,40,17,25,0,0,3,4,6,2,2,6,9,22,57,0,11,12,7,0,1,0,11,0,2,3,21,1,0,91,6,13,5,42,0,3,0,0,16,71,26,12,0,1,5,4,1,0
MALTA,Europe,Southern Europe,16,10,6,2,8,1,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MARSHALL  ISLANDS,Australia & Pacific Islands,Micronesia,5,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARTINIQUE,North America,Caribbean,6,5,1,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAURITANIA,Africa,Western Africa,105,84,21,18,33,5,0,0,37,7,4,0,0,1,0,0,0,6,1,5,1,3,0,5,7,0,0,1,0,0,1,0,4,1,11,5,0,0,1,1,0,1,1,0,0,0,0,0,0,0,13,11,0,0,3,0,0,2,0,0,7,0,9,0,1,0,3,1,0
MAURITIUS,Africa,Eastern Africa,238,127,111,18,133,38,3,0,1,31,8,3,0,3,0,2,0,1,17,2,4,2,2,26,4,0,0,4,1,8,7,3,2,1,20,3,3,5,6,4,0,1,0,3,0,2,2,4,2,0,41,4,4,3,15,0,3,0,1,1,10,5,1,0,1,7,1,0,0
MAYOTTE,Africa,Eastern Africa,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEXICO,North America,Central America,18747,10262,8483,1860,6036,1461,103,9,1653,2643,784,124,1552,2522,3,32,65,932,2231,161,203,139,10,696,192,7,19,78,88,484,221,65,34,74,1054,101,33,265,113,204,0,23,12,153,9,50,61,117,472,26,1188,134,141,86,324,44,141,46,11,81,7171,363,106,1,43,162,250,20,8
"MICRONESIA,  FEDERATED STATES OF",Australia & Pacific Islands,Micronesia,4,3,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOLDOVA,Europe,Eastern Europe,436,170,266,100,145,51,1,1,53,70,10,0,0,5,0,3,0,2,32,6,2,9,1,14,14,0,0,6,1,35,4,4,2,8,21,18,0,4,26,11,0,5,0,22,0,3,1,9,0,1,51,13,3,3,14,0,1,10,1,5,26,7,20,0,0,14,1,1,2
MONACO,Europe,Western Europe,22,12,10,1,13,0,0,0,1,4,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,6,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
MONGOLIA,Asia,Eastern Asia,2669,1116,1553,425,901,66,13,0,441,669,92,6,3,53,23,8,8,6,695,119,16,54,3,42,10,0,8,66,6,338,16,20,21,3,115,13,1,19,55,143,0,0,3,7,25,14,7,13,0,3,87,11,5,15,33,0,5,9,12,5,36,66,374,0,1,110,15,3,2
MONTENEGRO,Europe,Southern Europe,172,91,81,18,82,13,0,0,9,20,5,1,0,24,0,1,2,3,15,1,2,0,1,18,8,0,1,0,0,6,1,2,1,0,12,3,2,5,9,3,0,2,0,5,0,1,2,2,0,0,30,1,4,0,7,0,2,2,0,3,5,0,3,0,1,3,3,0,0
MONTSERRAT,North America,Caribbean,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOROCCO,Africa,Northern Africa,1719,1047,672,406,591,81,1,0,247,284,97,4,0,8,0,9,16,10,244,19,15,29,4,179,18,0,1,7,2,85,19,7,8,4,167,16,1,14,18,23,0,1,2,37,1,6,26,30,3,5,213,28,24,5,69,0,44,10,3,5,133,5,111,0,3,13,11,13,3
MOZAMBIQUE,Africa,Eastern Africa,84,44,40,9,47,13,0,0,1,13,1,0,0,0,0,0,0,1,2,0,3,2,0,7,3,0,0,0,1,2,6,2,0,0,6,1,1,4,1,1,0,0,0,0,0,1,1,1,0,0,12,1,2,2,5,0,1,0,0,1,7,1,1,0,0,1,1,2,1
NAMIBIA,Africa,Southern Africa,101,42,59,14,48,8,4,0,7,10,5,2,0,3,0,2,0,1,9,0,2,0,0,6,0,0,0,6,1,1,0,1,0,0,5,0,0,5,5,6,0,0,0,2,0,0,0,3,0,0,6,1,4,1,1,0,0,1,0,0,4,2,3,0,0,23,0,0,0
NEPAL,Asia,Southern Asia,10042,6582,3457,751,4500,1866,16,1,63,2717,104,0,2,22,3,188,85,25,288,102,85,111,119,197,108,0,19,293,140,267,89,140,68,699,468,235,34,115,597,351,1,166,11,87,97,156,73,114,116,56,489,309,587,48,192,4,44,59,154,124,1714,94,246,0,22,51,65,76,61
NETHERLANDS,Europe,Western Europe,2323,1272,1051,280,921,235,59,2,193,289,239,32,11,62,3,22,7,62,387,26,27,22,7,335,39,0,21,41,6,66,13,11,7,15,175,20,7,67,27,43,0,8,6,33,3,4,9,27,11,4,358,44,17,20,69,9,14,41,3,19,67,12,36,1,17,15,10,1,9
NETHERLANDS  ANTILLES,North America,Caribbean,40,22,18,10,22,0,0,0,0,5,0,0,1,2,0,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,3,0,1,1,0,0,0,0,0
NEW  CALEDONIA,Australia & Pacific Islands,Melanesia,29,14,15,2,4,5,0,0,0,17,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEW  ZEALAND,Australia & Pacific Islands,Oceania,1431,764,667,68,765,178,2,2,0,229,76,47,10,54,2,9,8,19,264,12,29,13,0,60,21,0,20,19,4,47,25,9,12,13,109,19,3,37,7,32,0,7,4,52,2,10,11,35,7,6,183,39,11,22,56,0,18,16,1,12,44,25,21,0,4,24,9,15,4
NICARAGUA,North America,Central America,403,206,197,38,224,26,4,0,21,54,13,7,5,11,1,3,31,0,22,4,6,6,0,55,7,1,0,5,1,6,16,4,2,23,17,5,6,7,3,13,0,5,0,6,0,5,1,10,1,0,16,8,4,2,26,2,2,2,0,2,42,4,14,0,1,3,2,1,0
NIGER,Africa,Western Africa,178,107,71,57,74,15,0,0,9,20,2,0,0,1,0,1,29,2,2,1,0,2,2,9,10,0,1,3,2,2,6,0,0,1,6,4,0,5,4,0,0,1,0,8,0,3,1,4,1,1,13,5,12,1,15,0,0,0,0,0,12,0,6,0,1,0,0,1,1
NIGERIA,Africa,Western Africa,11332,6706,4625,1086,4753,1031,122,1,71,3530,340,44,28,326,2,198,98,52,508,74,76,274,32,615,368,1,1,114,51,511,216,162,157,303,557,647,14,303,289,195,0,113,14,188,50,42,47,204,49,5,690,293,371,27,474,0,31,102,39,266,1824,91,277,0,22,50,78,146,21
NIUE,Australia & Pacific Islands,Polynesia,6,3,3,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH  KOREA,Asia,Eastern Asia,9,6,3,1,5,2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
NORWAY,Europe,Northern Europe,3346,1588,1757,125,1618,79,19,1,48,425,695,127,5,204,5,16,6,52,930,71,37,15,1,269,44,0,233,15,10,49,16,4,10,9,204,8,2,38,112,40,0,3,16,41,42,6,9,10,22,6,527,19,26,29,53,1,13,31,30,28,64,40,22,0,15,72,14,8,3
OMAN,Asia,Western Asia,2137,1548,589,114,1517,60,4,0,285,76,71,4,0,6,0,0,3,12,202,96,4,8,10,212,2,0,1,19,5,10,17,2,120,132,16,3,0,70,63,26,0,24,0,19,35,190,2,4,7,0,27,145,127,84,74,0,1,67,0,34,82,2,3,0,0,101,5,71,0
PAKISTAN,Asia,Southern Asia,4857,3451,1405,544,1883,669,9,1,183,1368,174,5,1,20,1,27,24,29,404,48,82,71,25,195,121,0,2,56,13,346,127,91,44,22,431,74,15,116,125,61,0,11,1,58,7,8,36,83,17,7,567,123,63,24,149,0,27,19,7,30,708,27,190,0,24,38,50,29,4
PALAU,Australia & Pacific Islands,Micronesia,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANAMA,North America,Central America,1540,806,733,76,1026,53,34,0,103,165,39,9,4,31,1,4,172,5,113,6,5,47,0,215,48,0,0,3,2,33,32,4,54,45,172,15,4,14,6,83,0,6,1,15,1,2,3,9,2,19,102,8,7,3,65,10,29,4,0,6,120,4,23,0,2,8,5,1,2
PAPUA  NEW GUINEA,Australia & Pacific Islands,Melanesia,194,119,75,31,104,2,12,1,0,12,10,0,3,19,1,0,4,0,8,0,0,0,0,40,3,0,1,11,0,2,10,0,14,1,0,1,0,6,3,3,0,1,0,0,0,6,1,0,3,0,2,46,2,1,1,0,0,1,0,0,12,2,4,0,1,0,1,2,0
PARAGUAY,South America,South America,561,312,249,42,320,20,2,0,50,63,29,3,0,32,0,1,3,2,64,9,1,8,1,60,9,0,0,6,1,9,4,130,6,6,32,7,2,2,4,13,0,1,1,9,2,0,2,11,0,1,38,3,6,2,60,0,2,1,0,2,22,4,9,0,1,4,0,0,0
PERU,South America,South America,2719,1424,1295,265,812,433,50,0,314,679,127,11,9,19,0,10,16,19,250,31,40,64,6,302,45,0,6,15,16,131,45,41,8,19,245,52,2,57,42,32,0,10,0,58,3,10,13,66,18,4,323,32,16,20,79,80,15,13,2,23,182,115,89,0,7,19,20,7,1
PHILIPPINES,Asia,South-Eastern Asia,4598,2029,2567,701,1241,438,17,1,578,914,608,28,17,55,2,29,6,34,1381,12,39,44,9,127,34,7,35,35,5,215,44,20,10,23,187,119,6,57,26,28,14,6,3,39,7,18,6,189,9,37,1032,118,16,24,90,0,19,12,5,25,188,45,58,3,4,54,35,5,3
POLAND,Europe,Eastern Europe,2693,1093,1600,332,545,287,1,1,821,331,308,12,4,51,0,4,9,9,220,15,48,22,8,91,22,0,7,9,9,581,22,11,4,6,119,13,3,82,43,25,0,3,1,25,4,7,4,254,6,4,632,37,9,10,90,0,8,3,1,16,58,12,78,0,1,16,23,7,2
PORTUGAL,Europe,Southern Europe,1055,577,478,107,344,175,14,1,76,190,101,10,4,33,0,4,1,4,219,9,9,13,3,110,15,0,5,1,0,39,23,5,10,3,113,15,3,17,8,11,0,5,1,16,0,2,3,27,3,4,147,10,7,9,34,0,6,5,1,8,48,16,21,0,1,33,5,1,2
QATAR,Asia,Western Asia,1541,1449,92,399,713,17,3,0,249,45,106,0,0,9,0,3,0,327,294,166,42,83,0,166,3,0,0,8,3,12,19,5,1,2,33,11,2,4,1,4,0,0,0,4,0,8,0,4,5,1,42,12,7,86,43,0,1,1,0,2,50,17,46,0,1,17,2,1,2
ROMANIA,Europe,Eastern Europe,1418,590,828,141,390,433,3,0,100,249,68,6,1,27,0,6,6,20,155,10,29,15,3,65,23,0,3,16,3,130,16,10,10,23,128,15,10,39,8,20,0,4,2,28,2,4,7,56,3,6,195,60,16,10,56,1,16,21,1,15,64,8,45,0,3,12,15,5,0
RUSSIA,Europe,Eastern Europe,8285,3462,4822,842,2030,1125,65,3,1496,1330,629,38,94,633,58,23,24,41,1614,70,127,80,38,759,105,0,25,48,15,368,72,39,34,47,874,92,34,132,80,67,3,25,6,121,11,27,22,157,17,20,1564,120,64,48,329,2,36,50,6,39,255,74,173,0,21,125,51,30,23
RWANDA,Africa,Eastern Africa,1284,717,567,107,675,78,0,1,15,163,9,0,3,233,1,5,117,5,83,8,21,5,1,22,32,0,0,86,2,34,27,7,37,4,57,14,21,19,26,26,0,19,1,10,2,10,10,3,3,0,61,26,128,30,44,0,6,11,4,18,97,41,41,0,9,18,12,19,1
SAINT  BARTHELEMY,North America,Caribbean,4,2,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAINT  KITTS AhD NEVIS,North America,Caribbean,314,122,192,28,205,16,2,1,3,45,6,1,2,5,0,2,0,0,14,0,4,2,2,35,6,0,0,0,1,4,4,2,1,0,5,4,0,4,0,6,0,0,0,2,0,0,1,3,0,0,44,4,26,1,2,0,0,2,1,1,65,2,6,54,0,2,0,0,2
