Country of Citizenship,Continent,Region,# of Active Students,Male,Female,ASSOCIATE,BACHELOR'S,DOCTORATE,FLIGHT TRAINING,HIGH SCHOOL,LANGUAGE TRAINING,MASTER'S,OTHER,OTHER VOCATIONAL SCHOOL,PRIMARY,SECONDARY,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
AUSTRALIA,Australia & Pacific Islands,Oceania,4861,2803,2057,533,2416,450,12,0,3,748,321,154,13,211,5,40,16,53,811,70,79,44,4,137,77,0,32,93,18,179,59,65,41,32,384,60,15,64,39,97,0,24,27,121,35,36,22,96,23,17,848,66,67,53,186,0,34,85,24,58,216,56,71,0,19,68,34,46,15
AUSTRIA,Europe,Western Europe,935,493,442,55,326,154,15,0,31,176,106,18,2,52,0,3,2,8,176,16,14,15,2,68,11,0,11,5,1,38,15,4,2,5,95,9,5,9,9,10,0,3,1,23,0,5,1,27,2,1,182,12,4,17,25,1,12,10,1,5,29,7,19,0,1,6,5,3,0
AZERBAIJAN,Asia,Western Asia,533,393,140,34,158,42,0,0,100,138,36,3,1,21,0,2,2,3,67,10,6,24,2,29,5,0,0,3,1,29,6,6,5,4,63,2,1,5,7,23,0,1,0,5,2,0,5,13,4,2,77,6,2,1,14,0,4,3,0,0,38,3,37,0,1,5,1,3,1
"BAHAMAS, THE",North America,Caribbean,3211,1590,1621,437,2104,92,16,2,0,272,30,26,12,220,0,67,172,8,28,7,26,22,2,968,195,0,0,25,5,33,51,68,10,34,40,40,7,49,88,52,0,27,3,111,21,20,3,21,6,5,131,54,132,3,53,2,36,26,13,149,229,2,83,0,9,7,17,43,8
BAHRAIN,Asia,Western Asia,508,351,157,51,315,20,4,0,17,65,14,0,2,20,0,13,2,8,63,12,14,11,0,47,7,0,0,2,2,10,17,2,2,1,108,3,0,22,6,4,0,1,0,3,0,1,2,6,1,0,29,6,1,4,14,0,3,1,1,7,37,0,18,0,2,4,2,9,0
BANGLADESH,Asia,Southern Asia,8227,6115,2110,705,1692,2895,5,0,233,2596,73,4,3,21,13,152,91,67,374,34,106,55,74,453,143,0,15,158,50,217,223,144,76,125,260,97,16,193,234,163,0,76,8,154,86,37,22,94,101,27,1154,338,101,47,233,1,15,103,94,172,1107,68,385,0,10,94,94,46,27
BARBADOS,North America,Caribbean,387,184,203,35,240,29,3,0,0,66,5,2,0,7,0,6,8,5,10,6,4,15,3,90,6,0,0,7,2,10,5,8,6,5,15,12,2,10,1,9,0,6,0,6,1,2,1,14,2,0,41,4,2,6,11,6,5,3,1,7,16,1,7,0,0,0,0,0,0
BASSAS hA  INDIA,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELARUS,Europe,Eastern Europe,433,161,272,47,144,81,0,0,68,52,18,1,2,20,1,2,1,3,39,10,5,2,4,19,19,0,1,5,1,23,3,5,3,2,22,3,2,7,9,9,0,0,0,13,1,1,0,13,1,0,111,9,2,2,21,0,1,4,0,4,24,3,12,0,1,4,4,1,1
BELGIUM,Europe,Western Europe,1276,742,534,103,428,131,37,1,177,218,91,28,5,57,1,5,7,41,268,11,13,13,1,98,25,0,4,8,3,48,14,7,6,5,144,12,4,24,12,15,0,2,2,27,1,3,3,17,9,4,205,16,8,4,42,1,5,13,3,13,41,6,20,0,3,17,11,10,1
BELIZE,North America,Central America,391,181,210,53,225,34,1,0,5,54,6,6,1,6,0,5,16,1,42,2,1,1,0,79,22,0,0,5,2,8,0,4,34,6,13,1,0,6,3,17,0,3,0,6,0,0,0,5,5,0,24,6,3,1,2,0,1,2,1,2,42,3,3,1,0,7,5,1,0
BENIN,Africa,Western Africa,341,217,124,98,113,18,0,0,57,43,7,0,0,5,0,7,3,1,12,1,2,5,0,7,10,0,0,8,1,31,9,6,2,3,18,8,2,5,12,9,0,0,0,11,3,24,1,9,0,0,46,4,7,2,21,0,0,1,1,0,33,0,10,0,0,2,2,2,0
BERMUDA,North America,Northern America,577,283,294,61,337,10,0,0,0,40,10,7,11,101,0,44,0,2,15,4,23,5,2,105,45,0,0,2,1,5,3,1,0,1,47,6,27,5,3,3,0,2,0,22,0,9,5,10,0,1,33,6,2,0,24,1,39,16,0,13,12,5,9,0,13,0,0,5,1
BHUTAN,Asia,Southern Asia,161,81,79,15,104,2,8,0,2,23,1,1,0,5,0,0,0,1,12,0,0,1,0,9,0,0,2,1,0,6,1,0,0,0,16,0,1,2,2,6,0,0,1,2,0,0,1,0,0,0,26,7,1,1,19,0,3,0,0,0,33,0,2,0,2,3,0,0,0
BOLIVIA,South America,South America,1288,638,650,181,672,69,3,0,144,144,44,6,2,23,0,6,127,11,70,12,6,33,0,184,30,0,1,10,8,37,40,22,10,23,65,20,3,9,14,36,0,3,1,17,1,3,1,11,9,0,66,27,23,7,32,9,3,7,4,8,135,55,76,0,2,5,4,2,0
BOSNIA AhD  HERZEGOVINA,Europe,Southern Europe,378,167,211,45,220,28,0,0,23,38,11,0,0,13,0,2,5,2,16,1,8,4,3,38,4,0,0,11,1,44,6,3,3,4,21,13,4,4,2,11,0,0,0,18,1,1,2,12,1,1,40,5,23,3,12,0,2,6,0,1,13,0,12,0,11,2,1,1,0
BOTSWANA,Africa,Southern Africa,210,99,112,15,105,27,0,1,4,46,4,6,0,3,0,1,2,2,20,1,4,5,0,13,1,0,0,6,1,6,3,2,2,1,18,3,1,14,1,5,0,1,0,2,0,1,1,4,2,0,14,19,10,1,8,0,6,0,3,4,14,0,6,0,2,1,0,0,0
BRAZIL,South America,South America,20989,10534,10453,2566,5712,1323,42,1,5686,2984,1424,136,110,1005,0,97,75,95,3596,169,228,187,28,4533,420,0,46,189,96,1246,242,246,119,101,1295,176,22,328,157,361,0,77,35,337,19,75,51,620,52,79,2084,231,159,125,477,9,45,131,21,164,896,592,302,0,24,114,107,90,21
BRITISH VIRGhN  ISLANDS,North America,Caribbean,118,51,67,16,80,1,0,0,0,11,0,1,2,7,0,2,2,2,0,1,0,0,1,32,9,0,0,1,0,0,0,0,0,0,2,2,0,1,0,13,0,1,0,2,0,0,0,2,0,0,11,1,1,0,3,4,12,1,0,2,7,0,1,2,0,0,0,0,0
BRUNEI,Asia,South-Eastern Asia,48,27,21,2,36,3,0,0,0,5,2,0,0,0,0,0,0,2,7,0,1,2,0,5,1,0,0,1,0,3,1,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,12,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
BULGARIA,Europe,Eastern Europe,1126,489,637,112,420,213,1,0,88,198,58,10,1,25,1,4,2,5,126,16,24,6,11,55,16,0,7,9,1,147,10,2,2,11,130,31,6,21,10,19,0,4,3,15,0,3,2,39,3,12,162,17,9,3,59,0,11,11,0,7,32,7,31,0,2,14,4,1,3
BURKINA FASO,Africa,Western Africa,903,597,306,298,209,36,0,0,264,74,15,0,0,7,0,4,4,2,14,3,2,9,3,35,68,0,0,7,1,7,6,5,2,2,18,37,0,6,37,4,0,0,1,4,3,35,3,42,3,1,250,26,6,2,29,0,0,1,9,6,134,3,29,0,1,9,28,2,0
BURMA,Asia,South-Eastern Asia,1554,868,686,281,869,99,7,0,38,166,68,2,3,21,0,11,6,11,419,9,15,12,1,73,16,0,5,22,2,61,27,17,18,7,142,28,2,20,20,41,0,2,1,9,2,0,14,18,3,3,183,28,13,30,66,0,11,4,1,12,37,2,43,0,7,56,21,2,1
BURUNDI,Africa,Eastern Africa,172,94,78,19,116,6,0,0,6,19,2,0,0,4,0,1,2,5,10,2,1,1,0,2,7,0,0,10,3,5,5,2,5,2,10,4,1,1,24,0,0,0,0,4,1,0,1,1,1,0,14,0,10,0,12,0,0,1,0,1,15,3,1,0,1,1,2,0,0
CAMBODIA,Asia,South-Eastern Asia,660,363,297,192,242,21,2,0,35,75,15,0,9,69,0,2,1,5,205,8,2,5,0,7,6,0,4,22,2,10,8,1,6,2,62,8,2,6,23,3,0,0,1,15,1,0,1,8,2,3,30,12,12,15,34,0,9,1,1,4,40,9,18,0,3,40,1,0,0
CAMEROON,Africa,Central Africa,1531,775,755,366,524,175,0,0,75,328,39,1,0,23,0,15,26,12,73,11,6,33,7,57,59,0,7,23,3,41,9,20,11,41,62,97,3,29,62,16,0,15,2,18,13,10,1,25,28,3,76,37,147,5,35,0,4,7,3,12,255,12,40,1,2,21,20,14,2
CANADA,North America,Northern America,31151,15580,15563,1699,14214,5975,26,4,69,5065,2451,354,126,1168,62,183,75,401,4074,233,603,316,32,1188,396,2,105,288,257,1258,422,174,160,145,2654,360,293,2324,431,427,0,74,200,455,472,111,278,526,74,72,5816,531,247,428,1363,29,285,161,60,348,873,335,386,7,185,451,288,163,70
CAPE VERDE,Africa,Western Africa,101,53,48,22,41,1,1,0,21,12,1,0,1,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,16,0,0,0,0,53,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,4,6,0,0,1,0,4,0,0,1,0,3,0,0,0,0,0,0,1
CAYMAN ISLANDS,North America,Caribbean,228,96,132,17,160,2,4,0,0,15,0,5,1,24,0,2,0,1,5,1,1,1,0,109,19,0,0,1,0,4,3,4,0,1,2,3,0,8,0,3,0,0,0,6,0,1,0,0,1,1,13,3,4,0,5,0,2,5,0,2,9,0,6,0,1,0,1,0,0
CENTRAL AFRIChN  REPUBLIC,Africa,Central Africa,21,15,6,7,8,0,0,0,2,3,0,0,1,0,0,0,0,0,1,1,0,3,0,2,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
CHAD,Africa,Central Africa,67,43,24,14,22,3,1,0,12,9,3,0,0,3,0,2,2,1,5,1,0,2,0,4,5,0,0,1,1,0,1,0,2,0,2,4,0,1,1,0,0,0,1,0,0,1,0,2,0,0,6,0,0,2,2,0,0,0,0,1,16,0,1,0,0,0,0,0,0
CHILE,South America,South America,2427,1556,871,159,542,419,12,0,435,608,151,11,20,70,0,10,15,22,427,45,21,24,1,150,38,3,11,11,33,129,37,9,15,11,212,37,5,30,22,48,0,6,4,58,6,4,3,19,5,2,368,32,8,23,62,6,13,20,4,22,103,173,35,0,2,27,45,7,5
CHINA,Asia,China,378987,196635,182235,15404,136883,49987,2405,5,15182,112170,10668,215,1977,34092,37,3206,937,8073,71944,3917,5515,4327,2583,9623,7166,23,485,5194,383,17749,10488,2759,1457,1733,24552,6900,1021,12430,4874,6777,188,504,217,5886,530,2151,1600,9754,499,919,47238,15080,2308,6123,22214,28,2096,1856,224,2266,15219,2064,7063,0,972,11383,5674,600,177
CHRISTMhS  ISLAND,Australia & Pacific Islands,Oceania,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,South America,South America,10498,5108,5388,1131,2729,1244,205,4,2558,1985,354,55,43,190,2,67,30,69,830,131,118,167,37,1815,393,1,11,87,33,469,167,62,39,147,791,148,9,84,114,140,0,58,7,155,3,87,14,298,31,20,1470,127,113,51,235,279,22,82,8,78,766,193,214,1,6,79,75,59,6
COMOROS,Africa,Eastern Africa,7,2,5,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CONGO (BRAZZAVILLE),Africa,Central Africa,290,153,137,117,98,1,0,0,40,29,2,0,0,3,0,1,0,5,15,7,1,9,2,14,5,0,0,7,0,7,4,1,1,2,13,7,0,6,10,6,0,0,0,24,3,5,0,8,0,0,40,0,5,1,9,0,0,0,1,3,56,1,2,0,1,5,1,1,1
CONGO (KINSHASA),Africa,Central Africa,1536,845,691,538,544,27,6,0,224,106,25,2,4,60,0,7,31,14,84,18,7,16,2,52,76,0,0,34,6,71,59,21,34,4,38,54,6,25,42,17,0,2,1,72,8,14,7,11,1,1,31,47,16,19,52,0,0,0,15,14,234,56,58,0,5,72,36,40,6
COSTA RICA,North America,Central America,1177,654,523,81,540,195,5,0,38,234,39,10,2,33,0,7,23,12,130,22,9,32,0,105,67,0,0,14,6,46,32,15,8,18,100,15,1,19,24,23,0,2,4,34,1,2,2,21,3,6,99,20,6,10,47,7,6,23,2,18,64,10,37,0,3,6,9,4,3
COTE D'IVOIRE,Africa,Western Africa,1576,829,746,369,743,35,0,0,157,220,21,1,10,20,0,33,102,4,96,17,1,28,9,29,90,1,0,4,2,17,47,14,13,21,48,38,4,13,84,19,0,1,0,28,9,28,3,41,3,0,76,14,90,11,29,0,1,2,0,18,399,12,42,0,0,11,18,3,3
CROATIA,Europe,Southern Europe,644,335,309,59,351,77,0,0,18,96,22,2,0,19,0,10,8,6,70,7,12,3,1,31,9,1,2,6,1,32,14,14,6,8,45,10,4,5,7,12,0,8,1,21,3,6,4,11,3,4,76,12,23,0,24,1,5,8,4,7,52,4,14,0,3,8,7,9,2
CUBA,North America,Caribbean,48,27,21,0,10,16,0,0,1,17,3,0,0,1,0,1,0,0,2,0,0,1,0,4,0,0,0,0,0,1,1,0,0,3,3,1,0,1,1,0,0,2,0,4,0,0,0,0,0,0,5,0,1,1,1,4,0,0,0,0,5,0,1,0,0,3,1,1,0
CURACAO,North America,Caribbean,194,133,61,96,44,0,1,0,1,5,0,0,0,47,0,0,1,0,3,0,0,0,0,92,7,0,0,6,1,1,0,4,0,1,1,2,0,0,3,22,0,1,0,1,0,1,0,0,1,1,33,1,3,0,0,2,0,0,1,0,2,0,0,0,0,0,1,2,0
CYPRUS,Asia,Western Asia,406,249,157,24,198,80,0,0,6,79,14,1,0,4,0,5,0,4,57,1,6,9,0,20,8,0,0,4,1,17,14,2,2,3,41,11,1,5,6,2,0,0,1,4,0,0,0,12,1,1,103,14,0,4,17,0,5,4,0,4,11,0,2,0,1,1,2,0,0
CZECH REPUBLIC,Europe,Eastern Europe,926,453,473,116,378,101,4,0,56,117,39,7,16,92,2,8,3,11,123,13,24,6,1,98,20,0,14,8,3,50,9,14,8,6,54,8,19,30,10,13,0,4,2,17,6,8,13,17,2,3,109,19,6,5,30,0,5,16,4,10,23,7,19,0,10,16,17,2,1
DENMARK,Europe,Northern Europe,1416,738,678,99,481,84,0,1,37,151,479,18,3,63,0,13,12,6,513,15,20,9,2,63,32,0,20,8,0,33,10,5,11,3,64,4,6,26,28,25,0,3,3,49,0,3,4,11,8,1,215,15,10,10,33,0,7,19,2,7,22,21,3,0,7,13,15,5,2
DJIBOUTI,Africa,Eastern Africa,7,1,6,1,1,1,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOMINICA,North America,Caribbean,379,111,268,23,262,19,1,0,0,59,4,0,1,10,0,2,15,0,6,0,6,1,1,37,4,0,0,2,0,3,0,1,0,67,4,9,0,2,4,1,0,2,0,6,1,0,0,4,0,0,57,4,3,1,4,0,0,2,1,1,110,0,6,10,0,1,1,0,0
DOMINIChN  REPUBLIC,North America,Caribbean,1687,904,783,279,786,56,4,0,173,245,51,7,6,80,1,11,7,5,35,7,13,32,2,349,67,0,3,26,3,55,19,8,12,13,170,7,1,27,4,8,0,3,0,16,1,8,1,38,3,0,359,16,16,4,64,109,30,9,1,18,50,26,12,1,3,3,9,1,0
ECUADOR,South America,South America,3438,1870,1566,305,1595,273,72,0,379,572,184,13,4,41,1,9,6,25,266,21,27,64,7,596,111,0,4,51,16,188,186,25,17,55,250,27,4,34,46,59,0,10,4,56,2,16,2,76,33,6,394,41,24,16,147,20,35,13,8,17,189,81,74,0,5,36,27,10,1
EGYPT,Africa,Northern Africa,3574,2744,830,295,1268,951,68,0,176,599,135,7,3,72,1,29,17,63,448,35,52,41,3,289,77,0,1,95,7,122,101,34,33,37,224,66,9,92,79,54,0,12,4,56,11,28,11,72,13,11,423,137,22,23,159,0,5,8,16,20,267,19,134,0,9,43,38,13,11
EL SALVADOR,North America,Central America,1276,657,619,154,663,55,3,1,125,131,116,4,5,19,0,7,38,4,147,11,4,44,1,155,51,0,0,16,9,41,26,5,10,32,66,20,1,17,18,12,0,1,0,32,0,2,2,15,6,4,80,14,10,8,46,14,18,11,2,10,172,28,50,0,2,9,4,1,0
EQUATORIhL  GUINEA,Africa,Central Africa,465,233,232,207,136,0,2,0,93,13,1,0,7,6,0,14,1,2,14,0,0,12,0,6,26,0,0,0,0,4,0,0,1,3,3,3,0,6,0,13,0,0,0,4,0,0,0,0,5,0,12,1,2,0,10,0,0,5,0,0,262,1,17,0,0,38,0,0,0
ERITREA,Africa,Eastern Africa,130,92,38,14,29,27,0,0,6,52,0,1,0,1,0,2,0,0,10,1,2,1,1,15,1,0,0,11,0,8,1,1,2,0,2,8,0,3,1,2,0,0,0,0,0,4,0,1,3,1,6,9,1,1,3,0,1,0,0,2,7,1,4,0,0,4,1,4,5
ESTONIA,Europe,Northern Europe,173,77,96,12,86,23,0,0,4,36,8,0,0,4,1,1,0,2,36,1,6,1,0,23,8,0,0,0,0,4,1,1,2,2,11,2,2,2,1,2,0,2,1,3,0,0,1,2,0,0,17,0,1,1,6,0,0,4,1,3,8,0,7,0,1,3,0,1,2
ETHIOPIA,Africa,Eastern Africa,2148,1187,961,196,1030,307,0,1,41,394,22,2,5,150,1,11,16,20,111,23,27,31,2,46,47,0,0,172,8,49,63,18,79,8,126,57,7,55,198,31,0,53,1,53,10,33,22,16,10,5,155,52,40,22,82,0,3,31,56,27,107,11,81,0,4,34,20,10,4
FAROE ISLANDS,Europe,Northern Europe,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FIJI,Australia & Pacific Islands,Melanesia,72,29,43,25,29,5,1,0,0,10,1,0,0,1,0,0,2,0,20,0,2,0,0,5,2,1,1,2,0,2,0,1,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,2,0,4,0,0,3,2,0,0,1,0,1,2,6,0,0,0,3,0,2,0
FINLAND,Europe,Northern Europe,801,389,412,81,381,51,1,0,16,93,54,14,8,102,4,8,2,13,122,12,15,7,1,69,22,0,15,8,5,10,3,8,4,5,46,9,6,14,26,17,0,4,3,12,6,2,15,8,8,3,103,17,4,2,27,0,4,11,5,15,32,8,31,0,9,4,15,1,1
FRANCE,Europe,Western Europe,8988,4827,4157,752,2874,941,40,1,1002,2083,903,93,28,271,2,63,25,90,2088,62,87,121,25,623,241,0,52,37,15,340,70,69,38,69,735,74,23,102,61,144,0,38,12,306,2,21,25,144,32,20,1748,100,57,54,275,11,27,85,5,34,321,73,110,0,32,114,47,32,7
FRENCH GUIANA,South America,South America,4,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,Australia & Pacific Islands,Polynesia,16,10,6,2,6,2,0,0,2,2,0,0,0,2,0,0,0,0,4,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
GABON,Africa,Central Africa,487,237,250,168,149,9,3,0,98,51,7,0,1,1,0,0,7,0,18,6,4,21,4,13,23,0,0,4,1,9,11,1,0,6,20,29,0,6,4,10,0,0,0,8,0,6,0,5,1,1,35,6,26,4,9,0,1,1,0,2,175,0,3,0,0,3,2,2,0
"GAMBIA, THE",Africa,Western Africa,343,183,160,102,162,10,0,0,2,58,8,0,0,1,0,1,5,1,7,2,2,2,1,17,12,0,0,11,0,10,2,8,6,0,4,13,0,15,28,18,0,6,0,14,2,6,0,3,0,0,18,15,5,2,3,0,0,1,3,3,71,0,7,0,2,11,4,2,0
GAZA STRIP,Asia,Western Asia,137,114,23,38,35,27,0,0,8,23,4,0,0,2,0,1,1,2,18,2,1,2,0,9,4,0,0,1,0,7,1,1,1,3,4,1,0,11,1,1,0,1,0,3,3,0,2,3,0,0,14,5,0,6,5,0,0,1,1,0,8,3,7,0,0,1,2,0,0
GEORGIA,Asia,Western Asia,620,341,279,41,318,58,0,0,37,117,24,0,0,25,0,4,2,4,39,5,11,13,1,14,18,0,1,8,1,34,18,3,1,1,97,14,5,8,9,11,0,5,1,7,0,2,3,12,3,0,150,11,0,0,41,0,4,3,0,2,17,4,16,0,3,3,7,3,1
GERMANY,Europe,Western Europe,9899,5246,4648,522,3088,1313,119,0,607,1517,1606,189,34,903,21,112,28,117,2745,104,153,92,19,682,204,0,133,79,29,274,113,58,55,51,739,98,36,213,72,169,0,35,24,238,12,22,52,152,39,29,1107,136,38,84,321,12,55,143,22,119,290,75,140,0,34,105,170,38,11
GHANA,Africa,Western Africa,3221,2009,1212,129,1229,728,2,0,5,1015,45,2,3,63,2,39,32,31,97,19,65,40,17,131,74,0,1,44,37,148,85,32,31,30,192,66,10,174,89,98,0,40,11,110,27,19,33,45,31,11,209,273,65,10,171,0,16,31,60,85,161,30,89,0,8,19,46,27,10
GIBRALTAR,Europe,Southern Europe,5,4,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,Europe,Southern Europe,2275,1335,940,77,787,831,1,0,35,456,67,5,3,13,1,8,6,5,308,10,46,44,12,80,44,0,3,13,2,118,31,6,6,16,369,54,4,58,37,23,0,5,3,41,0,10,5,78,5,7,427,43,10,6,119,0,27,9,1,18,82,5,30,0,7,13,15,3,2
GREENLAND,North America,Northern America,6,0,6,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRENADA,North America,Caribbean,234,104,130,35,121,17,0,0,0,51,5,1,1,3,0,2,3,2,3,0,1,8,0,17,3,0,1,0,0,11,2,6,0,1,1,1,0,2,2,3,0,2,0,1,0,1,1,3,1,0,55,3,8,0,2,1,0,1,0,2,75,1,2,1,0,0,3,1,1
GUADELOUPE,North America,Caribbean,9,5,4,2,2,0,0,0,2,1,0,0,0,2,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUATEMALA,North America,Central America,1247,702,544,127,700,84,13,0,52,171,28,11,4,57,1,6,37,13,112,21,11,18,1,153,56,0,0,5,13,41,41,3,8,33,102,6,5,23,19,13,0,6,6,22,1,5,4,18,3,1,75,21,12,4,41,10,14,10,1,21,129,48,28,0,5,9,9,1,2
