Country of Citizenship,Continent,Region,# of Active Students,Male,Female,ASSOCIATE,BACHELOR'S,DOCTORATE,FLIGHT TRAINING,HIGH SCHOOL,LANGUAGE TRAINING,MASTER'S,OTHER,OTHER VOCATIONAL SCHOOL,PRIMARY,SECONDARY,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
GUERNSEY,Europe,Northern Europe,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUINEA,Africa,Western Africa,99,60,39,14,45,1,0,0,22,11,2,0,0,4,0,1,3,1,7,0,1,2,2,1,4,0,0,0,0,0,1,1,0,1,5,7,0,3,5,1,0,0,0,5,0,0,0,1,0,0,18,2,2,4,3,0,2,0,0,2,6,0,8,0,0,0,0,0,0
GUINEA-BISSAU,Africa,Western Africa,15,10,5,3,7,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GUYANA,South America,South America,242,100,142,57,99,39,6,0,0,34,4,0,0,3,0,2,1,2,6,0,4,7,1,38,3,0,0,0,1,2,2,1,0,2,6,8,0,4,4,3,0,4,0,2,2,0,0,3,0,0,95,11,1,0,6,0,1,2,0,3,7,1,2,2,0,1,0,2,0
HAITI,North America,Caribbean,814,496,318,218,380,23,2,0,44,60,14,6,19,48,0,3,1,4,4,2,7,1,2,186,25,1,0,17,3,20,17,7,15,7,50,7,10,12,12,14,0,3,4,32,2,5,2,27,1,0,113,14,6,3,14,30,5,9,0,7,27,18,37,0,8,3,13,1,3
HONDURAS,North America,Central America,1801,886,915,271,1012,93,2,0,108,218,44,1,11,41,0,12,46,4,62,13,13,24,2,300,108,0,1,10,9,61,23,12,9,143,85,10,2,24,23,61,0,13,2,25,4,4,4,34,7,2,75,30,16,6,77,13,12,14,7,22,280,29,42,0,5,7,10,2,2
HONG KONG,Asia,Eastern Asia,8146,4463,3682,2095,3849,483,17,2,145,591,385,15,22,542,0,8,21,72,2877,22,60,28,4,116,89,3,66,40,38,220,150,39,19,16,505,82,26,161,109,53,0,5,6,43,0,11,26,74,5,49,630,88,8,106,267,0,24,36,13,28,186,146,64,0,13,1423,56,5,10
HUNGARY,Europe,Eastern Europe,796,406,390,65,285,140,4,0,64,134,40,7,5,52,1,3,5,12,106,8,7,10,1,82,11,1,2,11,3,27,14,6,6,5,45,11,3,13,6,24,0,2,1,16,0,7,5,22,4,9,149,20,10,4,28,0,5,6,0,10,34,4,9,0,2,8,16,0,2
ICELAND,Europe,Northern Europe,384,194,190,37,176,47,3,0,3,87,18,6,1,6,0,18,3,4,71,6,2,1,0,54,14,0,2,3,0,3,4,0,2,5,36,2,0,8,6,3,0,3,0,15,0,0,0,4,1,0,57,1,3,1,4,0,2,11,1,5,9,2,5,0,1,7,4,1,0
INDIA,Asia,Southern Asia,113813,75825,37943,1495,12311,17083,255,7,842,79848,1648,125,18,178,49,913,467,2529,15327,990,1660,654,1282,3689,2289,1,29,754,115,7002,3306,1078,1003,1033,5629,1528,56,3564,1231,3495,0,631,65,2752,372,466,444,3100,294,134,12705,4648,1210,469,5199,19,335,770,194,644,14044,569,3144,3,43,659,880,289,58
INDONESIA,Asia,South-Eastern Asia,8005,4289,3714,1792,3810,361,92,7,172,963,671,25,9,103,3,4,12,35,2933,69,27,32,8,251,112,1,15,62,12,280,213,46,29,34,477,53,0,172,84,35,1,19,5,41,5,21,14,27,10,10,446,124,65,166,143,0,23,10,5,34,302,21,57,0,4,1370,70,11,2
IRAN,Asia,Southern Asia,10096,6353,3739,217,460,6353,12,0,131,2642,244,3,2,32,3,92,53,193,1429,144,112,101,38,497,217,0,29,114,26,494,177,106,109,157,573,203,17,377,98,151,0,74,10,264,52,77,43,164,134,83,601,347,151,160,399,2,37,98,16,109,930,131,294,0,8,144,165,64,29
IRAQ,Asia,Western Asia,652,504,148,41,112,162,3,0,140,150,35,3,1,5,0,4,42,9,64,7,13,8,0,22,10,0,1,6,0,40,40,9,9,1,18,7,2,54,8,29,0,4,1,10,0,5,9,4,1,1,25,26,19,19,22,0,1,1,2,5,55,3,20,0,3,7,1,4,1
IRELAND,Europe,Northern Europe,1058,649,409,109,439,152,10,1,0,214,83,22,5,23,2,13,7,11,104,4,30,16,2,53,36,1,2,13,1,38,39,11,12,9,86,10,4,23,6,28,0,8,10,32,5,4,3,16,2,2,174,12,20,2,50,0,16,20,0,31,47,2,15,0,4,7,8,6,1
ISLE OF MAN,Europe,Northern Europe,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ISRAEL,Asia,Western Asia,2483,1625,857,177,1013,408,7,1,136,526,156,21,3,35,1,3,4,20,334,17,31,19,2,125,24,0,4,7,1,100,25,7,8,8,207,35,3,32,7,14,0,2,1,39,0,5,7,83,8,13,998,33,9,16,80,0,10,4,3,5,59,10,29,0,2,8,18,2,1
ITALY,Europe,Southern Europe,5420,3208,2211,368,1256,1043,97,1,889,850,498,87,24,307,1,7,7,45,1082,42,81,87,10,604,79,2,28,18,5,193,58,19,5,11,529,57,23,69,33,49,0,6,3,66,4,11,18,119,9,10,1310,47,7,23,155,10,37,29,1,19,175,47,58,0,9,49,33,18,3
JAMAICA,North America,Caribbean,2997,1172,1825,494,1514,285,8,2,4,565,43,7,9,66,0,49,21,16,80,12,75,78,16,498,92,0,0,27,7,45,32,26,24,57,122,99,14,71,29,85,0,14,4,96,16,23,14,90,21,0,535,61,29,6,105,7,8,33,2,72,177,10,53,7,0,9,16,13,1
JAPAN,Asia,Eastern Asia,26185,11574,14603,4195,6061,1141,141,19,8142,2631,2389,194,73,1199,16,76,168,319,8461,180,179,171,17,476,159,22,1531,171,53,470,220,180,165,31,1433,128,34,235,226,326,10,26,76,159,74,161,86,133,29,193,4366,293,142,739,528,0,54,81,25,135,438,277,164,0,65,2178,208,76,22
JERSEY,Europe,Northern Europe,4,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JORDAN,Asia,Western Asia,2543,2001,541,278,575,680,10,0,363,577,49,3,0,8,0,36,32,32,337,21,45,33,7,132,21,0,1,49,3,195,59,35,33,30,113,35,3,133,21,32,0,22,0,53,12,7,17,37,40,1,165,136,20,13,82,0,6,17,13,28,213,41,105,1,4,24,34,13,1
KAZAKHSTAN,Asia,Central Asia,2346,1175,1170,454,655,68,22,1,624,261,122,6,5,128,1,2,30,23,427,52,10,25,12,102,23,0,4,6,4,81,19,3,3,10,279,24,9,23,17,15,0,8,1,17,2,1,9,11,6,4,409,15,21,20,80,0,9,3,1,4,348,7,67,0,8,50,17,14,10
KENYA,Africa,Eastern Africa,3806,1894,1911,640,1690,454,19,0,15,866,84,3,1,34,14,59,27,25,190,20,50,51,41,138,107,0,2,78,12,110,87,134,70,56,257,117,11,146,132,157,0,39,3,77,10,37,17,65,20,4,205,128,106,26,182,8,19,39,14,81,404,19,88,0,12,37,44,16,15
KIRIBATI,Australia & Pacific Islands,Micronesia,8,3,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
KOSOVO,Europe,Southern Europe,187,114,73,30,77,12,0,0,37,20,2,0,0,9,0,0,1,2,15,1,2,2,0,5,25,0,0,9,1,8,1,0,2,0,10,1,1,3,7,4,0,0,0,3,0,1,0,0,1,1,34,2,5,0,10,0,1,0,0,1,17,0,2,0,1,2,4,2,0
KUWAIT,Asia,Western Asia,7892,6745,1145,343,4618,246,12,0,2270,298,94,0,1,10,0,38,15,784,1713,366,47,55,30,703,24,0,1,24,443,52,87,122,32,8,176,38,0,65,16,114,0,3,38,70,0,28,1,19,124,1,106,567,59,351,415,0,10,14,2,389,267,61,173,0,0,46,34,140,21
KYRGYZSTAN,Asia,Central Asia,466,264,202,52,96,22,0,0,181,71,33,2,1,8,0,6,0,2,29,3,1,2,3,10,4,0,2,1,1,195,5,2,4,2,25,4,0,3,7,13,0,1,5,5,0,8,1,2,2,0,40,4,2,3,9,0,1,0,0,1,28,2,25,0,1,1,0,1,0
LAOS,Asia,South-Eastern Asia,62,36,26,16,7,2,0,0,18,2,2,0,1,14,0,0,2,1,14,0,2,1,1,8,1,0,0,2,0,3,0,0,0,0,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,3,3,2,0,1,1,0,1,0,0,1,1,1,2,0,0,4,0,0,0
LATVIA,Europe,Northern Europe,368,165,202,46,181,32,1,0,18,44,16,5,1,24,0,5,2,3,40,4,9,2,1,29,11,0,3,9,3,24,8,6,9,3,14,5,2,7,7,10,0,2,0,4,2,6,0,10,2,1,38,4,6,1,14,0,3,3,0,12,23,3,7,0,1,3,5,2,0
LEBANON,Asia,Western Asia,1299,906,393,139,315,352,7,0,26,402,44,6,0,8,0,6,4,11,159,16,12,31,3,73,15,0,2,8,2,40,32,9,7,13,141,24,1,103,10,16,0,4,1,26,3,2,3,14,6,2,162,42,18,10,51,0,3,10,2,9,121,3,44,0,1,13,10,1,0
LESOTHO,Africa,Southern Africa,40,22,18,3,28,3,0,0,0,5,1,0,0,0,0,0,0,0,3,1,0,1,0,3,0,0,0,1,2,1,2,0,2,1,4,0,0,0,3,0,0,1,0,1,0,0,0,1,0,0,1,0,6,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,0
LIBERIA,Africa,Western Africa,225,147,78,39,68,5,0,0,2,76,1,0,6,28,0,0,1,0,9,2,1,2,4,2,20,0,1,5,0,6,5,1,7,2,6,13,0,9,14,5,0,2,0,9,2,1,2,15,0,0,9,5,1,1,22,0,2,3,0,4,9,2,10,0,3,1,3,4,0
LIBYA,Africa,Northern Africa,1977,1522,455,86,128,546,0,3,646,475,80,11,1,1,0,9,10,10,164,284,66,21,6,156,20,0,1,4,9,114,19,10,12,13,79,8,0,97,10,84,0,8,0,22,1,1,4,16,7,0,87,181,22,52,64,0,4,24,5,14,92,1,23,0,1,107,5,25,5
LIECHTENSTEIN,Europe,Western Europe,9,3,6,1,4,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LITHUANIA,Europe,Northern Europe,423,215,208,42,167,25,0,0,28,51,24,3,1,82,0,3,1,4,47,10,5,3,1,37,8,0,3,2,0,53,3,5,6,1,19,8,6,9,5,7,0,1,0,16,0,6,3,12,0,0,42,6,5,1,9,0,2,5,0,15,20,1,18,0,2,5,5,3,0
LUXEMBOURG,Europe,Western Europe,103,64,39,5,48,7,1,0,6,20,10,2,0,4,0,0,0,1,27,0,1,1,0,6,1,0,1,1,1,6,0,0,0,0,9,0,0,1,2,1,0,0,0,0,0,0,0,2,2,0,15,12,0,1,4,0,0,0,0,1,3,1,0,0,0,2,1,0,0
MACAU,Asia,Eastern Asia,547,313,234,143,236,27,3,0,10,41,54,0,0,33,0,0,0,9,226,3,1,3,0,9,3,0,7,0,1,6,5,0,0,0,35,0,0,11,5,1,0,1,1,1,0,1,2,1,0,14,31,12,3,6,17,0,0,0,0,1,21,9,4,0,1,91,4,1,0
MACEDONIA,Europe,Southern Europe,315,167,148,48,116,34,1,2,39,49,8,3,1,14,0,1,3,2,23,4,3,4,2,23,3,0,1,1,0,27,9,6,0,4,21,4,1,14,5,13,0,2,0,8,1,1,1,15,2,2,40,7,8,1,12,0,2,2,0,5,12,0,9,0,3,2,2,4,0
MADAGASCAR,Africa,Eastern Africa,148,66,81,22,53,15,9,0,6,35,6,1,0,1,0,1,3,0,4,0,0,4,0,14,2,0,0,1,1,1,2,3,0,0,6,3,0,6,10,8,0,0,0,5,0,0,0,0,4,0,9,3,2,1,2,0,0,0,0,17,19,5,9,0,0,2,1,0,0
MALAWI,Africa,Eastern Africa,248,133,115,43,91,30,0,0,5,66,6,0,1,6,0,10,0,0,13,3,3,4,1,8,4,0,1,5,0,11,11,4,3,1,16,0,4,24,7,10,0,2,0,5,2,6,2,1,2,0,15,6,15,1,11,0,0,0,2,2,23,3,2,0,1,1,1,2,0
MALAYSIA,Asia,South-Eastern Asia,6947,3703,3240,301,5055,568,9,1,39,692,148,20,19,95,0,20,23,71,919,93,41,16,2,98,73,0,24,592,17,305,300,132,22,37,309,57,10,354,284,74,0,24,30,55,23,213,23,107,7,7,612,267,167,55,447,0,41,15,7,186,256,28,66,0,7,140,243,39,9
MALDIVES,Asia,Southern Asia,63,48,15,1,23,3,28,0,0,5,0,2,0,1,0,0,0,0,1,1,2,0,0,26,0,0,0,2,1,2,1,0,0,0,3,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,4,0,2,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0
MALI,Africa,Western Africa,637,432,204,170,209,14,0,0,135,82,8,0,0,19,0,3,2,1,4,10,1,18,35,20,21,0,0,2,1,6,2,4,6,9,22,68,0,14,11,8,0,0,0,12,0,2,2,29,1,1,110,6,15,5,35,0,3,1,0,17,77,26,15,0,0,6,2,4,0
MALTA,Europe,Southern Europe,17,12,5,2,8,1,2,0,0,3,1,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MARSHAhL  ISLANDS,Australia & Pacific Islands,Micronesia,6,5,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARTINIQUE,North America,Caribbean,6,4,2,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAURITANIA,Africa,Western Africa,89,71,18,22,27,1,0,0,30,7,2,0,0,0,0,0,0,6,1,6,0,5,0,4,8,0,0,1,0,2,1,0,2,1,4,6,0,0,1,1,0,1,1,0,0,0,0,0,0,0,12,9,0,0,1,0,0,2,1,0,4,0,6,0,1,1,1,0,0
MAURITIUS,Africa,Eastern Africa,205,101,104,16,112,33,3,0,0,31,6,0,0,4,0,1,0,0,17,1,5,2,2,21,3,0,0,4,1,5,5,3,1,2,19,5,2,5,7,2,0,2,0,2,0,1,1,3,2,0,32,5,3,5,11,0,1,0,0,1,9,3,1,0,1,6,1,1,1
MAYOTTE,Africa,Eastern Africa,3,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MEXICO,North America,Central America,17540,9702,7838,1813,5732,1352,115,10,1062,2564,698,144,1598,2452,2,32,56,586,2162,160,162,131,21,682,163,6,14,74,78,403,206,73,25,71,907,96,12,248,102,183,0,22,10,138,10,49,57,118,437,26,1155,117,120,91,316,41,148,52,6,76,7024,346,103,2,32,133,228,20,8
"MICRONESIh,  FEDERATED STATES OF",Australia & Pacific Islands,Micronesia,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOLDOVA,Europe,Eastern Europe,452,178,274,105,138,50,0,0,70,66,13,1,0,9,0,4,0,2,41,6,3,6,0,17,13,0,0,5,1,37,4,3,1,7,24,8,0,4,30,6,0,6,1,20,0,4,0,9,0,2,57,14,3,3,17,0,0,11,1,6,28,8,22,0,0,15,1,1,1
MONACO,Europe,Western Europe,13,8,5,0,10,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONGOLIA,Asia,Eastern Asia,2625,1083,1542,433,870,63,20,0,443,657,94,6,1,38,18,7,14,4,700,106,18,60,4,28,9,0,5,56,9,347,16,22,22,4,90,19,3,12,45,153,0,0,4,7,33,18,6,9,0,4,77,11,10,11,33,0,5,10,13,2,40,69,362,0,1,109,15,3,2
MONTENEGRO,Europe,Southern Europe,149,81,68,23,65,14,0,0,8,22,3,1,0,13,0,2,2,3,11,0,3,0,1,13,5,0,0,0,0,7,1,2,1,1,12,3,3,3,4,1,0,1,0,3,0,1,2,1,0,0,34,0,2,0,8,0,2,3,1,2,3,0,3,0,1,4,0,0,0
MONTSERRAT,North America,Caribbean,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOROCCO,Africa,Northern Africa,1642,1003,639,399,563,72,0,0,232,290,63,5,0,18,0,12,14,6,201,19,15,27,5,182,15,0,1,9,1,73,24,9,8,4,163,16,0,14,14,17,0,1,3,44,0,5,22,31,4,5,201,22,19,4,71,0,53,9,3,5,125,7,118,0,4,15,8,10,4
MOZAMBIQUE,Africa,Eastern Africa,82,43,39,8,47,8,0,0,0,17,1,1,0,0,0,0,0,0,5,1,2,2,0,7,3,0,0,0,2,3,9,1,0,0,6,1,0,2,1,1,0,0,0,1,0,0,1,1,0,0,12,1,1,0,6,0,1,0,0,0,5,1,2,0,0,1,1,1,1
NAMIBIA,Africa,Southern Africa,67,22,45,11,38,5,1,0,0,6,3,1,0,2,0,2,0,1,6,1,2,1,0,3,0,0,0,5,1,0,0,1,0,0,5,0,0,5,5,5,0,0,0,1,0,0,1,4,0,0,3,0,2,1,2,0,0,1,0,0,5,2,1,0,0,0,1,0,0
NEPAL,Asia,Southern Asia,9975,6487,3488,879,4581,1700,5,0,75,2594,118,2,2,19,1,193,99,25,290,114,91,112,111,184,109,0,23,191,139,264,80,139,80,689,482,265,32,107,638,305,1,142,11,73,96,184,75,118,111,54,541,269,526,46,174,2,38,52,151,96,1810,111,268,0,16,49,59,80,59
NETHERLANDS,Europe,Western Europe,2039,1116,923,243,798,205,56,5,172,283,160,32,18,67,4,20,4,62,342,21,22,20,4,285,27,0,17,31,6,53,19,12,7,18,142,19,5,56,19,38,0,4,3,29,2,4,10,27,10,4,323,34,12,26,76,8,13,29,3,16,60,9,33,2,10,21,11,1,6
NETHERLANhS  ANTILLES,North America,Caribbean,62,33,29,15,31,0,1,0,0,7,0,0,1,7,0,2,0,0,0,0,0,0,0,34,1,0,0,0,0,1,0,0,0,0,3,1,0,2,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,3,2,0,0,1,4,0,1,1,0,0,0,0,0
NEW CALEDONIA,Australia & Pacific Islands,Melanesia,4,1,3,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEW ZEALAND,Australia & Pacific Islands,Oceania,1273,677,596,68,693,150,2,1,1,192,64,40,3,59,2,8,7,15,240,12,19,11,1,49,15,0,15,15,2,44,24,10,12,11,82,18,4,29,11,29,0,5,6,45,3,7,9,27,6,6,158,33,18,19,52,0,15,19,2,14,43,27,19,0,5,21,9,14,6
NICARAGUA,North America,Central America,382,199,183,33,206,24,3,0,22,56,14,5,6,13,1,5,33,0,20,4,6,8,0,52,6,1,0,4,1,6,12,3,1,22,16,4,4,4,3,14,0,5,0,9,0,5,1,10,1,0,15,10,2,5,23,2,2,1,0,1,38,3,12,0,2,2,2,1,0
NIGER,Africa,Western Africa,188,109,79,65,70,16,0,0,13,20,2,0,0,2,0,1,29,3,4,1,0,3,2,10,11,0,0,3,2,3,7,0,0,1,5,6,0,4,5,0,0,1,0,10,0,4,1,5,1,1,13,4,12,1,13,0,0,0,0,1,10,0,7,0,2,0,0,1,1
NIGERIA,Africa,Western Africa,10154,6036,4117,975,4243,933,133,4,64,3185,302,28,12,275,3,193,83,44,465,73,69,259,34,542,330,1,3,98,51,434,177,142,140,302,438,609,11,279,268,189,0,118,9,174,41,45,39,194,54,6,622,259,350,26,420,0,27,97,26,237,1631,50,211,0,7,41,77,139,17
NIUE,Australia & Pacific Islands,Polynesia,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH KOREA,Asia,Eastern Asia,11,5,6,3,6,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
NORWAY,Europe,Northern Europe,3141,1487,1654,104,1439,71,38,1,67,321,683,151,6,260,3,17,4,58,873,71,36,12,2,281,39,0,183,20,7,46,15,2,7,8,149,7,1,25,89,31,0,3,17,35,59,6,13,10,19,6,549,18,18,30,54,1,12,28,20,23,63,40,25,0,9,74,12,9,2
OMAN,Asia,Western Asia,2115,1547,568,92,1278,48,6,0,542,63,83,3,0,0,0,0,3,12,196,96,3,9,12,201,1,0,0,19,5,6,20,2,123,133,11,1,0,78,68,27,0,25,0,15,25,194,0,0,6,0,21,143,130,84,73,0,2,65,0,34,75,2,7,0,0,114,3,71,0
PAKISTAN,Asia,Southern Asia,4449,3172,1276,540,1725,597,10,0,180,1212,151,7,2,25,1,29,25,27,349,38,77,69,30,177,116,0,2,49,11,328,136,82,43,25,382,65,14,114,122,57,0,13,2,51,7,7,28,83,14,5,510,109,65,27,141,0,30,16,7,25,650,24,153,0,18,32,39,23,2
PALAU,Australia & Pacific Islands,Micronesia,4,4,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PANAMA,North America,Central America,1465,792,672,83,944,47,26,0,139,141,27,8,11,39,1,5,143,9,110,6,3,52,1,206,41,0,0,3,2,34,42,4,36,44,140,16,3,11,5,98,0,5,0,18,5,2,4,9,2,19,84,11,16,4,66,9,28,3,0,10,110,4,25,0,1,8,4,1,2
PAPUA NhW  GUINEA,Australia & Pacific Islands,Melanesia,173,111,62,28,93,2,10,1,0,12,9,0,3,15,1,0,3,0,12,0,0,0,0,37,3,0,1,12,0,1,4,0,10,2,1,1,0,4,2,2,0,1,0,0,0,6,1,0,0,0,2,45,1,1,1,0,0,1,0,0,11,2,3,0,0,0,1,1,0
PARAGUAY,South America,South America,530,287,243,45,278,21,4,0,102,56,16,2,0,6,0,1,2,2,69,9,2,7,1,66,8,0,1,6,1,8,5,135,4,5,34,8,2,1,4,13,0,1,1,6,1,1,2,11,0,1,43,3,6,2,11,2,3,1,1,3,21,5,6,0,1,2,1,1,0
PERU,South America,South America,2577,1328,1248,257,805,422,44,0,340,565,102,11,7,24,1,13,17,23,230,33,35,49,7,284,50,0,6,15,17,116,52,35,11,20,216,44,1,51,38,32,0,12,1,57,4,9,13,73,12,5,297,33,16,19,77,82,15,15,2,17,176,114,88,0,6,11,21,5,1
PHILIPPINES,Asia,South-Eastern Asia,4588,2064,2523,782,1117,426,7,2,678,869,600,37,13,57,2,23,6,41,1380,12,42,44,7,107,37,8,36,38,4,196,41,25,9,21,184,114,7,56,23,29,13,5,3,35,6,15,7,274,6,43,974,115,8,23,87,0,16,7,5,22,222,43,70,3,4,46,33,8,3
POLAND,Europe,Eastern Europe,2689,1049,1640,354,547,295,2,0,822,326,274,13,8,48,0,3,13,8,200,14,47,23,9,83,23,0,5,9,10,587,26,11,5,10,94,22,3,95,35,30,0,3,2,26,2,8,3,254,5,5,647,41,12,8,90,0,7,6,2,14,54,12,79,0,2,18,16,5,3
PORTUGAL,Europe,Southern Europe,985,559,426,121,324,165,16,0,60,153,103,14,3,26,0,3,1,4,218,7,7,11,3,96,15,0,5,3,0,41,15,7,10,3,100,15,4,20,8,9,0,5,1,12,0,2,3,25,2,4,133,5,7,8,27,0,5,4,1,9,42,20,19,0,0,38,5,1,2
QATAR,Asia,Western Asia,1465,1386,79,362,668,17,6,0,307,35,65,0,0,5,0,3,1,314,249,202,40,71,0,135,4,0,0,11,2,10,19,5,2,2,28,7,0,6,0,3,0,0,0,4,0,7,0,1,5,1,33,13,8,77,37,0,1,1,0,2,37,21,81,0,0,19,2,1,0
ROMANIA,Europe,Eastern Europe,1440,603,837,151,385,462,3,0,93,243,66,7,3,27,0,9,6,15,157,16,30,16,3,62,21,0,3,13,3,128,22,10,10,25,127,17,10,37,9,18,0,5,2,25,1,4,12,55,3,6,194,58,14,11,55,1,13,28,3,19,71,9,43,0,3,12,17,7,2
RUSSIA,Europe,Eastern Europe,7474,3096,4377,830,1812,1035,88,1,1217,1254,517,39,84,597,71,19,24,38,1316,63,100,81,28,676,98,0,21,49,14,319,66,31,32,39,633,89,26,134,82,64,3,24,11,114,14,27,22,148,16,20,1558,120,63,61,306,2,29,59,6,41,246,76,169,0,12,128,44,19,23
RWANDA,Africa,Eastern Africa,1133,667,466,103,600,54,1,1,11,144,8,0,2,209,1,7,124,3,81,8,13,4,1,22,28,0,0,79,2,24,19,9,29,4,41,13,20,16,24,22,0,18,1,10,1,12,7,3,2,0,64,18,104,29,45,0,4,13,2,19,83,26,36,0,6,14,10,11,1
SAINT BARTHELEMY,North America,Caribbean,7,5,2,1,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SAINT KIThS  AND NEVIS,North America,Caribbean,252,87,165,21,172,8,1,1,0,42,3,2,1,1,0,3,1,0,7,0,3,2,0,29,4,0,0,0,0,1,2,1,0,0,2,2,0,3,0,6,0,1,1,4,0,0,0,1,0,0,36,0,30,0,1,1,0,0,0,1,50,0,7,52,0,0,0,0,1
