Country of Citizenship,Continent,Region,# of Active Students,Male,Female,ASSOCIATE,BACHELOR'S,DOCTORATE,FLIGHT TRAINING,HIGH SCHOOL,LANGUAGE TRAINING,MASTER'S,OTHER,OTHER VOCATIONAL SCHOOL,PRIMARY,SECONDARY,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
BRUNEI,Asia,South-Eastern Asia,52,22,30,3,26,3,0,0,0,13,6,0,0,1,0,0,0,1,15,1,2,2,0,0,1,0,0,0,0,3,2,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,12,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,1,0,0
BULGARIA,Europe,Eastern Europe,1469,656,813,167,490,298,2,0,126,296,53,15,3,19,0,5,4,6,150,11,33,22,12,58,22,0,6,7,2,178,16,6,7,12,164,33,12,19,11,23,0,1,0,45,2,3,8,62,2,11,189,25,9,6,83,0,10,23,0,8,60,10,56,0,3,20,8,3,3
BURKINA FASO,Africa,Western Africa,979,670,309,255,252,36,0,0,326,92,11,1,0,6,0,4,14,3,23,1,2,28,7,29,73,0,2,5,1,10,3,7,3,4,29,34,1,5,48,3,0,0,4,2,2,46,2,42,1,4,252,29,8,4,30,0,0,0,2,3,129,6,23,0,1,11,30,8,1
BURMA,Asia,South-Eastern Asia,1139,586,553,186,692,67,0,0,44,108,36,0,2,4,0,5,5,11,248,8,14,10,1,35,11,0,5,27,3,39,18,5,12,2,113,14,3,21,26,23,0,2,3,4,4,3,9,14,1,3,168,29,8,19,66,0,14,4,3,2,34,1,31,1,3,22,29,0,3
BURUNDI,Africa,Eastern Africa,174,90,84,32,95,3,0,0,11,23,2,0,1,7,0,0,1,7,10,0,1,0,0,2,7,0,1,5,2,2,3,0,3,2,8,4,1,0,31,3,0,0,0,4,1,2,0,3,2,0,8,2,14,1,13,0,0,0,0,0,14,2,5,0,1,2,7,0,0
CAMBODIA,Asia,South-Eastern Asia,557,325,232,190,169,18,2,0,59,61,24,2,8,24,0,1,0,4,179,7,6,1,0,14,6,0,4,21,2,9,6,0,10,5,50,4,1,2,12,2,0,0,2,6,1,0,2,3,1,0,33,10,2,10,21,0,7,1,0,2,36,3,11,0,2,58,0,0,0
CAMEROON,Africa,Central Africa,1557,814,742,351,614,180,0,0,57,280,46,2,2,25,1,25,30,9,67,9,4,32,6,45,54,0,5,20,4,42,7,19,16,74,62,98,3,34,74,15,0,14,1,30,18,10,2,29,26,5,87,42,101,5,41,0,5,10,6,28,251,11,31,0,1,15,20,8,5
CANADA,North America,Northern America,30514,15328,15178,1811,13763,5266,44,15,64,4963,2689,484,123,1292,72,175,61,400,3611,195,629,306,32,1183,363,0,137,288,252,1148,373,129,176,162,2537,350,375,2251,482,370,0,85,187,502,518,82,264,566,96,73,5978,549,243,410,1312,28,287,191,46,287,893,328,416,0,205,440,279,137,55
CAPE VERDE,Africa,Western Africa,86,45,41,29,30,0,2,0,6,19,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,50,1,0,4,0,0,0,0,0,0,0,0,1,2,0,0,3,8,1,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1
CAYMAN ISLANDS,North America,Caribbean,240,107,133,11,183,1,3,0,0,15,0,1,2,24,0,11,0,0,14,2,1,0,0,116,24,0,0,0,0,1,1,0,1,0,4,1,0,10,0,2,0,1,0,6,0,1,0,0,0,0,3,5,0,0,6,0,9,1,0,7,7,2,1,0,3,0,0,0,0
CENTRAL AFRIChN  REPUBLIC,Africa,Central Africa,23,14,9,5,9,0,0,0,6,2,0,0,0,1,0,0,0,0,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
CHAD,Africa,Central Africa,80,52,28,8,33,2,1,0,16,17,2,0,0,1,0,2,1,0,0,1,0,4,0,3,1,0,0,0,1,0,0,0,0,1,3,6,0,4,1,1,0,0,1,0,0,1,0,2,0,0,10,2,2,2,1,0,2,4,0,1,22,0,1,0,0,0,0,0,0
CHILE,South America,South America,2280,1414,865,104,418,364,15,0,644,531,128,11,9,56,0,24,9,24,408,19,19,27,13,133,40,4,32,15,11,106,27,9,17,8,255,32,7,27,14,49,0,11,5,42,3,1,5,14,5,10,359,26,16,23,80,6,12,33,2,18,87,73,26,0,4,33,44,5,8
CHINA,Asia,China,290133,149224,140809,12029,101745,43384,1921,5,9558,88321,7121,138,892,25019,42,2612,1251,5731,48204,2955,3833,2823,1917,8190,5424,16,397,4873,441,13859,10195,2985,1520,1637,17261,4991,928,10756,4380,5934,164,542,234,4351,609,1632,1374,6762,559,723,33011,13403,2340,5427,15886,26,1964,1652,228,1743,12546,2357,4869,0,598,8658,4590,509,221
CHRISTMAS ISLAND,Australia & Pacific Islands,Oceania,4,1,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,South America,South America,9246,4715,4529,870,2234,1176,240,6,2523,1609,281,44,37,226,3,83,36,56,671,93,104,188,50,1465,301,3,14,99,28,350,143,57,45,131,903,139,7,98,105,123,0,38,9,114,5,93,17,249,26,15,1097,136,95,66,247,322,21,79,10,76,717,103,175,0,5,105,83,45,3
COMOROS,Africa,Eastern Africa,9,4,5,2,1,2,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
REPUBLIC hF  THE CONGO,Africa,Central Africa,344,186,158,114,93,8,9,0,98,13,2,0,1,6,0,3,1,10,17,7,1,11,0,10,9,0,0,5,0,15,10,0,1,1,16,16,0,7,8,5,0,0,0,19,2,2,1,12,0,0,52,2,11,2,9,0,0,2,2,2,58,1,3,0,0,4,5,1,1
DEMOCRAThC  REPUBLIC OF THE CONGO,Africa,Central Africa,1003,544,459,331,350,26,4,0,173,76,9,0,2,32,0,5,10,4,60,17,4,14,2,25,35,0,0,16,1,58,40,22,13,0,22,40,3,21,20,24,0,3,0,53,7,14,3,4,0,0,24,21,8,24,25,0,0,0,7,7,157,55,29,0,5,26,21,51,3
COSTA RICA,North America,Central America,1086,592,493,68,490,177,6,0,40,209,43,6,1,46,0,18,27,12,92,17,7,24,2,117,49,0,1,10,6,44,27,12,4,33,94,11,0,26,17,17,0,1,2,26,1,6,4,24,11,4,101,19,3,7,35,12,6,18,4,15,58,6,36,0,2,4,13,1,0
COTE D'IVOIRE,Africa,Western Africa,1417,746,670,397,596,41,0,0,150,179,26,2,7,19,0,34,17,7,62,9,6,28,6,40,112,1,0,0,0,24,52,19,2,8,35,49,1,14,58,21,0,1,1,14,14,39,3,43,1,3,73,9,95,8,42,0,2,2,1,8,364,8,39,0,0,6,27,6,3
CROATIA,Europe,Southern Europe,644,324,320,55,312,90,2,0,28,116,21,5,2,13,0,7,6,7,76,8,10,16,1,34,8,1,5,15,1,23,14,9,8,8,25,7,3,9,14,18,0,2,0,15,0,2,3,22,6,3,86,18,11,5,16,0,5,6,3,9,40,3,24,0,4,10,9,8,1
CUBA,North America,Caribbean,20,15,5,1,6,2,0,0,5,3,3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,1,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,4,0,0,0,0,1,0,0,0
CURACAO,North America,Caribbean,91,70,21,33,15,0,1,0,1,1,3,2,0,35,0,0,0,0,0,0,0,0,0,54,3,0,0,3,0,3,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
CYPRUS,Asia,Western Asia,408,248,160,22,173,103,1,0,8,77,19,5,0,0,0,4,0,5,44,2,6,4,0,15,8,0,1,2,0,13,10,4,7,5,44,5,0,5,6,1,0,0,1,5,0,0,1,14,1,1,136,8,0,5,16,0,4,2,0,2,14,0,3,0,1,0,3,0,0
CZECH REPUBLIC,Europe,Eastern Europe,866,387,479,110,350,80,0,0,83,110,45,3,6,79,2,4,4,6,106,10,19,17,1,99,13,0,7,6,4,39,6,14,10,10,52,12,12,20,13,11,0,0,2,14,3,4,11,22,3,3,117,9,12,5,37,0,2,16,1,8,31,8,15,0,9,12,21,3,1
DENMARK,Europe,Northern Europe,1100,553,547,105,358,54,10,2,74,163,251,25,4,54,3,4,11,7,335,21,18,5,1,80,16,0,19,11,4,19,10,5,9,9,65,2,7,16,4,29,0,2,2,15,3,2,3,16,4,2,172,12,20,7,22,0,4,3,1,8,24,6,11,0,4,31,9,2,5
DJIBOUTI,Africa,Eastern Africa,8,4,4,2,3,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
DOMINICA,North America,Caribbean,328,95,233,35,207,19,1,0,0,51,7,0,2,6,0,1,5,0,3,0,3,1,0,31,2,0,0,5,0,1,1,1,0,53,5,7,1,1,3,2,0,1,0,4,0,1,0,4,1,0,66,3,7,1,5,0,1,2,0,3,81,0,5,16,0,1,0,0,0
DOMINIChN  REPUBLIC,North America,Caribbean,1295,726,569,179,655,47,0,1,83,184,59,17,4,66,1,15,4,4,33,4,17,33,2,237,41,0,1,12,4,24,10,9,9,14,151,11,2,19,8,20,0,7,0,11,1,6,0,25,1,2,246,16,14,1,49,109,23,9,0,14,43,15,9,0,0,2,7,0,0
ECUADOR,South America,South America,2773,1567,1206,182,1325,211,93,3,299,411,170,16,1,62,0,12,13,25,212,23,21,51,4,451,89,0,8,37,7,131,128,16,20,73,188,31,2,23,54,69,0,17,6,50,1,13,9,95,15,6,285,29,21,11,115,9,21,13,9,19,160,46,66,0,7,33,21,6,2
EGYPT,Africa,Northern Africa,2778,2160,618,195,797,754,119,4,184,513,120,19,5,68,0,32,12,30,377,14,42,41,9,211,53,0,1,78,9,86,73,23,34,43,189,47,7,74,57,37,0,20,1,43,7,13,4,58,13,9,332,108,23,17,111,0,5,11,8,16,192,16,103,0,5,29,36,9,10
EL SALVADOR,North America,Central America,946,511,435,106,517,47,5,0,50,100,97,4,1,19,1,7,29,5,106,7,1,24,0,59,36,0,1,7,8,30,24,2,7,46,42,16,1,10,13,13,0,2,0,22,0,1,0,17,3,1,57,8,9,8,42,13,12,18,1,9,154,16,46,0,3,3,3,3,0
EQUATORIhL  GUINEA,Africa,Central Africa,455,223,232,181,94,1,1,0,161,5,1,0,4,7,0,9,1,1,8,0,0,12,4,3,30,0,0,0,0,4,0,1,0,4,3,2,0,67,0,6,0,0,0,2,0,0,0,0,8,0,12,0,2,1,10,13,0,9,0,2,201,1,12,0,0,27,0,0,0
ERITREA,Africa,Eastern Africa,101,71,30,16,14,33,2,0,3,27,4,0,0,2,0,3,2,1,13,3,3,2,0,9,2,0,0,6,0,4,1,0,1,0,2,0,0,0,1,0,0,0,1,0,0,2,3,0,1,0,3,11,2,2,2,0,0,1,0,3,10,2,1,0,1,1,1,0,1
ESTONIA,Europe,Northern Europe,204,88,116,21,91,19,1,0,9,39,10,6,1,7,0,4,1,0,25,2,4,3,1,19,11,0,0,1,0,7,2,3,2,6,16,4,2,5,2,2,0,3,1,0,0,1,1,4,4,0,30,5,3,2,3,0,3,0,1,2,5,1,5,0,1,4,1,2,0
ETHIOPIA,Africa,Eastern Africa,1750,1005,744,160,816,297,2,0,21,284,37,3,11,119,1,20,10,9,89,24,20,30,2,52,34,0,0,118,9,49,40,21,47,13,94,39,4,38,122,32,0,89,3,44,8,14,20,18,13,4,119,47,56,13,50,0,5,22,30,24,95,8,78,0,9,30,13,14,7
FAROE ISLANDS,Europe,Northern Europe,4,2,2,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FIJI,Australia & Pacific Islands,Melanesia,79,42,37,26,28,7,0,0,0,14,1,2,0,1,0,0,1,2,21,0,1,1,0,1,2,1,5,5,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,0,0,0,1,1,6,0,5,1,3,1,0,0,0,1,0,1,1,3,5,0,0,1,1,1,0
FINLAND,Europe,Northern Europe,699,322,377,63,301,53,7,0,16,96,66,20,7,70,1,2,0,4,119,13,9,4,0,50,12,0,14,4,1,15,1,13,3,7,35,11,2,19,22,11,0,3,0,26,1,1,9,8,8,5,95,11,9,6,32,1,7,14,0,7,19,16,28,0,4,7,8,2,0
FRANCE,Europe,Western Europe,9028,4826,4195,705,2688,882,50,3,1319,2029,884,155,53,260,3,49,28,68,1976,61,68,104,23,692,195,0,63,43,11,328,56,46,52,57,749,77,20,80,72,161,0,35,15,471,4,10,30,155,24,21,1864,82,46,44,262,18,37,119,6,38,307,44,106,1,16,102,53,28,8
FRENCH GUIANA,South America,South America,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,Australia & Pacific Islands,Polynesia,16,8,8,4,10,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
GABON,Africa,Central Africa,532,275,257,186,201,12,1,0,75,40,8,0,3,6,0,0,8,1,27,6,1,38,1,7,28,0,0,2,0,9,3,0,1,4,18,38,0,3,9,9,0,1,1,4,0,6,0,5,0,1,46,2,41,8,12,0,1,1,0,4,175,0,9,0,0,1,0,0,1
"GAMBIA, THE",Africa,Western Africa,468,265,203,226,191,10,0,0,4,29,3,0,0,5,1,1,5,0,4,3,3,1,2,18,15,0,0,18,0,5,1,18,3,4,6,14,0,11,36,21,0,10,0,10,1,17,1,2,0,0,32,11,24,2,5,0,3,0,0,5,122,0,9,0,0,14,7,2,1
GAZA STRIP,Asia,Western Asia,109,90,19,19,36,17,0,0,18,15,3,0,0,1,0,0,1,3,12,3,1,2,0,5,2,0,0,0,0,7,3,3,0,1,4,0,0,4,4,2,0,1,0,3,1,0,2,2,0,0,6,0,0,6,8,0,0,3,1,0,5,4,7,0,1,2,0,0,0
GEORGIA,Asia,Western Asia,485,273,212,32,252,61,0,0,31,76,21,2,0,10,0,1,1,3,24,6,13,7,0,14,22,0,1,3,2,12,10,6,5,4,67,10,5,11,6,17,0,2,2,3,0,2,0,6,1,0,121,15,1,0,29,0,0,5,0,3,21,3,15,0,1,1,1,3,0
GERMANY,Europe,Western Europe,8910,4716,4194,524,2799,1286,158,5,499,1370,1160,147,30,931,23,97,32,145,2038,119,187,107,18,742,195,0,131,66,27,247,96,55,53,51,651,124,30,146,98,156,0,50,24,204,12,37,42,155,31,21,1071,128,47,101,271,7,57,119,18,103,250,55,149,0,33,97,149,31,14
GHANA,Africa,Western Africa,3217,1975,1242,177,1240,619,4,0,7,1011,70,2,8,79,2,51,35,13,141,16,51,35,26,122,71,0,0,53,33,144,87,28,35,17,199,80,5,129,108,131,0,35,3,82,38,17,29,55,27,11,221,235,59,10,179,1,22,27,46,79,149,45,108,0,6,18,58,30,15
GIBRALTAR,Europe,Southern Europe,4,4,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,Europe,Southern Europe,2110,1293,817,94,604,733,4,1,26,541,79,6,5,17,0,13,4,9,251,10,49,37,12,64,42,0,1,21,3,107,34,4,8,14,353,50,3,53,27,18,0,3,1,33,0,6,13,63,5,5,460,32,1,6,116,0,26,9,1,10,75,0,29,0,7,9,11,1,1
GREENLAND,North America,Northern America,3,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GRENADA,North America,Caribbean,271,104,167,36,139,19,5,0,0,64,3,2,1,2,0,2,2,0,2,0,0,10,0,23,5,0,0,0,0,12,3,9,0,2,5,1,0,1,0,2,0,1,0,3,1,0,2,4,1,0,66,1,12,0,2,0,1,4,0,3,85,1,2,1,0,0,2,0,0
GUADELOUPE,North America,Caribbean,15,9,5,3,5,0,2,0,1,0,0,0,0,4,0,0,0,2,2,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUATEMALA,North America,Central America,1198,642,556,137,657,83,7,2,65,136,41,12,9,49,1,4,39,8,102,18,8,9,2,148,42,0,0,8,10,29,27,6,10,33,105,17,6,26,13,17,0,2,0,27,3,2,1,17,4,1,68,15,13,8,49,16,10,8,1,24,145,35,36,0,4,8,7,4,2
