Country of Citizenship,Continent,Region,# of Active Students,Male,Female,ASSOCIATE,BACHELOR'S,DOCTORATE,FLIGHT TRAINING,HIGH SCHOOL,LANGUAGE TRAINING,MASTER'S,OTHER,OTHER VOCATIONAL SCHOOL,PRIMARY,SECONDARY,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
CAYMAN ISLANDS,North America,Caribbean,209,80,129,11,149,2,2,0,1,17,3,4,2,18,0,0,0,1,5,1,1,1,0,90,23,0,0,0,0,2,3,5,0,1,2,3,0,11,1,0,0,0,0,8,0,1,0,0,0,1,16,2,3,0,4,0,5,4,0,3,6,1,3,0,1,0,1,0,0
CENTRAL AFRICAN REPUBLIC,Africa,Central Africa,19,14,5,7,6,0,0,0,2,4,0,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
CHAD,Africa,Central Africa,57,36,21,12,19,2,0,0,12,10,1,0,0,1,0,2,1,0,3,0,0,4,0,2,4,0,0,1,1,0,1,0,2,0,2,4,0,0,0,0,0,0,1,0,0,1,0,2,0,0,4,0,0,0,1,0,1,0,0,1,18,1,0,0,0,0,0,0,0
CHILE,South America,South America,2243,1421,822,135,494,375,14,0,430,580,148,6,12,49,0,12,13,18,389,20,17,21,4,151,30,3,13,11,33,126,31,11,15,8,207,35,6,23,19,47,0,7,4,57,4,3,2,23,5,3,339,36,10,20,55,5,11,13,1,20,89,158,35,0,6,23,42,5,4
CHINA,Asia,China,323186,166912,156200,13131,115927,46328,2282,8,10043,100061,8925,162,1412,24916,31,2581,892,6986,59294,3285,4181,3629,2295,8356,6295,22,465,4732,379,15562,9554,2608,1380,1680,20512,5627,749,10502,4167,6135,205,481,207,5073,544,1789,1426,8262,488,814,39543,13146,2116,5562,18658,26,1906,1540,218,1963,13612,1921,5913,0,822,9597,4703,578,175
CHRISTMAS ISLAND,Australia & Pacific Islands,Oceania,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,South America,South America,10214,5026,5187,1099,2592,1173,223,4,2593,1894,387,46,29,173,3,65,30,54,791,104,110,177,40,1769,363,1,14,98,29,479,159,60,38,153,783,144,9,88,106,151,0,53,3,141,2,80,16,283,25,16,1456,121,104,48,234,273,21,79,6,76,723,188,192,1,36,98,76,42,4
COMOROS,Africa,Eastern Africa,6,2,4,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONGO (BRAZZAVILLE),Africa,Central Africa,310,169,141,121,96,4,2,0,55,26,2,1,0,3,0,2,0,2,20,12,1,6,1,13,9,0,0,7,1,11,4,2,1,2,11,6,0,5,10,5,0,0,0,21,4,4,0,9,0,0,41,0,6,2,14,0,0,0,3,4,58,2,3,0,1,5,1,1,0
CONGO (KINSHASA),Africa,Central Africa,1371,752,619,516,455,27,2,0,199,101,18,3,4,46,0,7,30,14,70,16,5,14,2,43,68,0,0,37,4,65,47,25,29,5,30,54,5,21,31,17,0,1,1,69,6,16,8,11,1,1,34,32,14,22,42,0,0,0,13,13,206,51,43,0,6,63,31,42,6
COSTA RICA,North America,Central America,1061,585,476,73,474,186,7,0,44,208,35,6,3,25,0,10,21,9,110,18,9,22,0,93,61,0,1,12,6,47,28,11,8,18,94,10,0,15,22,17,0,3,4,30,0,3,2,22,4,13,91,17,3,12,41,10,8,22,1,17,57,10,28,0,2,9,7,2,1
COTE D'IVOIRE,Africa,Western Africa,1464,755,709,359,688,35,0,0,130,207,24,0,9,13,1,37,87,4,71,9,2,29,8,34,96,1,0,3,2,13,52,16,5,20,44,39,2,10,70,16,0,1,0,25,8,28,2,43,3,0,84,10,82,10,33,0,1,2,0,13,374,7,33,0,0,11,14,5,4
CROATIA,Europe,Southern Europe,585,295,290,51,315,78,0,0,23,79,25,0,0,14,0,7,7,3,74,9,11,8,1,31,8,1,3,6,1,25,11,14,5,8,40,9,2,6,7,11,0,6,0,19,3,4,5,10,4,3,73,11,21,1,19,0,4,8,3,5,39,6,13,0,2,8,6,4,0
CUBA,North America,Caribbean,34,16,17,1,9,7,0,0,3,11,3,0,0,0,0,1,0,0,3,0,0,1,0,1,0,0,0,0,0,1,1,0,0,3,2,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,4,0,1,0,0,4,1,0,0,0,2,0,0,0,0,3,0,0,0
CURACAO,North America,Caribbean,132,83,49,70,31,0,2,0,1,2,2,2,0,22,0,0,1,0,3,0,0,0,0,54,4,0,0,2,0,0,0,3,0,0,1,1,0,0,4,17,0,1,0,1,0,1,0,0,0,0,31,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0
CYPRUS,Asia,Western Asia,360,222,138,22,158,78,0,0,5,77,17,2,0,1,0,6,0,4,40,0,7,7,1,16,7,0,1,5,0,17,13,1,3,3,32,10,1,4,6,1,0,0,1,6,0,0,0,12,1,0,100,12,0,4,16,0,4,3,0,1,10,0,1,0,1,1,1,1,0
CZECH REPUBLIC,Europe,Eastern Europe,839,406,433,124,321,89,1,0,57,112,49,5,13,68,1,10,0,8,100,16,23,9,1,87,15,0,13,7,4,49,11,20,9,5,49,6,12,21,10,10,0,2,2,14,6,4,8,18,2,3,113,16,9,3,28,0,3,14,2,6,25,7,18,0,7,16,15,1,1
DENMARK,Europe,Northern Europe,1021,535,486,88,419,60,1,1,53,156,203,7,2,31,0,10,8,6,296,12,18,10,1,51,19,0,20,7,1,29,11,4,9,3,75,4,3,12,11,16,0,5,3,17,1,3,5,11,4,0,151,15,34,8,19,0,5,8,2,7,23,16,7,1,2,20,12,3,3
DJIBOUTI,Africa,Eastern Africa,10,3,7,0,5,1,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
DOMINICA,North America,Caribbean,328,92,236,24,221,18,2,0,0,51,2,0,1,9,0,2,11,0,4,1,3,1,1,35,3,0,0,2,0,1,0,1,0,52,3,8,0,1,6,0,0,1,0,3,0,0,0,6,0,0,54,4,3,1,4,0,0,2,1,3,91,0,7,12,0,1,0,0,0
DOMINICAN REPUBLIC,North America,Caribbean,1610,859,751,302,741,59,2,0,145,229,47,14,2,69,1,12,5,4,31,7,14,34,3,292,62,0,5,23,3,42,15,9,10,13,162,12,1,20,6,11,0,2,0,16,1,7,0,37,3,0,390,11,13,1,67,120,29,8,1,18,39,21,12,1,1,4,10,1,0
ECUADOR,South America,South America,3158,1723,1435,242,1481,253,89,0,338,516,193,10,3,33,0,10,6,26,220,22,20,69,6,562,98,0,3,36,17,192,172,22,14,54,217,28,4,24,45,63,0,16,3,51,2,11,5,73,29,5,385,30,24,15,138,14,31,7,8,17,170,65,59,0,8,31,20,11,0
EGYPT,Africa,Northern Africa,3345,2555,790,255,1084,869,74,0,201,621,169,4,8,60,0,29,15,51,435,24,52,37,3,257,62,0,1,98,6,105,95,33,32,36,228,60,6,83,70,43,0,12,4,66,7,22,11,64,16,11,392,138,29,19,145,0,4,6,11,20,248,10,134,0,14,44,37,9,11
EL SALVADOR,North America,Central America,1158,605,553,133,579,54,4,1,128,122,120,2,4,13,0,7,37,4,134,7,3,36,0,138,45,0,0,15,7,36,20,5,9,33,59,20,2,17,17,12,0,1,0,27,0,1,2,13,2,3,74,11,8,8,44,11,13,12,2,10,166,23,47,0,3,8,5,1,0
EQUATORIAL GUINEA,Africa,Central Africa,452,233,219,223,119,1,2,0,80,15,2,0,4,6,0,16,1,2,13,1,0,11,0,8,25,0,0,0,0,3,0,0,1,3,3,3,0,6,0,12,0,0,0,2,0,0,0,0,6,0,17,1,1,0,13,0,0,5,0,0,254,1,10,0,0,34,0,0,0
ERITREA,Africa,Eastern Africa,107,81,26,12,22,26,0,0,2,40,3,1,0,1,0,2,0,0,9,4,2,1,1,11,1,0,0,11,0,4,1,2,2,0,1,3,0,0,1,0,0,2,1,0,0,4,0,0,1,0,4,8,3,1,2,0,1,0,0,2,6,1,4,0,0,3,0,4,4
ESTONIA,Europe,Northern Europe,171,77,94,18,82,22,1,0,3,32,9,0,0,4,1,2,0,2,30,2,5,2,0,22,9,0,1,1,0,4,1,2,3,1,12,0,3,2,3,0,0,1,1,4,0,0,1,3,1,0,19,0,1,2,6,0,1,4,1,1,6,0,7,0,1,0,0,1,2
ETHIOPIA,Africa,Eastern Africa,1766,1000,766,137,851,285,1,0,23,349,27,0,5,88,1,19,15,8,82,21,24,27,2,43,30,0,0,150,10,47,51,18,37,5,112,46,7,54,157,27,0,51,2,40,8,24,18,14,10,6,120,39,47,17,61,0,2,29,48,22,82,11,68,0,4,26,13,6,5
FAROE ISLANDS,Europe,Northern Europe,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FIJI,Australia & Pacific Islands,Melanesia,70,32,38,23,28,4,1,0,0,10,2,0,0,2,0,0,3,0,20,0,1,1,0,4,2,2,1,5,0,0,0,0,0,0,1,2,0,0,1,4,0,1,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,1,0,0,2,5,1,0,0,3,0,2,0
FINLAND,Europe,Northern Europe,647,313,334,61,306,51,2,0,21,92,44,1,9,60,0,5,0,5,93,8,10,6,2,62,19,0,11,6,5,14,0,4,3,6,37,2,3,14,23,14,0,5,2,12,5,1,8,6,6,3,82,15,6,3,24,1,6,10,3,12,30,6,26,0,6,5,10,1,1
FRANCE,Europe,Western Europe,8182,4440,3742,692,2622,866,43,1,861,1781,1018,61,26,210,4,49,20,66,1974,53,90,121,20,580,173,0,59,42,15,310,56,47,33,51,692,72,12,76,58,140,0,29,8,164,2,20,23,132,30,19,1694,86,50,45,255,19,33,84,7,29,306,55,85,0,23,95,38,33,5
FRENCH GUIANA,South America,South America,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,Australia & Pacific Islands,Polynesia,18,13,5,2,10,2,0,0,0,2,0,0,0,2,0,0,0,0,6,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
GABON,Africa,Central Africa,467,217,250,145,172,8,2,0,81,54,4,0,1,0,0,0,9,0,18,6,4,21,4,11,23,0,0,3,0,10,7,1,0,5,22,30,0,3,3,4,0,0,0,7,0,7,0,4,1,1,31,4,19,6,9,0,1,2,1,2,174,0,10,0,0,3,0,1,0
"GAMBIA, THE",Africa,Western Africa,333,176,157,102,166,11,0,0,4,42,7,0,0,1,0,1,6,1,6,2,2,2,1,20,10,0,0,13,0,7,0,10,6,0,2,12,0,11,28,18,0,6,0,14,0,6,0,3,0,0,18,12,6,3,4,0,1,1,1,3,72,0,9,0,1,8,4,2,1
GAZA STRIP,Asia,Western Asia,125,103,22,30,33,25,0,0,9,21,5,0,0,2,0,1,1,4,13,2,1,2,0,6,5,0,0,1,0,8,1,3,1,2,5,0,0,10,1,2,0,1,0,3,3,0,2,2,0,0,11,3,1,5,6,0,0,1,1,0,5,4,5,0,0,2,1,0,0
GEORGIA,Asia,Western Asia,543,292,251,35,269,52,1,0,43,103,23,1,0,16,0,4,1,3,28,7,8,7,1,15,17,0,1,5,2,19,12,3,3,3,94,13,5,8,11,10,0,3,1,9,0,1,0,11,1,0,129,12,0,0,35,0,0,3,0,2,20,4,19,0,1,3,7,2,0
GERMANY,Europe,Western Europe,7976,4274,3701,449,2728,1240,70,0,436,1427,878,43,27,679,19,102,24,96,1779,84,151,94,16,545,185,0,99,62,21,244,96,46,50,55,691,106,23,167,67,150,0,34,24,196,9,19,49,152,34,21,972,113,41,77,270,5,51,125,13,94,225,71,131,0,25,78,131,32,12
GHANA,Africa,Western Africa,2964,1837,1127,119,1177,672,1,0,5,878,56,0,6,50,2,43,30,18,91,17,56,38,12,128,67,0,1,48,36,129,76,26,30,23,186,71,6,143,88,101,0,34,5,107,37,20,31,44,28,9,192,222,58,9,161,1,21,27,48,72,145,34,88,0,6,17,48,24,10
GIBRALTAR,Europe,Southern Europe,5,4,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,Europe,Southern Europe,2068,1219,849,73,686,733,1,0,39,438,85,3,3,7,1,8,4,4,266,9,40,40,13,70,40,0,1,15,2,106,29,3,5,17,338,53,3,45,29,24,0,4,3,34,0,11,12,69,5,6,424,34,9,6,107,0,29,8,1,13,69,2,26,0,5,13,11,0,2
GREENLAND,North America,Northern America,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRENADA,North America,Caribbean,223,100,123,34,109,15,0,0,0,58,4,0,2,1,0,2,3,0,1,0,0,9,0,15,2,0,0,0,0,10,4,4,0,1,2,1,0,1,2,2,0,2,0,0,0,1,1,3,1,0,54,2,13,0,2,1,0,1,0,2,72,1,2,1,0,0,4,1,0
GUADELOUPE,North America,Caribbean,10,6,4,3,3,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUATEMALA,North America,Central America,1155,648,507,117,647,79,13,1,62,158,26,3,3,46,1,3,33,12,100,25,9,13,1,150,49,0,4,6,13,34,32,4,8,29,92,6,7,23,21,14,0,6,4,15,1,4,2,15,2,1,57,15,11,4,39,11,11,8,1,27,132,46,28,0,6,7,8,2,3
