Country of Citizenship,Continent,Region,# of Active Students,Male,Female,ASSOCIATE,BACHELOR'S,DOCTORATE,FLIGHT TRAINING,HIGH SCHOOL,LANGUAGE TRAINING,MASTER'S,OTHER,OTHER VOCATIONAL SCHOOL,PRIMARY,SECONDARY,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
AUSTRIA,Europe,Western Europe,978,471,507,55,307,147,12,0,69,175,117,30,4,62,1,5,3,9,184,14,17,16,0,72,11,0,17,4,3,32,8,2,4,10,97,12,5,10,13,14,0,3,1,15,0,4,3,21,4,2,198,12,4,14,29,1,13,11,0,8,29,6,17,0,4,6,8,2,0
AZERBAIJAN,Asia,Western Asia,491,126,365,37,169,42,1,0,45,141,29,2,3,22,0,4,2,3,70,4,8,21,2,20,3,0,0,4,0,30,3,5,2,2,48,3,3,5,6,35,0,0,0,4,2,0,5,11,4,0,66,5,6,0,15,0,6,1,0,0,39,2,32,0,2,5,1,0,2
"BAHAMAS, THE",North America,Caribbean,3027,1546,1481,438,1918,103,15,3,1,265,25,21,10,228,1,71,149,5,27,9,28,19,2,955,181,0,0,15,4,25,40,54,14,46,32,44,7,47,82,45,0,28,0,101,24,19,2,21,11,3,107,41,134,4,58,3,39,27,13,138,195,3,84,0,6,8,15,36,5
BAHRAIN,Asia,Western Asia,500,147,353,59,313,18,14,0,15,54,8,1,0,18,0,5,0,9,51,7,10,11,0,65,9,0,0,2,2,16,17,3,3,1,106,3,1,18,4,4,0,2,0,3,0,0,0,3,2,0,31,7,1,4,18,0,3,1,1,6,38,1,16,0,1,7,1,7,0
BANGLADESH,Asia,Southern Asia,7682,1898,5782,762,1640,2431,6,0,300,2442,84,3,1,13,2,147,82,58,401,23,100,48,46,355,119,0,9,160,28,194,204,152,64,113,265,94,17,175,238,146,0,55,12,136,80,21,20,95,85,25,1238,292,113,46,213,1,7,105,86,153,1027,53,368,0,5,77,76,34,19
BARBADOS,North America,Caribbean,384,198,186,35,228,30,4,0,0,67,8,4,0,8,0,6,7,5,9,3,3,16,2,94,10,0,0,10,4,11,2,6,6,5,15,11,2,13,3,10,0,2,0,8,1,2,1,12,3,0,42,3,2,5,11,6,4,3,1,5,14,1,4,0,0,0,1,0,0
BASSAS DA INDIA,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELARUS,Europe,Eastern Europe,404,259,145,45,136,72,0,0,51,57,20,1,1,21,1,5,1,5,34,10,3,1,3,16,15,0,1,4,1,16,4,4,2,3,21,3,1,10,12,11,0,1,0,17,0,1,0,10,1,0,99,4,4,3,20,0,1,4,0,3,21,5,13,0,1,1,6,1,1
BELGIUM,Europe,Western Europe,1355,614,741,110,443,130,45,1,225,225,95,29,1,51,1,9,8,48,301,11,11,16,4,95,20,0,3,8,2,37,12,8,4,6,140,17,2,31,10,19,0,2,2,34,1,3,5,13,6,5,220,13,10,7,53,3,6,17,2,14,42,6,19,0,5,25,8,10,1
BELIZE,North America,Central America,373,200,173,52,212,29,2,0,5,50,9,7,0,7,0,6,13,0,42,2,1,2,0,75,22,0,0,3,1,5,2,3,35,9,10,2,0,6,3,17,0,2,0,7,0,0,0,4,6,0,17,4,7,1,3,0,2,1,0,4,36,2,4,1,0,6,4,3,0
BENIN,Africa,Western Africa,395,154,241,109,134,25,0,0,75,40,4,0,0,8,0,8,3,1,11,1,3,8,0,8,11,0,0,5,0,35,7,6,1,4,25,16,2,7,11,10,0,0,0,14,3,27,1,13,1,0,50,5,9,3,18,0,0,0,1,1,41,1,18,0,0,0,2,3,1
BERMUDA,North America,Northern America,637,314,323,63,377,5,1,1,0,52,13,12,10,103,0,54,0,4,18,4,27,7,1,115,52,0,0,2,2,4,4,0,0,0,50,3,20,8,2,4,0,0,0,25,0,3,6,13,0,0,35,5,4,0,26,1,64,14,0,14,7,9,10,0,13,1,0,5,1
BHUTAN,Asia,Southern Asia,155,80,75,12,100,4,6,0,1,24,1,0,0,7,0,0,0,0,7,1,2,2,0,6,0,0,2,1,0,6,0,0,0,0,22,0,2,2,4,11,0,0,1,2,0,0,2,0,0,0,24,7,1,2,16,0,3,0,0,0,25,0,2,0,1,1,0,0,0
BOLIVIA,South America,South America,1201,582,618,167,644,65,8,0,109,146,33,7,1,21,0,8,121,8,64,9,6,29,0,165,25,0,1,11,6,28,37,23,8,29,54,18,3,10,12,35,0,1,0,16,1,5,1,8,11,0,65,21,25,4,28,8,4,12,4,5,146,38,70,0,3,4,6,5,0
BOSNIA AhD HERZEGOVINA,Europe,Southern Europe,389,231,158,42,229,33,0,0,20,42,12,1,0,10,0,1,7,1,20,2,8,5,3,34,4,0,0,16,1,45,8,3,2,4,18,12,4,4,5,12,0,1,0,20,0,1,1,10,2,1,41,5,22,3,11,0,3,5,0,2,15,1,14,0,9,0,2,1,0
BOTSWANA,Africa,Southern Africa,213,118,95,15,99,31,1,0,0,46,7,5,0,9,0,1,2,1,18,1,5,6,0,12,1,0,0,6,1,5,4,2,1,1,21,3,0,12,2,10,0,1,0,3,0,2,1,2,2,0,11,23,8,2,9,0,2,0,3,3,13,0,7,0,2,1,3,0,0
BRAZIL,South America,South America,18929,9380,9547,2325,5258,1182,55,8,4766,2645,1377,151,98,1064,1,109,79,100,3709,153,195,177,26,3637,354,0,44,170,92,936,194,203,137,98,1161,171,25,323,159,340,0,76,32,339,21,67,56,403,59,74,1973,210,181,132,434,6,44,119,23,169,811,504,266,0,17,121,105,82,12
BRITISH VIRGhN ISLANDS,North America,Caribbean,124,69,55,16,91,2,0,0,0,8,0,1,1,5,0,3,3,2,0,0,0,0,1,33,13,0,0,0,0,0,0,1,0,0,1,3,0,1,0,13,0,1,0,2,0,0,0,1,0,0,10,1,3,0,2,4,12,1,0,3,7,0,1,2,0,0,0,0,0
BRUNEI,Asia,South-Eastern Asia,51,22,29,2,33,3,0,0,0,10,2,0,0,1,0,0,0,2,9,1,1,5,0,1,1,0,0,1,0,3,1,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,10,2,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1
BULGARIA,Europe,Eastern Europe,1255,700,555,136,429,245,0,0,106,243,66,9,2,19,0,2,3,7,139,16,21,10,13,62,19,0,8,8,0,169,15,6,2,9,152,27,8,17,9,23,0,2,2,24,0,2,2,48,2,12,179,20,9,3,67,0,12,12,0,7,37,9,35,0,2,10,7,4,3
BURKINA FASO,Africa,Western Africa,910,284,626,274,212,29,0,0,285,93,12,0,0,5,0,4,7,5,17,3,2,13,3,37,62,0,1,7,2,7,5,9,4,3,17,29,0,6,39,3,0,1,3,4,2,34,3,40,2,1,278,25,9,5,27,0,0,1,4,2,120,3,22,0,0,8,25,5,1
BURMA,Asia,South-Eastern Asia,1376,627,749,219,808,100,0,0,33,142,58,1,4,11,0,7,4,9,338,10,15,8,1,53,13,0,6,25,3,55,25,20,14,5,137,26,3,19,19,35,0,2,2,5,2,3,12,20,1,6,165,20,10,26,74,0,13,6,2,7,38,1,38,0,9,37,23,2,2
BURUNDI,Africa,Eastern Africa,211,97,114,38,118,4,1,0,8,25,5,0,0,12,0,1,2,3,17,3,3,1,0,3,9,0,0,13,2,6,6,1,3,3,9,8,0,2,29,3,0,1,0,5,1,0,0,2,1,0,15,2,15,0,10,0,0,0,0,0,17,3,2,0,1,3,6,0,0
CAMBODIA,Asia,South-Eastern Asia,606,258,348,195,208,23,6,0,21,77,24,3,12,37,0,1,0,4,194,5,3,2,0,12,5,0,5,22,3,7,6,1,6,3,66,7,2,3,19,6,0,0,2,10,1,0,0,6,1,0,35,13,7,16,24,0,8,1,2,0,37,6,9,0,2,43,1,0,0
CAMEROON,Africa,Central Africa,1477,748,728,347,544,155,0,0,74,297,36,1,0,23,0,17,30,8,62,10,4,34,9,43,55,0,8,24,5,38,7,19,9,55,58,95,3,29,62,14,0,20,1,21,14,7,0,33,29,4,73,34,121,4,37,0,5,7,5,18,255,9,32,0,3,15,19,10,3
CANADA,North America,Northern America,31717,15850,15860,1835,14451,5694,27,14,68,5174,2676,397,145,1235,63,177,66,435,4080,241,601,319,35,1214,370,2,132,298,239,1242,419,172,176,150,2661,371,333,2359,475,415,0,74,220,517,486,95,284,534,77,77,5938,563,265,423,1378,30,281,178,56,349,908,355,395,3,215,456,294,147,74
CAPE VERDE,Africa,Western Africa,111,48,63,30,39,1,2,0,15,21,0,0,2,1,0,0,0,0,2,0,3,0,0,7,0,0,0,0,0,8,0,0,0,0,61,2,0,4,0,0,0,0,0,0,0,0,1,2,0,0,3,6,0,0,0,0,4,0,0,1,1,4,0,0,1,0,0,0,1
CAYMAN ISLANDS,North America,Caribbean,229,133,96,13,166,2,0,0,1,15,2,3,4,23,0,1,0,1,7,2,1,1,0,100,24,0,0,0,0,3,3,5,2,1,1,2,0,11,1,0,0,0,0,7,0,1,0,0,0,1,16,2,2,0,4,0,7,5,0,4,7,2,3,0,1,0,1,0,0
CENTRAL AFRIChN REPUBLIC,Africa,Central Africa,22,6,16,5,8,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0
CHAD,Africa,Central Africa,63,28,35,11,23,2,1,0,12,11,2,1,0,0,0,2,1,0,2,0,0,1,0,1,3,0,0,1,1,0,0,0,2,0,2,4,0,1,0,0,0,0,1,1,0,1,0,3,0,0,7,1,0,1,1,0,1,1,0,1,20,1,2,0,0,0,0,0,0
CHILE,South America,South America,2357,869,1488,127,483,402,18,1,482,582,136,14,16,97,0,15,15,19,435,25,18,27,3,165,31,3,17,12,26,147,30,8,18,8,214,42,5,24,19,49,0,8,2,55,4,3,3,23,5,6,352,35,10,23,59,7,13,10,1,23,93,125,29,0,10,23,53,5,2
CHINA,Asia,China,360091,173849,186155,14840,128884,48539,2381,9,13677,107170,9803,221,1690,32878,39,2790,1029,7626,66637,3721,4919,3817,2490,9555,6660,26,482,5386,434,16953,11019,2949,1526,1809,22534,6338,1013,12257,4749,6886,224,543,232,5426,559,1936,1618,9333,542,874,43354,14895,2486,6237,20343,28,2161,1755,237,2206,14583,2271,6555,0,866,11027,5363,592,201
CHRISTMAS ISLAND,Australia & Pacific Islands,Oceania,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,South America,South America,10297,5174,5120,1044,2663,1250,293,8,2471,1893,351,59,36,229,3,82,37,58,799,110,102,181,45,1811,364,2,16,115,26,449,150,68,43,144,854,140,7,101,115,145,0,46,7,151,2,89,18,255,25,23,1332,138,107,51,243,288,26,85,10,92,740,159,189,1,8,110,88,43,4
COMOROS,Africa,Eastern Africa,8,5,3,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0
CONGO (BRAZZAVILLE),Africa,Central Africa,325,148,177,121,91,6,0,0,75,25,3,1,0,3,0,2,1,1,18,10,1,9,1,11,9,0,0,4,0,14,6,2,1,1,14,6,0,4,9,5,0,0,0,22,4,3,0,9,0,0,47,0,10,5,12,0,0,0,2,3,66,1,3,0,1,6,1,1,0
CONGO (KINSHASA),Africa,Central Africa,1362,621,741,489,471,28,7,0,209,92,17,1,4,44,0,3,29,13,79,17,6,11,2,48,56,0,0,31,2,58,44,18,34,6,33,64,5,25,22,21,0,1,0,59,5,16,8,9,1,1,29,32,13,27,40,0,0,0,14,12,209,64,42,0,6,58,29,53,7
COSTA RICA,North America,Central America,1099,484,615,65,509,194,3,0,22,218,43,9,4,32,0,11,24,10,105,21,9,23,2,99,53,0,1,12,7,41,34,12,7,17,105,13,0,18,24,19,0,4,3,25,0,4,3,21,12,6,89,20,3,12,42,10,8,24,2,21,56,12,32,0,2,10,7,3,1
COTE D'IVOIRE,Africa,Western Africa,1499,723,775,371,693,35,0,0,152,198,25,0,9,16,1,38,78,4,74,6,4,29,9,34,105,1,0,2,3,12,50,16,5,22,42,43,2,12,65,17,0,2,0,26,11,31,2,42,2,2,82,10,96,7,37,0,1,2,0,11,385,6,31,0,0,9,20,6,4
CROATIA,Europe,Southern Europe,647,312,335,61,337,82,0,0,29,83,28,2,0,25,0,7,7,5,88,11,14,10,1,41,9,1,3,10,1,28,15,15,4,8,30,9,3,7,7,16,0,6,0,19,3,3,5,12,4,5,79,12,21,1,20,0,4,7,2,7,41,6,20,0,2,8,6,4,0
CUBA,North America,Caribbean,29,13,16,2,8,8,0,0,1,5,2,3,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,1,3,3,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,0
CURACAO,North America,Caribbean,183,60,123,98,36,0,5,0,4,1,1,2,1,35,0,0,1,2,2,0,0,0,0,89,11,0,0,4,0,1,0,4,0,0,1,1,0,0,5,18,0,1,0,0,0,1,0,0,0,0,35,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,0
CYPRUS,Asia,Western Asia,402,153,249,27,181,83,1,0,10,79,16,4,0,1,0,7,0,4,50,2,7,7,0,19,9,0,1,7,0,16,14,2,5,2,37,10,1,4,7,1,0,0,1,5,0,0,0,13,1,1,109,11,0,4,18,0,3,3,0,2,12,0,1,0,1,2,2,1,0
CZECH REPUBLIC,Europe,Eastern Europe,936,483,453,140,359,95,0,0,67,129,49,2,11,84,1,10,0,10,117,16,21,15,1,91,18,0,13,7,4,47,11,21,11,4,61,8,19,21,12,13,0,2,2,15,7,6,10,24,3,3,116,17,10,5,33,0,4,10,2,6,33,9,16,0,2,24,21,1,3
DENMARK,Europe,Northern Europe,1511,702,809,95,439,63,3,0,89,172,546,27,4,73,1,13,10,8,622,13,20,10,1,56,26,0,41,10,1,24,14,7,14,4,62,3,4,22,9,16,0,6,3,53,2,2,7,13,4,0,216,15,8,7,22,0,7,18,2,8,35,20,7,0,1,24,13,4,3
DJIBOUTI,Africa,Eastern Africa,10,7,3,0,5,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DOMINICA,North America,Caribbean,335,240,95,29,222,18,2,0,0,52,2,0,2,8,0,2,9,0,6,1,3,1,1,36,5,0,0,3,0,1,0,1,0,52,3,8,1,1,3,0,0,1,0,2,0,0,0,6,0,0,55,6,7,1,4,0,1,1,0,2,92,0,6,13,0,1,0,0,0
DOMINICAN REPUBLIC,North America,Caribbean,1574,720,854,238,777,63,3,1,118,224,60,13,3,74,1,20,5,4,30,8,17,39,3,300,59,0,3,22,3,33,16,9,12,12,160,13,1,23,7,11,0,2,0,8,1,7,0,34,3,1,323,16,11,1,66,132,33,9,1,16,48,20,14,0,1,4,10,1,1
ECUADOR,South America,South America,3281,1465,1816,248,1544,262,118,1,343,515,193,16,4,37,0,7,8,22,246,24,20,67,7,586,102,0,4,41,15,170,173,23,15,62,232,26,4,26,41,72,0,14,4,57,1,12,5,84,29,5,401,30,20,17,144,14,32,10,7,21,183,65,59,0,5,38,20,10,1
EGYPT,Africa,Northern Africa,3380,804,2575,247,1125,874,83,1,179,627,161,9,7,66,0,36,13,53,467,24,59,40,4,256,64,0,3,94,6,117,92,39,34,38,228,62,6,89,69,41,0,14,3,54,9,23,11,65,17,11,362,139,26,18,152,0,5,7,12,20,241,13,126,0,9,46,39,12,12
EL SALVADOR,North America,Central America,1152,540,612,130,609,53,4,0,91,124,117,10,2,12,0,8,38,5,126,8,3,32,0,121,45,0,0,17,9,42,21,6,10,34,57,19,2,19,13,14,0,2,0,26,0,1,2,15,4,3,63,15,11,9,46,12,15,12,2,12,166,25,45,0,3,9,4,1,0
EQUATORIhL GUINEA,Africa,Central Africa,477,232,245,230,118,1,2,0,100,12,4,0,4,6,0,15,1,1,14,0,0,14,2,5,25,0,0,0,0,4,0,0,1,3,5,4,0,9,0,9,0,0,0,13,0,0,0,0,5,0,18,1,3,0,13,3,0,6,0,2,249,0,12,0,0,40,0,0,0
ERITREA,Africa,Eastern Africa,118,36,82,14,25,24,0,0,6,44,4,0,0,1,0,2,1,0,10,3,2,0,1,8,2,0,0,11,0,4,1,3,1,0,2,5,0,1,0,0,0,2,1,0,1,4,0,0,1,0,6,12,3,0,2,0,1,0,0,3,8,2,6,0,0,5,0,2,2
ESTONIA,Europe,Northern Europe,189,101,87,19,85,22,1,0,4,37,10,2,0,8,2,1,0,2,33,2,5,1,1,22,11,0,2,1,0,7,1,3,2,1,16,2,4,2,3,0,0,1,1,5,0,0,1,4,2,0,20,0,1,1,6,0,1,2,1,1,6,0,7,0,1,1,0,1,2
ETHIOPIA,Africa,Eastern Africa,1897,828,1069,151,936,297,1,0,19,329,35,1,11,117,1,21,15,9,84,24,27,28,2,51,36,0,0,139,11,48,52,16,55,9,125,48,7,55,151,30,0,70,0,42,11,23,24,16,11,7,139,38,50,17,73,0,3,25,49,24,96,11,72,0,2,27,13,6,4
FAROE ISLANDS,Europe,Northern Europe,4,2,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FIJI,Australia & Pacific Islands,Melanesia,77,41,36,26,29,4,1,0,2,10,3,0,0,2,0,0,3,1,19,0,1,0,0,4,2,2,1,5,0,2,0,0,0,0,2,3,0,0,1,3,0,1,0,0,0,0,0,1,1,0,6,0,0,3,2,0,0,1,0,0,3,5,2,0,0,1,0,2,0
FINLAND,Europe,Northern Europe,758,392,366,79,326,53,3,0,21,97,55,16,11,97,0,4,1,7,128,13,13,6,2,63,23,0,16,8,4,14,1,6,2,6,42,6,7,17,26,15,0,3,3,17,5,1,13,8,5,3,95,13,8,7,23,1,5,8,3,15,33,6,29,0,6,5,11,1,1
FRANCE,Europe,Western Europe,9245,4290,4954,748,2916,921,49,4,1077,2104,1022,111,39,254,4,54,21,80,2183,61,104,130,22,669,198,0,54,40,17,351,64,52,39,63,731,80,18,99,72,164,0,34,7,326,1,16,27,140,34,22,1896,110,54,47,275,13,37,103,6,35,323,62,92,0,25,98,46,36,10
FRENCH GUIANA,South America,South America,3,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,Australia & Pacific Islands,Polynesia,19,7,12,4,8,2,0,0,1,2,0,0,0,2,0,0,0,0,6,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
GABON,Africa,Central Africa,484,252,232,161,184,8,1,0,64,59,5,0,2,0,0,0,9,0,23,7,4,19,2,9,21,0,0,3,0,9,7,1,0,6,23,35,0,3,3,4,0,0,0,7,0,5,0,5,1,0,33,2,30,8,10,0,1,2,2,2,174,0,12,0,0,2,0,0,0
"GAMBIA, THE",Africa,Western Africa,378,179,199,129,181,15,0,0,3,39,7,0,0,4,1,1,6,2,6,2,2,2,1,20,10,0,0,14,0,6,0,11,5,0,3,13,0,15,32,16,0,8,0,14,2,9,0,3,0,0,26,12,9,3,5,0,1,1,1,4,82,0,8,0,1,11,7,1,2
GAZA STRIP,Asia,Western Asia,126,21,105,24,40,25,0,0,15,17,3,0,0,2,0,0,1,5,16,2,1,3,0,8,3,0,0,1,0,7,2,3,1,2,5,0,0,8,1,2,0,1,0,5,2,0,2,3,0,0,10,1,1,4,7,0,0,1,1,0,4,4,6,0,0,2,1,0,0
GEORGIA,Asia,Western Asia,580,267,313,32,295,52,0,0,43,112,27,1,0,18,0,4,1,4,32,5,10,9,0,11,18,0,1,4,2,30,13,3,3,4,100,12,5,10,11,12,0,3,1,10,0,1,0,8,1,0,142,15,0,0,36,0,0,3,0,2,20,4,18,0,1,2,7,2,0
GERMANY,Europe,Western Europe,10769,5076,5685,555,3286,1321,100,4,664,1580,1985,204,34,1035,21,126,33,115,3162,105,180,101,20,719,226,0,170,76,26,290,117,60,60,56,755,113,40,211,79,189,0,37,28,255,8,27,52,155,36,24,1261,138,45,88,336,7,54,163,14,116,256,89,161,1,35,95,186,38,14
GHANA,Africa,Western Africa,3163,1217,1946,134,1247,710,2,0,6,945,52,1,8,58,2,44,38,22,102,15,59,42,16,124,77,0,2,48,29,134,79,33,31,19,195,78,6,166,100,113,0,36,4,110,35,20,30,47,32,10,205,242,64,11,171,1,23,29,45,77,160,34,90,0,6,18,54,26,9
GIBRALTAR,Europe,Southern Europe,7,1,6,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,Europe,Southern Europe,2179,881,1298,82,731,769,1,0,30,477,77,3,2,7,3,8,4,4,287,10,44,40,13,63,40,0,2,17,2,112,32,2,5,20,354,52,4,51,33,25,0,5,3,36,0,9,9,70,5,7,445,37,8,6,111,0,30,10,1,15,76,3,29,0,8,14,13,0,2
GREENLAND,North America,Northern America,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRENADA,North America,Caribbean,247,143,104,37,119,19,2,0,0,62,4,0,2,2,0,1,3,0,0,0,0,9,0,16,4,0,0,0,0,12,4,5,0,2,1,1,0,2,1,3,0,2,0,2,1,1,1,3,1,0,62,2,15,0,3,1,0,3,0,2,74,0,2,1,0,0,6,1,0
GUADELOUPE,North America,Caribbean,14,7,7,4,6,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUATEMALA,North America,Central America,1217,534,683,119,674,82,12,1,67,168,30,6,3,55,1,4,37,10,102,23,8,13,1,159,53,0,3,7,10,32,29,6,10,36,104,6,7,30,23,18,0,6,3,15,1,1,2,17,2,2,66,17,14,7,42,10,11,10,1,26,132,42,30,0,6,7,9,3,3
