Country of Citizenship,Continent,Region,# of Active Students,Male,Female,ASSOCIATE,BACHELOR'S,DOCTORATE,FLIGHT TRAINING,HIGH SCHOOL,LANGUAGE TRAINING,MASTER'S,OTHER,OTHER VOCATIONAL SCHOOL,PRIMARY,SECONDARY,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
GUERNSEY,Europe,Northern Europe,3,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GUINEA,Africa,Western Africa,118,38,80,29,37,1,0,0,35,9,2,0,2,3,0,0,1,1,9,1,2,1,0,2,5,0,0,0,0,2,0,2,0,1,11,3,0,1,7,3,0,0,0,4,0,0,0,1,0,0,30,3,1,2,4,0,0,0,0,5,9,0,5,0,0,2,0,0,0
GUINEA-BISSAU,Africa,Western Africa,10,5,5,1,4,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUYANA,South America,South America,275,166,109,67,120,38,7,0,0,27,7,2,2,5,0,4,1,0,5,0,5,9,1,43,3,0,0,0,3,1,3,1,0,2,6,9,1,3,3,2,0,4,0,3,0,0,0,8,1,0,123,7,0,0,8,0,0,1,0,3,5,1,1,1,0,0,0,3,1
HAITI,North America,Caribbean,897,349,548,216,419,31,1,0,58,85,15,2,18,52,0,3,4,6,12,2,8,4,1,200,21,1,0,21,5,18,20,8,29,8,48,9,4,15,15,13,0,4,1,31,2,5,4,29,1,1,122,12,10,7,25,36,7,6,2,13,30,10,34,0,4,5,15,5,1
HONDURAS,North America,Central America,2059,1066,993,315,1202,99,3,0,99,247,47,2,12,34,0,14,55,1,68,15,15,24,4,319,114,0,1,39,10,68,33,13,11,150,101,16,2,36,29,78,0,20,1,26,5,5,6,20,10,3,97,37,23,5,79,10,11,16,12,26,307,42,45,0,7,15,10,2,3
HONG KONG,Asia,Eastern Asia,8263,3635,4628,1690,4229,486,17,0,196,726,334,21,40,524,0,7,17,71,2833,22,93,37,4,144,139,2,95,50,39,231,143,25,19,9,524,88,12,159,99,49,0,3,6,54,2,13,23,79,2,46,709,99,9,112,296,0,31,37,14,22,195,146,69,0,19,1298,60,5,3
HUNGARY,Europe,Eastern Europe,823,412,411,64,332,146,1,0,40,140,39,11,7,43,1,7,3,16,117,8,9,9,0,76,13,1,5,10,4,30,12,5,3,6,71,9,3,13,5,21,0,1,1,19,1,3,7,18,3,10,143,17,10,13,31,0,3,5,0,5,34,7,9,0,4,7,10,3,2
ICELAND,Europe,Northern Europe,443,219,224,32,199,48,7,0,5,96,35,11,1,9,1,15,2,4,85,4,2,0,0,50,20,0,2,2,0,8,3,0,1,6,26,3,0,10,7,4,0,3,0,17,1,0,3,5,0,0,89,3,3,2,5,0,3,14,1,7,11,2,2,0,3,11,2,1,0
INDIA,Asia,Southern Asia,181051,57401,123609,2106,17005,17749,341,4,1642,139704,2110,178,20,187,51,1304,1125,3628,30823,1650,3145,805,2100,5657,3201,0,25,1028,124,11592,4938,1331,1286,1087,7996,2170,87,6118,1618,6710,0,668,58,4016,311,823,1417,5162,399,143,17711,7102,1668,671,8043,17,447,895,303,822,21590,763,5381,2,57,1142,1358,400,83
INDONESIA,Asia,South-Eastern Asia,8661,3967,4692,1544,4757,383,107,2,148,1135,432,21,9,123,3,8,12,75,3089,88,31,40,7,214,130,0,17,89,6,328,291,41,33,25,607,60,1,168,106,36,1,5,11,39,5,17,23,27,14,22,517,118,58,226,187,0,30,3,11,30,334,25,64,0,7,1301,72,8,1
IRAN,Asia,Southern Asia,12089,4632,7453,229,561,8088,5,0,170,2789,208,8,0,31,2,100,64,255,1596,182,110,100,46,606,265,0,30,159,33,601,211,145,141,172,646,207,20,452,120,169,0,83,27,302,61,86,60,186,157,102,741,479,168,177,490,2,37,124,20,142,1209,154,352,0,14,189,182,88,25
IRAQ,Asia,Western Asia,641,138,503,56,124,167,8,2,74,175,30,0,0,5,0,5,14,9,74,14,18,7,0,33,4,0,2,9,0,40,32,10,10,2,17,5,2,57,7,20,0,3,1,10,0,7,9,2,3,0,21,27,12,11,18,0,0,1,4,6,65,3,26,0,1,12,2,5,1
IRELAND,Europe,Northern Europe,1108,427,681,107,487,150,10,1,4,234,70,20,4,21,1,9,4,9,111,6,34,13,4,55,40,1,4,9,2,37,44,12,15,14,93,14,4,19,9,14,0,9,5,39,4,7,5,23,4,2,163,14,21,6,58,1,18,16,0,29,50,2,24,0,1,9,10,10,1
ISLE OF MAN,Europe,Northern Europe,4,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISRAEL,Asia,Western Asia,2678,840,1838,169,1206,409,6,1,116,535,174,22,3,37,1,5,2,18,351,20,32,24,1,153,29,0,2,9,1,86,24,5,5,8,243,31,7,40,12,13,0,4,1,35,0,3,4,59,7,9,1155,32,7,16,85,0,10,4,2,4,55,10,18,0,2,10,19,4,1
ITALY,Europe,Southern Europe,6248,2685,3562,426,1662,1184,63,2,660,1051,665,67,32,436,4,10,9,73,1370,56,94,89,9,606,99,2,30,17,9,242,85,25,11,22,655,58,28,68,41,78,0,13,8,83,3,14,22,121,12,14,1318,61,16,22,181,7,55,34,3,28,179,50,71,0,10,65,48,18,2
JAMAICA,North America,Caribbean,3157,1934,1222,570,1554,307,9,1,2,566,45,10,10,83,0,47,19,15,89,12,76,110,14,593,93,0,3,25,5,47,41,39,23,60,119,92,15,69,31,82,0,20,2,66,18,22,17,101,21,1,533,68,24,5,90,7,9,46,7,68,189,17,57,5,4,10,15,14,2
JAPAN,Asia,Eastern Asia,27191,15308,11879,4254,6140,1007,230,9,9021,2445,2376,324,81,1304,14,70,167,400,8743,170,174,153,35,469,189,19,1729,159,69,494,194,184,132,34,1660,120,42,314,240,343,14,53,66,195,89,197,74,126,19,208,4312,327,103,905,485,0,46,66,19,139,406,302,169,0,60,2120,230,111,33
JERSEY,Europe,Northern Europe,4,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
JORDAN,Asia,Western Asia,3115,641,2474,410,666,663,7,0,655,618,80,3,2,11,1,35,24,32,458,26,41,42,7,174,25,0,1,60,7,318,52,35,37,30,135,29,4,135,27,34,0,26,3,65,6,10,14,79,33,2,181,171,27,19,97,0,7,9,15,28,302,40,104,0,4,39,50,11,4
KAZAKHSTAN,Asia,Central Asia,2464,1239,1225,407,770,99,3,0,507,394,132,9,14,129,1,4,34,19,516,50,12,30,12,164,26,0,3,7,4,102,29,8,7,9,249,22,6,21,18,9,0,13,1,23,1,2,7,28,6,4,362,27,17,24,70,0,10,1,6,8,300,10,43,0,8,92,27,8,4
KENYA,Africa,Eastern Africa,3490,1710,1779,574,1569,412,20,0,10,771,84,3,0,47,9,50,25,22,184,17,53,30,24,147,83,0,2,67,8,104,82,111,56,50,258,90,12,112,124,128,0,29,6,84,11,29,23,60,26,1,236,112,102,21,191,5,17,31,15,73,362,12,75,0,10,43,42,7,19
KIRIBATI,Australia & Pacific Islands,Micronesia,14,5,9,4,8,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
KOSOVO,Europe,Southern Europe,177,69,108,25,84,16,0,0,10,31,4,0,0,7,0,0,2,3,17,0,1,2,0,4,9,0,1,7,1,6,1,0,1,0,10,1,1,6,11,2,0,0,0,5,0,0,1,1,0,1,36,3,4,1,5,0,2,0,0,0,23,0,2,0,1,1,3,2,0
KUWAIT,Asia,Western Asia,9973,1519,8450,373,6712,323,5,0,2065,349,116,2,17,11,0,212,7,1114,2388,341,68,43,26,734,27,0,1,20,923,55,78,126,54,14,205,69,0,93,30,84,0,3,57,102,0,20,3,25,269,0,128,577,51,353,406,0,10,11,6,347,260,52,203,0,1,86,53,214,24
KYRGYZSTAN,Asia,Central Asia,366,171,195,50,95,20,0,0,82,71,38,1,2,7,0,1,1,2,30,5,0,7,1,13,4,0,0,0,1,99,5,0,2,0,25,1,0,2,3,11,0,1,2,4,0,10,2,4,2,1,36,2,3,1,12,0,0,2,0,1,28,2,27,0,0,12,0,1,0
LAOS,Asia,South-Eastern Asia,108,44,64,34,21,4,0,0,25,5,2,0,5,12,0,1,1,0,23,0,1,1,0,9,1,0,0,1,0,4,1,3,0,3,3,0,0,3,8,3,0,0,0,2,0,0,0,0,0,0,10,2,0,2,1,0,1,0,0,4,3,3,3,0,0,10,1,0,0
LATVIA,Europe,Northern Europe,350,188,162,45,173,28,1,0,11,48,12,3,3,26,1,3,1,3,53,3,7,1,0,26,7,0,1,10,2,18,8,5,6,6,20,5,1,4,5,10,0,2,0,13,2,5,3,10,0,0,37,4,5,1,21,0,4,2,0,6,15,6,3,0,1,1,2,1,0
LEBANON,Asia,Western Asia,1567,511,1056,190,419,376,7,0,39,452,64,9,1,10,0,6,6,16,231,13,12,32,4,71,25,0,1,7,1,80,36,9,8,12,159,15,3,131,17,12,0,3,0,29,1,4,4,25,10,7,192,52,16,7,60,0,6,13,3,10,129,5,51,0,1,17,11,3,1
LESOTHO,Africa,Southern Africa,57,25,32,2,45,5,0,0,0,3,0,0,0,2,0,0,1,0,4,1,0,0,0,3,1,0,0,2,3,1,2,1,3,1,4,0,1,0,3,1,0,0,0,3,0,0,0,0,0,0,3,2,8,0,0,0,2,1,0,0,3,0,0,0,2,1,0,0,0
LIBERIA,Africa,Western Africa,248,94,154,54,77,9,0,0,3,70,8,0,2,25,0,1,2,0,6,3,3,3,4,3,20,0,1,6,0,11,3,0,10,3,7,12,1,6,18,6,0,2,0,11,1,0,3,16,0,0,4,3,1,4,26,0,1,5,2,5,11,3,9,0,3,3,2,4,0
LIBYA,Africa,Northern Africa,2026,425,1601,147,192,605,0,0,548,459,68,5,0,2,0,9,15,24,177,259,46,12,7,207,46,0,1,14,13,107,28,9,12,14,58,4,0,100,14,79,0,4,1,25,2,3,2,22,12,1,66,180,22,62,47,0,1,26,10,12,91,1,27,0,2,96,8,40,8
LIECHTENSTEIN,Europe,Western Europe,13,6,7,1,5,0,1,0,0,2,3,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITHUANIA,Europe,Northern Europe,446,209,237,47,180,39,1,0,17,57,25,1,1,78,0,2,5,5,53,7,8,2,1,41,6,0,1,4,1,41,12,4,7,0,27,10,3,10,6,10,0,1,0,14,1,3,4,10,0,1,54,6,7,0,17,0,1,8,0,9,18,2,12,0,1,4,6,1,0
LUXEMBOURG,Europe,Western Europe,107,53,53,3,43,9,1,0,2,24,12,2,0,11,0,0,0,1,22,2,0,1,0,7,0,0,0,0,1,6,0,0,0,0,10,0,1,1,1,0,0,1,0,2,0,0,0,1,1,0,27,8,0,0,3,0,1,2,0,0,5,1,0,0,0,0,2,0,0
MACAU,Asia,Eastern Asia,621,294,327,147,299,24,2,0,27,52,34,1,1,34,0,0,1,8,236,4,1,3,0,12,8,0,9,2,1,11,11,1,1,0,43,4,3,10,10,2,0,0,1,1,0,1,2,3,0,29,35,19,4,5,27,0,0,0,1,1,17,11,1,0,0,79,0,2,1
MACEDONIA,Europe,Southern Europe,311,149,162,40,134,40,1,0,37,41,9,1,1,7,0,1,4,6,34,5,5,3,2,26,3,0,0,0,0,30,4,4,2,0,23,2,1,8,6,5,0,1,0,6,2,3,1,12,0,2,44,8,7,2,12,0,5,1,0,3,11,0,6,0,2,3,2,4,0
MADAGASCAR,Africa,Eastern Africa,160,81,79,19,62,20,4,0,6,41,3,1,1,3,0,1,4,0,11,2,0,2,0,10,3,0,0,2,1,6,3,4,2,0,8,2,0,11,6,5,0,0,1,2,1,0,0,3,2,0,5,3,2,1,4,0,0,0,2,8,19,7,14,0,0,1,2,0,0
MALAWI,Africa,Eastern Africa,290,134,156,55,108,34,0,0,3,76,8,1,1,4,0,9,3,4,14,1,2,2,0,11,3,0,0,5,0,10,7,4,0,1,24,2,3,39,5,8,0,3,0,5,2,6,3,2,0,0,14,7,24,0,17,0,0,1,2,2,26,1,6,0,2,3,2,5,0
MALAYSIA,Asia,South-Eastern Asia,8026,3796,4230,542,5765,559,7,1,48,782,176,23,19,104,1,8,20,102,1199,156,55,27,5,141,78,0,22,633,15,347,347,149,36,44,370,58,11,349,319,81,1,12,25,47,18,274,37,108,7,9,601,295,208,119,478,0,38,9,6,141,258,76,85,0,9,286,259,39,8
MALDIVES,Asia,Southern Asia,60,18,41,1,23,3,26,0,0,2,3,0,0,1,0,0,0,0,4,0,2,0,0,24,0,0,0,1,0,2,1,0,0,0,1,0,1,1,2,2,0,0,0,1,0,0,0,0,0,1,4,0,1,2,1,0,0,0,0,0,7,0,0,0,2,0,0,0,0
MALI,Africa,Western Africa,594,194,400,132,202,13,0,0,145,70,7,0,1,24,0,6,1,1,10,9,2,12,28,21,18,0,1,3,3,9,5,2,5,10,15,51,0,10,12,7,0,1,1,15,1,2,3,25,1,2,107,3,14,5,37,0,4,0,1,11,69,22,14,0,1,7,3,3,1
MALTA,Europe,Southern Europe,19,7,12,3,7,2,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MARSHALL ISLANDS,Australia & Pacific Islands,Micronesia,7,2,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARTINIQUE,North America,Caribbean,8,2,6,2,1,0,0,0,2,0,1,0,0,2,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MAURITANIA,Africa,Western Africa,120,25,95,24,37,5,1,0,38,13,1,0,0,1,0,2,0,4,1,8,0,6,0,7,6,0,0,1,0,0,3,0,6,2,9,4,0,0,4,1,0,1,1,0,0,0,0,0,0,0,13,12,0,0,5,0,0,0,0,0,8,0,14,0,1,0,0,1,0
MAURITIUS,Africa,Eastern Africa,251,120,131,18,152,37,2,0,1,32,6,2,0,1,0,1,0,2,20,2,6,2,2,22,3,0,0,5,0,11,7,2,1,1,22,1,3,3,5,4,0,2,2,4,0,1,1,7,1,0,47,4,4,5,21,0,4,0,2,1,6,5,1,0,2,5,1,0,0
MAYOTTE,Africa,Eastern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEXICO,North America,Central America,18416,8313,10102,1971,6246,1503,121,3,1496,2640,613,110,1274,2439,1,52,67,607,2223,184,182,131,8,756,211,6,23,86,101,492,299,66,36,71,972,105,17,238,106,166,0,41,9,156,11,56,80,113,439,28,1176,171,153,126,331,43,130,55,11,71,6983,420,132,0,35,160,237,35,8
"MICRONESIh, FEDERATED STATES OF",Australia & Pacific Islands,Micronesia,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOLDOVA,Europe,Eastern Europe,381,225,156,87,121,43,0,0,45,65,11,1,0,8,0,3,0,3,31,6,1,5,2,10,9,0,0,6,1,45,6,4,2,9,19,7,2,5,26,11,0,5,0,18,0,0,1,7,0,1,43,12,1,3,14,0,0,6,1,5,20,4,15,0,0,9,2,1,0
MONACO,Europe,Western Europe,19,11,8,3,7,0,0,0,1,4,3,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0
MONGOLIA,Asia,Eastern Asia,2904,1740,1164,396,900,67,4,0,711,698,81,1,4,43,19,1,9,7,715,116,15,80,3,26,11,0,7,61,6,376,20,17,24,5,116,9,0,27,55,133,0,1,3,5,20,9,3,13,0,5,90,12,9,10,31,0,4,6,9,4,34,65,517,0,1,175,16,2,2
MONTENEGRO,Europe,Southern Europe,180,80,100,26,77,16,0,0,12,20,5,0,0,24,0,0,1,4,20,1,0,0,1,14,8,0,1,1,2,12,2,2,1,0,11,7,5,8,4,3,0,1,0,5,0,3,2,1,0,0,25,1,3,1,6,0,3,2,0,5,2,0,3,0,1,4,3,1,0
MONTSERRAT,North America,Caribbean,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOROCCO,Africa,Northern Africa,1790,724,1065,403,646,80,2,0,221,338,87,4,0,9,0,11,12,11,260,21,16,30,5,216,21,0,2,5,1,88,20,8,8,7,169,24,3,13,21,18,0,25,3,40,0,6,41,31,4,5,208,25,23,9,84,0,38,9,3,4,100,3,97,0,3,18,6,12,3
MOZAMBIQUE,Africa,Eastern Africa,109,45,64,13,59,14,0,0,3,12,6,2,0,0,0,0,0,1,8,1,2,0,0,7,2,0,0,0,1,3,6,3,0,0,9,1,0,4,1,4,0,1,0,0,0,1,1,1,0,0,18,1,2,2,7,0,1,0,0,1,11,0,1,0,0,2,2,3,1
NAMIBIA,Africa,Southern Africa,85,47,38,12,42,5,2,0,0,17,1,2,0,4,0,2,1,0,4,1,2,1,0,6,0,0,0,6,3,1,0,1,1,0,6,2,0,7,5,4,0,0,0,1,0,0,0,4,1,0,3,0,5,1,1,0,0,2,0,0,4,3,4,0,0,3,0,0,0
NEPAL,Asia,Southern Asia,11826,3952,7873,1200,5011,2009,7,0,97,3397,66,8,5,26,4,220,100,28,364,114,102,133,102,229,123,0,22,393,178,277,100,151,71,675,441,180,34,364,670,527,1,263,12,113,90,156,89,119,143,65,523,422,739,53,279,4,70,63,170,140,1929,114,333,0,24,100,106,57,47
NETHERLANDS,Europe,Western Europe,2429,1144,1285,332,1037,261,57,0,196,263,167,45,7,64,4,15,7,61,400,30,23,11,9,389,34,0,15,42,5,70,18,16,11,19,153,17,6,68,22,61,0,6,10,43,5,3,9,33,11,2,390,44,12,15,74,8,14,50,10,16,64,9,33,1,8,33,9,3,8
NETHERLANhS ANTILLES,North America,Caribbean,14,8,6,2,8,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0
NEW CALEDONIA,Australia & Pacific Islands,Melanesia,9,6,3,3,2,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NEW ZEALAND,Australia & Pacific Islands,Oceania,1566,707,859,99,877,175,4,0,3,244,68,26,8,62,4,10,5,19,282,12,29,12,2,65,27,0,20,16,9,55,27,17,14,16,119,19,5,29,9,34,0,8,2,51,2,11,10,38,7,5,208,40,18,26,77,0,22,11,0,14,40,25,21,0,3,34,11,19,7
NICARAGUA,North America,Central America,391,202,189,30,219,28,2,0,24,51,13,2,6,16,0,0,30,0,23,2,3,7,0,55,8,1,0,3,1,8,14,4,1,21,18,4,6,4,3,12,0,4,0,9,0,6,0,6,1,0,16,10,5,2,31,2,1,2,0,3,41,4,10,0,1,4,3,2,0
NIGER,Africa,Western Africa,165,73,92,39,74,10,0,0,20,17,2,0,0,3,0,1,29,1,4,1,0,2,1,9,11,0,0,2,1,2,5,1,1,1,5,5,0,3,5,0,0,1,0,8,0,3,1,3,2,1,13,3,10,1,11,0,0,1,1,1,9,0,3,0,1,1,0,1,0
NIGERIA,Africa,Western Africa,13081,5470,7604,1360,5311,1190,113,2,116,4149,403,41,28,368,4,212,138,76,631,87,98,272,37,741,450,0,2,131,66,573,253,197,228,303,616,709,15,327,332,227,0,113,21,238,58,52,47,233,47,9,733,331,389,29,512,1,36,124,63,306,2223,92,325,0,32,84,92,141,25
NIUE,Australia & Pacific Islands,Polynesia,4,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NORTH KOREA,Asia,Eastern Asia,24,15,9,3,12,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
NORWAY,Europe,Northern Europe,3079,1660,1419,151,1613,90,9,0,34,337,574,69,5,197,7,14,7,45,951,73,36,11,1,187,44,0,138,14,11,54,21,6,10,11,167,5,2,32,95,38,0,4,11,48,35,6,10,12,18,6,494,16,25,33,54,0,12,27,31,15,65,38,24,0,13,78,13,7,4
OMAN,Asia,Western Asia,2764,767,1997,97,2041,66,3,1,361,89,62,27,0,17,0,5,4,15,273,135,3,29,15,293,5,0,1,40,8,10,27,1,138,152,20,3,0,93,65,41,0,28,0,33,15,254,4,7,11,1,28,203,144,102,74,0,1,90,2,34,120,17,8,0,2,129,6,75,0
PAKISTAN,Asia,Southern Asia,5819,1597,4222,652,2253,753,12,1,246,1662,203,5,3,29,2,26,31,40,445,55,82,87,32,259,151,0,4,84,11,416,149,97,59,23,516,69,19,135,152,72,0,12,1,69,14,9,58,97,18,6,672,143,69,31,194,0,31,14,7,33,891,30,236,0,21,58,49,35,5
PALAU,Australia & Pacific Islands,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANAMA,North America,Central America,1854,926,927,78,1127,52,49,1,317,153,32,7,2,36,1,7,186,5,133,10,9,75,0,239,87,0,0,5,2,47,44,4,56,140,169,14,4,19,5,104,0,10,1,13,1,2,2,9,1,14,91,11,36,3,78,12,22,3,1,7,128,6,21,0,1,8,5,1,2
PAPUA NEW GUINEA,Australia & Pacific Islands,Melanesia,177,73,104,19,91,2,8,0,1,11,11,0,4,30,1,1,2,1,11,0,0,0,0,34,3,0,2,2,1,3,8,1,23,0,0,1,0,12,2,3,0,0,0,0,0,7,0,0,1,0,1,35,3,0,1,0,0,1,0,0,8,1,4,0,1,0,1,2,0
PARAGUAY,South America,South America,578,263,315,48,348,26,1,0,52,62,15,0,0,26,0,1,0,3,62,7,1,9,0,58,10,0,0,5,0,12,4,152,9,7,38,8,1,3,3,12,0,0,0,8,2,0,2,13,0,1,44,5,5,4,39,0,1,1,0,3,25,6,6,0,0,5,2,1,0
PERU,South America,South America,3003,1423,1579,313,890,406,85,0,362,749,127,18,15,38,1,11,15,21,304,38,36,49,3,378,49,0,8,13,21,130,47,41,10,16,261,46,2,62,37,30,0,13,2,70,2,8,18,72,15,9,385,25,13,17,88,79,14,14,0,27,187,153,95,0,7,28,24,8,1
PHILIPPINES,Asia,South-Eastern Asia,4456,2510,1946,640,1215,404,19,1,514,999,544,34,26,60,4,28,6,38,1455,11,41,37,7,120,39,2,41,40,8,208,41,20,9,20,181,103,4,54,17,20,16,4,4,33,6,15,3,165,9,40,958,112,15,24,80,0,18,10,2,18,162,43,55,2,6,62,33,5,2
POLAND,Europe,Eastern Europe,2517,1491,1026,315,553,271,6,0,736,305,239,11,7,74,0,12,7,10,211,17,46,21,6,87,25,0,5,13,9,568,22,12,5,8,100,16,4,76,44,29,0,5,2,26,3,5,4,222,8,1,560,33,5,12,89,0,6,5,1,13,53,11,50,0,3,14,25,5,3
PORTUGAL,Europe,Southern Europe,1057,478,579,121,376,152,13,0,64,178,95,13,3,42,0,3,0,9,208,13,10,15,4,110,20,0,6,1,5,38,30,5,6,6,96,16,1,17,5,10,0,7,3,17,0,2,5,28,4,3,126,14,10,11,33,1,11,3,1,15,39,11,23,0,2,47,5,0,2
QATAR,Asia,Western Asia,1570,89,1481,366,737,23,8,0,241,46,142,0,1,6,0,7,0,307,364,133,33,60,0,157,2,0,1,5,3,20,16,6,2,7,36,9,2,8,4,2,0,0,1,7,0,5,0,3,17,4,46,17,6,94,30,0,0,1,0,4,64,16,42,0,1,24,3,1,0
ROMANIA,Europe,Eastern Europe,1342,771,571,136,422,365,3,0,93,226,60,4,4,29,0,7,6,20,152,11,28,13,7,62,27,0,2,10,5,144,18,10,9,21,128,19,7,44,5,20,0,6,1,28,2,3,5,44,3,5,164,55,9,8,60,0,14,8,0,15,63,7,33,0,4,15,10,5,0
RUSSIA,Europe,Eastern Europe,7229,4089,3138,758,2126,1074,17,1,858,1256,479,27,61,571,41,16,22,37,1468,79,119,59,35,631,89,1,18,39,15,326,74,38,30,37,722,83,32,124,80,63,0,24,6,100,12,26,36,152,18,24,1239,106,63,49,281,3,36,34,6,38,218,74,145,0,20,126,60,32,21
RWANDA,Africa,Eastern Africa,1382,632,749,121,713,100,0,0,7,171,7,0,4,259,2,8,109,13,73,7,22,9,1,27,38,0,0,83,4,33,34,7,52,5,61,12,17,30,38,23,0,19,2,13,3,20,17,2,5,1,65,30,115,32,58,0,7,7,2,24,88,57,42,0,10,17,11,25,2
SAINT BARTHELEMY,North America,Caribbean,5,2,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAINT KITTS AhD NEVIS,North America,Caribbean,261,159,102,22,190,11,0,0,0,31,2,0,1,4,0,1,0,1,12,0,3,3,0,26,3,0,0,0,1,2,3,1,0,0,5,4,0,4,0,5,0,0,0,0,0,1,1,1,0,0,38,2,21,0,1,0,0,1,0,1,57,2,2,53,0,2,1,0,3
