Country of Citizenship,Continent,Region,# of Active Students,Male,Female,ASSOCIATE,BACHELOR'S,DOCTORATE,FLIGHT TRAINING,HIGH SCHOOL,LANGUAGE TRAINING,MASTER'S,OTHER,OTHER VOCATIONAL SCHOOL,PRIMARY,SECONDARY,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
BELIZE,North America,Central America,382,178,204,47,225,32,3,0,4,54,7,4,1,5,0,5,16,1,36,2,1,0,0,80,22,0,0,5,2,5,0,4,33,7,14,1,0,6,3,18,0,3,0,7,0,1,0,4,5,0,25,5,2,1,2,0,1,2,1,2,41,3,2,1,0,7,6,0,0
BENIN,Africa,Western Africa,339,212,127,106,102,17,0,0,57,45,7,0,0,5,0,7,3,1,12,1,1,5,0,7,11,0,0,7,1,33,5,5,2,3,18,10,2,5,12,8,0,0,0,10,3,27,1,8,0,0,44,4,7,3,21,0,0,1,1,0,36,0,8,0,0,2,2,2,0
BERMUDA,North America,Northern America,568,279,289,58,328,9,0,0,0,36,9,8,12,108,0,43,0,2,13,4,22,5,2,105,48,0,0,1,2,4,3,1,1,1,44,6,24,5,2,3,0,2,0,22,0,10,3,10,0,1,31,7,2,0,24,0,38,16,0,13,11,5,10,0,15,0,0,6,1
BHUTAN,Asia,Southern Asia,167,84,82,18,111,2,6,0,1,22,1,1,0,5,0,0,1,1,13,0,0,1,0,7,1,0,2,2,0,5,1,0,0,0,16,0,1,1,2,5,0,0,2,2,0,0,1,0,0,0,26,8,1,2,19,0,3,0,0,0,34,1,2,0,3,4,0,0,0
BOLIVIA,South America,South America,1286,633,653,177,668,64,9,0,148,146,41,5,5,23,0,7,128,10,81,12,6,34,0,185,29,0,0,11,8,31,38,25,10,23,62,19,2,9,16,35,0,4,1,21,1,3,0,11,10,0,69,27,26,5,33,7,2,7,3,7,131,51,70,0,3,5,5,3,0
BOSNIA AND HERZEGOVINA,Europe,Southern Europe,370,159,211,44,218,27,0,0,19,39,9,3,0,11,0,3,4,2,15,1,8,3,2,38,4,0,0,11,1,39,6,1,4,4,21,12,4,4,3,10,0,0,0,18,1,1,3,13,1,1,41,5,23,3,12,0,2,6,0,1,10,0,13,0,11,3,1,1,0
BOTSWANA,Africa,Southern Africa,204,97,107,15,105,27,0,0,2,43,3,5,0,4,0,1,2,1,19,1,4,5,0,12,1,0,0,6,1,5,3,1,3,1,18,4,1,12,1,4,0,1,0,2,0,1,1,5,2,0,16,19,10,1,7,0,6,0,3,3,13,0,5,0,2,1,0,0,0
BRAZIL,South America,South America,21979,10876,11101,2687,5681,1305,38,0,6537,3053,1413,117,113,1035,1,99,81,101,3830,165,231,171,33,4841,442,0,51,181,96,1244,236,244,114,100,1375,184,23,316,156,374,0,74,40,335,20,74,47,759,49,81,2189,228,159,139,483,15,44,128,26,172,923,613,323,0,22,117,113,97,21
BRITISH VIRGIN ISLANDS,North America,Caribbean,115,51,64,19,73,1,0,0,0,10,0,1,2,9,0,2,1,1,1,1,0,0,1,29,10,0,0,2,0,0,0,0,0,0,2,2,0,1,1,11,0,1,0,1,0,0,0,2,0,0,11,1,1,0,4,3,13,1,0,2,7,0,1,2,0,0,0,0,0
BRUNEI,Asia,South-Eastern Asia,49,26,23,3,35,3,0,0,0,4,3,1,0,0,0,0,0,2,10,1,0,2,0,3,1,0,0,0,0,3,1,0,0,1,2,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,11,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
BULGARIA,Europe,Eastern Europe,1071,473,598,115,401,206,1,0,82,181,52,7,0,26,2,5,2,7,120,14,24,6,13,51,17,0,6,9,1,137,10,2,2,10,122,28,6,17,10,22,0,4,3,14,0,1,2,32,3,10,154,18,8,3,59,0,10,12,0,7,28,7,28,0,2,14,5,1,3
BURKINA FASO,Africa,Western Africa,904,596,308,298,212,30,0,0,268,77,13,0,0,6,0,3,4,1,11,2,2,10,2,37,71,0,0,7,1,8,7,7,3,2,16,37,0,3,39,2,0,0,1,6,3,36,2,42,3,1,250,25,6,2,33,0,0,1,8,7,135,2,28,0,1,6,29,2,0
BURMA,Asia,South-Eastern Asia,1594,878,716,316,859,90,4,0,47,167,89,0,1,21,0,11,6,11,442,9,13,10,0,76,16,0,5,23,2,63,26,8,22,6,145,31,1,23,19,41,0,1,1,9,2,1,13,16,3,6,182,29,15,32,64,0,10,7,1,12,36,1,46,0,7,66,22,2,1
BURUNDI,Africa,Eastern Africa,163,83,80,20,115,6,0,0,3,14,2,0,0,3,0,1,2,4,11,2,1,1,0,2,5,0,0,10,2,5,5,2,4,1,10,4,1,1,25,0,0,0,0,4,1,0,1,1,0,0,14,0,9,0,13,0,0,1,0,1,10,4,1,0,1,1,2,0,0
CAMBODIA,Asia,South-Eastern Asia,702,384,318,213,253,21,6,0,27,84,16,1,8,73,0,1,1,5,215,8,2,3,0,11,7,0,4,25,2,10,8,2,7,2,69,10,2,9,23,2,0,1,1,14,1,0,1,8,2,3,31,12,8,15,33,0,9,3,1,6,40,10,19,0,3,52,1,0,0
CAMEROON,Africa,Central Africa,1684,845,839,400,561,171,1,0,104,367,48,1,2,29,0,16,25,10,77,12,7,33,11,51,73,0,6,22,7,50,10,19,10,43,66,106,4,26,68,19,0,19,2,21,11,10,1,26,27,4,80,37,194,5,49,0,4,8,3,14,274,15,49,0,2,20,18,17,3
CANADA,North America,Northern America,30107,15073,15026,1649,13691,5791,27,1,64,4821,2425,338,123,1177,62,170,67,386,3906,235,578,309,30,1161,382,2,120,285,250,1259,400,169,149,137,2551,355,275,2220,416,415,0,66,165,425,454,110,269,518,73,70,5632,526,229,426,1319,38,280,155,60,333,856,332,369,3,181,433,272,156,67
CAPE VERDE,Africa,Western Africa,98,51,47,21,39,2,1,0,18,13,1,2,0,1,0,0,0,0,1,0,2,0,0,5,0,0,0,0,0,14,0,0,0,0,48,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,4,6,0,0,1,0,3,0,0,1,2,2,0,0,1,0,0,0,1
CAYMAN ISLANDS,North America,Caribbean,223,93,130,21,155,3,2,0,0,15,0,3,1,23,0,2,0,0,5,0,1,1,0,107,19,0,0,1,0,4,3,5,0,1,3,2,0,7,0,3,0,0,0,4,0,1,0,0,2,1,12,3,4,0,6,0,2,5,0,2,9,0,6,0,1,0,1,0,0
CENTRAL AFRICAN REPUBLIC,Africa,Central Africa,28,18,10,6,9,0,0,0,9,3,0,0,1,0,0,0,0,0,2,1,0,3,0,1,2,0,0,0,0,0,2,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,0
CHAD,Africa,Central Africa,67,43,24,16,18,3,1,0,11,10,5,0,0,3,0,2,2,1,5,1,0,2,0,4,4,0,0,1,1,0,0,0,2,0,2,3,0,1,0,0,0,0,1,0,0,1,0,2,0,0,8,0,0,2,1,0,0,0,0,1,19,0,1,0,0,0,0,0,0
CHILE,South America,South America,2546,1576,970,160,537,398,11,0,626,579,140,9,17,69,0,20,13,21,473,28,15,22,1,167,36,3,21,12,33,109,39,18,14,11,224,32,7,31,23,73,0,7,5,50,6,2,2,22,5,4,390,32,7,19,72,5,13,20,2,25,113,178,35,0,3,33,40,7,3
CHINA,Asia,China,370765,192586,178078,15589,133616,49060,2520,3,13339,110070,9068,195,2160,35145,37,3150,920,7779,70567,3814,5426,4333,2551,9509,7102,21,528,5015,388,17173,10097,2622,1395,1593,24168,6630,1041,11965,4821,6582,198,492,187,5707,521,2073,1565,9689,501,919,46322,14594,2264,5838,21889,21,2037,1850,210,2244,14909,2051,7053,0,973,11070,5580,605,176
CHRISTMAS ISLAND,Australia&Pacific Islands,Oceania,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,South America,South America,10557,5100,5455,1174,2749,1222,184,3,2619,1956,364,52,35,199,2,60,28,68,851,134,117,162,43,1793,411,1,14,90,33,456,166,65,36,148,751,154,11,84,114,138,0,55,9,149,3,88,17,315,30,23,1537,128,106,49,233,284,23,77,9,82,759,201,221,0,7,87,77,52,6
COMOROS,Africa,Eastern Africa,6,2,4,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONGO (BRAZZAVILLE),Africa,Central Africa,277,145,132,107,94,1,0,0,39,30,3,0,0,3,0,1,0,3,15,9,2,8,2,13,5,0,0,8,1,6,3,2,1,1,13,8,0,7,10,6,0,0,0,18,2,5,0,10,0,0,38,0,5,1,9,0,0,0,1,3,49,2,2,0,1,4,1,1,1
CONGO (KINSHASA),Africa,Central Africa,1581,874,707,553,572,26,7,0,228,108,23,2,5,57,0,8,32,12,79,15,7,23,3,55,79,0,0,32,7,70,59,19,36,6,45,53,7,24,55,20,0,2,1,80,7,15,8,11,1,1,31,46,15,21,48,0,0,0,19,16,228,56,60,0,5,78,36,43,7
COSTA RICA,North America,Central America,1151,640,511,73,529,196,4,0,35,222,35,8,3,46,0,8,23,11,122,22,8,30,0,110,63,0,1,16,7,43,31,16,7,17,97,15,1,19,22,23,0,2,3,33,1,2,2,19,3,6,95,17,6,10,45,6,6,18,2,25,60,11,38,0,3,7,12,4,3
COTE D'IVOIRE,Africa,Western Africa,1616,840,775,368,746,35,0,0,177,234,26,1,9,20,0,33,101,4,101,11,2,24,9,27,94,1,0,5,2,14,49,16,16,22,48,38,5,11,100,19,0,1,0,26,6,29,3,40,3,0,80,16,105,8,32,0,1,1,1,18,396,15,45,0,0,14,19,3,2
CROATIA,Europe,Southern Europe,640,333,307,59,343,74,0,0,19,100,24,2,0,19,0,10,8,6,71,7,12,6,1,28,9,1,2,5,1,30,13,14,5,8,45,11,4,4,6,10,0,8,1,22,3,5,4,13,3,3,76,11,22,0,24,1,5,8,4,8,52,5,17,0,3,8,7,8,2
CUBA,North America,Caribbean,48,25,23,0,9,16,0,0,1,17,4,0,0,1,0,1,0,0,2,0,0,1,0,4,0,0,0,0,0,1,1,1,0,3,3,1,0,1,1,0,0,2,1,3,0,0,0,0,0,0,7,0,1,1,1,3,0,0,0,0,4,0,1,0,0,2,1,1,0
CURACAO,North America,Caribbean,192,134,58,88,51,0,1,0,1,5,0,0,0,46,0,0,1,0,3,0,0,0,0,96,7,0,0,7,1,1,0,4,0,1,1,2,0,0,3,17,0,1,0,1,0,2,0,0,1,1,30,1,3,0,0,2,0,0,1,0,2,0,0,0,0,0,1,2,0
CYPRUS,Asia,Western Asia,387,232,155,23,196,71,0,0,6,72,14,1,0,4,0,5,0,4,52,2,6,10,0,20,6,0,0,4,1,18,13,2,1,2,39,10,1,4,6,2,0,0,1,5,0,0,0,12,0,1,100,13,0,4,16,0,5,3,0,4,10,0,2,0,0,1,2,0,0
CZECH REPUBLIC,Europe,Eastern Europe,931,456,475,117,378,99,4,0,61,114,45,8,18,87,2,9,2,7,121,11,22,4,1,102,21,0,14,10,3,51,9,21,7,5,57,9,18,31,8,11,0,4,3,18,6,8,13,19,2,4,107,18,6,4,30,0,5,16,4,8,24,9,21,0,11,16,17,1,1
DENMARK,Europe,Northern Europe,1015,501,514,80,454,84,1,0,49,138,150,22,1,36,2,12,12,7,275,14,13,9,2,67,31,0,17,8,0,30,12,5,11,4,56,5,6,13,10,21,0,3,3,17,0,4,3,9,8,1,163,12,10,10,23,0,3,13,2,6,20,15,7,2,6,14,13,5,1
DJIBOUTI,Africa,Eastern Africa,7,3,4,1,1,1,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOMINICA,North America,Caribbean,393,121,272,24,277,21,2,0,0,56,3,0,0,10,0,2,14,0,3,0,6,1,1,35,5,0,0,1,0,3,0,3,0,72,3,9,0,4,5,1,0,2,0,7,1,0,0,4,0,0,56,4,4,1,4,0,0,1,0,1,122,0,5,11,0,1,1,0,0
DOMINICAN REPUBLIC,North America,Caribbean,1715,926,789,294,771,57,2,0,209,239,53,8,5,77,1,9,7,9,31,8,11,32,2,332,63,0,4,28,4,52,21,10,13,13,168,6,1,26,3,10,0,3,0,17,2,8,1,42,4,0,389,16,16,3,64,112,27,12,1,17,56,33,11,1,4,2,8,2,0
ECUADOR,South America,South America,3460,1889,1569,330,1589,270,60,0,392,574,180,10,2,53,1,12,6,27,272,21,27,57,7,598,113,0,7,49,13,193,181,24,21,53,249,29,4,32,45,58,0,11,2,53,2,15,3,80,30,6,403,38,22,15,144,23,33,13,8,25,195,88,75,0,5,32,25,14,1
EGYPT,Africa,Northern Africa,3559,2740,819,308,1260,963,60,0,171,586,125,5,5,76,1,32,15,65,427,37,57,40,3,284,77,0,2,90,7,123,101,32,33,37,218,66,8,92,80,50,0,13,4,59,14,29,10,69,15,11,429,138,21,23,156,0,7,6,20,21,269,22,131,0,8,41,38,16,12
EL SALVADOR,North America,Central America,1295,670,625,166,665,57,3,1,127,128,117,4,6,21,0,6,37,5,149,7,4,46,1,151,49,0,1,18,7,40,27,6,10,33,65,26,1,16,19,14,0,2,0,27,0,2,2,16,6,3,81,14,12,8,46,11,17,12,2,10,185,31,52,0,3,10,4,1,0
EQUATORIAL GUINEA,Africa,Central Africa,437,213,224,188,144,0,2,0,79,12,1,0,8,3,0,14,1,2,14,0,0,8,0,5,23,0,0,0,0,5,0,0,1,2,3,4,0,4,0,13,0,0,0,4,0,0,0,0,4,0,10,1,1,0,11,0,0,4,0,0,250,1,18,0,0,34,0,0,0
ERITREA,Africa,Eastern Africa,122,86,36,8,27,26,0,0,3,57,0,0,0,1,0,2,0,1,6,0,2,1,1,16,0,0,0,11,0,7,0,1,3,0,1,8,0,5,0,1,0,0,1,0,0,3,0,2,3,1,7,8,1,2,2,0,1,0,0,2,7,1,2,0,0,3,0,5,5
ESTONIA,Europe,Northern Europe,171,79,92,16,82,23,0,0,5,34,7,0,0,4,1,1,0,2,36,2,6,1,0,24,7,0,0,0,0,4,1,1,2,2,13,2,2,2,1,3,0,2,1,3,0,0,2,1,0,0,16,0,1,1,5,0,0,3,1,2,8,0,5,0,1,3,0,1,2
ETHIOPIA,Africa,Eastern Africa,2192,1198,994,224,1039,294,0,1,30,392,19,2,7,184,1,9,16,25,115,23,27,32,2,44,48,0,0,164,8,46,68,21,80,8,133,60,9,53,209,30,0,57,2,49,10,35,22,16,11,5,154,62,39,20,81,0,3,28,57,37,112,13,71,0,2,39,22,12,2
FAROE ISLANDS,Europe,Northern Europe,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
FIJI,Australia&Pacific Islands,Melanesia,64,27,37,21,25,6,1,0,0,8,1,1,0,1,0,0,2,0,16,0,2,1,0,5,2,0,2,2,0,2,0,1,0,0,1,3,0,0,1,2,0,0,0,0,0,0,0,0,2,0,4,0,0,3,2,0,0,0,0,1,2,5,0,0,0,2,0,1,0
FINLAND,Europe,Northern Europe,786,384,401,79,378,49,1,0,14,93,48,16,8,100,3,8,2,14,120,13,15,7,1,62,19,0,15,9,5,9,3,5,4,4,46,7,7,17,26,15,0,1,3,13,6,2,16,8,8,2,102,13,4,6,25,2,4,12,5,15,30,9,33,0,10,4,15,1,1
FRANCE,Europe,Western Europe,9118,4946,4169,796,2846,905,60,1,1093,2078,943,96,31,269,2,68,27,122,2164,64,92,119,24,651,233,0,54,50,14,334,68,64,37,72,696,81,23,102,63,135,0,35,14,403,1,19,20,154,31,21,1740,93,56,53,262,13,29,74,4,31,329,72,93,0,32,106,41,30,3
FRENCH GUIANA,South America,South America,4,2,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,Australia&Pacific Islands,Polynesia,21,14,7,3,10,2,0,0,2,2,0,0,0,2,0,0,0,0,4,0,0,0,0,1,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
GABON,Africa,Central Africa,480,227,253,172,146,9,3,0,92,49,6,0,2,1,0,0,7,0,22,8,4,18,4,13,20,0,0,5,1,13,9,1,0,10,19,31,0,6,4,9,0,0,0,5,0,8,0,2,1,1,37,6,21,4,7,0,1,1,2,2,168,1,2,0,0,3,2,2,0
"GAMBIA, THE",Africa,Western Africa,334,176,158,93,158,10,0,0,4,61,6,0,0,2,0,0,5,2,6,2,3,2,1,16,11,0,0,9,1,9,2,8,6,0,4,15,0,17,28,16,0,6,0,13,2,6,0,3,0,0,18,17,5,2,3,0,0,1,3,3,64,0,8,0,1,9,4,3,0
GAZA STRIP,Asia,Western Asia,143,116,27,33,41,28,0,0,11,25,3,0,0,2,0,1,1,2,18,1,1,2,0,9,6,0,0,3,0,8,1,1,1,2,4,1,0,11,1,2,0,1,0,3,3,0,1,3,0,0,15,5,0,5,6,0,0,1,1,0,7,6,7,0,0,1,2,0,0
GEORGIA,Asia,Western Asia,578,307,271,39,303,55,1,0,28,106,21,0,0,25,0,4,2,3,32,5,11,14,1,17,20,0,1,7,1,23,17,3,1,1,89,14,5,8,8,11,0,5,1,5,0,2,3,12,3,0,141,10,0,0,38,0,4,3,0,1,15,4,17,0,2,3,7,3,1
GERMANY,Europe,Western Europe,8305,4385,3918,493,2856,1264,120,0,435,1437,663,191,33,812,22,106,31,101,1732,97,144,86,17,645,191,0,118,69,23,263,110,53,56,55,644,88,32,179,60,155,0,29,18,216,14,20,47,146,41,31,1017,124,40,77,281,10,51,130,18,116,285,75,133,0,30,90,145,33,11
GHANA,Africa,Western Africa,3198,1997,1201,139,1211,723,5,0,4,999,39,3,3,72,2,39,31,34,88,19,65,43,16,139,75,0,1,42,41,151,84,31,33,32,180,74,10,164,87,101,0,42,12,120,24,21,33,42,31,9,208,262,64,11,169,0,14,31,60,85,165,28,82,0,10,17,46,21,9
GIBRALTAR,Europe,Southern Europe,4,4,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,Europe,Southern Europe,2232,1301,931,85,772,807,2,0,34,448,65,2,2,15,1,7,7,6,308,8,46,42,12,70,43,0,3,10,1,116,32,6,6,16,362,55,4,54,37,21,0,5,2,41,1,11,5,79,4,9,421,41,9,5,121,0,26,9,1,17,77,5,30,0,7,13,14,4,2
GREENLAND,North America,Northern America,6,0,6,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRENADA,North America,Caribbean,225,99,126,30,125,14,0,0,1,49,1,1,1,3,0,1,3,3,3,0,1,8,0,17,3,0,1,0,1,10,2,6,0,1,1,1,0,2,2,3,0,2,0,1,0,1,1,4,1,0,52,3,7,0,2,1,0,0,0,2,72,0,2,1,0,0,3,1,0
GUADELOUPE,North America,Caribbean,9,5,4,2,1,0,0,0,3,1,0,0,0,2,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUATEMALA,North America,Central America,1236,696,539,126,692,83,11,0,46,172,31,10,4,61,1,7,37,12,116,19,11,17,2,150,56,0,2,6,12,41,41,2,8,34,101,6,5,23,15,14,0,6,6,21,1,3,4,17,3,1,80,20,12,5,40,10,14,9,1,21,122,51,26,0,4,9,9,1,2
