Country of Citizenship,Continent,Region,# of Active Students,Male,Female,ASSOCIATE,BACHELOR'S,DOCTORATE,FLIGHT TRAINING,HIGH SCHOOL,LANGUAGE TRAINING,MASTER'S,OTHER,OTHER VOCATIONAL SCHOOL,PRIMARY,SECONDARY,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
GUERNSEY,Europe,Northern Europe,4,2,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUINEA,Africa,Western Africa,138,88,50,42,31,0,0,0,44,10,3,0,1,7,0,1,1,0,6,0,1,2,0,3,5,0,0,1,0,2,0,2,1,0,11,3,0,3,8,2,0,0,0,2,0,0,0,0,0,0,48,0,0,3,7,0,0,0,0,0,10,1,8,0,0,7,0,0,0
GUINEA-BISSAU,Africa,Western Africa,10,6,4,3,4,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUYANA,South America,South America,325,124,201,92,140,35,6,0,2,38,6,0,2,4,0,3,6,0,8,0,7,11,1,56,5,0,0,1,1,0,3,0,0,1,9,7,1,2,1,3,0,1,0,1,0,0,0,12,1,0,147,9,0,0,7,0,0,2,0,3,10,0,1,0,1,0,0,3,1
HAITI,North America,Caribbean,1025,620,404,305,418,29,0,0,96,91,9,4,18,55,0,4,9,6,18,3,11,5,1,239,19,1,0,25,6,19,17,16,34,10,55,9,4,12,17,14,0,4,2,29,2,3,2,24,0,1,161,13,13,8,28,36,3,10,1,13,34,9,34,0,9,11,13,7,1
HONDURAS,North America,Central America,2205,1031,1174,320,1271,103,0,0,152,261,43,4,9,42,0,20,55,3,70,17,18,29,8,354,123,0,2,29,16,62,35,13,16,141,97,19,2,41,21,82,0,40,1,39,7,4,5,17,8,4,110,33,25,6,71,21,13,17,11,35,328,57,44,0,6,13,12,1,4
HONG KONG,Asia,Eastern Asia,7798,4396,3402,1372,4075,497,10,0,176,761,301,24,50,532,0,11,6,80,2590,21,109,41,7,146,161,2,110,45,49,232,142,22,21,3,512,85,13,156,109,49,1,3,4,60,5,13,24,89,5,40,714,101,14,93,267,0,41,21,9,13,183,147,56,0,16,1098,53,6,0
HUNGARY,Europe,Eastern Europe,809,398,411,60,331,137,2,0,49,126,37,5,6,56,1,11,2,16,121,7,7,5,1,70,10,1,6,6,7,29,9,5,2,5,57,11,9,16,10,22,0,2,1,16,2,4,9,8,4,8,139,16,10,12,33,0,3,4,0,7,33,5,19,0,3,8,12,2,3
ICELAND,Europe,Northern Europe,428,210,218,37,207,51,1,1,2,82,35,4,2,6,2,13,0,2,79,5,1,0,1,44,23,0,2,3,0,9,5,6,1,5,26,4,0,5,4,4,0,1,0,23,0,0,2,3,0,0,85,3,3,3,6,0,4,11,0,6,10,2,4,0,7,7,2,1,1
INDIA,Asia,Southern Asia,209347,142513,66798,2693,19484,18211,316,5,1452,164727,2122,114,24,197,44,1525,2089,4140,32231,1935,4183,911,2876,6783,3843,1,19,1166,131,13685,6164,1406,2383,1034,9516,2564,94,7090,1827,7918,0,663,56,4662,277,1000,1975,6176,393,152,19946,8135,1864,739,9041,17,490,972,343,970,24865,962,6706,2,52,1321,1453,471,85
INDONESIA,Asia,South-Eastern Asia,8715,4747,3965,1420,4789,386,94,0,194,1241,381,20,14,176,3,18,10,100,2988,104,27,75,8,197,129,0,19,97,10,306,300,51,30,23,616,65,14,192,102,35,1,4,13,46,5,20,18,37,10,21,589,116,46,278,203,0,25,6,10,38,346,23,77,0,12,1179,63,10,0
IRAN,Asia,Southern Asia,12549,7648,4900,247,627,8757,4,0,125,2568,174,4,0,43,3,117,75,272,1525,181,104,97,58,672,285,0,22,181,34,618,225,171,143,179,652,202,24,442,128,168,0,89,43,318,61,102,60,195,163,111,770,498,177,171,505,1,47,136,22,158,1276,157,383,0,17,221,183,81,26
IRAQ,Asia,Western Asia,585,449,136,79,124,172,11,0,44,132,20,0,0,3,0,7,17,6,66,8,14,7,0,32,2,0,2,13,0,37,18,8,11,1,12,6,2,61,7,22,0,2,1,13,1,5,5,2,3,0,21,23,15,8,16,0,0,1,3,5,51,3,29,0,1,11,3,4,0
IRELAND,Europe,Northern Europe,1073,681,392,94,462,135,5,0,0,265,72,14,3,23,2,8,5,5,102,13,36,11,5,53,44,1,1,10,1,37,53,17,7,14,85,9,4,17,7,15,0,9,4,41,3,9,2,30,5,3,171,19,15,5,52,1,10,10,2,21,47,4,23,0,0,6,11,7,1
ISLE OF MAN,Europe,Northern Europe,6,5,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ISRAEL,Asia,Western Asia,2429,1603,825,188,980,395,9,0,131,516,159,15,6,30,0,5,2,19,364,21,32,20,2,139,31,0,5,7,0,94,19,5,8,7,222,30,3,40,14,10,0,4,0,36,0,3,8,57,7,9,933,32,9,16,85,0,6,8,1,9,50,8,9,0,0,15,19,5,1
ITALY,Europe,Southern Europe,6372,3569,2801,529,1887,1181,47,0,621,1070,489,56,32,460,8,17,12,78,1209,54,94,90,10,624,102,2,25,31,18,254,82,32,10,21,665,56,17,99,46,83,0,11,7,131,3,13,26,128,12,11,1302,67,25,30,194,10,64,40,8,39,185,69,79,0,15,72,67,21,4
JAMAICA,North America,Caribbean,3356,1359,1997,659,1666,296,11,0,6,561,49,22,8,78,3,47,25,14,85,21,60,139,21,632,102,0,4,34,4,41,42,51,26,62,116,108,26,88,31,80,0,33,1,60,20,17,16,100,31,2,572,65,20,6,98,6,14,46,12,63,192,11,59,4,3,10,16,14,3
JAPAN,Asia,Eastern Asia,24353,11025,13324,4152,6171,910,282,2,7145,2243,1836,197,87,1328,11,75,177,353,7786,156,158,125,18,431,151,13,1539,161,42,475,205,158,131,27,1271,113,39,291,282,272,15,41,41,181,112,177,65,139,22,183,3823,367,122,709,459,0,74,71,27,140,401,213,164,0,77,1957,218,64,31
JERSEY,Europe,Northern Europe,12,8,4,1,8,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
JORDAN,Asia,Western Asia,3035,2363,671,451,711,662,7,0,480,639,68,3,1,13,1,31,18,28,443,26,30,45,4,187,20,0,1,48,8,310,55,29,39,28,126,24,4,130,33,38,0,22,2,73,9,13,14,78,35,2,200,159,30,17,102,0,10,14,14,27,261,36,101,0,1,44,54,9,2
KAZAKHSTAN,Asia,Central Asia,2418,1186,1232,364,779,126,6,0,424,462,107,5,18,127,1,3,27,17,486,49,15,38,4,129,22,0,4,12,3,121,35,6,9,8,242,12,8,22,21,18,0,14,1,26,1,1,6,21,5,4,390,26,18,18,84,0,6,0,6,9,270,12,56,0,6,95,18,8,5
KENYA,Africa,Eastern Africa,3549,1820,1727,587,1666,366,14,0,16,764,71,1,2,62,10,56,23,22,208,19,49,30,30,152,79,0,3,71,11,93,80,112,52,61,233,85,6,115,120,128,0,28,5,101,10,32,23,59,26,3,238,101,87,20,201,7,13,32,8,82,368,13,96,0,11,59,48,16,14
KIRIBATI,Australia&Pacific Islands,Micronesia,13,9,4,4,7,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
KOSOVO,Europe,Southern Europe,182,100,82,18,93,16,0,0,18,30,1,0,0,6,0,0,1,4,11,0,0,0,0,8,12,0,0,7,1,5,2,0,1,1,15,3,3,6,10,1,0,0,0,5,1,0,0,2,0,1,44,4,2,0,5,0,2,0,0,1,16,2,2,0,0,1,2,1,0
KUWAIT,Asia,Western Asia,10599,8875,1719,373,7847,343,5,0,1540,380,95,2,4,10,0,609,13,1308,2304,370,75,42,38,770,21,0,1,20,436,67,70,124,84,19,188,337,0,92,54,88,0,8,72,83,0,24,3,17,276,1,134,562,63,287,545,0,8,4,12,212,347,26,225,0,1,67,31,429,32
KYRGYZSTAN,Asia,Central Asia,299,168,131,58,87,17,0,0,41,58,26,1,2,9,0,3,1,1,27,6,0,3,2,9,3,0,0,0,1,56,3,0,2,1,20,1,0,0,3,6,0,0,2,4,0,12,2,1,2,2,36,4,3,2,7,0,0,2,0,1,33,3,27,0,0,7,0,1,0
LAOS,Asia,South-Eastern Asia,127,68,59,35,28,2,0,0,34,3,3,0,1,21,0,0,1,0,29,0,1,2,0,8,2,0,1,1,0,3,0,3,1,2,3,0,0,1,10,3,0,0,0,7,0,0,1,0,0,0,3,1,1,3,1,0,1,0,1,3,7,5,5,0,0,15,2,0,0
LATVIA,Europe,Northern Europe,338,162,176,44,175,31,0,0,8,41,6,1,4,28,1,3,2,3,48,3,5,5,0,25,8,0,1,6,1,12,6,3,6,4,20,8,3,2,4,12,0,2,0,12,2,4,3,10,0,1,45,3,3,1,17,0,4,2,0,3,12,8,7,0,2,1,5,0,0
LEBANON,Asia,Western Asia,1528,1033,495,174,452,370,6,0,15,451,44,10,1,5,1,6,6,13,196,10,12,30,5,82,36,0,0,9,1,78,35,10,4,9,149,13,2,127,16,7,0,2,1,31,2,3,4,24,10,6,208,51,12,8,62,0,6,14,4,10,118,6,47,0,3,22,13,3,1
LESOTHO,Africa,Southern Africa,51,31,20,5,37,3,0,0,0,3,0,1,0,2,0,0,1,0,2,0,0,0,0,3,2,0,0,3,2,1,0,1,2,0,2,0,1,2,4,2,0,0,0,3,0,0,0,0,1,0,3,2,6,0,1,0,2,1,0,0,2,0,0,0,1,1,0,0,0
LIBERIA,Africa,Western Africa,276,174,102,74,76,12,0,0,0,71,10,1,3,29,0,0,1,2,9,1,1,1,3,3,17,0,1,3,2,7,7,2,11,4,8,22,0,4,25,5,0,4,0,10,3,1,4,15,0,0,13,6,1,3,22,0,1,5,2,10,10,2,12,0,4,3,2,4,0
LIBYA,Africa,Northern Africa,1600,1281,319,136,183,562,0,0,251,420,46,1,1,0,0,8,16,20,141,205,30,9,0,143,21,0,1,12,12,86,23,9,6,15,39,2,0,86,12,60,0,3,1,17,3,3,0,24,9,0,39,166,17,49,45,0,0,20,10,7,71,2,23,0,1,85,7,35,7
LIECHTENSTEIN,Europe,Western Europe,10,3,7,1,5,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITHUANIA,Europe,Northern Europe,453,243,210,42,199,45,1,0,18,50,22,3,1,72,0,4,4,5,52,7,11,3,1,38,5,0,2,2,0,43,8,3,5,0,29,4,5,11,4,10,0,3,0,14,1,5,6,11,0,1,53,7,5,0,16,0,3,5,0,11,21,5,14,0,2,5,7,2,0
LUXEMBOURG,Europe,Western Europe,92,51,40,4,36,6,0,0,2,29,10,0,0,5,0,1,0,0,22,2,2,2,0,3,0,0,1,1,0,3,1,0,0,0,10,0,1,1,0,0,0,0,0,3,0,0,0,2,2,0,18,5,0,0,3,0,1,2,0,0,2,2,1,0,0,0,1,0,0
MACAU,Asia,Eastern Asia,582,305,277,99,321,26,1,0,20,50,37,0,1,27,0,0,1,11,214,2,2,3,0,10,10,0,4,2,1,14,17,0,2,2,45,5,2,12,13,3,0,0,1,1,0,2,2,3,0,27,34,16,4,4,28,0,1,0,1,0,16,5,3,0,0,55,2,2,0
MACEDONIA,Europe,Southern Europe,288,143,145,42,132,40,0,0,22,33,10,1,0,8,0,0,2,8,26,4,4,2,2,22,3,0,0,0,0,24,5,3,3,1,23,2,1,11,3,2,0,1,0,7,2,2,1,13,0,1,45,7,4,1,14,0,6,2,1,4,11,3,3,0,2,4,1,2,0
MADAGASCAR,Africa,Eastern Africa,154,69,85,25,62,15,1,0,9,30,5,0,1,6,0,0,2,0,13,1,0,0,0,5,3,0,0,2,0,8,2,7,2,0,8,3,0,8,7,2,0,0,0,1,3,1,1,2,2,0,8,2,2,1,4,0,0,0,3,7,16,8,15,0,0,3,2,0,0
MALAWI,Africa,Eastern Africa,309,167,142,70,106,32,1,0,5,88,4,0,1,2,0,8,4,4,17,3,0,5,1,15,2,0,0,7,1,9,12,9,1,2,15,4,3,36,3,8,0,2,0,5,4,5,3,3,2,0,15,9,23,1,14,0,0,1,3,3,25,0,8,0,3,3,4,4,0
MALAYSIA,Asia,South-Eastern Asia,8235,4385,3849,517,6028,530,13,0,50,794,168,27,16,92,1,9,26,119,1219,212,57,24,4,146,86,0,15,648,19,331,365,169,44,45,376,50,4,318,333,79,1,11,29,49,14,315,25,107,8,8,570,385,205,130,455,0,29,13,7,121,261,79,79,0,4,308,277,39,6
MALDIVES,Asia,Southern Asia,35,20,15,1,25,2,4,0,0,2,0,0,0,1,0,0,0,0,5,0,1,0,0,4,1,0,0,1,0,1,1,0,0,0,1,0,1,1,2,3,0,0,0,1,0,0,0,0,0,0,2,0,2,3,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0
MALI,Africa,Western Africa,522,345,177,139,157,12,0,0,122,62,5,0,2,23,0,5,1,3,13,3,1,12,14,18,11,0,1,2,1,11,5,5,0,7,18,39,0,6,16,5,0,0,1,11,1,1,4,29,1,1,92,8,9,3,33,0,2,1,0,9,70,15,18,1,1,5,3,5,1
MALTA,Europe,Southern Europe,19,12,7,0,11,3,0,0,0,3,2,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
MARSHALL ISLANDS,Australia&Pacific Islands,Micronesia,5,4,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARTINIQUE,North America,Caribbean,8,5,3,1,2,0,0,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MAURITANIA,Africa,Western Africa,104,84,20,43,30,6,1,0,7,14,3,0,0,0,0,0,0,5,1,6,0,4,0,4,4,0,0,2,0,1,2,1,3,3,9,2,0,0,4,0,0,0,1,0,0,1,0,0,0,0,10,12,0,0,7,0,0,0,0,0,7,0,12,0,1,0,0,2,0
MAURITIUS,Africa,Eastern Africa,273,137,136,13,186,38,0,0,1,24,9,1,0,1,0,1,0,0,22,0,3,1,1,24,2,0,0,5,3,15,5,4,2,0,23,0,2,5,7,1,0,1,2,5,0,1,2,6,1,0,58,6,4,4,29,0,3,1,2,1,9,2,2,0,2,4,2,0,0
MAYOTTE,Africa,Eastern Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEXICO,North America,Central America,16721,9118,7600,1703,6072,1441,107,1,1044,2686,427,105,1046,2089,4,35,69,644,2068,182,152,126,12,726,212,6,23,82,135,485,198,64,30,61,897,114,25,219,104,150,0,24,5,164,3,51,63,128,371,36,1118,158,135,105,347,30,81,58,8,77,5985,429,123,0,26,170,162,31,10
"MICRONESIA, FEDERATED STATES OF",Australia&Pacific Islands,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOLDOVA,Europe,Eastern Europe,337,130,207,73,101,37,0,0,49,50,13,3,1,10,0,4,0,2,31,9,1,4,2,7,4,0,0,6,1,45,5,4,2,7,16,2,1,5,17,7,0,6,0,10,0,0,2,8,0,1,36,10,1,4,15,0,0,5,1,4,20,4,13,0,0,12,2,1,0
MONACO,Europe,Western Europe,13,7,6,1,6,0,0,0,0,3,1,0,0,2,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
MONGOLIA,Asia,Eastern Asia,3102,1224,1878,290,869,65,3,0,877,849,106,3,1,39,19,1,10,13,712,133,11,150,1,14,8,0,9,73,5,416,23,16,32,5,92,11,0,30,60,122,0,3,2,8,17,5,2,7,0,4,97,11,4,6,34,0,6,9,7,6,42,66,619,0,1,155,24,1,0
MONTENEGRO,Europe,Southern Europe,170,88,82,25,83,14,0,0,13,15,2,0,0,18,0,0,0,4,18,1,0,0,1,17,8,0,0,2,1,7,0,1,1,0,8,7,3,6,3,3,0,1,0,7,0,2,1,2,0,0,33,1,3,1,4,0,2,3,0,2,3,0,4,0,2,2,3,0,3
MONTSERRAT,North America,Caribbean,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOROCCO,Africa,Northern Africa,1909,1129,779,365,693,102,1,0,232,410,85,2,3,16,0,10,11,12,253,20,17,17,4,200,22,0,1,10,1,110,23,9,3,10,228,22,5,10,22,23,0,51,2,48,3,7,51,37,5,7,237,21,28,6,81,0,38,8,3,4,91,3,93,0,3,15,12,10,2
MOZAMBIQUE,Africa,Eastern Africa,121,67,54,18,62,13,0,0,4,19,0,1,0,4,0,0,0,3,8,0,3,0,0,7,5,0,0,0,1,3,5,4,1,0,12,1,0,4,1,3,0,1,0,1,0,1,0,1,0,0,23,1,2,2,7,0,1,1,0,3,9,0,0,0,0,2,1,3,1
NAMIBIA,Africa,Southern Africa,94,35,59,10,54,4,0,0,3,16,0,3,0,4,0,1,2,0,3,0,1,1,0,5,0,0,0,7,1,1,0,0,2,0,9,2,1,8,4,4,0,1,0,3,0,1,0,4,2,0,8,1,5,2,1,0,0,0,1,0,6,4,2,0,0,1,0,0,0
NEPAL,Asia,Southern Asia,14995,9882,5112,3728,4836,2036,1,0,240,4081,50,2,5,16,4,290,164,37,709,143,182,125,87,258,143,0,22,478,226,296,110,203,92,630,453,276,52,265,964,493,2,330,16,118,73,128,94,150,180,75,785,600,669,48,308,4,108,60,176,150,3233,111,463,0,25,155,114,79,39
NETHERLANDS,Europe,Western Europe,2466,1317,1149,345,1092,267,40,0,171,275,145,46,5,80,0,18,9,37,418,34,27,10,9,426,46,0,12,36,6,59,32,19,9,25,147,21,16,57,27,61,0,8,6,42,5,3,12,41,18,1,333,38,14,21,77,6,17,41,8,20,76,9,37,0,6,44,12,4,6
NETHERLANDS ANTILLES,North America,Caribbean,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEW CALEDONIA,Australia&Pacific Islands,Melanesia,6,1,5,1,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NEW ZEALAND,Australia&Pacific Islands,Oceania,1687,911,776,121,974,184,3,0,1,245,49,37,7,66,2,8,5,19,306,18,37,12,4,70,25,0,18,22,14,58,30,21,17,17,121,20,4,34,7,36,0,8,1,56,5,10,10,42,9,5,229,35,18,30,86,0,19,13,3,12,48,23,30,0,3,30,8,17,12
NICARAGUA,North America,Central America,394,185,209,37,212,22,0,0,29,64,10,2,4,14,0,0,29,0,25,1,1,9,1,49,11,1,0,2,1,12,16,5,3,19,21,8,4,4,4,7,0,4,0,6,1,4,0,3,1,0,13,11,1,3,30,3,3,1,0,1,49,5,9,0,1,7,3,2,0
NIGER,Africa,Western Africa,198,120,78,44,77,10,0,0,42,16,5,0,0,4,0,1,26,1,4,0,1,0,1,13,16,0,0,1,1,3,7,0,1,2,2,1,0,1,5,0,0,1,0,12,0,4,1,5,1,0,29,4,8,1,17,0,0,1,1,1,15,0,5,0,1,0,0,4,0
NIGERIA,Africa,Western Africa,14797,8386,6407,1998,5429,1329,67,0,148,5027,391,24,35,349,6,243,175,93,731,100,155,273,39,751,510,0,3,128,97,658,275,199,274,329,617,828,20,380,424,215,0,122,20,245,80,79,73,214,55,10,801,383,426,39,564,0,39,120,82,347,2651,116,366,0,28,92,138,155,29
NIUE,Australia&Pacific Islands,Polynesia,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH KOREA,Asia,Eastern Asia,12,6,6,3,6,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
NORWAY,Europe,Northern Europe,2584,1172,1412,213,1339,78,6,0,31,294,349,58,4,212,5,13,9,47,765,71,33,11,2,159,39,0,72,17,11,48,23,7,7,7,141,8,5,32,76,41,0,4,11,43,28,7,13,13,16,7,386,19,20,37,49,0,16,27,17,20,51,42,19,1,13,50,14,6,6
OMAN,Asia,Western Asia,3309,2400,907,44,2555,76,2,0,462,78,78,0,0,14,0,25,3,40,280,150,2,28,14,386,5,0,1,38,15,11,32,1,154,138,22,2,0,150,95,42,0,27,0,37,5,362,5,6,15,1,32,270,144,114,115,0,2,86,1,36,106,15,34,0,1,148,4,109,0
PAKISTAN,Asia,Southern Asia,7005,5154,1850,900,2508,851,16,0,328,2089,273,7,5,28,4,39,40,60,495,75,85,95,35,393,187,0,3,111,9,438,196,107,71,22,588,93,14,171,169,87,0,17,3,66,22,13,63,142,25,7,795,140,80,46,230,1,41,17,13,41,1133,33,275,0,18,69,62,59,7
PALAU,Australia&Pacific Islands,Micronesia,3,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANAMA,North America,Central America,2068,1030,1037,84,1191,41,53,0,463,154,27,10,1,44,0,11,213,3,123,15,12,82,2,334,110,0,3,6,2,87,50,6,90,87,162,15,4,24,6,94,0,8,1,18,1,4,0,10,1,10,100,12,23,4,111,7,14,24,1,6,127,6,19,0,1,12,3,0,4
PAPUA NEW GUINEA,Australia&Pacific Islands,Melanesia,151,84,67,22,79,2,7,0,0,15,4,0,2,20,1,1,1,1,6,1,0,0,0,30,2,1,2,0,1,3,5,6,20,0,0,1,1,12,2,2,0,0,0,0,0,4,0,0,3,0,0,23,3,0,3,0,0,0,1,0,9,0,2,0,1,0,1,2,0
PARAGUAY,South America,South America,615,322,293,45,374,23,1,0,74,77,11,1,1,8,0,1,0,2,67,9,1,5,1,58,14,1,1,5,2,18,6,156,14,1,52,7,1,3,5,7,0,0,0,11,1,0,4,15,1,0,57,5,10,2,15,0,1,2,0,4,27,5,12,0,1,2,1,2,0
PERU,South America,South America,3466,1737,1729,366,1051,419,73,0,576,780,125,8,10,58,1,13,16,104,348,38,36,57,4,450,63,1,8,19,37,130,57,36,13,21,273,67,2,64,39,29,0,15,0,76,3,12,15,67,12,9,483,28,14,20,96,70,13,17,0,28,205,187,106,0,4,26,26,8,0
PHILIPPINES,Asia,South-Eastern Asia,4698,2053,2645,734,1250,409,24,0,641,1125,407,22,20,66,3,26,5,33,1536,16,55,33,5,114,42,5,44,36,13,212,41,21,9,23,181,95,8,54,21,22,21,3,3,39,4,14,6,168,14,39,1053,122,17,17,87,0,14,11,2,21,185,37,67,2,4,63,27,4,1
POLAND,Europe,Eastern Europe,2504,987,1517,309,571,253,2,0,812,272,194,13,9,69,0,11,10,14,219,22,49,22,8,98,25,0,7,9,7,540,23,10,4,11,112,17,6,59,37,33,0,6,1,29,2,9,3,212,6,1,544,21,11,12,83,0,7,10,2,10,65,9,66,0,4,13,17,5,3
PORTUGAL,Europe,Southern Europe,1050,577,473,97,432,146,7,0,90,159,71,14,1,33,0,5,0,9,217,9,11,11,4,101,22,0,8,2,5,24,31,4,6,6,84,13,2,21,4,12,0,8,4,13,0,2,5,26,0,4,148,22,9,8,32,0,11,4,1,14,40,16,26,0,2,34,6,0,4
QATAR,Asia,Western Asia,1468,1360,107,240,895,33,7,0,92,46,151,0,1,3,0,7,0,253,360,104,37,61,0,160,1,0,0,2,4,24,22,4,2,9,23,4,4,7,2,3,0,2,0,8,0,3,2,2,22,5,48,15,5,71,25,0,1,0,0,6,91,18,33,0,0,14,0,4,0
ROMANIA,Europe,Eastern Europe,1306,559,747,142,440,321,2,0,105,201,57,7,2,29,0,9,3,18,148,6,32,12,4,61,33,0,0,10,5,154,15,9,7,20,136,16,7,42,4,13,0,5,0,36,2,3,4,47,0,4,154,43,12,5,52,1,13,7,0,14,62,8,37,0,5,11,11,5,1
RUSSIA,Europe,Eastern Europe,6835,2985,3850,675,2119,1062,10,0,812,1149,406,27,61,514,27,15,17,52,1399,66,117,64,23,599,99,1,20,38,15,325,81,31,30,39,641,73,27,106,70,63,0,24,8,95,11,25,46,142,19,30,1165,105,40,47,268,5,31,35,5,31,213,74,138,0,27,109,60,28,16
RWANDA,Africa,Eastern Africa,1480,782,697,108,821,109,0,0,10,144,14,2,4,268,1,10,103,18,71,10,24,8,2,40,40,0,0,67,4,40,31,10,46,5,77,14,15,38,50,26,0,13,2,14,4,68,19,4,5,0,78,32,93,31,64,0,7,5,4,21,91,58,45,0,12,23,8,24,5
SAINT BARTHELEMY,North America,Caribbean,4,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
