Country of Citizenship,Continent,Region,# of Active Students,Male,Female,ASSOCIATE,BACHELOR'S,DOCTORATE,FLIGHT TRAINING,HIGH SCHOOL,LANGUAGE TRAINING,MASTER'S,OTHER,OTHER VOCATIONAL SCHOOL,PRIMARY,SECONDARY,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
AUSTRALIA,Australia&Pacific Islands,Oceania,4486,164,157,33,90,61,1,0,13,92,13,3,0,15,0,1,0,3,59,1,4,5,0,42,6,0,3,7,0,17,2,3,2,1,27,5,0,13,2,4,0,3,0,4,0,1,0,1,2,3,36,7,5,1,14,1,1,1,0,2,7,16,3,0,2,4,0,0,0
AUSTRIA,Europe,Western Europe,973,506,467,61,302,144,12,1,47,173,117,18,5,93,2,2,4,10,169,15,17,16,0,81,12,0,24,6,4,25,10,2,5,11,94,9,9,13,11,9,0,3,1,11,1,6,3,19,6,2,183,19,4,13,26,0,11,20,1,10,31,7,16,0,5,7,4,3,1
AZERBAIJAN,Asia,Western Asia,513,377,136,46,171,40,0,0,62,142,26,2,2,22,0,6,2,4,70,5,7,23,3,11,4,0,0,3,0,38,5,5,1,3,47,3,3,5,6,41,0,0,0,3,1,0,3,10,3,0,75,6,6,1,9,0,6,1,0,0,48,2,35,0,1,7,0,0,1
"BAHAMAS, THE",North America,Caribbean,2954,1440,1513,412,1834,104,16,2,0,272,26,19,11,258,1,71,124,6,30,10,29,15,2,976,188,0,0,17,2,20,42,48,17,43,39,31,6,43,76,52,0,27,0,122,22,14,3,26,9,2,90,39,120,1,58,4,31,33,10,135,165,3,94,1,7,8,15,25,2
BAHRAIN,Asia,Western Asia,505,351,154,58,307,23,8,0,21,57,13,1,0,17,0,4,0,13,49,6,11,17,0,63,6,0,0,2,2,16,21,2,4,1,91,2,1,15,1,3,0,1,0,5,0,0,1,2,2,0,33,9,1,2,23,0,2,1,2,7,50,3,13,0,2,7,1,8,0
BANGLADESH,Asia,Southern Asia,6790,5163,1625,657,1438,2067,8,1,371,2139,92,1,2,14,0,126,62,47,354,23,104,41,28,321,108,0,6,132,18,174,187,142,44,112,237,83,15,130,211,142,0,49,14,115,71,17,19,83,69,19,1131,250,119,40,165,1,7,103,76,130,906,47,335,0,6,57,73,24,17
BARBADOS,North America,Caribbean,356,168,188,28,211,27,2,0,0,65,8,2,0,13,0,5,6,3,7,1,2,16,2,83,14,0,0,9,4,12,4,6,4,2,10,10,2,14,2,8,0,3,0,8,0,1,0,14,3,0,45,2,5,3,7,5,4,2,0,6,15,0,4,0,0,1,2,0,0
BASSAS DA INDIA,0,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BELARUS,Europe,Eastern Europe,423,155,268,39,160,63,1,0,53,60,24,2,1,20,1,6,2,5,41,6,4,1,3,22,15,0,0,5,1,23,6,4,4,4,18,2,1,9,12,11,0,1,0,20,0,2,0,13,1,0,100,4,4,1,19,0,1,5,0,5,19,7,8,0,1,1,4,1,0
BELGIUM,Europe,Western Europe,1286,682,604,104,411,119,44,1,243,214,92,13,6,39,1,8,8,45,297,10,10,14,2,97,26,0,8,9,1,41,14,8,2,7,132,17,4,31,9,10,0,2,3,37,0,4,1,15,5,3,204,14,7,9,38,3,5,12,3,17,41,6,12,0,3,12,8,10,1
BELIZE,North America,Central America,371,159,212,51,212,30,2,0,5,47,12,6,0,6,0,4,12,0,39,4,1,4,0,64,22,0,1,5,1,7,1,3,33,11,11,2,0,6,3,15,0,2,0,8,0,0,0,4,7,0,19,6,5,1,3,0,2,2,1,5,38,1,3,1,0,7,4,3,0
BENIN,Africa,Western Africa,418,259,158,117,134,26,0,0,74,52,6,0,0,9,0,9,4,2,16,0,3,6,1,11,10,0,0,6,0,34,6,6,3,3,28,14,1,10,13,11,0,0,0,11,2,26,1,16,1,1,40,5,13,1,26,0,0,0,1,0,41,0,28,0,0,0,4,2,2
BERMUDA,North America,Northern America,638,305,333,55,390,5,0,1,0,57,8,9,11,102,0,57,0,3,15,2,24,7,2,127,48,0,1,1,0,4,2,0,0,0,45,6,20,10,2,2,0,0,0,21,0,4,6,11,0,0,45,5,4,0,24,1,58,10,0,14,6,10,20,0,12,1,0,7,1
BHUTAN,Asia,Southern Asia,147,63,84,11,91,5,4,0,2,21,1,1,0,11,0,0,1,0,4,1,2,2,0,5,1,0,2,1,0,3,0,1,0,0,21,0,2,1,4,11,0,0,0,2,0,1,1,1,0,0,25,7,1,2,14,0,2,0,0,0,22,0,2,0,3,2,0,0,0
BOLIVIA,South America,South America,1195,608,586,165,643,64,7,0,130,136,25,4,1,20,0,7,104,8,61,9,6,31,0,146,22,0,1,12,5,29,34,27,9,33,57,27,4,8,9,25,0,0,0,11,1,7,2,14,12,0,67,23,25,5,28,11,6,9,4,5,153,38,80,0,2,5,6,7,0
BOSNIA AND HERZEGOVINA,Europe,Southern Europe,376,155,221,44,210,31,0,0,22,41,18,0,0,10,0,0,5,1,22,2,9,5,2,29,4,0,1,12,1,46,10,3,1,6,16,15,3,5,4,19,0,1,0,21,0,1,2,9,1,1,38,6,18,0,12,0,4,3,0,3,11,2,11,0,8,1,2,0,0
BOTSWANA,Africa,Southern Africa,201,90,111,12,97,21,0,2,3,44,10,3,0,9,0,1,4,0,17,1,4,5,0,8,2,0,0,6,1,5,3,0,1,2,22,2,0,9,2,12,0,1,0,4,0,2,1,2,1,0,13,18,8,2,9,0,1,0,3,1,17,0,5,0,1,2,3,0,0
BRAZIL,South America,South America,18719,9275,9441,2076,4757,1044,78,7,5724,2379,1321,145,93,1095,1,81,77,119,4091,128,207,169,38,3133,333,0,68,138,81,972,186,159,131,93,1316,163,16,311,152,334,0,79,32,299,21,63,58,415,59,60,2002,194,165,135,409,7,39,125,20,182,778,457,282,0,23,144,99,67,8
BRITISH VIRGIN ISLANDS,North America,Caribbean,109,49,60,9,76,1,0,0,0,10,1,2,0,10,0,4,2,1,1,0,0,0,1,28,16,0,0,0,0,0,0,2,0,0,1,3,1,1,0,15,0,1,0,2,0,1,0,0,0,0,4,0,2,0,3,2,7,2,0,1,6,0,1,1,0,0,0,0,0
BRUNEI,Asia,South-Eastern Asia,60,30,30,2,30,3,0,0,0,14,10,0,0,1,0,0,0,3,15,0,1,5,0,2,2,0,0,1,0,3,2,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,1
BULGARIA,Europe,Eastern Europe,1378,618,760,142,460,271,2,0,124,267,78,13,1,20,0,3,4,6,144,14,26,15,11,67,23,0,7,8,0,188,13,6,7,9,155,29,7,18,11,23,0,3,1,32,2,3,7,54,1,13,177,24,9,4,71,0,11,19,0,6,51,10,49,0,3,17,10,4,3
BURKINA FASO,Africa,Western Africa,889,607,282,254,244,29,0,0,267,87,6,0,0,2,0,4,6,3,16,1,2,14,6,33,63,0,1,5,2,6,4,9,3,3,25,30,0,6,45,3,0,1,3,4,2,39,1,40,2,1,242,29,8,5,37,0,0,0,4,1,118,4,19,0,0,10,23,5,1
BURMA,Asia,South-Eastern Asia,1248,652,596,187,745,75,1,0,37,138,54,0,4,7,0,5,4,10,283,8,15,10,1,48,12,0,7,27,5,53,18,8,12,5,124,24,5,25,21,25,0,2,2,7,4,4,12,19,1,7,156,29,13,24,60,0,12,5,3,3,40,1,35,0,6,23,21,1,3
BURUNDI,Africa,Eastern Africa,213,116,97,39,124,4,0,0,9,21,4,0,0,12,0,1,1,5,14,1,2,0,0,3,10,0,0,13,3,4,4,0,3,3,7,7,1,1,32,3,0,0,0,5,1,1,0,2,1,0,11,4,17,0,13,0,0,0,0,0,20,4,3,0,1,3,9,0,0
CAMBODIA,Asia,South-Eastern Asia,599,345,254,213,200,19,1,0,29,75,23,2,11,26,0,1,1,2,210,3,5,1,0,16,3,0,5,19,3,11,4,1,7,4,65,5,1,2,15,4,0,0,1,10,2,0,2,3,1,0,35,14,4,13,20,0,7,1,1,3,36,3,6,0,2,46,1,0,0
CAMEROON,Africa,Central Africa,1541,786,754,349,582,172,1,0,63,300,48,1,0,25,0,24,25,8,67,7,4,29,6,46,55,0,6,22,5,43,8,22,12,56,63,90,3,34,62,15,0,15,1,23,17,9,1,33,33,3,72,39,119,6,41,0,5,9,5,27,272,10,39,0,2,15,19,11,3
CANADA,North America,Northern America,31886,15919,15959,1826,14434,5497,33,20,65,5375,2743,461,132,1300,67,166,61,421,4016,222,618,321,35,1256,380,1,155,311,290,1213,392,160,180,159,2578,374,368,2387,479,392,0,82,218,512,518,92,281,556,81,72,6067,571,268,405,1375,29,287,194,50,328,912,338,433,4,209,486,288,154,74
CAPE VERDE,Africa,Western Africa,112,57,55,30,36,0,2,0,15,27,0,0,0,2,0,0,0,0,1,0,3,0,0,8,0,0,0,0,0,4,0,0,0,0,65,1,0,4,0,0,0,0,0,0,0,0,1,4,0,0,3,7,1,0,0,0,4,0,0,0,0,4,0,0,1,0,0,0,1
CAYMAN ISLANDS,North America,Caribbean,241,98,143,9,177,2,2,0,1,17,0,2,3,28,0,6,0,0,10,2,1,1,0,113,25,0,0,0,0,2,2,1,1,0,3,2,0,10,0,0,0,1,0,10,0,1,0,0,0,1,11,2,2,0,5,0,7,4,0,7,8,1,0,0,1,0,1,0,0
CENTRAL AFRICAN REPUBLIC,Africa,Central Africa,26,15,11,5,12,1,0,0,3,2,0,0,0,3,0,0,0,0,0,1,2,3,0,1,2,0,0,0,0,0,2,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
CHAD,Africa,Central Africa,76,48,28,9,29,2,1,0,16,13,2,0,0,4,0,2,2,0,3,0,0,1,0,4,1,0,0,1,1,0,0,0,2,0,4,5,0,1,1,1,0,0,1,0,0,1,0,2,0,0,8,0,1,2,0,0,1,4,0,1,23,1,2,0,0,0,0,0,0
CHILE,South America,South America,2530,1580,949,121,467,362,24,1,686,608,154,6,20,81,0,31,13,21,462,11,17,30,3,168,37,3,31,15,21,129,29,8,22,6,250,40,6,24,15,62,0,6,3,56,4,1,3,18,4,10,380,29,13,20,77,7,14,33,2,28,115,105,31,0,5,44,62,3,3
CHINA,Asia,China,331371,171147,160126,13471,118127,46080,2162,8,10873,100458,8763,149,1344,29936,36,2651,1181,6944,58071,3468,4392,3344,2084,9161,6174,23,462,5296,445,15574,11113,3043,1579,1706,20316,5771,991,11705,4638,6591,239,550,250,4954,584,1805,1496,8320,561,803,38553,14638,2564,6018,18559,27,2051,1787,236,1994,14000,2413,5697,0,807,9912,5005,579,210
CHRISTMAS ISLAND,Australia&Pacific Islands,Oceania,3,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COLOMBIA,South America,South America,10146,5100,5041,1048,2497,1215,298,10,2657,1760,334,45,29,253,2,78,35,59,782,106,123,179,61,1650,362,3,15,107,26,398,153,60,47,158,931,143,9,98,124,129,0,40,9,132,2,93,18,237,30,14,1256,150,105,56,254,313,25,82,9,94,804,125,186,0,9,125,93,42,5
COMOROS,Africa,Eastern Africa,7,4,3,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
CONGO (BRAZZAVILLE),Africa,Central Africa,344,178,166,116,105,9,1,0,80,24,2,0,2,5,0,2,1,0,17,7,1,11,0,16,10,0,0,6,0,11,6,2,3,1,16,14,0,3,11,4,0,0,1,24,3,5,1,11,0,0,54,1,8,2,9,0,0,1,3,2,63,1,4,0,1,6,1,1,0
CONGO (KINSHASA),Africa,Central Africa,1216,665,551,426,419,28,7,0,186,82,25,2,3,38,0,5,26,11,66,17,2,16,2,34,55,0,0,21,1,70,44,17,29,3,23,45,8,23,18,23,0,3,0,60,6,16,7,6,0,0,28,24,12,24,40,0,0,0,11,9,194,49,36,0,5,38,25,56,8
COSTA RICA,North America,Central America,1128,626,501,59,506,186,1,0,46,237,48,6,2,37,0,15,23,9,96,22,9,22,2,114,55,0,1,9,8,43,29,9,4,28,117,13,1,25,23,20,0,2,3,29,2,4,4,20,14,6,96,21,2,8,41,12,7,20,2,15,60,10,32,0,1,5,13,2,0
COTE D'IVOIRE,Africa,Western Africa,1531,805,725,416,674,37,0,0,156,192,28,1,8,19,1,32,63,6,80,5,3,23,8,39,121,1,0,1,1,13,54,20,7,20,43,42,2,14,69,21,0,1,1,13,13,37,4,43,2,2,77,12,97,10,42,0,2,4,0,8,385,9,33,0,0,9,28,8,2
CROATIA,Europe,Southern Europe,644,315,329,57,327,85,1,0,29,101,26,5,1,12,0,8,10,6,90,7,11,15,1,35,11,1,3,10,0,21,15,9,5,9,30,9,1,7,8,18,0,5,0,14,1,3,4,19,4,4,84,15,18,3,16,0,7,9,3,5,39,4,22,0,3,10,7,5,0
CUBA,North America,Caribbean,29,17,12,4,7,4,0,0,5,7,1,0,0,1,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,1,3,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,5,0,0,0,0,1,0,0,0
CURACAO,North America,Caribbean,147,102,45,70,27,0,5,0,2,1,3,2,1,36,0,0,0,0,2,1,0,1,0,75,6,0,0,3,0,5,0,2,0,0,0,0,0,0,5,8,0,1,0,0,0,1,0,0,0,0,27,1,3,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0
CYPRUS,Asia,Western Asia,412,265,147,28,184,94,1,0,7,79,14,5,0,0,0,6,0,5,45,2,6,6,0,20,9,0,0,5,0,15,13,3,5,2,41,7,0,4,6,1,0,0,1,5,0,0,0,16,1,1,128,11,0,5,14,0,3,3,0,2,15,0,1,0,1,1,3,0,0
CZECH REPUBLIC,Europe,Eastern Europe,933,442,491,134,356,93,1,0,69,122,51,6,15,86,1,5,2,10,128,13,25,17,1,106,19,0,13,7,4,39,10,26,10,7,58,8,17,19,11,17,0,1,2,13,5,2,7,25,3,3,107,13,8,6,32,0,3,11,2,8,31,10,20,1,4,19,20,2,2
DENMARK,Europe,Northern Europe,1567,824,742,106,462,62,6,1,68,192,588,25,4,53,1,7,12,4,638,16,21,7,1,70,23,0,61,10,0,24,13,7,12,8,75,3,6,17,8,32,0,4,3,38,4,3,7,12,6,0,235,11,9,6,28,0,8,11,2,5,33,9,12,0,1,29,9,4,2
DJIBOUTI,Africa,Eastern Africa,12,6,6,0,4,1,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
DOMINICA,North America,Caribbean,343,104,239,34,221,15,2,0,0,57,4,0,2,8,0,1,6,0,5,0,4,1,0,34,7,0,0,3,0,0,0,1,0,58,3,7,1,2,4,1,0,1,0,4,0,0,0,8,1,0,62,4,7,1,2,0,1,2,0,3,87,0,4,17,0,1,0,0,0
DOMINICAN REPUBLIC,North America,Caribbean,1421,808,613,175,709,56,3,0,98,209,54,8,6,103,1,12,5,2,33,6,20,37,3,283,72,0,1,12,7,21,14,10,12,15,150,10,1,24,5,17,0,2,0,14,1,5,0,34,2,1,250,16,13,1,58,104,27,9,0,11,47,21,12,0,1,6,12,0,1
ECUADOR,South America,South America,3105,1725,1379,215,1484,225,97,1,315,500,203,14,4,47,0,19,11,21,234,24,15,70,6,517,100,0,5,39,10,162,155,15,21,66,216,28,4,21,53,73,0,14,3,56,0,10,7,88,23,7,365,27,24,19,146,13,21,10,6,21,180,48,64,0,7,31,19,9,2
EGYPT,Africa,Northern Africa,3074,2370,704,234,946,829,95,2,167,592,127,11,6,65,0,38,9,47,416,20,52,38,5,234,57,0,1,79,6,104,85,36,33,36,205,54,5,76,61,38,0,16,1,52,8,13,8,60,17,10,321,124,29,15,138,0,6,13,13,20,233,13,121,0,8,38,36,11,15
EL SALVADOR,North America,Central America,1034,553,481,116,559,52,5,0,72,115,93,5,2,15,0,9,36,3,111,8,2,23,0,88,41,0,0,5,9,40,26,2,8,43,44,18,1,18,14,13,0,2,0,21,0,1,0,18,2,3,60,12,9,8,45,10,14,17,2,11,160,20,43,0,3,7,2,2,0
EQUATORIAL GUINEA,Africa,Central Africa,485,250,235,227,102,1,0,0,129,8,4,0,6,8,0,12,1,0,18,0,0,15,2,5,31,0,0,0,0,6,0,1,0,3,3,4,0,34,0,6,0,0,0,10,0,0,0,0,9,0,16,0,0,0,11,7,0,7,0,2,228,1,10,0,1,42,0,0,0
ERITREA,Africa,Eastern Africa,112,78,34,14,21,33,0,0,6,33,4,0,0,1,0,3,1,0,11,1,3,1,0,7,2,0,0,9,0,4,0,3,1,0,2,2,0,1,0,1,0,1,1,0,1,5,1,0,2,0,6,12,1,2,1,0,0,1,0,2,11,2,3,0,0,5,1,1,1
ESTONIA,Europe,Northern Europe,201,86,115,22,96,18,0,0,10,37,13,0,0,5,1,5,0,0,30,1,4,0,1,23,11,0,0,1,0,6,2,2,2,2,16,3,3,5,3,1,0,1,0,2,0,0,1,4,3,0,23,2,3,2,7,0,3,1,1,3,10,2,5,0,1,2,0,2,1
ETHIOPIA,Africa,Eastern Africa,1832,1050,781,168,873,311,2,0,12,303,37,1,11,114,1,21,12,9,89,25,22,24,1,59,32,0,0,123,8,52,46,16,48,12,110,50,6,45,135,30,0,84,1,45,11,21,24,18,12,5,131,42,51,13,56,0,5,26,36,23,108,12,79,0,5,25,12,5,6
FAROE ISLANDS,Europe,Northern Europe,5,2,3,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
FIJI,Australia&Pacific Islands,Melanesia,83,43,40,22,35,6,2,0,1,13,2,1,0,1,0,0,3,2,21,0,0,1,0,2,3,1,4,6,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,1,1,3,0,7,0,2,2,2,0,0,1,0,0,3,3,4,0,0,3,0,2,0
FINLAND,Europe,Northern Europe,760,347,413,79,305,58,5,1,18,102,78,20,8,86,0,3,1,10,147,14,12,6,0,57,16,0,20,7,3,14,0,10,2,7,44,9,3,23,21,13,0,4,2,21,0,1,10,11,8,3,101,13,8,6,29,2,5,12,3,9,20,8,23,0,5,6,7,1,0
FRANCE,Europe,Western Europe,9858,5262,4589,738,2922,913,41,4,1233,2410,1165,133,36,263,6,52,20,75,2166,67,85,130,25,724,213,0,67,44,14,300,67,49,42,73,795,88,25,89,67,195,0,31,14,709,2,9,24,167,29,23,1959,112,47,52,280,21,45,122,5,43,341,48,95,1,24,89,47,33,8
FRENCH GUIANA,South America,South America,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRENCH POLYNESIA,Australia&Pacific Islands,Polynesia,18,10,8,5,10,1,0,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
GABON,Africa,Central Africa,501,246,255,162,198,10,1,0,70,49,5,0,4,2,0,0,8,1,27,5,3,29,2,8,28,0,0,5,0,11,6,1,0,6,15,34,0,3,6,5,0,0,0,3,0,5,0,10,2,0,37,1,34,9,7,0,1,1,0,3,173,0,9,0,0,2,0,0,1
"GAMBIA, THE",Africa,Western Africa,430,232,198,166,197,16,0,0,3,38,4,0,0,6,1,2,6,2,4,1,2,1,1,17,16,0,0,15,0,8,0,18,5,0,6,18,0,12,33,20,0,11,0,12,1,14,0,3,0,0,22,14,18,2,5,0,3,0,0,6,99,0,7,0,1,14,8,1,1
GAZA STRIP,Asia,Western Asia,123,103,20,22,46,19,1,0,16,15,3,0,0,1,0,0,1,4,18,3,1,3,0,8,3,0,0,2,0,6,2,3,0,1,4,0,0,8,3,2,0,1,0,2,2,0,2,0,0,0,7,1,1,5,8,0,0,3,1,0,3,4,8,0,0,2,1,0,0
GEORGIA,Asia,Western Asia,541,291,250,36,261,58,1,0,37,108,19,2,0,19,0,2,1,7,31,5,10,9,0,12,11,0,1,3,1,36,13,7,6,5,82,12,5,12,10,11,0,3,0,6,0,1,0,7,1,0,129,16,1,0,31,0,0,5,0,2,20,2,18,0,1,0,3,3,0
GERMANY,Europe,Western Europe,10981,5819,5161,534,3128,1288,164,5,516,1523,2511,180,33,1098,23,111,35,173,3328,101,173,89,19,737,235,0,208,67,31,292,98,62,61,53,709,117,35,206,90,203,0,47,29,223,8,34,48,162,36,22,1285,136,49,110,314,7,61,149,17,116,290,82,157,0,40,92,157,39,15
GHANA,Africa,Western Africa,3278,2018,1260,157,1307,677,3,0,4,993,59,1,8,69,2,49,34,20,124,16,65,33,23,122,74,0,1,53,30,146,81,29,36,21,209,85,5,163,107,115,0,31,4,104,39,19,26,52,34,10,221,239,69,15,176,1,26,28,50,84,151,36,100,0,6,14,55,32,13
GIBRALTAR,Europe,Southern Europe,5,5,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GREECE,Europe,Southern Europe,2130,1285,845,95,677,738,5,0,24,496,77,5,2,11,2,12,4,8,275,9,44,37,13,62,39,0,1,20,3,105,33,4,5,18,339,49,3,49,29,22,0,4,1,32,0,5,11,71,5,6,443,40,6,7,118,0,34,9,1,9,79,1,26,0,6,16,12,2,1
GREENLAND,North America,Northern America,6,2,4,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GRENADA,North America,Caribbean,258,101,157,38,136,19,3,0,0,53,5,0,1,3,0,2,3,0,1,0,0,9,0,21,5,0,0,0,0,14,3,6,0,2,1,2,0,1,1,2,0,1,0,3,1,1,1,5,1,0,53,2,15,0,2,1,0,3,0,2,86,0,3,1,0,0,3,1,0
GUADELOUPE,North America,Caribbean,14,7,6,3,5,0,0,0,0,0,0,0,0,6,1,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUATEMALA,North America,Central America,1270,703,567,137,702,77,10,2,74,159,28,10,8,63,1,2,34,9,106,20,8,14,1,156,46,0,3,8,12,34,29,7,10,32,112,13,6,31,20,20,0,5,1,21,5,2,2,20,4,1,74,15,16,8,54,12,9,9,1,25,147,39,38,0,6,7,9,2,4
