Country of Citizenship,Continent,Region,# of Active Students,Male,Female,ASSOCIATE,BACHELOR'S,DOCTORATE,FLIGHT TRAINING,HIGH SCHOOL,LANGUAGE TRAINING,MASTER'S,OTHER,OTHER VOCATIONAL SCHOOL,PRIMARY,SECONDARY,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
GUERNSEY,Europe,Northern Europe,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUINEA,Africa,Western Africa,95,61,34,16,38,1,0,0,25,10,1,0,0,4,0,1,2,1,6,0,1,2,1,2,3,0,0,0,0,0,1,1,0,1,4,7,0,3,5,1,0,0,0,4,0,0,0,1,0,0,20,2,2,4,3,0,1,0,0,1,6,0,8,0,0,1,0,0,0
GUINEA-BISSAU,Africa,Western Africa,15,10,5,2,7,0,0,0,2,4,0,0,0,0,0,0,0,0,3,0,0,1,0,1,2,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUYANA,South America,South America,229,91,138,55,92,37,5,0,0,33,4,0,0,3,0,2,1,1,4,0,5,5,1,38,2,0,0,0,1,2,2,1,0,2,6,8,0,4,4,3,0,4,0,3,3,0,0,4,0,0,87,11,1,0,5,0,1,2,0,3,5,1,2,2,0,1,0,2,0
HAITI,North America,Caribbean,768,471,297,192,364,22,1,0,50,60,18,4,18,39,0,3,1,5,4,2,7,1,1,168,22,1,0,16,4,18,17,6,13,7,55,7,6,11,10,14,0,3,4,32,2,4,2,22,1,0,116,13,6,2,13,30,4,9,0,7,25,16,34,0,7,1,12,1,3
HONDURAS,North America,Central America,1752,853,899,281,976,90,2,0,102,217,46,1,12,25,0,8,45,3,57,12,14,19,2,286,103,0,1,8,10,60,25,9,9,141,85,8,2,22,20,60,0,11,2,23,3,4,3,30,7,3,108,28,13,5,75,13,11,14,7,22,266,26,42,0,5,7,10,3,2
HONG KONG,Asia,Eastern Asia,7382,4072,3309,1710,3628,469,17,0,151,591,387,14,16,399,0,8,20,66,2566,20,56,26,2,101,91,2,63,39,36,212,139,36,19,14,441,82,23,142,99,46,0,5,6,40,0,7,21,71,4,44,607,81,6,100,250,0,23,36,13,27,166,127,52,0,11,1273,52,4,7
HUNGARY,Europe,Eastern Europe,750,383,367,57,280,140,2,0,55,129,44,4,4,35,1,3,4,12,101,7,6,10,1,64,11,1,2,10,3,27,16,6,5,5,48,12,4,10,4,24,0,2,1,14,0,7,5,20,4,9,137,19,9,4,30,0,4,6,0,9,34,4,9,0,2,8,14,0,2
ICELAND,Europe,Northern Europe,352,173,179,31,158,47,3,0,3,82,20,4,1,3,0,17,2,4,65,5,2,1,0,43,10,0,3,3,0,3,4,0,2,5,35,2,0,7,6,2,0,3,0,13,0,0,0,4,1,0,59,1,3,1,3,0,2,9,0,5,8,2,5,0,1,7,4,0,0
INDIA,Asia,Southern Asia,113649,75527,38096,1411,11881,16803,236,7,660,80536,1853,111,15,133,49,884,455,2507,16027,996,1656,636,1371,3571,2249,1,28,746,115,7005,3307,1048,1026,1000,5633,1509,55,3526,1207,3436,0,598,61,2699,357,475,543,2966,286,130,12385,4624,1194,480,5255,19,329,766,191,631,13936,557,3175,2,40,679,881,289,58
INDONESIA,Asia,South-Eastern Asia,7318,3929,3387,1411,3659,358,101,8,146,951,578,23,9,74,3,3,11,34,2616,67,26,32,7,240,96,1,15,62,8,274,199,45,28,32,443,50,0,175,80,30,1,24,6,39,5,20,12,26,8,13,422,111,73,165,132,0,23,10,5,32,275,21,54,0,3,1180,69,10,2
IRAN,Asia,Southern Asia,9912,6250,3659,212,447,6287,10,0,127,2572,229,3,2,23,2,90,53,193,1389,144,108,100,37,485,215,0,25,112,27,488,176,102,108,155,567,198,18,376,96,145,0,73,14,259,50,76,46,158,135,78,590,345,151,159,384,2,36,97,13,108,911,128,285,0,10,141,164,62,28
IRAQ,Asia,Western Asia,642,502,140,40,106,163,6,0,120,165,33,4,1,4,0,4,41,8,54,7,12,9,1,19,11,0,1,6,0,40,44,10,8,1,17,5,2,57,8,27,0,4,1,10,0,7,8,3,1,1,28,24,17,20,19,0,1,1,2,5,57,3,20,0,3,9,0,5,1
IRELAND,Europe,Northern Europe,1011,616,395,100,412,151,7,1,0,216,87,12,5,20,2,12,5,6,92,5,29,15,2,50,37,1,3,12,1,37,49,8,12,8,87,10,4,19,5,28,0,8,8,29,5,4,3,16,2,2,176,11,18,1,45,0,16,20,0,28,45,2,13,0,2,7,5,6,0
ISLE OF MAN,Europe,Northern Europe,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ISRAEL,Asia,Western Asia,2395,1565,829,163,955,400,6,1,122,530,165,18,3,32,1,3,3,21,326,18,30,19,2,129,22,0,4,6,1,93,23,5,8,8,207,33,3,32,8,14,0,2,1,39,0,5,6,73,6,8,962,32,8,16,75,0,10,4,3,3,56,10,29,0,2,7,16,2,1
ITALY,Europe,Southern Europe,5279,3148,2130,350,1202,1020,112,1,893,846,540,72,22,221,1,7,8,39,1043,35,80,83,6,582,76,2,27,18,5,198,54,17,5,10,575,64,14,62,29,46,0,5,3,61,4,12,18,116,8,10,1269,44,8,21,148,8,37,30,1,17,165,42,55,0,11,50,31,17,2
JAMAICA,North America,Caribbean,2846,1112,1734,479,1415,275,12,1,3,557,45,6,8,45,0,44,21,15,79,13,68,77,16,481,91,0,0,27,6,44,31,25,25,52,113,94,12,70,28,83,0,13,4,84,16,22,12,84,22,0,488,58,26,6,98,8,7,32,2,66,174,12,53,6,0,8,16,13,1
JAPAN,Asia,Eastern Asia,25216,11205,14005,4058,5581,1111,185,23,7738,2615,2511,291,67,1036,15,66,193,214,8048,141,177,197,7,437,162,17,1585,145,48,462,206,191,111,28,1551,127,29,244,211,322,12,25,75,145,90,153,73,120,24,206,4262,285,109,784,484,0,50,60,24,135,388,286,150,0,51,2014,176,84,17
JERSEY,Europe,Northern Europe,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JORDAN,Asia,Western Asia,2482,1965,516,285,553,672,8,0,342,560,56,1,0,5,0,32,31,32,331,20,45,31,7,138,25,0,0,52,3,198,58,35,31,29,116,31,3,129,21,30,0,23,0,51,11,7,18,39,40,1,147,136,15,14,78,0,6,15,12,25,199,38,101,0,5,25,33,14,1
KAZAKHSTAN,Asia,Central Asia,2254,1130,1123,409,632,69,12,1,629,262,137,2,6,95,1,2,29,23,437,48,10,25,11,100,22,0,4,6,2,79,18,3,3,11,273,23,8,19,16,17,0,3,1,17,2,1,9,11,6,3,376,15,22,20,70,0,7,3,1,4,318,6,56,0,5,50,36,13,9
KENYA,Africa,Eastern Africa,3621,1805,1814,608,1581,441,19,0,12,848,84,3,1,24,13,52,24,24,176,22,45,50,36,133,98,0,2,72,12,104,77,133,69,56,258,109,10,144,125,145,0,36,4,73,11,37,19,65,16,4,195,121,99,25,176,8,18,35,13,73,382,19,82,0,11,37,42,15,16
KIRIBATI,Australia & Pacific Islands,Micronesia,7,3,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KOSOVO,Europe,Southern Europe,149,97,52,24,71,12,0,0,13,19,3,0,0,7,0,0,0,2,13,1,1,2,0,6,4,0,0,8,1,6,0,0,2,0,8,1,1,3,7,4,0,0,0,3,0,1,0,0,1,1,32,2,4,0,8,0,1,0,0,0,16,0,1,0,1,1,5,2,0
KUWAIT,Asia,Western Asia,7128,6059,1067,301,4567,251,8,0,1623,272,95,0,1,10,0,35,12,629,1428,308,46,52,25,642,24,0,1,21,447,46,84,124,35,7,164,33,0,65,15,109,0,3,38,61,0,26,1,18,124,1,103,545,56,319,370,0,10,13,2,380,248,54,165,0,1,46,33,139,20
KYRGYZSTAN,Asia,Central Asia,425,238,187,52,90,20,0,0,152,70,31,2,1,7,0,6,0,2,28,3,1,2,2,9,4,0,2,1,1,168,4,2,3,0,21,3,0,3,7,11,0,1,4,5,0,9,1,2,2,0,40,4,2,3,8,0,0,0,0,1,29,2,26,0,1,1,0,1,0
LAOS,Asia,South-Eastern Asia,58,33,25,13,5,2,0,0,21,2,2,0,1,12,0,0,2,1,14,0,1,1,0,7,1,0,0,2,0,2,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,4,3,2,0,1,1,0,1,0,0,1,2,2,2,0,0,3,0,0,0
LATVIA,Europe,Northern Europe,318,146,171,34,169,28,1,1,9,45,12,4,1,14,0,5,2,1,37,1,8,2,1,25,9,0,1,7,2,20,8,7,9,3,11,3,2,6,5,10,0,2,0,2,2,6,0,10,0,1,36,4,4,1,13,0,3,3,0,8,20,2,6,0,1,2,5,2,0
LEBANON,Asia,Western Asia,1345,925,420,136,299,349,8,0,27,394,123,2,0,7,0,5,4,11,222,15,10,31,3,72,13,0,2,9,1,42,32,7,6,13,149,23,1,101,9,15,0,4,0,21,2,2,3,15,5,2,167,45,17,8,51,0,3,11,2,9,114,4,41,0,1,10,11,1,0
LESOTHO,Africa,Southern Africa,42,23,19,3,28,3,0,0,0,6,2,0,0,0,0,0,0,0,3,1,0,1,0,3,0,0,0,1,2,1,2,0,2,1,4,0,0,0,3,0,0,1,0,1,0,0,0,2,0,0,1,0,6,0,1,0,1,0,0,0,3,0,0,0,0,2,0,0,0
LIBERIA,Africa,Western Africa,220,147,73,43,71,4,0,0,2,75,1,0,4,20,0,0,1,0,11,2,1,3,3,2,17,0,1,4,0,6,4,2,7,2,6,10,0,9,12,4,0,2,0,11,1,1,2,14,0,0,7,5,1,1,22,0,2,3,0,4,10,2,9,0,4,1,3,8,0
LIBYA,Africa,Northern Africa,2066,1600,466,82,124,560,0,2,741,462,81,13,1,0,0,9,9,9,180,288,63,20,5,175,20,0,1,4,10,116,25,10,12,11,89,7,0,103,7,85,0,8,0,24,1,3,4,16,7,1,93,191,22,65,60,0,2,22,5,13,93,2,27,0,1,109,6,26,7
LIECHTENSTEIN,Europe,Western Europe,11,4,7,1,4,0,0,0,4,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LITHUANIA,Europe,Northern Europe,391,190,201,40,160,23,3,0,31,51,25,3,0,55,0,3,1,4,42,10,4,3,1,38,8,0,5,1,0,54,4,4,6,1,18,7,5,9,5,7,0,1,0,14,0,3,2,7,0,0,45,6,5,1,7,0,1,5,0,14,17,1,12,0,1,2,4,3,0
LUXEMBOURG,Europe,Western Europe,91,57,34,6,42,7,1,0,4,19,9,1,0,2,0,0,0,1,26,0,1,1,0,4,1,0,1,0,1,4,0,0,0,0,9,0,0,1,2,1,0,0,0,0,0,0,0,2,1,0,14,10,0,1,4,0,0,0,0,1,3,1,0,0,0,0,1,0,0
MACAU,Asia,Eastern Asia,494,283,211,119,219,26,3,0,14,40,44,0,1,28,0,0,0,6,204,4,1,3,0,9,3,0,6,1,1,6,6,0,0,0,29,1,0,3,5,1,0,1,1,1,0,1,2,2,0,12,29,11,3,7,15,0,0,0,0,1,20,11,3,0,0,82,2,1,0
MACEDONIA,Europe,Southern Europe,302,155,147,48,110,34,1,1,36,49,11,2,1,9,0,1,3,2,24,4,4,4,2,21,2,0,0,1,0,22,9,5,0,4,21,4,1,12,5,12,0,1,0,9,1,0,1,15,1,2,42,7,8,1,12,0,3,2,0,4,12,0,7,0,3,2,2,4,0
MADAGASCAR,Africa,Eastern Africa,143,65,77,20,53,14,11,0,4,36,4,1,0,0,0,1,3,0,4,0,0,3,0,15,2,0,0,1,1,1,2,4,0,0,6,2,0,8,10,6,0,0,0,5,0,0,0,0,3,0,7,3,2,1,2,0,0,0,0,17,18,4,9,0,0,2,1,0,0
MALAWI,Africa,Eastern Africa,232,122,110,40,85,29,0,0,2,65,7,0,1,3,0,10,0,0,14,3,3,4,1,8,4,0,1,5,0,11,9,3,1,0,15,0,3,23,7,9,0,2,0,4,2,5,2,1,1,0,13,6,16,0,10,0,0,0,2,2,22,3,2,0,1,1,1,2,0
MALAYSIA,Asia,South-Eastern Asia,6680,3562,3116,280,4858,565,9,1,34,659,166,13,19,76,0,16,20,67,853,84,42,16,2,114,69,0,23,576,17,289,297,130,21,40,309,56,10,326,273,68,0,21,27,49,22,209,23,102,6,7,576,247,154,54,431,0,39,13,6,203,249,25,68,0,8,142,232,40,9
MALDIVES,Asia,Southern Asia,68,52,15,1,23,3,34,0,0,5,1,0,0,1,0,0,0,0,2,1,2,0,0,29,0,0,0,2,1,2,1,0,0,0,3,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,4,0,2,1,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0
MALI,Africa,Western Africa,581,392,189,158,194,14,0,0,117,75,9,0,0,14,0,3,1,0,4,7,1,17,33,19,20,0,0,2,2,3,2,4,6,9,21,62,0,13,11,6,0,0,0,13,0,2,2,27,1,1,94,5,13,5,37,0,3,1,0,14,73,24,11,0,0,5,2,2,0
MALTA,Europe,Southern Europe,16,11,5,2,8,1,1,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MARSHALL  ISLANDS,Australia & Pacific Islands,Micronesia,1,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MARTINIQUE,North America,Caribbean,6,4,2,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAURITANIA,Africa,Western Africa,85,69,16,18,24,1,0,0,35,6,1,0,0,0,0,0,0,5,3,4,0,5,0,4,6,0,0,1,0,0,1,0,2,2,6,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,11,10,0,0,1,0,0,1,1,0,7,0,6,0,1,1,1,0,0
MAURITIUS,Africa,Eastern Africa,195,97,98,15,104,33,4,0,0,30,6,1,0,2,0,1,0,0,15,1,5,2,2,22,4,0,0,4,1,5,5,3,1,2,20,5,2,3,6,2,0,2,0,2,0,1,1,3,1,0,29,4,3,3,11,0,1,0,0,1,9,3,1,0,0,6,1,1,1
MAYOTTE,Africa,Eastern Africa,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MEXICO,North America,Central America,16700,9240,7460,1673,5441,1332,105,8,1146,2584,842,88,1382,2099,1,30,58,592,2060,139,170,141,12,605,147,6,16,69,80,394,200,64,23,69,927,91,12,177,97,167,0,55,12,134,7,47,36,111,421,25,1149,114,112,83,300,39,146,46,6,72,6630,336,91,2,21,112,218,20,8
"MICRONESIA,  FEDERATED STATES OF",Australia & Pacific Islands,Micronesia,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOLDOVA,Europe,Eastern Europe,414,162,252,97,136,48,0,0,56,60,12,0,0,5,0,4,0,2,37,7,3,7,0,16,13,0,0,5,1,34,4,3,1,7,22,6,0,4,27,7,0,6,1,20,0,4,0,7,0,1,48,15,3,2,15,0,0,12,1,4,26,6,17,0,0,14,1,1,0
MONACO,Europe,Western Europe,13,8,5,0,10,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MONGOLIA,Asia,Eastern Asia,2519,1042,1477,404,842,62,20,1,421,641,91,6,0,31,18,8,10,3,688,98,15,75,4,33,8,0,4,60,7,318,14,22,20,3,93,18,1,10,43,140,0,0,4,7,32,16,6,9,0,4,75,12,8,12,30,0,4,10,11,3,37,63,346,0,1,101,11,2,2
MONTENEGRO,Europe,Southern Europe,138,75,63,18,63,14,0,0,9,21,3,1,0,9,0,1,2,2,10,0,1,0,1,15,4,0,0,0,0,7,1,1,1,1,10,3,3,3,4,1,0,1,0,3,0,0,2,1,0,0,31,0,2,0,8,0,2,3,1,2,3,0,3,0,1,4,0,0,0
MONTSERRAT,North America,Caribbean,3,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOROCCO,Africa,Northern Africa,1535,941,594,364,532,69,2,0,199,270,80,5,0,14,0,11,16,5,198,17,14,22,5,157,14,0,1,7,1,77,24,9,8,4,148,14,0,15,14,16,0,0,2,31,1,3,21,27,3,5,193,22,17,3,68,0,50,10,3,6,115,6,114,0,4,13,7,10,4
MOZAMBIQUE,Africa,Eastern Africa,79,41,38,9,43,8,0,0,3,15,1,0,0,0,0,0,0,0,4,0,3,3,0,7,3,0,0,0,2,2,7,1,0,0,5,1,0,2,1,1,0,0,0,1,0,1,1,1,0,0,12,1,1,0,6,0,1,0,0,1,5,1,1,0,0,1,1,1,1
NAMIBIA,Africa,Southern Africa,63,24,39,9,36,5,5,0,0,6,2,0,0,0,0,2,0,1,6,0,1,0,0,5,0,0,0,5,1,0,0,1,0,0,4,0,0,5,5,5,0,0,0,1,0,0,1,3,0,0,3,0,2,1,2,0,0,1,0,0,5,1,1,0,0,0,1,0,0
NEPAL,Asia,Southern Asia,9453,6185,3267,747,4294,1678,13,0,40,2564,97,2,3,15,1,184,89,25,276,105,84,94,113,179,101,0,22,201,133,257,76,132,77,660,455,242,32,98,590,289,1,140,12,73,92,171,73,111,107,51,480,259,494,45,173,2,33,51,146,93,1723,103,256,0,15,49,53,77,55
NETHERLANDS,Europe,Western Europe,1915,1064,851,210,761,203,73,3,133,270,172,12,17,61,3,20,4,74,286,21,20,21,4,278,24,0,18,28,6,49,16,12,8,18,152,18,5,51,19,34,0,4,3,27,3,4,8,24,6,4,296,33,12,24,72,8,12,26,3,16,52,11,30,2,12,20,9,0,5
NETHERLANDS  ANTILLES,North America,Caribbean,22,49,27,12,28,0,0,0,0,5,0,0,1,3,0,2,0,0,0,0,0,0,0,25,1,0,0,0,0,1,0,0,0,0,3,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,4,0,1,1,0,0,0,0,0
NEW CALEDONIA,Australia & Pacific Islands,Melanesia,3,0,3,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEW ZEALAND,Australia & Pacific Islands,Oceania,1209,646,563,63,661,151,2,2,0,193,67,21,3,46,2,7,8,14,208,12,18,10,0,49,15,0,14,16,3,43,21,8,13,10,84,18,4,27,7,28,0,5,8,43,3,7,7,27,5,6,155,33,18,20,49,0,15,17,2,13,40,26,18,0,5,22,8,13,5
NICARAGUA,North America,Central America,370,192,178,31,196,23,4,0,23,59,15,2,6,11,1,4,33,0,22,4,2,8,0,52,5,1,0,4,1,4,13,3,1,23,17,4,4,4,3,12,0,3,0,7,0,5,2,10,1,0,16,8,2,5,22,2,2,1,0,1,34,4,12,0,2,3,2,1,0
NIGER,Africa,Western Africa,166,102,64,56,68,16,0,0,9,14,2,0,0,1,0,1,25,2,3,1,0,2,2,7,11,0,0,3,2,2,7,0,0,1,6,5,0,5,3,0,0,1,0,9,0,3,1,4,1,1,11,3,12,1,12,0,0,0,0,0,8,0,7,0,2,0,0,1,1
NIGERIA,Africa,Western Africa,9993,5951,4040,973,4092,923,129,1,63,3119,412,29,13,239,3,184,80,40,440,76,63,236,31,542,318,1,1,90,48,430,176,144,129,296,558,593,10,266,256,182,0,113,9,175,41,46,39,180,49,6,601,263,344,27,397,0,29,92,24,229,1580,70,207,0,18,43,70,132,16
NIUE,Australia & Pacific Islands,Polynesia,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NORTH KOREA,Asia,Eastern Asia,10,5,5,3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
NORWAY,Europe,Northern Europe,2782,1349,1433,75,1357,67,37,2,46,317,644,26,2,209,3,14,3,57,764,65,34,12,1,196,38,0,162,16,7,42,13,1,7,6,159,7,1,23,84,7,0,3,10,27,58,3,10,10,20,6,516,16,17,28,51,0,10,20,19,21,59,34,21,0,9,69,13,8,2
OMAN,Asia,Western Asia,2013,1465,548,102,1293,49,6,0,411,61,88,3,0,0,0,0,3,11,183,84,3,9,11,185,1,0,0,20,5,7,17,2,122,118,11,1,0,75,46,27,0,26,0,14,32,189,0,0,6,0,28,140,131,83,73,0,1,54,0,29,75,2,6,0,0,109,3,71,0
PAKISTAN,Asia,Southern Asia,4383,3141,1241,512,1677,589,13,1,172,1223,173,4,1,18,1,29,25,29,342,38,72,64,26,174,110,0,2,52,12,338,133,86,47,23,389,64,12,108,118,55,0,12,2,50,7,5,26,69,14,5,483,107,64,25,143,0,30,14,7,24,632,23,169,0,18,34,43,26,2
PALAU,Australia & Pacific Islands,Micronesia,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PANAMA,North America,Central America,1444,777,666,74,948,47,24,0,138,141,28,5,9,30,1,4,174,10,105,6,4,45,1,209,38,0,1,3,2,34,36,3,60,45,133,16,3,9,5,92,0,4,0,15,0,2,2,5,2,18,85,6,9,3,62,9,26,4,0,8,106,4,21,0,1,6,4,1,2
PAPUA NEW  GUINEA,Australia & Pacific Islands,Melanesia,59,166,107,27,88,2,12,1,0,12,9,0,3,12,1,0,3,0,8,0,0,0,0,38,3,0,1,12,0,1,4,0,8,2,1,1,0,4,2,2,0,0,0,0,0,6,1,0,0,0,2,45,0,1,1,0,0,1,0,0,11,2,3,0,0,0,1,1,0
PARAGUAY,South America,South America,469,260,209,44,272,21,2,0,46,58,19,3,0,4,0,1,2,3,57,7,1,8,1,49,8,0,1,5,1,8,6,124,4,5,27,8,2,1,3,13,0,1,1,6,0,1,2,11,0,1,36,2,6,2,11,0,3,1,1,3,23,4,5,0,1,2,0,1,0
PERU,South America,South America,2522,1312,1210,271,768,409,47,0,297,580,119,10,5,16,0,10,15,30,210,29,32,46,8,309,51,0,4,14,13,113,51,34,10,20,214,43,1,48,33,31,0,11,1,57,2,8,13,70,10,4,298,32,14,20,76,78,14,16,2,19,168,111,79,0,6,17,22,4,1
PHILIPPINES,Asia,South-Eastern Asia,4241,1924,2316,714,1087,421,13,2,437,874,614,28,14,37,2,23,6,37,1354,9,38,40,7,112,38,8,36,41,4,196,42,23,8,22,187,106,7,53,22,25,13,4,4,36,6,14,8,196,7,37,784,115,9,20,86,0,16,6,5,20,205,43,66,2,4,50,30,6,3
POLAND,Europe,Eastern Europe,2562,1005,1557,327,510,284,3,1,777,327,286,8,4,35,0,2,12,9,188,15,44,20,9,76,23,0,5,8,10,565,26,11,4,9,103,17,3,88,33,24,0,3,1,24,2,8,4,243,4,4,591,50,10,8,91,0,7,4,2,12,51,11,87,0,2,16,15,5,3
PORTUGAL,Europe,Southern Europe,938,517,421,100,305,160,18,0,63,166,92,11,3,20,0,3,1,4,202,7,7,10,3,87,15,0,4,3,0,36,14,5,9,3,103,14,4,21,6,9,0,4,1,13,0,2,2,23,2,4,139,5,6,7,24,0,5,4,0,9,40,17,17,0,0,37,4,1,2
QATAR,Asia,Western Asia,1421,1311,110,316,692,16,7,0,251,38,98,0,0,3,0,3,0,272,216,199,37,97,0,144,3,0,0,13,2,11,13,5,1,2,24,7,0,3,1,3,0,0,0,4,0,7,0,2,5,1,43,13,5,81,57,0,1,1,0,2,47,18,57,0,0,18,2,1,0
ROMANIA,Europe,Eastern Europe,1365,572,793,142,352,446,2,0,98,233,69,4,2,17,0,9,6,17,148,16,28,15,3,53,18,0,3,12,3,130,20,10,10,24,124,16,10,38,9,18,0,5,1,24,1,3,8,53,2,5,179,53,13,11,53,1,14,23,3,17,68,7,46,0,2,12,16,4,1
RUSSIA,Europe,Eastern Europe,7171,2972,4198,769,1698,1011,69,1,1272,1239,539,33,79,461,61,20,25,37,1300,59,98,72,30,648,91,0,20,46,15,325,63,31,30,38,676,83,21,125,77,59,3,23,5,112,12,23,17,136,16,19,1433,109,56,48,307,2,29,53,4,37,224,72,158,0,11,126,42,22,22
RWANDA,Africa,Eastern Africa,1053,622,431,95,551,55,1,1,27,150,10,0,3,160,1,5,134,3,75,7,13,4,1,18,26,0,0,73,2,25,19,8,26,4,41,11,18,14,23,23,0,16,1,10,1,9,7,3,2,0,58,17,99,21,43,0,4,12,2,13,74,19,32,0,5,12,8,10,1
SAINT BARTHELEMY,North America,Caribbean,4,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SAINT KITTS  AND NEVIS,North America,Caribbean,157,243,86,22,164,8,1,1,0,40,4,1,1,1,0,3,0,0,7,0,3,2,0,28,4,0,0,0,0,1,2,1,0,0,5,2,0,3,0,6,0,0,0,2,0,0,0,2,0,0,33,0,30,0,1,1,0,0,0,1,47,0,6,50,0,2,0,0,1
