hub,soc_code,share
NYC_MSA,nan,0.0044863135618159
NYC_MSA,nan,0.0022502987512037
NYC_MSA,nan,0.0020589746467723
NYC_MSA,nan,0.0017945767922461
NYC_MSA,nan,0.0043341577193533
NYC_MSA,nan,0.0019963096852273
NYC_MSA,nan,0.001778988350658
NYC_MSA,nan,0.0088869526495538
NYC_MSA,nan,0.0021472503226506
NYC_MSA,nan,0.0019664448594845
NYC_MSA,nan,0.0018001739181041
NYC_MSA,nan,0.0135733150752226
NYC_MSA,nan,0.0021215224429209
NYC_MSA,nan,0.0017374848247126
NYC_MSA,nan,0.0011178813834409
NYC_MSA,nan,0.0022831284627369
NYC_MSA,nan,0.0062935503107595
NYC_MSA,nan,0.0083259302001234
NYC_MSA,nan,0.0042915523349206
NYC_MSA,nan,0.0012779397149988
NYC_MSA,nan,0.0013302426078988
NYC_MSA,nan,0.0019256119063653
NYC_MSA,nan,0.0011124699996743
NYC_MSA,nan,0.0022734968496485
NYC_MSA,nan,0.002490065303107
NYC_MSA,nan,0.0004895514764554
NYC_MSA,nan,0.0014231887304782
NYC_MSA,nan,0.0040549579426814
NYC_MSA,nan,0.0025003518073839
NYC_MSA,nan,0.0033006028391693
NYC_MSA,nan,0.0043674204228399
NYC_MSA,nan,0.0132642960551847
NYC_MSA,nan,0.0090957800616578
NYC_MSA,nan,0.0023873546391533
NYC_MSA,nan,0.0038175606180942
NYC_MSA,nan,0.0027384283175103
NYC_MSA,nan,0.0037112017389586
NYC_MSA,nan,0.0002766679640868
NYC_MSA,nan,0.0017149455175528
NYC_MSA,nan,0.0024083989093566
NYC_MSA,nan,0.0020746887852175
NYC_MSA,nan,0.0026937397128314
NYC_MSA,nan,0.0107329764260424
NYC_MSA,nan,0.01310142266654
NYC_MSA,nan,0.0070100664351619
NYC_MSA,nan,0.0040874405456343
NYC_MSA,nan,0.0042402893052254
NYC_MSA,nan,0.0893891694908405
NYC_MSA,nan,0.0032297141993394
NYC_MSA,nan,0.0049264392789925
NYC_MSA,nan,0.0025005955634095
NYC_MSA,nan,0.0209419997627395
NYC_MSA,nan,0.0022139554590666
NYC_MSA,nan,0.0025501774077966
NYC_MSA,nan,0.0039865485453871
NYC_MSA,nan,0.0170285765624726
NYC_MSA,nan,0.01265620285469
NYC_MSA,nan,0.0061965019367747
NYC_MSA,nan,0.0069617370904859
NYC_MSA,nan,0.0019810295950115
NYC_MSA,nan,0.0089911027740902
NYC_MSA,nan,0.0055263863156183
NYC_MSA,nan,0.0015027396469351
NYC_MSA,nan,0.021730742097536
NYC_MSA,nan,0.0138468563807701
NYC_MSA,nan,0.0021472503226506
NYC_MSA,nan,0.0033714894476991
NYC_MSA,nan,0.0027521111557429
NYC_MSA,nan,0.0026425428222712
NYC_MSA,nan,0.0024055632142597
NYC_MSA,nan,0.001492241887436
NYC_MSA,nan,0.0023164866373335
NYC_MSA,nan,0.0056975010142338
NYC_MSA,nan,0.0077754028288758
NYC_MSA,nan,0.0016149974218883
NYC_MSA,nan,0.0125524663841289
NYC_MSA,nan,0.0046342525875409
NYC_MSA,nan,0.0182530681375115
NYC_MSA,nan,0.0058476700825844
NYC_MSA,nan,0.0032269393619968
NYC_MSA,nan,0.0037322703847644
NYC_MSA,nan,0.0083463404609043
NYC_MSA,nan,0.0058389930993439
NYC_MSA,nan,0.009201657522643
NYC_MSA,nan,0.0042863440811753
NYC_MSA,nan,0.0030449776014976
NYC_MSA,nan,0.001672921978753
NYC_MSA,nan,0.0016060597009526
NYC_MSA,nan,0.0060180518880831
