hub_id,soc_code,guyanese_share,hub,cbsa,soc_title,median_wage,mix_expected_wage,overall_msa_median
Miami_MSA,nan,0.0055263863156183,Miami_MSA,33100,,60000,331.583178937098,60000.0
Miami_MSA,nan,0.0015027396469351,Miami_MSA,33100,,60000,90.164378816106,60000.0
Miami_MSA,nan,0.021730742097536,Miami_MSA,33100,,60000,1303.8445258521601,60000.0
Miami_MSA,nan,0.0138468563807701,Miami_MSA,33100,,60000,830.811382846206,60000.0
Miami_MSA,nan,0.0021472503226506,Miami_MSA,33100,,60000,128.835019359036,60000.0
Miami_MSA,nan,0.0033714894476991,Miami_MSA,33100,,60000,202.289366861946,60000.0
Miami_MSA,nan,0.0027521111557429,Miami_MSA,33100,,60000,165.126669344574,60000.0
Miami_MSA,nan,0.0026425428222712,Miami_MSA,33100,,60000,158.552569336272,60000.0
Miami_MSA,nan,0.0024055632142597,Miami_MSA,33100,,60000,144.333792855582,60000.0
Miami_MSA,nan,0.001492241887436,Miami_MSA,33100,,60000,89.53451324616,60000.0
Miami_MSA,nan,0.0023164866373335,Miami_MSA,33100,,60000,138.98919824001,60000.0
Miami_MSA,nan,0.0056975010142338,Miami_MSA,33100,,60000,341.85006085402796,60000.0
Miami_MSA,nan,0.0077754028288758,Miami_MSA,33100,,60000,466.52416973254805,60000.0
Miami_MSA,nan,0.0016149974218883,Miami_MSA,33100,,60000,96.899845313298,60000.0
Miami_MSA,nan,0.0125524663841289,Miami_MSA,33100,,60000,753.147983047734,60000.0
Miami_MSA,nan,0.0046342525875409,Miami_MSA,33100,,60000,278.05515525245397,60000.0
Miami_MSA,nan,0.0182530681375115,Miami_MSA,33100,,60000,1095.18408825069,60000.0
Miami_MSA,nan,0.0058476700825844,Miami_MSA,33100,,60000,350.86020495506403,60000.0
Miami_MSA,nan,0.0032269393619968,Miami_MSA,33100,,60000,193.616361719808,60000.0
Miami_MSA,nan,0.0037322703847644,Miami_MSA,33100,,60000,223.936223085864,60000.0
Miami_MSA,nan,0.0083463404609043,Miami_MSA,33100,,60000,500.780427654258,60000.0
Miami_MSA,nan,0.0058389930993439,Miami_MSA,33100,,60000,350.339585960634,60000.0
Miami_MSA,nan,0.009201657522643,Miami_MSA,33100,,60000,552.09945135858,60000.0
Miami_MSA,nan,0.0042863440811753,Miami_MSA,33100,,60000,257.180644870518,60000.0
Miami_MSA,nan,0.0030449776014976,Miami_MSA,33100,,60000,182.698656089856,60000.0
Miami_MSA,nan,0.001672921978753,Miami_MSA,33100,,60000,100.37531872518001,60000.0
Miami_MSA,nan,0.0016060597009526,Miami_MSA,33100,,60000,96.363582057156,60000.0
Miami_MSA,nan,0.0060180518880831,Miami_MSA,33100,,60000,361.083113284986,60000.0
Miami_MSA,nan,0.0077522455189393,Miami_MSA,33100,,60000,465.134731136358,60000.0
Miami_MSA,nan,0.0079454551574801,Miami_MSA,33100,,60000,476.72730944880607,60000.0
Miami_MSA,nan,0.0033537693596678,Miami_MSA,33100,,60000,201.22616158006798,60000.0
Miami_MSA,nan,0.0037834347745213,Miami_MSA,33100,,60000,227.006086471278,60000.0
Miami_MSA,nan,0.0078104652643508,Miami_MSA,33100,,60000,468.627915861048,60000.0
Miami_MSA,nan,0.0016002095563401,Miami_MSA,33100,,60000,96.01257338040601,60000.0
Miami_MSA,nan,0.0038146201079063,Miami_MSA,33100,,60000,228.877206474378,60000.0
Miami_MSA,nan,0.0026754553296011,Miami_MSA,33100,,60000,160.527319776066,60000.0
Miami_MSA,nan,0.0021248293996672,Miami_MSA,33100,,60000,127.489763980032,60000.0
Miami_MSA,nan,0.0016953231574984,Miami_MSA,33100,,60000,101.719389449904,60000.0
Miami_MSA,nan,0.0045646937180822,Miami_MSA,33100,,60000,273.881623084932,60000.0
Miami_MSA,nan,0.0016549896604755,Miami_MSA,33100,,60000,99.29937962853,60000.0
Miami_MSA,nan,0.0019386864920622,Miami_MSA,33100,,60000,116.321189523732,60000.0
Miami_MSA,nan,0.0058848024129761,Miami_MSA,33100,,60000,353.088144778566,60000.0
Miami_MSA,nan,0.0021273214800201,Miami_MSA,33100,,60000,127.63928880120599,60000.0
Miami_MSA,nan,0.0012012703197716,Miami_MSA,33100,,60000,72.076219186296,60000.0
Miami_MSA,nan,0.0055137709662735,Miami_MSA,33100,,60000,330.82625797641,60000.0
Miami_MSA,nan,0.0135516543460308,Miami_MSA,33100,,60000,813.099260761848,60000.0
Miami_MSA,nan,0.0026754553296011,Miami_MSA,33100,,60000,160.527319776066,60000.0
Miami_MSA,nan,0.0001902922039233,Miami_MSA,33100,,60000,11.417532235398001,60000.0
Miami_MSA,nan,0.0025946436257282,Miami_MSA,33100,,60000,155.67861754369198,60000.0
Miami_MSA,nan,0.0016456456794972,Miami_MSA,33100,,60000,98.738740769832,60000.0
Miami_MSA,nan,0.0100033727156217,Miami_MSA,33100,,60000,600.202362937302,60000.0
Miami_MSA,nan,0.3741135548469162,Miami_MSA,33100,,60000,22446.813290814975,60000.0
